# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  541       3.270615431640e-10       1.280784774459e-12       1.795661393792e-12       0.000000000000e+00 
  542       3.263558226883e-10       1.305878265321e-12       1.924643270348e-12       0.000000000000e+00 
  543       3.256251640694e-10       1.331633744339e-12       2.050318591554e-12       0.000000000000e+00 
  544       3.248699812300e-10       1.358045983958e-12       2.172570840264e-12       0.000000000000e+00 
  545       3.240907598365e-10       1.385105604042e-12       2.291345961944e-12       0.000000000000e+00 
  546       3.232880107095e-10       1.412802014829e-12       2.406605579546e-12       0.000000000000e+00 
  547       3.224622541696e-10       1.441124406920e-12       2.518311244088e-12       0.000000000000e+00 
  548       3.216140200836e-10       1.470061750192e-12       2.626424435117e-12       0.000000000000e+00 
  549       3.207438479097e-10       1.499602792696e-12       2.730906561185e-12       0.000000000000e+00 
  550       3.198522867434e-10       1.529736059575e-12       2.831718960316e-12       0.000000000000e+00 
  551       3.189398953628e-10       1.560449851963e-12       2.928822900480e-12       0.000000000000e+00 
  552       3.180072422746e-10       1.591732245900e-12       3.022179580056e-12       0.000000000000e+00 
  553       3.170549057592e-10       1.623571091234e-12       3.111750128309e-12       0.000000000000e+00 
  554       3.160834739169e-10       1.655954010531e-12       3.197495605858e-12       0.000000000000e+00 
  555       3.150935447130e-10       1.688868397982e-12       3.279377005143e-12       0.000000000000e+00 
  556       3.140857260237e-10       1.722301418313e-12       3.357355250899e-12       0.000000000000e+00 
  557       3.130606356816e-10       1.756240005691e-12       3.431391200626e-12       0.000000000000e+00 
  558       3.120189015213e-10       1.790670862628e-12       3.501445645055e-12       0.000000000000e+00 
  559       3.109611614251e-10       1.825580458897e-12       3.567479308622e-12       0.000000000000e+00 
  560       3.098880633684e-10       1.860955030431e-12       3.629452849939e-12       0.000000000000e+00 
  561       3.088002654657e-10       1.896780578236e-12       3.687326862257e-12       0.000000000000e+00 
  562       3.076984360157e-10       1.933042867299e-12       3.741061873947e-12       0.000000000000e+00 
  563       3.065832535473e-10       1.969727425491e-12       3.790618348960e-12       0.000000000000e+00 
  564       3.054554068651e-10       2.006819542479e-12       3.835956687303e-12       0.000000000000e+00 
  565       3.043155950950e-10       2.044304268633e-12       3.877037225507e-12       0.000000000000e+00 
  566       3.031645277296e-10       2.082166413930e-12       3.913820237096e-12       0.000000000000e+00 
  567       3.020029246744e-10       2.120390546868e-12       3.946265933062e-12       0.000000000000e+00 
  568       3.008315162925e-10       2.158960993369e-12       3.974334462328e-12       0.000000000000e+00 
  569       2.996510434511e-10       2.197861835687e-12       3.997985912223e-12       0.000000000000e+00 
  570       2.984622575665e-10       2.237076911317e-12       4.017180308951e-12       0.000000000000e+00 
  571       2.972659206502e-10       2.276589811903e-12       4.031877618062e-12       0.000000000000e+00 
  572       2.960628053541e-10       2.316383882146e-12       4.042037744918e-12       0.000000000000e+00 
  573       2.948536950160e-10       2.356442218706e-12       4.047620535168e-12       0.000000000000e+00 
  574       2.936393837059e-10       2.396747669121e-12       4.048585775216e-12       0.000000000000e+00 
  575       2.924206762709e-10       2.437282830701e-12       4.044893192691e-12       0.000000000000e+00 
  576       2.911983883812e-10       2.478030049449e-12       4.036502456917e-12       0.000000000000e+00 
  577       2.899733465755e-10       2.518971418957e-12       4.023373179383e-12       0.000000000000e+00 
  578       2.887463883066e-10       2.560088779323e-12       4.005464914214e-12       0.000000000000e+00 
  579       2.875183619873e-10       2.601363716052e-12       3.982737158641e-12       0.000000000000e+00 
  580       2.862901270358e-10       2.642777558967e-12       3.955149353470e-12       0.000000000000e+00 
  581       2.850625539212e-10       2.684311381116e-12       3.922660883553e-12       0.000000000000e+00 
  582       2.838365242093e-10       2.725945997681e-12       3.885231078256e-12       0.000000000000e+00 
  583       2.826128592201e-10       2.767662901021e-12       3.842831828281e-12       0.000000000000e+00 
  584       2.813921039512e-10       2.809447093687e-12       3.795485781415e-12       0.000000000000e+00 
  585       2.801747378463e-10       2.851284324026e-12       3.743229101900e-12       0.000000000000e+00 
  586       2.789612457155e-10       2.893160155684e-12       3.686098945334e-12       0.000000000000e+00 
  587       2.777521177558e-10       2.935059966844e-12       3.624133463595e-12       0.000000000000e+00 
  588       2.765478495712e-10       2.976968949467e-12       3.557371809754e-12       0.000000000000e+00 
  589       2.753489421933e-10       3.018872108524e-12       3.485854142991e-12       0.000000000000e+00 
  590       2.741559021018e-10       3.060754261238e-12       3.409621633513e-12       0.000000000000e+00 
  591       2.729692412450e-10       3.102600036320e-12       3.328716467472e-12       0.000000000000e+00 
  592       2.717894770599e-10       3.144393873207e-12       3.243181851881e-12       0.000000000000e+00 
  593       2.706171324934e-10       3.186120021298e-12       3.153062019528e-12       0.000000000000e+00 
  594       2.694527360216e-10       3.227762539196e-12       3.058402233898e-12       0.000000000000e+00 
  595       2.682968216715e-10       3.269305293939e-12       2.959248794083e-12       0.000000000000e+00 
  596       2.671499290404e-10       3.310731960245e-12       2.855649039706e-12       0.000000000000e+00 
  597       2.660126033171e-10       3.352026019742e-12       2.747651355832e-12       0.000000000000e+00 
  598       2.648853953020e-10       3.393170760212e-12       2.635305177888e-12       0.000000000000e+00 
  599       2.637688614273e-10       3.434149274826e-12       2.518660996578e-12       0.000000000000e+00 
  600       2.626635637781e-10       3.474944461381e-12       2.397770362802e-12       0.000000000000e+00 
  601       2.615700701124e-10       3.515539021538e-12       2.272685892569e-12       0.000000000000e+00 
  602       2.604889538814e-10       3.555915460061e-12       2.143461271917e-12       0.000000000000e+00 
  603       2.594207942506e-10       3.596056084053e-12       2.010151261828e-12       0.000000000000e+00 
  604       2.583661761193e-10       3.635943002194e-12       1.872811703148e-12       0.000000000000e+00 
  605       2.573256901421e-10       3.675558123979e-12       1.731499521497e-12       0.000000000000e+00 
  606       2.562999327485e-10       3.714883158955e-12       1.586272732194e-12       0.000000000000e+00 
  607       2.552895061637e-10       3.753899615960e-12       1.437190445166e-12       0.000000000000e+00 
  608       2.542950184292e-10       3.792588802359e-12       1.284312869870e-12       0.000000000000e+00 
  609       2.533170834228e-10       3.830931823282e-12       1.127701320209e-12       0.000000000000e+00 
  610       2.523563208795e-10       3.868909580862e-12       9.674182194457e-13       0.000000000000e+00 
  611       2.514133564118e-10       3.906502773472e-12       8.035271051237e-13       0.000000000000e+00 
  612       2.504888215299e-10       3.943691894965e-12       6.360926339803e-13       0.000000000000e+00 
  613       2.495833536625e-10       3.980457233908e-12       4.651805868654e-13       0.000000000000e+00 
  614       2.486975961772e-10       4.016778872821e-12       2.908578736574e-13       0.000000000000e+00 
  615       2.478321984005e-10       4.052636687416e-12       1.131925381806e-13       0.000000000000e+00 
  616       2.469878156391e-10       4.088010345833e-12      -6.774623687860e-14       0.000000000000e+00 
  617       2.461651091993e-10       4.122879307879e-12      -2.518881250549e-13       0.000000000000e+00 
  618       2.453647464084e-10       4.157222824263e-12      -4.391616511870e-13       0.000000000000e+00 
  619       2.445874006346e-10       4.191019935838e-12      -6.294941865014e-13       0.000000000000e+00 
  620       2.438337513076e-10       4.224249472833e-12      -8.228119436952e-13       0.000000000000e+00 
  621       2.431044839390e-10       4.256890054097e-12      -1.019039972020e-12       0.000000000000e+00 
  622       2.424001914147e-10       4.288922475022e-12      -1.218100875962e-12       0.000000000000e+00 
  623       2.417210752910e-10       4.320336934315e-12      -1.419910948297e-12       0.000000000000e+00 
  624       2.410672375418e-10       4.351125975011e-12      -1.624383936731e-12       0.000000000000e+00 
  625       2.404387786429e-10       4.381282111085e-12      -1.831432306803e-12       0.000000000000e+00 
  626       2.398357975620e-10       4.410797827428e-12      -2.040967236575e-12       0.000000000000e+00 
  627       2.392583917487e-10       4.439665579826e-12      -2.252898611319e-12       0.000000000000e+00 
  628       2.387066571240e-10       4.467877794934e-12      -2.467135018201e-12       0.000000000000e+00 
  629       2.381806880708e-10       4.495426870257e-12      -2.683583740976e-12       0.000000000000e+00 
  630       2.376805774230e-10       4.522305174125e-12      -2.902150754671e-12       0.000000000000e+00 
  631       2.372064164560e-10       4.548505045673e-12      -3.122740720273e-12       0.000000000000e+00 
  632       2.367582948764e-10       4.574018794813e-12      -3.345256979420e-12       0.000000000000e+00 
  633       2.363363008116e-10       4.598838702218e-12      -3.569601549087e-12       0.000000000000e+00 
  634       2.359405208001e-10       4.622957019295e-12      -3.795675116273e-12       0.000000000000e+00 
  635       2.355710397810e-10       4.646365968162e-12      -4.023377032692e-12       0.000000000000e+00 
  636       2.352279410842e-10       4.669057741629e-12      -4.252605309459e-12       0.000000000000e+00 
  637       2.349113064201e-10       4.691024503172e-12      -4.483256611777e-12       0.000000000000e+00 
  638       2.346212158693e-10       4.712258386910e-12      -4.715226253628e-12       0.000000000000e+00 
  639       2.343577478729e-10       4.732751497587e-12      -4.948408192457e-12       0.000000000000e+00 
  640       2.341209792220e-10       4.752495910543e-12      -5.182695023865e-12       0.000000000000e+00 
  641       2.339109850477e-10       4.771483671697e-12      -5.417977976293e-12       0.000000000000e+00 
  642       2.337278388112e-10       4.789706797518e-12      -5.654146905710e-12       0.000000000000e+00 
  643       2.335716122932e-10       4.807157275010e-12      -5.891090290304e-12       0.000000000000e+00 
  644       2.334423755842e-10       4.823827061684e-12      -6.128695225168e-12       0.000000000000e+00 
  645       2.333401970741e-10       4.839708085535e-12      -6.366847416987e-12       0.000000000000e+00 
  646       2.332651434422e-10       4.854792245023e-12      -6.605431178730e-12       0.000000000000e+00 
  647       2.332172796471e-10       4.869071409048e-12      -6.844329424331e-12       0.000000000000e+00 
  648       2.331966689166e-10       4.882537416927e-12      -7.083423663385e-12       0.000000000000e+00 
  649       2.332033727374e-10       4.895182078373e-12      -7.322593995831e-12       0.000000000000e+00 
  650       2.332374508451e-10       4.906997173471e-12      -7.561719106639e-12       0.000000000000e+00 
  651       2.332989612140e-10       4.917974452654e-12      -7.800676260505e-12       0.000000000000e+00 
  652       2.333879600472e-10       4.928105636685e-12      -8.039341296529e-12       0.000000000000e+00 
  653       2.335045017661e-10       4.937382416629e-12      -8.277588622912e-12       0.000000000000e+00 
  654       2.336486390006e-10       4.945796453833e-12      -8.515291211638e-12       0.000000000000e+00 
  655       2.338204225788e-10       4.953339379904e-12      -8.752320593166e-12       0.000000000000e+00 
  656       2.340199015169e-10       4.960002796684e-12      -8.988546851113e-12       0.000000000000e+00 
  657       2.342471230093e-10       4.965778276230e-12      -9.223838616950e-12       0.000000000000e+00 
  658       2.345021324179e-10       4.970657360789e-12      -9.458063064680e-12       0.000000000000e+00 
  659       2.347849732628e-10       4.974631562776e-12      -9.691085905534e-12       0.000000000000e+00 
  660       2.350956872112e-10       4.977692364753e-12      -9.922771382657e-12       0.000000000000e+00 
  661       2.354342537904e-10       4.979833507505e-12      -1.015299285185e-11       0.000000000000e+00 
  662       2.358004080848e-10       4.981057909712e-12      -1.038166479065e-11       0.000000000000e+00 
  663       2.361938189983e-10       4.981370900826e-12      -1.060871148461e-11       0.000000000000e+00 
  664       2.366141491415e-10       4.980777947385e-12      -1.083405650274e-11       0.000000000000e+00 
  665       2.370610548052e-10       4.979284653625e-12      -1.105762269510e-11       0.000000000000e+00 
  666       2.375341859337e-10       4.976896762076e-12      -1.127933219039e-11       0.000000000000e+00 
  667       2.380331860979e-10       4.973620154176e-12      -1.149910639354e-11       0.000000000000e+00 
  668       2.385576924692e-10       4.969460850869e-12      -1.171686598332e-11       0.000000000000e+00 
  669       2.391073357921e-10       4.964425013211e-12      -1.193253090990e-11       0.000000000000e+00 
  670       2.396817403581e-10       4.958518942978e-12      -1.214602039244e-11       0.000000000000e+00 
  671       2.402805239790e-10       4.951749083269e-12      -1.235725291674e-11       0.000000000000e+00 
  672       2.409032979598e-10       4.944122019107e-12      -1.256614623275e-11       0.000000000000e+00 
  673       2.415496670727e-10       4.935644478051e-12      -1.277261735221e-11       0.000000000000e+00 
  674       2.422192295300e-10       4.926323330796e-12      -1.297658254624e-11       0.000000000000e+00 
  675       2.429115769573e-10       4.916165591778e-12      -1.317795734290e-11       0.000000000000e+00 
  676       2.436262943674e-10       4.905178419781e-12      -1.337665652483e-11       0.000000000000e+00 
  677       2.443629601333e-10       4.893369118539e-12      -1.357259412680e-11       0.000000000000e+00 
  678       2.451211459614e-10       4.880745137344e-12      -1.376568343329e-11       0.000000000000e+00 
  679       2.459004168652e-10       4.867314071647e-12      -1.395583697615e-11       0.000000000000e+00 
  680       2.467003311384e-10       4.853083663667e-12      -1.414296653211e-11       0.000000000000e+00 
  681       2.475204403283e-10       4.838061802994e-12      -1.432698312043e-11       0.000000000000e+00 
  682       2.483602892092e-10       4.822256527191e-12      -1.450779700045e-11       0.000000000000e+00 
  683       2.492194157556e-10       4.805676022402e-12      -1.468531766923e-11       0.000000000000e+00 
  684       2.500973511157e-10       4.788328623959e-12      -1.485945385906e-11       0.000000000000e+00 
  685       2.509936195849e-10       4.770222816981e-12      -1.503011353515e-11       0.000000000000e+00 
  686       2.519077385785e-10       4.751367236981e-12      -1.519720389316e-11       0.000000000000e+00 
  687       2.528392186057e-10       4.731770670476e-12      -1.536063135678e-11       0.000000000000e+00 
  688       2.537875632429e-10       4.711442055582e-12      -1.552030157537e-11       0.000000000000e+00 
  689       2.547522691066e-10       4.690390482628e-12      -1.567611942152e-11       0.000000000000e+00 
  690       2.557328258271e-10       4.668625194755e-12      -1.582798898865e-11       0.000000000000e+00 
  691       2.567287160217e-10       4.646155588523e-12      -1.597581358857e-11       0.000000000000e+00 
  692       2.577394152681e-10       4.622991214517e-12      -1.611949574915e-11       0.000000000000e+00 
  693       2.587643920779e-10       4.599141777948e-12      -1.625893721182e-11       0.000000000000e+00 
  694       2.598031078695e-10       4.574617139262e-12      -1.639403892921e-11       0.000000000000e+00 
  695       2.608550169420e-10       4.549427314743e-12      -1.652470106274e-11       0.000000000000e+00 
  696       2.619195664481e-10       4.523582477116e-12      -1.665082298019e-11       0.000000000000e+00 
  697       2.629961963676e-10       4.497092956156e-12      -1.677230325332e-11       0.000000000000e+00 
  698       2.640843394809e-10       4.469969239288e-12      -1.688903965544e-11       0.000000000000e+00 
  699       2.651834213420e-10       4.442221972196e-12      -1.700092915899e-11       0.000000000000e+00 
  700       2.662928736743e-10       4.413862595488e-12      -1.710788322334e-11       0.000000000000e+00 
  701       2.674121749159e-10       4.384905268029e-12      -1.720987401231e-11       0.000000000000e+00 
  702       2.685408104662e-10       4.355364984871e-12      -1.730688913460e-11       0.000000000000e+00 
  703       2.696782593164e-10       4.325256945575e-12      -1.739891644209e-11       0.000000000000e+00 
  704       2.708239940268e-10       4.294596554971e-12      -1.748594403125e-11       0.000000000000e+00 
  705       2.719774807027e-10       4.263399423922e-12      -1.756796024439e-11       0.000000000000e+00 
  706       2.731381789719e-10       4.231681370080e-12      -1.764495367104e-11       0.000000000000e+00 
  707       2.743055419603e-10       4.199458418649e-12      -1.771691314926e-11       0.000000000000e+00 
  708       2.754790162694e-10       4.166746803145e-12      -1.778382776697e-11       0.000000000000e+00 
  709       2.766580419526e-10       4.133562966157e-12      -1.784568686329e-11       0.000000000000e+00 
  710       2.778420524917e-10       4.099923560103e-12      -1.790248002988e-11       0.000000000000e+00 
  711       2.790304747736e-10       4.065845447998e-12      -1.795419711223e-11       0.000000000000e+00 
  712       2.802227290671e-10       4.031345704207e-12      -1.800082821103e-11       0.000000000000e+00 
  713       2.814182289993e-10       3.996441615210e-12      -1.804236368348e-11       0.000000000000e+00 
  714       2.826163815323e-10       3.961150680360e-12      -1.807879414464e-11       0.000000000000e+00 
  715       2.838165869400e-10       3.925490612644e-12      -1.811011046873e-11       0.000000000000e+00 
  716       2.850182387845e-10       3.889479339444e-12      -1.813630379049e-11       0.000000000000e+00 
  717       2.862207238927e-10       3.853135003297e-12      -1.815736550648e-11       0.000000000000e+00 
  718       2.874234223330e-10       3.816475962656e-12      -1.817328727645e-11       0.000000000000e+00 
  719       2.886257073922e-10       3.779520792647e-12      -1.818406102463e-11       0.000000000000e+00 
  720       2.898269455517e-10       3.742288285833e-12      -1.818967894108e-11       0.000000000000e+00 
  721       2.910264964643e-10       3.704797452976e-12      -1.819013348303e-11       0.000000000000e+00 
  722       2.922237129309e-10       3.667067523790e-12      -1.818541737619e-11       0.000000000000e+00 
  723       2.934179408769e-10       3.629117947709e-12      -1.817552361609e-11       0.000000000000e+00 
  724       2.946085193292e-10       3.590968394644e-12      -1.816044546940e-11       0.000000000000e+00 
  725       2.957947803924e-10       3.552638755743e-12      -1.814017647529e-11       0.000000000000e+00 
  726       2.969760492259e-10       3.514149144152e-12      -1.811471044671e-11       0.000000000000e+00 
  727       2.981516440199e-10       3.475519895776e-12      -1.808404147177e-11       0.000000000000e+00 
  728       2.993208759727e-10       3.436771570038e-12      -1.804816391506e-11       0.000000000000e+00 
  729       3.004830492669e-10       3.397924950640e-12      -1.800707241893e-11       0.000000000000e+00 
  730       3.016374610461e-10       3.359001046325e-12      -1.796076190491e-11       0.000000000000e+00 
  731       3.027834013916e-10       3.320021091633e-12      -1.790922757496e-11       0.000000000000e+00 
  732       3.039201532989e-10       3.281006547668e-12      -1.785246491283e-11       0.000000000000e+00 
  733       3.050469926547e-10       3.241979102850e-12      -1.779046968541e-11       0.000000000000e+00 
  734       3.061631882128e-10       3.202960673684e-12      -1.772323794402e-11       0.000000000000e+00 
  735       3.072680015716e-10       3.163973405512e-12      -1.765076602577e-11       0.000000000000e+00 
  736       3.083606871501e-10       3.125039673282e-12      -1.757305055489e-11       0.000000000000e+00 
  737       3.094404921647e-10       3.086182082300e-12      -1.749008844403e-11       0.000000000000e+00 
  738       3.105066566058e-10       3.047423468997e-12      -1.740187689565e-11       0.000000000000e+00 
  739       3.115584846191e-10       3.008785400896e-12      -1.730842345275e-11       0.000000000000e+00 
  740       3.125955602411e-10       2.970283642510e-12      -1.720977636622e-11       0.000000000000e+00 
  741       3.136175358753e-10       2.931932601462e-12      -1.710599482957e-11       0.000000000000e+00 
  742       3.146240612655e-10       2.893746821596e-12      -1.699713898717e-11       0.000000000000e+00 
  743       3.156147834883e-10       2.855740983411e-12      -1.688326993788e-11       0.000000000000e+00 
  744       3.165893469450e-10       2.817929904490e-12      -1.676444973855e-11       0.000000000000e+00 
  745       3.175473933546e-10       2.780328539929e-12      -1.664074140755e-11       0.000000000000e+00 
  746       3.184885617453e-10       2.742951982774e-12      -1.651220892831e-11       0.000000000000e+00 
  747       3.194124884474e-10       2.705815464446e-12      -1.637891725286e-11       0.000000000000e+00 
  748       3.203188070853e-10       2.668934355176e-12      -1.624093230535e-11       0.000000000000e+00 
  749       3.212071485697e-10       2.632324164434e-12      -1.609832098564e-11       0.000000000000e+00 
  750       3.220771410904e-10       2.596000541360e-12      -1.595115117274e-11       0.000000000000e+00 
  751       3.229284101078e-10       2.559979275197e-12      -1.579949172843e-11       0.000000000000e+00 
  752       3.237605783460e-10       2.524276295718e-12      -1.564341250075e-11       0.000000000000e+00 
  753       3.245732657847e-10       2.488907673664e-12      -1.548298432758e-11       0.000000000000e+00 
  754       3.253660896513e-10       2.453889621166e-12      -1.531827904011e-11       0.000000000000e+00 
  755       3.261386644136e-10       2.419238492183e-12      -1.514936946642e-11       0.000000000000e+00 
  756       3.268906017720e-10       2.384970782931e-12      -1.497632943501e-11       0.000000000000e+00 
  757       3.276215106515e-10       2.351103132313e-12      -1.479923377834e-11       0.000000000000e+00 
  758       3.283309971943e-10       2.317652322351e-12      -1.461815833636e-11       0.000000000000e+00 
  759       3.290186647521e-10       2.284635278617e-12      -1.443317996001e-11       0.000000000000e+00 
  760       3.296841138782e-10       2.252069070664e-12      -1.424437651482e-11       0.000000000000e+00 
  761       3.303269423199e-10       2.219970912456e-12      -1.405182688440e-11       0.000000000000e+00 
  762       3.309467450109e-10       2.188358162800e-12      -1.385561097401e-11       0.000000000000e+00 
  763       3.315431140632e-10       2.157248325778e-12      -1.365580971403e-11       0.000000000000e+00 
  764       3.321156387600e-10       2.126659051176e-12      -1.345250506359e-11       0.000000000000e+00 
  765       3.326639055476e-10       2.096608134917e-12      -1.324578001403e-11       0.000000000000e+00 
  766       3.331874980275e-10       2.067113519490e-12      -1.303571859245e-11       0.000000000000e+00 
  767       3.336859969494e-10       2.038193294381e-12      -1.282240586528e-11       0.000000000000e+00 
  768       3.341589802026e-10       2.009865696507e-12      -1.260592794178e-11       0.000000000000e+00 
  769       3.346060228092e-10       1.982149110646e-12      -1.238637197758e-11       0.000000000000e+00 
  770       3.350266969156e-10       1.955062069863e-12      -1.216382617824e-11       0.000000000000e+00 
  771       3.354205717853e-10       1.928623255949e-12      -1.193837980276e-11       0.000000000000e+00 
  772       3.357872137910e-10       1.902851499847e-12      -1.171012316711e-11       0.000000000000e+00 
  773       3.361261864069e-10       1.877765782084e-12      -1.147914764781e-11       0.000000000000e+00 
  774       3.364370502011e-10       1.853385233201e-12      -1.124554568540e-11       0.000000000000e+00 
  775       3.367193628278e-10       1.829729134188e-12      -1.100941078803e-11       0.000000000000e+00 
  776       3.369726790196e-10       1.806816916910e-12      -1.077083753497e-11       0.000000000000e+00 
  777       3.371965505797e-10       1.784668164541e-12      -1.052992158015e-11       0.000000000000e+00 
  778       3.373906071344e-10       1.763299936110e-12      -1.028675832829e-11       0.000000000000e+00 
  779       3.375548000659e-10       1.742718684244e-12      -1.004143892893e-11       0.000000000000e+00 
  780       3.376891631383e-10       1.722928186716e-12      -9.794054214272e-12       0.000000000000e+00 
  781       3.377937321608e-10       1.703932208495e-12      -9.544696023064e-12       0.000000000000e+00 
  782       3.378685449957e-10       1.685734501647e-12      -9.293457203859e-12       0.000000000000e+00 
  783       3.379136415667e-10       1.668338805240e-12      -9.040431618295e-12       0.000000000000e+00 
  784       3.379290638673e-10       1.651748845242e-12      -8.785714144368e-12       0.000000000000e+00 
  785       3.379148559691e-10       1.635968334425e-12      -8.529400679700e-12       0.000000000000e+00 
  786       3.378710640299e-10       1.621000972262e-12      -8.271588144813e-12       0.000000000000e+00 
  787       3.377977363022e-10       1.606850444834e-12      -8.012374486407e-12       0.000000000000e+00 
  788       3.376949231413e-10       1.593520424723e-12      -7.751858680624e-12       0.000000000000e+00 
  789       3.375626770139e-10       1.581014570924e-12      -7.490140736328e-12       0.000000000000e+00 
  790       3.374010525058e-10       1.569336528735e-12      -7.227321698372e-12       0.000000000000e+00 
  791       3.372101063308e-10       1.558489929668e-12      -6.963503650875e-12       0.000000000000e+00 
  792       3.369898973386e-10       1.548478391342e-12      -6.698789720493e-12       0.000000000000e+00 
  793       3.367404865234e-10       1.539305517390e-12      -6.433284079689e-12       0.000000000000e+00 
  794       3.364619370317e-10       1.530974897359e-12      -6.167091950010e-12       0.000000000000e+00 
  795       3.361543141712e-10       1.523490106607e-12      -5.900319605358e-12       0.000000000000e+00 
  796       3.358176854186e-10       1.516854706212e-12      -5.633074375262e-12       0.000000000000e+00 
  797       3.354521204281e-10       1.511072242864e-12      -5.365464648148e-12       0.000000000000e+00 
  798       3.350576910395e-10       1.506146248775e-12      -5.097599874620e-12       0.000000000000e+00 
  799       3.346344712869e-10       1.502080241574e-12      -4.829590570721e-12       0.000000000000e+00 
  800       3.341825374065e-10       1.498877724210e-12      -4.561548321217e-12       0.000000000000e+00 
  801       3.337019678452e-10       1.496542184856e-12      -4.293585782861e-12       0.000000000000e+00 
  802       3.331928432687e-10       1.495077096805e-12      -4.025816687670e-12       0.000000000000e+00 
  803       3.326552465699e-10       1.494485918375e-12      -3.758355846196e-12       0.000000000000e+00 
  804       3.320892628771e-10       1.494772092810e-12      -3.491319150802e-12       0.000000000000e+00 
  805       3.314949795625e-10       1.495939048180e-12      -3.224823578927e-12       0.000000000000e+00 
  806       3.308724862501e-10       1.497990197281e-12      -2.958987196368e-12       0.000000000000e+00 
  807       3.302218748244e-10       1.500928937540e-12      -2.693929160545e-12       0.000000000000e+00 
  808       3.295432394384e-10       1.504758650912e-12      -2.429769723777e-12       0.000000000000e+00 
  809       3.288366765220e-10       1.509482703785e-12      -2.166630236557e-12       0.000000000000e+00 
  810       3.281022847903e-10       1.515104446879e-12      -1.904633150819e-12       0.000000000000e+00 
  811       3.273401652516e-10       1.521627215147e-12      -1.643902023214e-12       0.000000000000e+00 
  812       3.265504212164e-10       1.529054327676e-12      -1.384561518383e-12       0.000000000000e+00 
  813       3.257331583047e-10       1.537389087590e-12      -1.126737412228e-12       0.000000000000e+00 
  814       3.248884844552e-10       1.546634781951e-12      -8.705565951860e-13       0.000000000000e+00 
  815       3.240165099330e-10       1.556794681659e-12      -6.161470755008e-13       0.000000000000e+00 
  816       3.231173473382e-10       1.567872041351e-12      -3.636379824955e-13       0.000000000000e+00 
  817       3.221911524420e-10       1.579867988373e-12      -1.131481837826e-13       0.000000000000e+00 
  818       3.212382474795e-10       1.592775148522e-12       1.352480926356e-13       0.000000000000e+00 
  819       3.202590000758e-10       1.606583906249e-12       3.814874880451e-13       0.000000000000e+00 
  820       3.192537826329e-10       1.621284504796e-12       6.255061813730e-13       0.000000000000e+00 
  821       3.182229723456e-10       1.636867045720e-12       8.672398879589e-13       0.000000000000e+00 
  822       3.171669512168e-10       1.653321488416e-12       1.106623858327e-12       0.000000000000e+00 
  823       3.160861060731e-10       1.670637649640e-12       1.343592876957e-12       0.000000000000e+00 
  824       3.149808285809e-10       1.688805203026e-12       1.578081261059e-12       0.000000000000e+00 
  825       3.138515152614e-10       1.707813678616e-12       1.810022859340e-12       0.000000000000e+00 
  826       3.126985675065e-10       1.727652462375e-12       2.039351050781e-12       0.000000000000e+00 
  827       3.115223915946e-10       1.748310795717e-12       2.265998743407e-12       0.000000000000e+00 
  828       3.103233987059e-10       1.769777775027e-12       2.489898373058e-12       0.000000000000e+00 
  829       3.091020049382e-10       1.792042351183e-12       2.710981902159e-12       0.000000000000e+00 
  830       3.078586313223e-10       1.815093329075e-12       2.929180818499e-12       0.000000000000e+00 
  831       3.065937038379e-10       1.838919367133e-12       3.144426133994e-12       0.000000000000e+00 
  832       3.053076534291e-10       1.863508976844e-12       3.356648383466e-12       0.000000000000e+00 
  833       3.040009160199e-10       1.888850522277e-12       3.565777623409e-12       0.000000000000e+00 
  834       3.026739325302e-10       1.914932219604e-12       3.771743430765e-12       0.000000000000e+00 
  835       3.013271488908e-10       1.941742136623e-12       3.974474901696e-12       0.000000000000e+00 
  836       2.999610160594e-10       1.969268192279e-12       4.173900650351e-12       0.000000000000e+00 
  837       2.985759900365e-10       1.997498156188e-12       4.369948807645e-12       0.000000000000e+00 
  838       2.971725318802e-10       2.026419648156e-12       4.562547020023e-12       0.000000000000e+00 
  839       2.957511077228e-10       2.056020137705e-12       4.751622448239e-12       0.000000000000e+00 
  840       2.943121887854e-10       2.086286943593e-12       4.937101766124e-12       0.000000000000e+00 
  841       2.928562513945e-10       2.117207233336e-12       5.118911159357e-12       0.000000000000e+00 
  842       2.913837769969e-10       2.148768022731e-12       5.296976324241e-12       0.000000000000e+00 
  843       2.898952521756e-10       2.180956175377e-12       5.471222466470e-12       0.000000000000e+00 
  844       2.883911686654e-10       2.213758402200e-12       5.641574299905e-12       0.000000000000e+00 
  845       2.868720233685e-10       2.247161260971e-12       5.807956045342e-12       0.000000000000e+00 
  846       2.853383183702e-10       2.281151155833e-12       5.970291429288e-12       0.000000000000e+00 
  847       2.837905609543e-10       2.315714336816e-12       6.128503682728e-12       0.000000000000e+00 
  848       2.822292636189e-10       2.350836899369e-12       6.282515539902e-12       0.000000000000e+00 
  849       2.806549440920e-10       2.386504783873e-12       6.432249237073e-12       0.000000000000e+00 
