# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
 1227       9.694478270550e-11       4.039569945379e-12      -1.527688632890e-12       0.000000000000e+00 
 1228       9.660931067089e-11       4.054472825213e-12      -1.634607459466e-12       0.000000000000e+00 
 1229       9.628342120874e-11       4.068835325142e-12      -1.742416538865e-12       0.000000000000e+00 
 1230       9.596717237227e-11       4.082650580276e-12      -1.851061325763e-12       0.000000000000e+00 
 1231       9.566062234161e-11       4.095911694500e-12      -1.960486904318e-12       0.000000000000e+00 
 1232       9.536382942391e-11       4.108611740425e-12      -2.070637987406e-12       0.000000000000e+00 
 1233       9.507685205338e-11       4.120743759328e-12      -2.181458915864e-12       0.000000000000e+00 
 1234       9.479974879140e-11       4.132300761102e-12      -2.292893657723e-12       0.000000000000e+00 
 1235       9.453257832657e-11       4.143275724201e-12      -2.404885807454e-12       0.000000000000e+00 
 1236       9.427539947482e-11       4.153661595583e-12      -2.517378585200e-12       0.000000000000e+00 
 1237       9.402827117947e-11       4.163451290661e-12      -2.630314836020e-12       0.000000000000e+00 
 1238       9.379125251132e-11       4.172637693244e-12      -2.743637029123e-12       0.000000000000e+00 
 1239       9.356440266873e-11       4.181213655486e-12      -2.857287257109e-12       0.000000000000e+00 
 1240       9.334778097767e-11       4.189171997830e-12      -2.971207235210e-12       0.000000000000e+00 
 1241       9.314144689185e-11       4.196505508954e-12      -3.085338300522e-12       0.000000000000e+00 
 1242       9.294545999277e-11       4.203206945719e-12      -3.199621411252e-12       0.000000000000e+00 
 1243       9.275987998978e-11       4.209269033110e-12      -3.313997145951e-12       0.000000000000e+00 
 1244       9.258476672020e-11       4.214684464188e-12      -3.428405702754e-12       0.000000000000e+00 
 1245       9.242018014939e-11       4.219445900031e-12      -3.542786898619e-12       0.000000000000e+00 
 1246       9.226615381463e-11       4.223547787757e-12      -3.657083378211e-12       0.000000000000e+00 
 1247       9.212261481571e-11       4.226991838045e-12      -3.771250283287e-12       0.000000000000e+00 
 1248       9.198946288583e-11       4.229781611767e-12      -3.885245695243e-12       0.000000000000e+00 
 1249       9.186659686062e-11       4.231920707834e-12      -3.999027435245e-12       0.000000000000e+00 
 1250       9.175391467619e-11       4.233412763279e-12      -4.112553063715e-12       0.000000000000e+00 
 1251       9.165131336718e-11       4.234261453345e-12      -4.225779879821e-12       0.000000000000e+00 
 1252       9.155868906472e-11       4.234470491571e-12      -4.338664920962e-12       0.000000000000e+00 
 1253       9.147593699452e-11       4.234043629878e-12      -4.451164962251e-12       0.000000000000e+00 
 1254       9.140295147489e-11       4.232984658652e-12      -4.563236516007e-12       0.000000000000e+00 
 1255       9.133962591475e-11       4.231297406837e-12      -4.674835831240e-12       0.000000000000e+00 
 1256       9.128585281165e-11       4.228985742017e-12      -4.785918893135e-12       0.000000000000e+00 
 1257       9.124152374985e-11       4.226053570499e-12      -4.896441422541e-12       0.000000000000e+00 
 1258       9.120652939826e-11       4.222504837409e-12      -5.006358875458e-12       0.000000000000e+00 
 1259       9.118075950858e-11       4.218343526766e-12      -5.115626442520e-12       0.000000000000e+00 
 1260       9.116410291324e-11       4.213573661580e-12      -5.224199048488e-12       0.000000000000e+00 
 1261       9.115644752345e-11       4.208199303929e-12      -5.332031351730e-12       0.000000000000e+00 
 1262       9.115768032725e-11       4.202224555050e-12      -5.439077743710e-12       0.000000000000e+00 
 1263       9.116768738754e-11       4.195653555425e-12      -5.545292348477e-12       0.000000000000e+00 
 1264       9.118635384005e-11       4.188490484865e-12      -5.650629022147e-12       0.000000000000e+00 
 1265       9.121356389146e-11       4.180739562599e-12      -5.755041352395e-12       0.000000000000e+00 
 1266       9.124920081736e-11       4.172405047358e-12      -5.858482657936e-12       0.000000000000e+00 
 1267       9.129314696028e-11       4.163491237463e-12      -5.960905988016e-12       0.000000000000e+00 
 1268       9.134528372778e-11       4.154002470909e-12      -6.062264121895e-12       0.000000000000e+00 
 1269       9.140549159040e-11       4.143943125454e-12      -6.162509568336e-12       0.000000000000e+00 
 1270       9.147365007973e-11       4.133317618704e-12      -6.261594565092e-12       0.000000000000e+00 
 1271       9.154963778646e-11       4.122130408197e-12      -6.359471078391e-12       0.000000000000e+00 
 1272       9.163333235834e-11       4.110385991493e-12      -6.456090802422e-12       0.000000000000e+00 
 1273       9.172461049828e-11       4.098088906260e-12      -6.551405158823e-12       0.000000000000e+00 
 1274       9.182334796235e-11       4.085243730355e-12      -6.645365296169e-12       0.000000000000e+00 
 1275       9.192941955777e-11       4.071855081917e-12      -6.737922089454e-12       0.000000000000e+00 
 1276       9.204269914102e-11       4.057927619450e-12      -6.829026139583e-12       0.000000000000e+00 
 1277       9.216305961580e-11       4.043466041909e-12      -6.918627772855e-12       0.000000000000e+00 
 1278       9.229037293109e-11       4.028475088786e-12      -7.006677040449e-12       0.000000000000e+00 
 1279       9.242451007916e-11       4.012959540199e-12      -7.093123717914e-12       0.000000000000e+00 
 1280       9.256534109361e-11       3.996924216973e-12      -7.177917304654e-12       0.000000000000e+00 
 1281       9.271273504741e-11       3.980373980734e-12      -7.261007023412e-12       0.000000000000e+00 
 1282       9.286656005091e-11       3.963313733987e-12      -7.342341819761e-12       0.000000000000e+00 
 1283       9.302668324988e-11       3.945748420207e-12      -7.421870361587e-12       0.000000000000e+00 
 1284       9.319297082350e-11       3.927683023925e-12      -7.499541038578e-12       0.000000000000e+00 
 1285       9.336528184518e-11       3.909123408306e-12      -7.575308682512e-12       0.000000000000e+00 
 1286       9.354344979221e-11       3.890078838149e-12      -7.649154812834e-12       0.000000000000e+00 
 1287       9.372730082177e-11       3.870559485764e-12      -7.721067620399e-12       0.000000000000e+00 
 1288       9.391665988673e-11       3.850575596228e-12      -7.791035267544e-12       0.000000000000e+00 
 1289       9.411135073322e-11       3.830137487537e-12      -7.859045888059e-12       0.000000000000e+00 
 1290       9.431119589821e-11       3.809255550750e-12      -7.925087587166e-12       0.000000000000e+00 
 1291       9.451601670710e-11       3.787940250136e-12      -7.989148441487e-12       0.000000000000e+00 
 1292       9.472563327130e-11       3.766202123319e-12      -8.051216499025e-12       0.000000000000e+00 
 1293       9.493986448581e-11       3.744051781431e-12      -8.111279779135e-12       0.000000000000e+00 
 1294       9.515852802683e-11       3.721499909253e-12      -8.169326272500e-12       0.000000000000e+00 
 1295       9.538144034927e-11       3.698557265367e-12      -8.225343941107e-12       0.000000000000e+00 
 1296       9.560841668444e-11       3.675234682296e-12      -8.279320718217e-12       0.000000000000e+00 
 1297       9.583927103753e-11       3.651543066662e-12      -8.331244508344e-12       0.000000000000e+00 
 1298       9.607381618526e-11       3.627493399320e-12      -8.381103187229e-12       0.000000000000e+00 
 1299       9.631186367343e-11       3.603096735517e-12      -8.428884601812e-12       0.000000000000e+00 
 1300       9.655322381452e-11       3.578364205032e-12      -8.474576570209e-12       0.000000000000e+00 
 1301       9.679770568526e-11       3.553307012323e-12      -8.518166881688e-12       0.000000000000e+00 
 1302       9.704511712422e-11       3.527936436678e-12      -8.559643296639e-12       0.000000000000e+00 
 1303       9.729526472939e-11       3.502263832360e-12      -8.598993546553e-12       0.000000000000e+00 
 1304       9.754795385577e-11       3.476300628754e-12      -8.636205333994e-12       0.000000000000e+00 
 1305       9.780298861294e-11       3.450058330512e-12      -8.671266332574e-12       0.000000000000e+00 
 1306       9.806017186266e-11       3.423548517704e-12      -8.704164186929e-12       0.000000000000e+00 
 1307       9.831930521642e-11       3.396782845963e-12      -8.734886512694e-12       0.000000000000e+00 
 1308       9.858018903307e-11       3.369773046633e-12      -8.763420896475e-12       0.000000000000e+00 
 1309       9.884262241637e-11       3.342530926913e-12      -8.789754895823e-12       0.000000000000e+00 
 1310       9.910640321256e-11       3.315068370008e-12      -8.813876039214e-12       0.000000000000e+00 
 1311       9.937132800801e-11       3.287397335275e-12      -8.835771826020e-12       0.000000000000e+00 
 1312       9.963719212670e-11       3.259529858367e-12      -8.855429726481e-12       0.000000000000e+00 
 1313       9.990378962790e-11       3.231478051385e-12      -8.872837181685e-12       0.000000000000e+00 
 1314       1.001709133037e-10       3.203254103022e-12      -8.887981603539e-12       0.000000000000e+00 
 1315       1.004383546766e-10       3.174870278709e-12      -8.900850374745e-12       0.000000000000e+00 
 1316       1.007059039971e-10       3.146338920765e-12      -8.911430848775e-12       0.000000000000e+00 
 1317       1.009733502413e-10       3.117672448543e-12      -8.919710349844e-12       0.000000000000e+00 
 1318       1.012404811084e-10       3.088883358577e-12      -8.925676172886e-12       0.000000000000e+00 
 1319       1.015070830184e-10       3.059984224727e-12      -8.929315583528e-12       0.000000000000e+00 
 1320       1.017729411096e-10       3.030987698329e-12      -8.930615818065e-12       0.000000000000e+00 
 1321       1.020378392364e-10       3.001906508343e-12      -8.929564083434e-12       0.000000000000e+00 
 1322       1.023015599662e-10       2.972753461494e-12      -8.926147557190e-12       0.000000000000e+00 
 1323       1.025638845781e-10       2.943541442425e-12      -8.920353387479e-12       0.000000000000e+00 
 1324       1.028246079216e-10       2.914282879960e-12      -8.912174473074e-12       0.000000000000e+00 
 1325       1.030835831809e-10       2.884988139138e-12      -8.901626873382e-12       0.000000000000e+00 
 1326       1.033406776005e-10       2.855667111718e-12      -8.888732590654e-12       0.000000000000e+00 
 1327       1.035957576667e-10       2.826329748552e-12      -8.873513807730e-12       0.000000000000e+00 
 1328       1.038486891058e-10       2.796986059703e-12      -8.855992888414e-12       0.000000000000e+00 
 1329       1.040993368832e-10       2.767646114551e-12      -8.836192377844e-12       0.000000000000e+00 
 1330       1.043475652015e-10       2.738320041908e-12      -8.814135002858e-12       0.000000000000e+00 
 1331       1.045932374995e-10       2.709018030123e-12      -8.789843672370e-12       0.000000000000e+00 
 1332       1.048362164507e-10       2.679750327199e-12      -8.763341477734e-12       0.000000000000e+00 
 1333       1.050763639615e-10       2.650527240896e-12      -8.734651693119e-12       0.000000000000e+00 
 1334       1.053135411705e-10       2.621359138848e-12      -8.703797775873e-12       0.000000000000e+00 
 1335       1.055476084466e-10       2.592256448672e-12      -8.670803366901e-12       0.000000000000e+00 
 1336       1.057784253877e-10       2.563229658075e-12      -8.635692291029e-12       0.000000000000e+00 
 1337       1.060058508194e-10       2.534289314969e-12      -8.598488557373e-12       0.000000000000e+00 
 1338       1.062297427935e-10       2.505446027579e-12      -8.559216359717e-12       0.000000000000e+00 
 1339       1.064499585866e-10       2.476710464555e-12      -8.517900076873e-12       0.000000000000e+00 
 1340       1.066663546988e-10       2.448093355080e-12      -8.474564273057e-12       0.000000000000e+00 
 1341       1.068787868521e-10       2.419605488985e-12      -8.429233698259e-12       0.000000000000e+00 
 1342       1.070871099894e-10       2.391257716855e-12      -8.381933288611e-12       0.000000000000e+00 
 1343       1.072911782727e-10       2.363060950142e-12      -8.332688166756e-12       0.000000000000e+00 
 1344       1.074908450816e-10       2.335026161274e-12      -8.281523642221e-12       0.000000000000e+00 
 1345       1.076859630124e-10       2.307164383767e-12      -8.228465211787e-12       0.000000000000e+00 
 1346       1.078763838764e-10       2.279486712337e-12      -8.173538559855e-12       0.000000000000e+00 
 1347       1.080619586985e-10       2.252004303005e-12      -8.116769558820e-12       0.000000000000e+00 
 1348       1.082425377158e-10       2.224728373214e-12      -8.058184269439e-12       0.000000000000e+00 
 1349       1.084179703762e-10       2.197670201934e-12      -7.997808941202e-12       0.000000000000e+00 
 1350       1.085881053371e-10       2.170841129778e-12      -7.935670012703e-12       0.000000000000e+00 
 1351       1.087527904639e-10       2.144252559107e-12      -7.871794112006e-12       0.000000000000e+00 
 1352       1.089118728287e-10       2.117915954146e-12      -7.806208057019e-12       0.000000000000e+00 
 1353       1.090651987086e-10       2.091842841089e-12      -7.738938855862e-12       0.000000000000e+00 
 1354       1.092126135847e-10       2.066044808213e-12      -7.670013707239e-12       0.000000000000e+00 
 1355       1.093539621406e-10       2.040533505989e-12      -7.599460000804e-12       0.000000000000e+00 
 1356       1.094890882608e-10       2.015320647191e-12      -7.527305317537e-12       0.000000000000e+00 
 1357       1.096178350294e-10       1.990418007007e-12      -7.453577430107e-12       0.000000000000e+00 
 1358       1.097400447287e-10       1.965837423147e-12      -7.378304303248e-12       0.000000000000e+00 
 1359       1.098555588380e-10       1.941590795959e-12      -7.301514094126e-12       0.000000000000e+00 
 1360       1.099642180319e-10       1.917690088536e-12      -7.223235152709e-12       0.000000000000e+00 
 1361       1.100658621791e-10       1.894147326826e-12      -7.143496022138e-12       0.000000000000e+00 
 1362       1.101603303406e-10       1.870974599743e-12      -7.062325439097e-12       0.000000000000e+00 
 1363       1.102474848430e-10       1.848182629255e-12      -6.979753883026e-12       0.000000000000e+00 
 1364       1.103272837803e-10       1.825776463626e-12      -6.895818241209e-12       0.000000000000e+00 
 1365       1.103997092868e-10       1.803759738188e-12      -6.810557194474e-12       0.000000000000e+00 
 1366       1.104647435337e-10       1.782136101191e-12      -6.724009673353e-12       0.000000000000e+00 
 1367       1.105223687295e-10       1.760909213824e-12      -6.636214858558e-12       0.000000000000e+00 
 1368       1.105725671197e-10       1.740082750231e-12      -6.547212181445e-12       0.000000000000e+00 
 1369       1.106153209876e-10       1.719660397530e-12      -6.457041324491e-12       0.000000000000e+00 
 1370       1.106506126538e-10       1.699645855829e-12      -6.365742221758e-12       0.000000000000e+00 
 1371       1.106784244769e-10       1.680042838249e-12      -6.273355059365e-12       0.000000000000e+00 
 1372       1.106987388533e-10       1.660855070937e-12      -6.179920275958e-12       0.000000000000e+00 
 1373       1.107115382174e-10       1.642086293090e-12      -6.085478563181e-12       0.000000000000e+00 
 1374       1.107168050418e-10       1.623740256966e-12      -5.990070866145e-12       0.000000000000e+00 
 1375       1.107145218377e-10       1.605820727910e-12      -5.893738383897e-12       0.000000000000e+00 
 1376       1.107046711545e-10       1.588331484365e-12      -5.796522569891e-12       0.000000000000e+00 
 1377       1.106872355806e-10       1.571276317896e-12      -5.698465132460e-12       0.000000000000e+00 
 1378       1.106621977429e-10       1.554659033204e-12      -5.599608035281e-12       0.000000000000e+00 
 1379       1.106295403075e-10       1.538483448149e-12      -5.499993497849e-12       0.000000000000e+00 
 1380       1.105892459796e-10       1.522753393762e-12      -5.399663995947e-12       0.000000000000e+00 
 1381       1.105412975037e-10       1.507472714268e-12      -5.298662262113e-12       0.000000000000e+00 
 1382       1.104856776637e-10       1.492645267104e-12      -5.197031286113e-12       0.000000000000e+00 
 1383       1.104223692830e-10       1.478274922935e-12      -5.094814315409e-12       0.000000000000e+00 
 1384       1.103513552249e-10       1.464365565671e-12      -4.992054855629e-12       0.000000000000e+00 
 1385       1.102726183925e-10       1.450921092492e-12      -4.888796671040e-12       0.000000000000e+00 
 1386       1.101861417291e-10       1.437945413859e-12      -4.785083785014e-12       0.000000000000e+00 
 1387       1.100919082181e-10       1.425442453535e-12      -4.680960480499e-12       0.000000000000e+00 
 1388       1.099899008832e-10       1.413416148603e-12      -4.576471300491e-12       0.000000000000e+00 
 1389       1.098801027887e-10       1.401870449487e-12      -4.471661048501e-12       0.000000000000e+00 
 1390       1.097624970396e-10       1.390809319963e-12      -4.366574789029e-12       0.000000000000e+00 
 1391       1.096370667815e-10       1.380236737187e-12      -4.261257848029e-12       0.000000000000e+00 
 1392       1.095037952014e-10       1.370156691705e-12      -4.155755813381e-12       0.000000000000e+00 
 1393       1.093626655270e-10       1.360573187474e-12      -4.050114535365e-12       0.000000000000e+00 
 1394       1.092136610275e-10       1.351490241883e-12      -3.944380127124e-12       0.000000000000e+00 
 1395       1.090567650134e-10       1.342911885768e-12      -3.838598965137e-12       0.000000000000e+00 
 1396       1.088919608370e-10       1.334842163429e-12      -3.732817689693e-12       0.000000000000e+00 
 1397       1.087192318921e-10       1.327285132653e-12      -3.627083205353e-12       0.000000000000e+00 
 1398       1.085385616146e-10       1.320244864729e-12      -3.521442681427e-12       0.000000000000e+00 
 1399       1.083499334823e-10       1.313725444465e-12      -3.415943552441e-12       0.000000000000e+00 
 1400       1.081533310152e-10       1.307730970209e-12      -3.310633518605e-12       0.000000000000e+00 
 1401       1.079487377757e-10       1.302265553868e-12      -3.205560546288e-12       0.000000000000e+00 
 1402       1.077361551914e-10       1.297331951296e-12      -3.100769828600e-12       0.000000000000e+00 
 1403       1.075156562263e-10       1.292927437803e-12      -2.996294631525e-12       0.000000000000e+00 
 1404       1.072873322694e-10       1.289047889666e-12      -2.892165353243e-12       0.000000000000e+00 
 1405       1.070512753648e-10       1.285689149781e-12      -2.788412555634e-12       0.000000000000e+00 
 1406       1.068075782122e-10       1.282847027602e-12      -2.685066964565e-12       0.000000000000e+00 
 1407       1.065563341687e-10       1.280517299072e-12      -2.582159470171e-12       0.000000000000e+00 
 1408       1.062976372494e-10       1.278695706561e-12      -2.479721127141e-12       0.000000000000e+00 
 1409       1.060315821296e-10       1.277377958798e-12      -2.377783155004e-12       0.000000000000e+00 
 1410       1.057582641450e-10       1.276559730810e-12      -2.276376938409e-12       0.000000000000e+00 
 1411       1.054777792936e-10       1.276236663849e-12      -2.175534027416e-12       0.000000000000e+00 
 1412       1.051902242369e-10       1.276404365335e-12      -2.075286137775e-12       0.000000000000e+00 
 1413       1.048956963008e-10       1.277058408786e-12      -1.975665151213e-12       0.000000000000e+00 
 1414       1.045942934770e-10       1.278194333752e-12      -1.876703115719e-12       0.000000000000e+00 
 1415       1.042861144246e-10       1.279807645753e-12      -1.778432245827e-12       0.000000000000e+00 
 1416       1.039712584706e-10       1.281893816212e-12      -1.680884922901e-12       0.000000000000e+00 
 1417       1.036498256120e-10       1.284448282389e-12      -1.584093695420e-12       0.000000000000e+00 
 1418       1.033219165162e-10       1.287466447316e-12      -1.488091279262e-12       0.000000000000e+00 
 1419       1.029876325230e-10       1.290943679734e-12      -1.392910557988e-12       0.000000000000e+00 
 1420       1.026470756451e-10       1.294875314024e-12      -1.298584583129e-12       0.000000000000e+00 
 1421       1.023003485702e-10       1.299256650142e-12      -1.205146574467e-12       0.000000000000e+00 
 1422       1.019475546612e-10       1.304082953559e-12      -1.112629920322e-12       0.000000000000e+00 
 1423       1.015887979586e-10       1.309349455188e-12      -1.021068177836e-12       0.000000000000e+00 
 1424       1.012241831808e-10       1.315051351325e-12      -9.304950732568e-13       0.000000000000e+00 
 1425       1.008538157256e-10       1.321183803579e-12      -8.409445022230e-13       0.000000000000e+00 
 1426       1.004778016719e-10       1.327741938811e-12      -7.524505300488e-13       0.000000000000e+00 
 1427       1.000962477801e-10       1.334720849064e-12      -6.650473920080e-13       0.000000000000e+00 
 1428       9.970926149432e-11       1.342115591501e-12      -5.787694936190e-13       0.000000000000e+00 
 1429       9.931695094271e-11       1.349921188341e-12      -4.936514109286e-13       0.000000000000e+00 
 1430       9.891942493933e-11       1.358132626787e-12      -4.097278907974e-13       0.000000000000e+00 
 1431       9.851679298511e-11       1.366744858970e-12      -3.270338511836e-13       0.000000000000e+00 
 1432       9.810916526915e-11       1.375752801875e-12      -2.456043814280e-13       0.000000000000e+00 
 1433       9.769665266998e-11       1.385151337282e-12      -1.654747425382e-13       0.000000000000e+00 
 1434       9.727936675677e-11       1.394935311697e-12      -8.668036747323e-14       0.000000000000e+00 
 1435       9.685741979060e-11       1.405099536288e-12      -9.256861428022e-15       0.000000000000e+00 
 1436       9.643092472567e-11       1.415638786819e-12       6.675999788197e-14       0.000000000000e+00 
 1437       9.599999521055e-11       1.426547803586e-12       1.413342599363e-13       0.000000000000e+00 
 1438       9.556474558945e-11       1.437821291352e-12       2.144298011252e-13       0.000000000000e+00 
 1439       9.512529090342e-11       1.449453919278e-12       2.860103244647e-13       0.000000000000e+00 
 1440       9.468174689161e-11       1.461440320861e-12       3.560393593124e-13       0.000000000000e+00 
 1441       9.423423234677e-11       1.473774591128e-12       4.244854629332e-13       0.000000000000e+00 
 1442       9.378287620546e-11       1.486448772753e-12       4.913378835238e-13       0.000000000000e+00 
 1443       9.332781053226e-11       1.499454354447e-12       5.565910555896e-13       0.000000000000e+00 
 1444       9.286916817344e-11       1.512782772207e-12       6.202394125344e-13       0.000000000000e+00 
 1445       9.240708275831e-11       1.526425409220e-12       6.822773866769e-13       0.000000000000e+00 
 1446       9.194168870059e-11       1.540373595774e-12       7.426994092661e-13       0.000000000000e+00 
 1447       9.147312119982e-11       1.554618609160e-12       8.014999104972e-13       0.000000000000e+00 
 1448       9.100151624270e-11       1.569151673577e-12       8.586733195278e-13       0.000000000000e+00 
 1449       9.052701060450e-11       1.583963960041e-12       9.142140644938e-13       0.000000000000e+00 
 1450       9.004974185041e-11       1.599046586288e-12       9.681165725249e-13       0.000000000000e+00 
 1451       8.956984833693e-11       1.614390616680e-12       1.020375269761e-12       0.000000000000e+00 
 1452       8.908746921325e-11       1.629987062111e-12       1.070984581367e-12       0.000000000000e+00 
 1453       8.860274442259e-11       1.645826879913e-12       1.119938931550e-12       0.000000000000e+00 
 1454       8.811581470365e-11       1.661900973760e-12       1.167232743576e-12       0.000000000000e+00 
 1455       8.762682159191e-11       1.678200193579e-12       1.212860439782e-12       0.000000000000e+00 
 1456       8.713590742106e-11       1.694715335445e-12       1.256816441596e-12       0.000000000000e+00 
 1457       8.664321532433e-11       1.711437141499e-12       1.299095169552e-12       0.000000000000e+00 
 1458       8.614888923591e-11       1.728356299846e-12       1.339691043303e-12       0.000000000000e+00 
 1459       8.565307389232e-11       1.745463444461e-12       1.378598481640e-12       0.000000000000e+00 
 1460       8.515591483375e-11       1.762749155097e-12       1.415811902507e-12       0.000000000000e+00 
 1461       8.465755840548e-11       1.780203957191e-12       1.451325723018e-12       0.000000000000e+00 
 1462       8.415815175923e-11       1.797818321767e-12       1.485134359470e-12       0.000000000000e+00 
 1463       8.365784285456e-11       1.815582665343e-12       1.517232227361e-12       0.000000000000e+00 
 1464       8.315678046019e-11       1.833487349839e-12       1.547613741406e-12       0.000000000000e+00 
 1465       8.265511415548e-11       1.851522682477e-12       1.576273315553e-12       0.000000000000e+00 
 1466       8.215299433168e-11       1.869678915692e-12       1.603205362997e-12       0.000000000000e+00 
 1467       8.165057219343e-11       1.887946247035e-12       1.628404296197e-12       0.000000000000e+00 
 1468       8.114799976003e-11       1.906314819081e-12       1.651864526894e-12       0.000000000000e+00 
 1469       8.064542986690e-11       1.924774719329e-12       1.673580466123e-12       0.000000000000e+00 
 1470       8.014301616689e-11       1.943315980116e-12       1.693546524232e-12       0.000000000000e+00 
 1471       7.964091313171e-11       1.961928578516e-12       1.711757110896e-12       0.000000000000e+00 
 1472       7.913927605327e-11       1.980602436248e-12       1.728206635135e-12       0.000000000000e+00 
 1473       7.863826104509e-11       1.999327419580e-12       1.742889505326e-12       0.000000000000e+00 
 1474       7.813802504362e-11       2.018093339240e-12       1.755800129224e-12       0.000000000000e+00 
 1475       7.763872580970e-11       2.036889950314e-12       1.766932913975e-12       0.000000000000e+00 
 1476       7.714052192985e-11       2.055706952158e-12       1.776282266131e-12       0.000000000000e+00 
 1477       7.664357281770e-11       2.074533988300e-12       1.783842591667e-12       0.000000000000e+00 
 1478       7.614803871537e-11       2.093360646346e-12       1.789608295998e-12       0.000000000000e+00 
 1479       7.565408069479e-11       2.112176457887e-12       1.793573783994e-12       0.000000000000e+00 
 1480       7.516184865203e-11       2.130971446358e-12       1.795737523141e-12       0.000000000000e+00 
 1481       7.467144515733e-11       2.149737776723e-12       1.796114276919e-12       0.000000000000e+00 
 1482       7.418296125055e-11       2.168468121906e-12       1.794722992351e-12       0.000000000000e+00 
 1483       7.369648841654e-11       2.187155116251e-12       1.791582748071e-12       0.000000000000e+00 
 1484       7.321211858588e-11       2.205791355456e-12       1.786712754555e-12       0.000000000000e+00 
 1485       7.272994413562e-11       2.224369396515e-12       1.780132354366e-12       0.000000000000e+00 
 1486       7.225005788998e-11       2.242881757644e-12       1.771861022389e-12       0.000000000000e+00 
 1487       7.177255312106e-11       2.261320918226e-12       1.761918366070e-12       0.000000000000e+00 
 1488       7.129752354957e-11       2.279679318741e-12       1.750324125652e-12       0.000000000000e+00 
 1489       7.082506334557e-11       2.297949360704e-12       1.737098174419e-12       0.000000000000e+00 
 1490       7.035526712913e-11       2.316123406598e-12       1.722260518929e-12       0.000000000000e+00 
 1491       6.988822997112e-11       2.334193779813e-12       1.705831299256e-12       0.000000000000e+00 
 1492       6.942404739390e-11       2.352152764581e-12       1.687830789223e-12       0.000000000000e+00 
 1493       6.896281537201e-11       2.369992605909e-12       1.668279396649e-12       0.000000000000e+00 
 1494       6.850463033293e-11       2.387705509518e-12       1.647197663577e-12       0.000000000000e+00 
 1495       6.804958915779e-11       2.405283641775e-12       1.624606266523e-12       0.000000000000e+00 
 1496       6.759778918207e-11       2.422719129633e-12       1.600526016704e-12       0.000000000000e+00 
 1497       6.714932819635e-11       2.440004060564e-12       1.574977860285e-12       0.000000000000e+00 
 1498       6.670430444699e-11       2.457130482493e-12       1.547982878612e-12       0.000000000000e+00 
 1499       6.626281663689e-11       2.474090403738e-12       1.519562288452e-12       0.000000000000e+00 
 1500       6.582496392618e-11       2.490875792942e-12       1.489737442233e-12       0.000000000000e+00 
 1501       6.539084593295e-11       2.507478579010e-12       1.458529828277e-12       0.000000000000e+00 
 1502       6.496056273397e-11       2.523890651046e-12       1.425961071046e-12       0.000000000000e+00 
 1503       6.453421486541e-11       2.540103858286e-12       1.392052931375e-12       0.000000000000e+00 
 1504       6.411190332357e-11       2.556110010035e-12       1.356827306710e-12       0.000000000000e+00 
 1505       6.369372956555e-11       2.571900875601e-12       1.320306231351e-12       0.000000000000e+00 
 1506       6.327979551003e-11       2.587468184236e-12       1.282511876685e-12       0.000000000000e+00 
 1507       6.287020353797e-11       2.602803625064e-12       1.243466551427e-12       0.000000000000e+00 
 1508       6.246505649331e-11       2.617898847023e-12       1.203192701860e-12       0.000000000000e+00 
 1509       6.206445768371e-11       2.632745458795e-12       1.161712912069e-12       0.000000000000e+00 
 1510       6.166851088126e-11       2.647335028750e-12       1.119049904183e-12       0.000000000000e+00 
 1511       6.127732032320e-11       2.661659084870e-12       1.075226538612e-12       0.000000000000e+00 
 1512       6.089099071263e-11       2.675709114696e-12       1.030265814285e-12       0.000000000000e+00 
 1513       6.050962721926e-11       2.689476565256e-12       9.841908688887e-13       0.000000000000e+00 
 1514       6.013333548010e-11       2.702952843005e-12       9.370249791071e-13       0.000000000000e+00 
 1515       5.976222160018e-11       2.716129313757e-12       8.887915608571e-13       0.000000000000e+00 
 1516       5.939639215328e-11       2.728997302624e-12       8.395141695292e-13       0.000000000000e+00 
 1517       5.903595418266e-11       2.741548093950e-12       7.892165002246e-13       0.000000000000e+00 
 1518       5.868101520175e-11       2.753772931247e-12       7.379223879943e-13       0.000000000000e+00 
 1519       5.833166613499e-11       2.765664169119e-12       6.856565479787e-13       0.000000000000e+00 
 1520       5.798792995915e-11       2.777218741306e-12       6.324468031450e-13       0.000000000000e+00 
 1521       5.764981256887e-11       2.788434725908e-12       5.783218784766e-13       0.000000000000e+00 
 1522       5.731731979154e-11       2.799310196419e-12       5.233106632938e-13       0.000000000000e+00 
 1523       5.699045738711e-11       2.809843221730e-12       4.674422115316e-13       0.000000000000e+00 
 1524       5.666923104791e-11       2.820031866117e-12       4.107457420153e-13       0.000000000000e+00 
 1525       5.635364639852e-11       2.829874189240e-12       3.532506387384e-13       0.000000000000e+00 
 1526       5.604370899558e-11       2.839368246137e-12       2.949864511388e-13       0.000000000000e+00 
 1527       5.573942432761e-11       2.848512087223e-12       2.359828943757e-13       0.000000000000e+00 
 1528       5.544079781487e-11       2.857303758280e-12       1.762698496062e-13       0.000000000000e+00 
