# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.640682147501e-10       7.625382114398e-15       4.657522206347e-13       0.000000000000e+00       8.325921548065e-09       5.654219217868e-10      -2.547070055632e-12 
    3       1.519590688774e-10       1.270069042188e-14       5.961607869400e-13       0.000000000000e+00       5.168852814701e-09       3.989677031340e-10      -2.227176135226e-12 
    4       1.410298270563e-10       1.450210591945e-14       6.188869077694e-13       0.000000000000e+00       3.601329633372e-09       3.016938929145e-10      -1.756266547201e-12 
    5       1.326102297392e-10       1.306762634196e-14       5.788138061849e-13       0.000000000000e+00       2.688889799561e-09       2.382943235324e-10      -1.281285474430e-12 
    6       1.264491197093e-10       9.791809673064e-15       5.074446626364e-13       0.000000000000e+00       2.100475633985e-09       1.939258520258e-10      -8.529824034311e-13 
    7       1.220841392034e-10       6.295534267936e-15       4.260189265487e-13       0.000000000000e+00       1.695374234489e-09       1.613640465494e-10      -4.966043669184e-13 
    8       1.191150105211e-10       3.639832018427e-15       3.471660850239e-13       0.000000000000e+00       1.402117645803e-09       1.365791925540e-10      -2.225008281396e-13 
    9       1.171965773127e-10       2.125160249122e-15       2.783855211260e-13       0.000000000000e+00       1.181347332750e-09       1.171727763109e-10      -3.083870333393e-14 
   10       1.160697148471e-10       1.503293587554e-15       2.238184745578e-13       0.000000000000e+00       1.010239758596e-09       1.017096595332e-10       8.578857471342e-14 
   11       1.156137560627e-10       1.334602469212e-15       1.849155914911e-13       0.000000000000e+00       8.543330541700e-10       8.957886370782e-11       1.394424696814e-13 
   12       1.156480570750e-10       1.268651552191e-15       1.610058032119e-13       0.000000000000e+00       7.468452895447e-10       7.908877968724e-11       1.462591766479e-13 
   13       1.160141371616e-10       1.153268622857e-15       1.500233596786e-13       0.000000000000e+00       6.585514536673e-10       7.051622896033e-11       1.220689631045e-13 
   14       1.166740682458e-10       9.969104258316e-16       1.490696492961e-13       0.000000000000e+00       5.850554013121e-10       6.315109616755e-11       8.056293807997e-14 
   15       1.176123182103e-10       8.691631750750e-16       1.548078416480e-13       0.000000000000e+00       5.231582201975e-10       5.692994110109e-11       3.408886051650e-14 
   16       1.187091978478e-10       8.183973432899e-16       1.641585497581e-13       0.000000000000e+00       4.705053069108e-10       5.168684504802e-11      -8.263149651042e-15 
   17       1.199625359051e-10       8.423679908252e-16       1.747804581410e-13       0.000000000000e+00       4.253178060149e-10       4.715710470672e-11      -4.077882386387e-14 
   18       1.213456163140e-10       9.017514339310e-16       1.849061679050e-13       0.000000000000e+00       3.860824191102e-10       4.313885466300e-11      -6.079212693216e-14 
   19       1.228603206928e-10       9.681192428560e-16       1.937618342257e-13       0.000000000000e+00       3.521794299558e-10       3.960142267098e-11      -6.835591578869e-14 
   20       1.244636033072e-10       1.019117092996e-15       2.008923094047e-13       0.000000000000e+00       3.223094504427e-10       3.647335532819e-11      -6.542288765734e-14 
   21       1.261543594707e-10       1.067103859241e-15       2.064993734463e-13       0.000000000000e+00       2.960064757939e-10       3.369982805091e-11      -5.486795336693e-14 
   22       1.279114575294e-10       1.138098897069e-15       2.111179197202e-13       0.000000000000e+00       2.726434700053e-10       3.118919265934e-11      -4.060596106506e-14 
   23       1.297320627762e-10       1.247812652488e-15       2.153154077052e-13       0.000000000000e+00       2.519012904649e-10       2.892183273026e-11      -2.567525173879e-14 
   24       1.315990998278e-10       1.406574366774e-15       2.197021387861e-13       0.000000000000e+00       2.333027248401e-10       2.687739624372e-11      -1.299796515213e-14 
   25       1.335236613820e-10       1.609802139965e-15       2.246180286841e-13       0.000000000000e+00       2.166301852556e-10       2.505569363235e-11      -4.039572949075e-15 
