# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_dcdm           16:(.)rho_dr             17:gr.fac. D             18:gr.fac. f          
       3.460028143397e+01       7.880559622562e-02       2.365543463661e+03       2.736440637680e-02       1.114516201508e+04       3.130638738279e+02       3.967709043642e+05       6.277009433467e+02       4.419700056695e-06       1.130211657813e-04       6.282518536821e-04       5.477568885622e-08       3.057411000554e-06       7.488107363546e-04       1.760605006911e-33       5.830145070545e-09       3.861663493104e-02       9.932757264344e-01 
       3.435238589771e+01       7.964284980008e-02       2.374650256135e+03       2.707816336758e-02       1.113605522261e+04       3.150015179974e+02       3.936861216080e+05       6.288694535750e+02       4.297877064046e-06       1.106765662210e-04       6.152189052981e-04       5.477568885622e-08       2.973137644202e-06       7.332269313613e-04       4.068654509477e-33       5.669445088428e-09       3.888559882360e-02       9.933211179647e-01 
       3.410621650168e+01       8.048895397443e-02       2.383789232731e+03       2.679492141287e-02       1.112691624601e+04       3.169500263716e+02       3.906239307286e+05       6.300382045575e+02       4.179411940749e-06       1.083806045786e-04       6.024563209819e-04       5.477568885622e-08       2.891187157404e-06       7.179678135220e-04       6.139716500891e-33       5.513174561976e-09       3.915644845146e-02       9.933661738873e-01 
       3.386176122682e+01       8.134400209018e-02       2.392960504844e+03       2.651464894348e-02       1.111774497390e+04       3.189094464152e+02       3.875841706608e+05       6.312071947127e+02       4.064212132624e-06       1.061322718846e-04       5.899584921645e-04       5.477568885622e-08       2.811495514056e-06       7.030266085961e-04       5.793177596465e-33       5.361211400482e-09       3.942919702919e-02       9.934108959737e-01 
       3.361900813778e+01       8.220808847206e-02       2.402164184255e+03       2.623731472423e-02       1.110854129449e+04       3.208798256230e+02       3.845666814728e+05       6.323764224675e+02       3.952187636576e-06       1.039305800999e-04       5.777199266231e-04       5.477568885622e-08       2.734000452818e-06       6.883966839382e-04       3.365916865101e-33       5.213436878448e-09       3.970385786377e-02       9.934552859733e-01 
       3.337794538229e+01       8.308130843836e-02       2.411400383139e+03       2.596288785039e-02       1.109930509561e+04       3.228612115174e+02       3.815713043582e+05       6.335458862582e+02       3.843250930286e-06       1.017745616815e-04       5.657352460671e-04       5.477568885622e-08       2.658641428471e-06       6.740715455317e-04       2.060448048927e-33       5.069735542830e-09       3.998044435524e-02       9.934993456128e-01 
       3.313856119063e+01       8.396375831135e-02       2.420669214059e+03       2.569133774416e-02       1.109003626469e+04       3.248536516451e+02       3.785978816283e+05       6.347155845296e+02       3.737316903827e-06       9.966326915735e-05       5.539991837748e-04       5.477568885622e-08       2.585359564618e-06       6.600448350846e-04       4.433291707876e-33       4.929995122838e-09       4.025896999734e-02       9.935430765968e-01 
       3.290084387500e+01       8.485553542786e-02       2.429970789972e+03       2.542263415120e-02       1.108073468877e+04       3.268571935741e+02       3.756462567044e+05       6.358855157350e+02       3.634302793178e-06       9.759577471021e-05       5.425065822792e-04       5.477568885622e-08       2.514097607682e-06       6.463103271856e-04       1.390406595561e-33       4.794106442228e-09       4.053944837818e-02       9.935864806072e-01 
       3.266478182897e+01       8.575673814993e-02       2.439305224229e+03       2.515674713712e-02       1.107140025452e+04       3.288718848904e+02       3.727162741095e+05       6.370556783368e+02       3.534128115558e-06       9.557116976971e-05       5.312523911014e-04       5.477568885622e-08       2.444799882179e-06       6.328619265210e-04       2.946301292560e-33       4.661963334001e-09       4.082189318086e-02       9.936295593034e-01 
       3.243036352695e+01       8.666746587562e-02       2.448672630576e+03       2.489364708414e-02       1.106203284817e+04       3.308977731951e+02       3.698077794614e+05       6.382260708057e+02       3.436714606550e-06       9.358856461315e-05       5.202316645311e-04       5.477568885622e-08       2.377412247221e-06       6.196936651495e-04       6.181355707222e-34       4.533462557464e-09       4.110631818416e-02       9.936723143218e-01 
       3.219757752357e+01       8.758781904987e-02       2.458073123155e+03       2.463330468764e-02       1.105263235559e+04       3.329349061010e+02       3.669206194643e+05       6.393966916212e+02       3.341986158959e-06       9.164708797458e-05       5.094395594539e-04       5.477568885622e-08       2.311882054219e-06       6.067996998342e-04       2.286825011185e-33       4.408503717571e-09       4.139273726317e-02       9.937147472764e-01 
       3.196641245317e+01       8.851789917553e-02       2.467506816507e+03       2.437569095290e-02       1.104319866224e+04       3.349833312292e+02       3.640546419016e+05       6.405675392710e+02       3.249868763349e-06       8.974588666185e-05       4.988713332222e-04       5.477568885622e-08       2.248158105745e-06       5.941743094312e-04       2.029550135186e-33       4.286989186485e-09       4.168116438998e-02       9.937568597580e-01 
       3.173685702920e+01       8.945780882445e-02       2.476973825570e+03       2.412077719171e-02       1.103373165318e+04       3.370430962061e+02       3.612096956285e+05       6.417386122516e+02       3.160290450224e-06       8.788412518175e-05       4.885223415718e-04       5.477568885622e-08       2.186190615543e-06       5.818118923322e-04       5.745515031135e-33       4.168824027312e-09       4.197161363437e-02       9.937986533342e-01 
       3.150890004370e+01       9.040765164875e-02       2.486474265684e+03       2.386853501918e-02       1.102423121306e+04       3.391142486593e+02       3.583856305641e+05       6.429099090675e+02       3.073181233799e-06       8.606098537281e-05       4.783880365807e-04       5.477568885622e-08       2.125931169623e-06       5.697069639617e-04       7.505031247050e-33       4.053915919924e-09       4.226409916443e-02       9.938401295499e-01 
       3.128253036677e+01       9.136753239218e-02       2.496008252588e+03       2.361893635044e-02       1.101469722616e+04       3.411968362150e+02       3.555822976842e+05       6.440814282320e+02       2.988473057327e-06       8.427566604582e-05       4.684639646704e-04       5.477568885622e-08       2.067332688446e-06       5.578541543259e-04       1.368388473554e-32       3.942175088837e-09       4.255863524730e-02       9.938812899262e-01 
       3.105773694597e+01       9.233755690155e-02       2.505575902427e+03       2.337195339748e-02       1.100512957632e+04       3.432909064937e+02       3.527995490139e+05       6.452531682662e+02       2.906099739926e-06       8.252738263171e-05       4.587457646493e-04       5.477568885622e-08       2.010349390135e-06       5.462482056142e-04       8.607030666560e-33       3.833514233070e-09       4.285523624982e-02       9.939221359612e-01 
       3.083450880583e+01       9.331783213836e-02       2.515177331748e+03       2.312755866601e-02       1.099552814700e+04       3.453965071069e+02       3.500372376203e+05       6.464251276999e+02       2.825996924873e-06       8.081536683681e-05       4.492291657960e-04       5.477568885622e-08       1.954936754713e-06       5.348839698497e-04       1.058815872929e-33       3.727848457943e-09       4.315391663922e-02       9.939626691291e-01 
       3.061283504728e+01       9.430846619053e-02       2.524812657502e+03       2.288572495225e-02       1.098589282124e+04       3.475136856537e+02       3.472952176051e+05       6.475973050707e+02       2.748102029328e-06       7.913886630521e-05       4.399099859822e-04       5.477568885622e-08       1.901051489317e-06       5.237564065902e-04       3.164908729237e-33       3.625095208752e-09       4.345469098384e-02       9.940028908806e-01 
       3.039270484717e+01       9.530956828417e-02       2.534481997048e+03       2.264642533992e-02       1.097622348170e+04       3.496424897164e+02       3.445733440975e+05       6.487696989246e+02       2.672354195440e-06       7.749714428818e-05       4.307841298357e-04       5.477568885622e-08       1.848651494379e-06       5.128605806767e-04       2.085841111279e-33       3.525174206267e-09       4.375757395379e-02       9.940428026427e-01 
       3.017410745767e+01       9.632124879564e-02       2.544185468154e+03       2.240963319713e-02       1.096652001059e+04       3.517829668575e+02       3.418714732469e+05       6.499423078153e+02       2.598694242797e-06       7.588947932034e-05       4.218475869399e-04       5.477568885622e-08       1.797695830732e-06       5.021916600300e-04       3.856711515677e-33       3.428007384019e-09       4.406258032170e-02       9.940824058180e-01 
       2.995703220580e+01       9.734361926353e-02       2.553923188994e+03       2.217532217336e-02       1.095678228975e+04       3.539351646150e+02       3.391894622157e+05       6.511151303050e+02       2.527064622196e-06       7.431516490273e-05       4.130964300720e-04       5.477568885622e-08       1.748144687627e-06       4.917449134922e-04       1.297218914113e-32       3.333518827308e-09       4.436972496339e-02       9.941217017854e-01 
       2.974146849288e+01       9.837679240095e-02       2.563695278154e+03       2.194346619646e-02       1.094701020059e+04       3.560991304994e+02       3.365271691728e+05       6.522881649635e+02       2.457409370678e-06       7.277350919223e-05       4.045268134770e-04       5.477568885622e-08       1.699959351630e-06       4.815157087151e-04       9.676542670529e-33       3.241634713891e-09       4.467902285859e-02       9.941606918993e-01 
       2.952740579405e+01       9.942088210786e-02       2.573501854632e+03       2.171403946970e-02       1.093720362411e+04       3.582749119889e+02       3.338844532855e+05       6.534614103685e+02       2.389674067807e-06       7.126383469762e-05       3.961349711779e-04       5.477568885622e-08       1.653102176376e-06       4.714995100918e-04       1.237393850305e-32       3.152283256311e-09       4.499048909167e-02       9.941993774897e-01 
       2.931483365770e+01       1.004760034835e-01       2.583343037838e+03       2.148701646884e-02       1.092736244091e+04       3.604625565257e+02       3.312611747135e+05       6.546348651057e+02       2.323805793155e-06       6.978547798181e-05       3.879172153205e-04       5.477568885622e-08       1.607536553161e-06       4.616918767322e-04       4.637590249006e-33       3.065394645808e-09       4.530413885237e-02       9.942377598618e-01 
       2.910374170501e+01       1.015422728390e-01       2.593218947596e+03       2.126237193919e-02       1.091748653115e+04       3.626621115120e+02       3.286571946016e+05       6.558085277686e+02       2.259753084956e-06       6.833778937035e-05       3.798699345531e-04       5.477568885622e-08       1.563226882334e-06       4.520884604806e-04       1.975741488143e-33       2.980900997783e-09       4.561998743648e-02       9.942758402962e-01 
       2.889411962940e+01       1.026198077102e-01       2.603129704144e+03       2.104008089280e-02       1.090757577460e+04       3.648736243055e+02       3.260723750727e+05       6.569823969582e+02       2.197465899899e-06       6.692013266588e-05       3.719895924392e-04       5.477568885622e-08       1.520138545492e-06       4.426850039756e-04       7.030913768237e-33       2.898736298763e-09       4.593805024664e-02       9.943136200486e-01 
       2.868595719609e+01       1.037087268703e-01       2.613075428140e+03       2.082011860557e-02       1.089763005061e+04       3.670971422152e+02       3.235065792211e+05       6.581564712834e+02       2.136895574034e-06       6.553188486858e-05       3.642727259037e-04       5.477568885622e-08       1.478237878426e-06       4.334773387499e-04       1.634040396423e-33       2.818836354823e-09       4.625834279302e-02       9.943511003491e-01 
       2.847924424151e+01       1.048091503431e-01       2.623056240656e+03       2.060246061447e-02       1.088764923809e+04       3.693327124973e+02       3.209596711055e+05       6.593307493605e+02       2.077994784752e-06       6.417243590243e-05       3.567159437110e-04       5.477568885622e-08       1.437492144828e-06       4.244613833706e-04       8.609978483290e-33       2.741138741437e-09       4.658088069408e-02       9.943882824030e-01 
       2.827397067290e+01       1.059211994160e-01       2.633072263186e+03       2.038708271475e-02       1.087763321556e+04       3.715803823507e+02       3.184315157429e+05       6.605052298137e+02       2.020717513809e-06       6.284118834707e-05       3.493159249748e-04       5.477568885622e-08       1.397869510709e-06       4.156331416180e-04       2.222792972023e-33       2.665582754706e-09       4.690567967732e-02       9.944251673895e-01 
       2.807012646775e+01       1.070449966534e-01       2.643123617643e+03       2.017396095721e-02       1.086758186110e+04       3.738401989120e+02       3.159219791009e+05       6.616799112743e+02       1.965019011381e-06       6.153755717528e-05       3.420694176987e-04       5.477568885622e-08       1.359339019532e-06       4.069887007031e-04       2.196508163423e-33       2.592109363932e-09       4.723275558004e-02       9.944617564624e-01 
       2.786770167333e+01       1.081806659098e-01       2.653210426362e+03       1.996307164547e-02       1.085749505238e+04       3.761122092520e+02       3.134309280919e+05       6.628547923813e+02       1.910855761097e-06       6.026096949592e-05       3.349732373469e-04       5.477568885622e-08       1.321870568026e-06       3.985242295220e-04       4.319280014532e-33       2.520661165503e-09       4.756212435007e-02       9.944980507493e-01 
       2.766668640622e+01       1.093283323437e-01       2.663332812100e+03       1.975439133326e-02       1.084737266665e+04       3.783964603698e+02       3.109582305661e+05       6.640298717810e+02       1.858185446041e-06       5.901086430213e-05       3.280242654454e-04       5.477568885622e-08       1.285434882666e-06       3.902359769474e-04       2.745870871207e-33       2.451182338038e-09       4.789380204657e-02       9.945340513518e-01 
       2.746707085180e+01       1.104881224311e-01       2.673490898040e+03       1.954789682180e-02       1.083721458071e+04       3.806929991893e+02       3.085037553051e+05       6.652051481270e+02       1.806966915697e-06       5.778669222486e-05       3.212194482109e-04       5.477568885622e-08       1.250003496803e-06       3.821202701557e-04       1.019886199669e-33       2.383618598785e-09       4.822780484073e-02       9.945697593448e-01 
       2.726884526380e+01       1.116601639794e-01       2.683684807788e+03       1.934356515715e-02       1.082702067096e+04       3.830018725534e+02       3.060673720153e+05       6.663806200802e+02       1.757160153790e-06       5.658791529140e-05       3.145557952094e-04       5.477568885622e-08       1.215548728425e-06       3.741735129890e-04       2.441718772326e-33       2.317917161202e-09       4.856414901661e-02       9.946051757768e-01 
       2.707199996379e+01       1.128445861413e-01       2.693914665378e+03       1.914137362761e-02       1.081679081337e+04       3.853231272200e+02       3.036489513212e+05       6.675562863088e+02       1.708726247032e-06       5.541400668900e-05       3.080303780416e-04       5.477568885622e-08       1.182043658528e-06       3.663921843517e-04       1.209945391677e-33       2.254026693725e-09       4.890285097188e-02       9.946403016692e-01 
       2.687652534076e+01       1.140415194291e-01       2.704180595272e+03       1.894129976112e-02       1.080652488347e+04       3.876568098562e+02       3.012483647597e+05       6.687321454880e+02       1.661627354715e-06       5.426445053334e-05       3.016403290564e-04       5.477568885622e-08       1.149462110088e-06       3.587728366407e-04       1.136975845117e-33       2.191897279658e-09       4.924392721862e-02       9.946751380164e-01 
       2.668241185057e+01       1.152510957288e-01       2.714482722362e+03       1.874332132277e-02       1.079622275638e+04       3.900029670341e+02       2.988654847727e+05       6.699081963001e+02       1.615826679146e-06       5.313874164187e-05       2.953828400906e-04       5.477568885622e-08       1.117778627608e-06       3.513120942085e-04       1.385488818411e-32       2.131480378179e-09       4.958739438408e-02       9.947096857854e-01 
       2.648965001559e+01       1.164734483143e-01       2.724821171969e+03       1.854741631221e-02       1.078588430678e+04       3.923616452251e+02       2.965001847019e+05       6.710844374346e+02       1.571288436905e-06       5.203638531176e-05       2.892551612349e-04       5.477568885622e-08       1.086968457228e-06       3.440066518584e-04       2.283001792916e-33       2.072728786413e-09       4.993326921147e-02       9.947439459153e-01 
       2.629823042412e+01       1.177087118627e-01       2.735196069845e+03       1.835356296122e-02       1.077550940890e+04       3.947328907950e+02       2.941523387814e+05       6.722608675878e+02       1.527977830879e-06       5.095689710255e-05       2.832545996253e-04       5.477568885622e-08       1.057007527390e-06       3.368532733715e-04       2.271941136905e-33       2.015596602558e-09       5.028156856080e-02       9.947779193175e-01 
       2.610814373004e+01       1.189570224682e-01       2.745607542177e+03       1.816173973121e-02       1.076509793657e+04       3.971167499986e+02       2.918218221324e+05       6.734374854630e+02       1.485861023085e-06       4.989980262324e-05       2.773785182598e-04       5.477568885622e-08       1.027872430029e-06       3.298487900642e-04       2.523630458569e-33       1.960039190020e-09       5.063230940962e-02       9.948116068752e-01 
       2.591938065227e+01       1.202185176574e-01       2.756055715586e+03       1.797192531078e-02       1.075464976316e+04       3.995132689746e+02       2.895085107563e+05       6.746142897704e+02       1.444905108228e-06       4.886463732381e-05       2.716243348400e-04       5.477568885622e-08       9.995404022864e-07       3.229900993763e-04       2.855954728985e-33       1.906013142539e-09       5.098550885389e-02       9.948450094429e-01 
       2.573193197437e+01       1.214933364043e-01       2.766540717126e+03       1.778409861333e-02       1.074416476162e+04       4.019224937397e+02       2.872122815290e+05       6.757912792267e+02       1.405078087995e-06       4.785094629112e-05       2.659895206356e-04       5.477568885622e-08       9.719893087236e-07       3.162741634885e-04       6.410416987086e-33       1.853476250282e-09       5.134118410872e-02       9.948781278466e-01 
       2.554578854406e+01       1.227816191455e-01       2.777062674291e+03       1.759823877463e-02       1.073364280445e+04       4.043444701836e+02       2.849330121946e+05       6.769684525559e+02       1.366348846053e-06       4.685828404896e-05       2.604715993736e-04       5.477568885622e-08       9.451976240310e-07       3.096980079689e-04       1.433769826213e-33       1.802387466859e-09       5.169935250924e-02       9.949109628831e-01 
       2.536094127280e+01       1.240835077953e-01       2.787621715010e+03       1.741432515052e-02       1.072308376374e+04       4.067792440629e+02       2.826705813591e+05       6.781458084880e+02       1.328687123745e-06       4.588621436229e-05       2.550681461501e-04       5.477568885622e-08       9.191444162096e-07       3.032587204481e-04       5.069584477264e-33       1.752706877261e-09       5.206003151141e-02       9.949435153196e-01 
       2.517738113530e+01       1.253991457614e-01       2.798217967653e+03       1.723233731452e-02       1.071248751109e+04       4.092268609959e+02       2.804248684850e+05       6.793233457602e+02       1.292063496442e-06       4.493431004556e-05       2.497767863647e-04       5.477568885622e-08       8.938093302175e-07       2.969534493215e-04       3.152519166413e-33       1.704395666670e-09       5.242323869283e-02       9.949757858939e-01 
       2.499509916915e+01       1.267286779606e-01       2.808851561031e+03       1.705225505555e-02       1.070185391771e+04       4.116873664562e+02       2.781957538847e+05       6.805010631159e+02       1.256449350560e-06       4.400215277498e-05       2.445951946768e-04       5.477568885622e-08       8.691725720672e-07       2.907794024794e-04       5.627642812610e-33       1.657416090140e-09       5.278899175359e-02       9.950077753136e-01 
       2.481408647430e+01       1.280722508347e-01       2.819522624394e+03       1.687405837561e-02       1.069118285435e+04       4.141608057676e+02       2.759831187148e+05       6.816789593051e+02       1.221816861204e-06       4.308933290466e-05       2.395210939839e-04       5.477568885622e-08       8.452148933611e-07       2.847338460634e-04       2.749203695182e-33       1.611731443102e-09       5.315730851709e-02       9.950394842560e-01 
       2.463433421271e+01       1.294300123660e-01       2.830231287438e+03       1.669772748757e-02       1.068047419131e+04       4.166472240973e+02       2.737868449702e+05       6.828570330842e+02       1.188138970426e-06       4.219544928663e-05       2.345522544208e-04       5.477568885622e-08       8.219175762535e-07       2.788141032490e-04       6.049693992511e-34       1.567306032692e-09       5.352820693090e-02       9.950709133677e-01 
       2.445583360784e+01       1.308021120941e-01       2.840977680300e+03       1.652324281288e-02       1.066972779845e+04       4.191466664505e+02       2.716068154782e+05       6.840352832160e+02       1.155389366088e-06       4.132010909454e-05       2.296864923799e-04       5.477568885622e-08       7.992624188265e-07       2.730175530533e-04       1.758147861676e-33       1.524105149863e-09       5.390170506760e-02       9.951020632641e-01 
       2.427857594428e+01       1.321887011318e-01       2.851761933565e+03       1.635058497940e-02       1.065894354518e+04       4.216591776639e+02       2.694429138927e+05       6.852137084696e+02       1.123542461308e-06       4.046292765104e-05       2.249216695513e-04       5.477568885622e-08       7.772317208694e-07       2.673416291684e-04       2.277817157277e-33       1.482095042268e-09       5.427782112561e-02       9.951329345293e-01 
       2.410255256730e+01       1.335899321818e-01       2.862584178263e+03       1.617973481917e-02       1.064812130048e+04       4.241848023994e+02       2.672950246884e+05       6.863923076204e+02       1.092573374462e-06       3.962352825872e-05       2.202556919837e-04       5.477568885622e-08       7.558082700503e-07       2.617838188187e-04       9.848864281129e-34       1.441242887892e-09       5.465657343010e-02       9.951635277157e-01 
       2.392775488242e+01       1.350059595530e-01       2.873444545874e+03       1.601067336629e-02       1.063726093287e+04       4.267235851381e+02       2.651630331550e+05       6.875710794498e+02       1.062457909752e-06       3.880154203459e-05       2.156865091634e-04       5.477568885622e-08       7.349753284683e-07       2.563416616419e-04       6.653639806419e-33       1.401516769406e-09       5.503798043380e-02       9.951938433434e-01 
       2.375417435502e+01       1.364369391779e-01       2.884343168323e+03       1.584338185472e-02       1.062636231042e+04       4.292755701734e+02       2.630468253918e+05       6.887500227455e+02       1.033172538298e-06       3.799660774795e-05       2.112121131140e-04       5.477568885622e-08       7.147166195767e-07       2.510127485944e-04       9.846753012803e-34       1.362885649233e-09       5.542206071789e-02       9.952238818998e-01 
       2.358180250987e+01       1.378830286294e-01       2.895280177989e+03       1.567784171621e-02       1.061542530076e+04       4.318408016049e+02       2.609462883015e+05       6.899291363012e+02       1.004694379759e-06       3.720837166169e-05       2.068305375135e-04       5.477568885622e-08       6.950163154664e-07       2.457947208786e-04       7.193437659090e-34       1.325319345299e-09       5.580883299289e-02       9.952536438396e-01 
       2.341063093079e+01       1.393443871375e-01       2.906255707700e+03       1.551403457819e-02       1.060444977105e+04       4.344193233313e+02       2.588613095851e+05       6.911084189165e+02       9.770011844534e-07       3.643648737680e-05       2.025398568303e-04       5.477568885622e-08       6.758590245005e-07       2.406852688934e-04       8.436817405555e-34       1.288788507453e-09       5.619831609953e-02       9.952831295840e-01 
       2.324065126017e+01       1.408211756073e-01       2.917269890739e+03       1.535194226168e-02       1.059343558801e+04       4.370111790441e+02       2.567917777360e+05       6.922878693970e+02       9.500713159781e-07       3.568061568016e-05       1.983381854772e-04       5.477568885622e-08       6.572297792884e-07       2.356821312060e-04       2.388926721060e-33       1.253264594534e-09       5.659052900959e-02       9.953123395204e-01 
       2.307185519862e+01       1.423135566365e-01       2.928322860841e+03       1.519154677924e-02       1.058238261790e+04       4.396164122204e+02       2.547375820345e+05       6.934674865542e+02       9.238837343045e-07       3.494042439547e-05       1.942236769825e-04       5.477568885622e-08       6.391140249930e-07       2.307830935460e-04       8.245096609558e-33       1.218719852075e-09       5.698549082687e-02       9.953412740020e-01 
       2.290423450449e+01       1.438216945326e-01       2.939414752196e+03       1.503283033296e-02       1.057129072655e+04       4.422350661161e+02       2.526986125426e+05       6.946472692052e+02       8.984179793402e-07       3.421558823729e-05       1.901945231789e-04       5.477568885622e-08       6.214976079586e-07       2.259859878197e-04       3.788681474622e-33       1.185127290619e-09       5.738322078803e-02       9.953699333474e-01 
       2.273778099357e+01       1.453457553313e-01       2.950545699451e+03       1.487577531243e-02       1.056015977929e+04       4.448671837589e+02       2.506747600980e+05       6.958272161731e+02       8.736541549437e-07       3.350578866809e-05       1.862489534088e-04       5.477568885622e-08       6.043667646538e-07       2.212886911460e-04       4.261192120039e-33       1.152460664631e-09       5.778373826350e-02       9.953983178399e-01 
       2.257248653859e+01       1.468859068144e-01       2.961715837710e+03       1.472036429276e-02       1.054898964104e+04       4.475128079409e+02       2.486659163090e+05       6.970073262864e+02       8.495729133803e-07       3.281071375823e-05       1.823852337458e-04       5.477568885622e-08       5.877081109175e-07       2.166891249116e-04       1.354465949541e-33       1.120694451993e-09       5.818706275839e-02       9.954264277273e-01 
       2.240834306890e+01       1.484423185281e-01       2.972925302537e+03       1.456658003262e-02       1.053778017621e+04       4.501719812117e+02       2.466719735493e+05       6.981875983795e+02       8.261554402064e-07       3.213005804896e-05       1.786016662333e-04       5.477568885622e-08       5.715086315029e-07       2.121852538466e-04       1.328881777052e-33       1.089803834070e-09       5.859321391343e-02       9.954542632214e-01 
       2.224534257001e+01       1.500151618015e-01       2.984174229952e+03       1.441440547228e-02       1.052653124879e+04       4.528447458707e+02       2.446928249521e+05       6.993680312919e+02       8.033834395699e-07       3.146352241810e-05       1.748965881381e-04       5.477568885622e-08       5.557556699087e-07       2.077750851192e-04       2.269382227642e-33       1.059764676309e-09       5.900221150582e-02       9.954818244975e-01 
       2.208347708326e+01       1.516046097653e-01       2.995462756441e+03       1.426382373170e-02       1.051524272230e+04       4.555311439596e+02       2.427283644053e+05       7.005486238690e+02       7.812391199160e-07       3.081081394865e-05       1.712683712195e-04       5.477568885622e-08       5.404369184910e-07       2.034566674490e-04       1.721070697270e-33       1.030553509394e-09       5.941407545024e-02       9.955091116936e-01 
       2.192273870540e+01       1.532108373705e-01       3.006791018948e+03       1.411481810863e-02       1.050391445980e+04       4.582312172551e+02       2.407784865459e+05       7.017293749613e+02       7.597051800876e-07       3.017164580007e-05       1.677154210142e-04       5.477568885622e-08       5.255404088473e-07       1.992280902396e-04       1.367600699884e-33       1.002147510903e-09       5.982882579968e-02       9.955361249103e-01 
       2.176311958820e+01       1.548340214074e-01       3.018159154881e+03       1.396737207670e-02       1.049254632386e+04       4.609450072608e+02       2.388430867549e+05       7.029102834247e+02       7.387647958079e-07       2.954573708216e-05       1.642361761353e-04       5.477568885622e-08       5.110545024665e-07       1.950874827291e-04       6.656796479808e-33       9.745244874813e-10       6.024648274648e-02       9.955628642102e-01 
       2.160461193808e+01       1.564743405253e-01       3.029567302115e+03       1.382146928361e-02       1.048113817663e+04       4.636725551998e+02       2.369220611521e+05       7.040913481203e+02       7.184016065359e-07       2.893281273172e-05       1.608291075860e-04       5.477568885622e-08       4.969678816352e-07       1.910330131577e-04       4.320551004743e-33       9.476628574992e-10       6.066706662317e-02       9.955893296171e-01 
       2.144720801572e+01       1.581319752514e-01       3.041015598987e+03       1.367709354920e-02       1.046968987976e+04       4.664139020063e+02       2.350153065910e+05       7.052725679146e+02       6.985997026845e-07       2.833260339160e-05       1.574927180883e-04       5.477568885622e-08       4.832695405961e-07       1.870628879537e-04       6.625275181808e-34       9.215416341932e-10       6.109059790349e-02       9.956155211157e-01 
       2.129090013569e+01       1.598071080107e-01       3.052504184303e+03       1.353422886374e-02       1.045820129444e+04       4.691690883177e+02       2.331227206534e+05       7.064539416789e+02       6.793436131908e-07       2.774484529234e-05       1.542255414244e-04       5.477568885622e-08       4.699487769491e-07       1.831753509361e-04       3.459020053667e-33       8.961404092685e-10       6.151709720331e-02       9.956414386509e-01 
       2.113568066607e+01       1.614999231458e-01       3.064033197335e+03       1.339285938602e-02       1.044667228141e+04       4.719381544668e+02       2.312442016444e+05       7.076354682898e+02       6.606182934285e-07       2.716928013630e-05       1.510261417925e-04       5.477568885622e-08       4.569951832899e-07       1.793686825337e-04       5.055763913959e-33       8.714393369546e-10       6.194658528156e-02       9.956670821275e-01 
       2.098154202808e+01       1.632106069368e-01       3.075602777825e+03       1.325296944163e-02       1.043510270092e+04       4.747211404727e+02       2.293796485876e+05       7.088171466288e+02       6.424091134544e-07       2.660565498411e-05       1.478931131761e-04       5.477568885622e-08       4.443986390788e-07       1.756411990208e-04       8.673315770529e-33       8.474191185001e-10       6.237908304124e-02       9.956924514091e-01 
       2.082847669572e+01       1.649393476221e-01       3.087213065985e+03       1.311454352117e-02       1.042349241276e+04       4.775180860333e+02       2.275289612199e+05       7.099989755821e+02       6.247018465777e-07       2.605372214353e-05       1.448250787261e-04       5.477568885622e-08       4.321493027338e-07       1.719912517687e-04       1.342864021984e-32       8.240609870953e-10       6.281461153037e-02       9.957175463179e-01 
       2.067647719536e+01       1.666863354179e-01       3.098864202498e+03       1.297756627852e-02       1.041184127625e+04       4.803290305158e+02       2.256920399863e+05       7.111809540410e+02       6.074826582456e-07       2.551323906058e-05       1.418206901552e-04       5.477568885622e-08       4.202376039416e-07       1.684172265135e-04       1.436490087481e-32       8.013466932099e-10       6.325319194295e-02       9.957423666340e-01 
       2.052553610545e+01       1.684517625399e-01       3.110556328519e+03       1.284202252910e-02       1.040014915023e+04       4.831540129490e+02       2.238687860353e+05       7.123630809014e+02       5.907380952343e-07       2.498396821300e-05       1.388786271461e-04       5.477568885622e-08       4.086542361805e-07       1.649175426378e-04       4.850104611009e-33       7.792584903349e-10       6.369484561994e-02       9.957669120948e-01 
       2.037564605608e+01       1.702358232234e-01       3.122289585675e+03       1.270789724814e-02       1.038841589307e+04       4.859930720137e+02       2.220591012136e+05       7.135453550639e+02       5.744550751383e-07       2.446567700582e-05       1.359975967708e-04       5.477568885622e-08       3.973901494496e-07       1.614906524692e-04       9.030797869423e-33       7.577791211180e-10       6.413959405026e-02       9.957911823942e-01 
       2.022679972867e+01       1.720387137449e-01       3.134064116069e+03       1.257517556903e-02       1.037664136268e+04       4.888462460341e+02       2.202628880617e+05       7.147277754339e+02       5.586208761497e-07       2.395813766916e-05       1.331763329229e-04       5.477568885622e-08       3.864365431976e-07       1.581350405920e-04       1.313109196716e-33       7.368918038803e-10       6.458745887176e-02       9.958151771818e-01 
