# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_dcdm           16:(.)rho_dr             17:gr.fac. D             18:gr.fac. f          
       1.096307920595e+12       6.288842554964e-22       4.227731551509e-07       2.593135181985e+18       1.351070547832e+04       1.232382364891e-08       1.481189342872e+16       2.440881901885e-07       3.974745068086e+36       3.300632291731e+27       1.834725682812e+28       5.477568885622e-08       2.749604982166e+36       6.724350072046e+36       1.466075207556e+26       6.286213611221e+10       5.188278706157e-05       2.215711953912e-01 
       1.088687110819e+12       6.377194503971e-22       4.257326509105e-07       2.557208953427e+18       1.351070547832e+04       1.241009041445e-08       1.470893091233e+16       2.457968075182e-07       3.865372894827e+36       3.232278196047e+27       1.796729625150e+28       5.477568885622e-08       2.673944715318e+36       6.539317631488e+36       1.435713677959e+26       6.242515999173e+10       5.196297684170e-05       2.212292645610e-01 
       1.081119275887e+12       6.466787709509e-22       4.287121555535e-07       2.521780459777e+18       1.351070547832e+04       1.249696104735e-08       1.460668412346e+16       2.475173851691e-07       3.759010291258e+36       3.165339672286e+27       1.759520442830e+28       5.477568885622e-08       2.600366375153e+36       6.359376687312e+36       1.405980917250e+26       6.199122144110e+10       5.204316662183e-05       2.208883874469e-01 
       1.073604047555e+12       6.557639609990e-22       4.317134880694e-07       2.486842805235e+18       1.351070547831e+04       1.258443977468e-08       1.450514808685e+16       2.492500068636e-07       3.655574443722e+36       3.099787404809e+27       1.723081840139e+28       5.477568885622e-08       2.528812673758e+36       6.184387137948e+36       1.376863904007e+26       6.156029934515e+10       5.212335640198e-05       2.205485591857e-01 
       1.066141060134e+12       6.649767888820e-22       4.347348294687e-07       2.452389189540e+18       1.351070547831e+04       1.267253085310e-08       1.440431786181e+16       2.509947569100e-07       3.554984817325e+36       3.035592685089e+27       1.687397858841e+28       5.477568885622e-08       2.459227899601e+36       6.014212736970e+36       1.348349886474e+26       6.113237273546e+10       5.220354618213e-05       2.202097749440e-01 
       1.058729950480e+12       6.743190477838e-22       4.377779987408e-07       2.418412906643e+18       1.351070547831e+04       1.276123856907e-08       1.430418854201e+16       2.527517202066e-07       3.457163093236e+36       2.972727399133e+27       1.652452871182e+28       5.477568885622e-08       2.391557874150e+36       5.848720987015e+36       1.320426376974e+26       6.070742078940e+10       5.228373596230e-05       2.198720299180e-01 
       1.051370357974e+12       6.837925560808e-22       4.408429958858e-07       2.384907343403e+18       1.351070547830e+04       1.285056723905e-08       1.420475525522e+16       2.545209822463e-07       3.362033107704e+36       2.911164015175e+27       1.618231573053e+28       5.477568885622e-08       2.325749909692e+36       5.687783036619e+36       1.293081146443e+26       6.028542282905e+10       5.236392574248e-05       2.195353193334e-01 
       1.044061924503e+12       6.933991576958e-22       4.439298209036e-07       2.351865978302e+18       1.351070547830e+04       1.294052120972e-08       1.410601316308e+16       2.563026291202e-07       3.269520792761e+36       2.850875571611e+27       1.584718977282e+28       5.477568885622e-08       2.261752768310e+36       5.531273579895e+36       1.266302219074e+26       5.986635832027e+10       5.244411552267e-05       2.191996384449e-01 
       1.036804294442e+12       7.031407224567e-22       4.470366548048e-07       2.319282380171e+18       1.351070547830e+04       1.303110485819e-08       1.400795746085e+16       2.580967475222e-07       3.179554118548e+36       2.791835665199e+27       1.551900407072e+28       5.477568885622e-08       2.199516621989e+36       5.379070758971e+36       1.240077867072e+26       5.945020687163e+10       5.252430530288e-05       2.188649825366e-01 
       1.029597114639e+12       7.130191464609e-22       4.501653165789e-07       2.287150206941e+18       1.351070547830e+04       1.312232259219e-08       1.391058337720e+16       2.599034247530e-07       3.092063037237e+36       2.734018439491e+27       1.519761489573e+28       5.477568885622e-08       2.138993013821e+36       5.231056069111e+36       1.214396605517e+26       5.903694823346e+10       5.260449508309e-05       2.185313469209e-01 
       1.022440034398e+12       7.230363524438e-22       4.533176252153e-07       2.255463204410e+18       1.351070547829e+04       1.321417885033e-08       1.381388617398e+16       2.617227487244e-07       3.006979428491e+36       2.677398573509e+27       1.488288149591e+28       5.477568885622e-08       2.080134820277e+36       5.087114266447e+36       1.189247187335e+26       5.862656229685e+10       5.268468486332e-05       2.181987269390e-01 
       1.015332705460e+12       7.331942901534e-22       4.564899427351e-07       2.224215205022e+18       1.351070547829e+04       1.330667810228e-08       1.371786114596e+16       2.635548079636e-07       2.924237046425e+36       2.621951270658e+27       1.457466603417e+28       5.477568885622e-08       2.022896214512e+36       4.947133278250e+36       1.164618598371e+26       5.821902909266e+10       5.276487464356e-05       2.178671179603e-01 
       1.008274781986e+12       7.434949367297e-22       4.596859071171e-07       2.193400126669e+18       1.351070547829e+04       1.339982484900e-08       1.362250362061e+16       2.653996916174e-07       2.843771468026e+36       2.567652247868e+27       1.427283352797e+28       5.477568885622e-08       1.967232630693e+36       4.811004115673e+36       1.140500052567e+26       5.781432879059e+10       5.284506442382e-05       2.175365153824e-01 
       1.001265920542e+12       7.539402970897e-22       4.629036993720e-07       2.163011971508e+18       1.351070547828e+04       1.349362362294e-08       1.352780895790e+16       2.672574894568e-07       2.765520042995e+36       2.514477724952e+27       1.397725179017e+28       5.477568885622e-08       1.913100729290e+36       4.678620788889e+36       1.116880987240e+26       5.741244169816e+10       5.292525420408e-05       2.172069146308e-01 
       9.943057800815e+11       7.645324043172e-22       4.661433194997e-07       2.133044824792e+18       1.351070547828e+04       1.358807898829e-08       1.343377255005e+16       2.691282918810e-07       2.689421844969e+36       2.462404414200e+27       1.368779137113e+28       5.477568885622e-08       1.860458363342e+36       4.549880224570e+36       1.093751058450e+26       5.701334825981e+10       5.300544398436e-05       2.168783111585e-01 
       9.873940219280e+11       7.752733200591e-22       4.694065864896e-07       2.103492853716e+18       1.351070547828e+04       1.368319554121e-08       1.334038982129e+16       2.710121899221e-07       2.615417624080e+36       2.411409510174e+27       1.340432550205e+28       5.477568885622e-08       1.809264545632e+36       4.424682185635e+36       1.071100136476e+26       5.661702905588e+10       5.308563376465e-05       2.165507004462e-01 
       9.805303097596e+11       7.861651349261e-22       4.726935003418e-07       2.074350306289e+18       1.351070547827e+04       1.377897791000e-08       1.324765622770e+16       2.729092752496e-07       2.543449760827e+36       2.361470679725e+27       1.312673003943e+28       5.477568885622e-08       1.759479416783e+36       4.302929193203e+36       1.048918301378e+26       5.622346480173e+10       5.316582354496e-05       2.162240780018e-01 
       9.737143095924e+11       7.972099689000e-22       4.760022420669e-07       2.045611510209e+18       1.351070547827e+04       1.387543075536e-08       1.315556725689e+16       2.748196401742e-07       2.473462221211e+36       2.312566052209e+27       1.285488341072e+28       5.477568885622e-08       1.711064214217e+36       4.184526450698e+36       1.027195838650e+26       5.583263634676e+10       5.324601332527e-05       2.158984393603e-01 
       9.669456897640e+11       8.084099717462e-22       4.793328116648e-07       2.017270871757e+18       1.351070547827e+04       1.397255877065e-08       1.306411842789e+16       2.767433776534e-07       2.405400513108e+36       2.264674209908e+27       1.258866656104e+28       5.477568885622e-08       1.663981241979e+36       4.069381770041e+36       1.005923234968e+26       5.544452467351e+10       5.332620310560e-05       2.155737800833e-01 
       9.602241209175e+11       8.197673234324e-22       4.826888471143e-07       1.989322874716e+18       1.351070547826e+04       1.407036668204e-08       1.297330529085e+16       2.786805812948e-07       2.339211643841e+36       2.217774178655e+27       1.232796290108e+28       5.477568885622e-08       1.618193841383e+36       3.957405499869e+36       9.850911740246e+25       5.505911089669e+10       5.340639288595e-05       2.152500957593e-01 
       9.535492759856e+11       8.312842345522e-22       4.860685294261e-07       1.961762079290e+18       1.351070547826e+04       1.416885924881e-08       1.288312342686e+16       2.806313453617e-07       2.274844078924e+36       2.171845418644e+27       1.207265825602e+28       5.477568885622e-08       1.573666362475e+36       3.848510455740e+36       9.646905324460e+25       5.467637626232e+10       5.348658266630e-05       2.149273820034e-01 
       9.469208301743e+11       8.429629467561e-22       4.894700396108e-07       1.934583121048e+18       1.351070547826e+04       1.426804126355e-08       1.279356844772e+16       2.825957647771e-07       2.212247701930e+36       2.126867815435e+27       1.182264081552e+28       5.477568885622e-08       1.530364136269e+36       3.742611852242e+36       9.447123757985e+25       5.429630214675e+10       5.356677244667e-05       2.146056344565e-01 
       9.403384609476e+11       8.548057331877e-22       4.928970156470e-07       1.907780709880e+18       1.351070547825e+04       1.436791755239e-08       1.270463599575e+16       2.845739351283e-07       2.151373775476e+36       2.082821671147e+27       1.157780108479e+28       5.477568885622e-08       1.488253447761e+36       3.639627236989e+36       9.251479546751e+25       5.391887005583e+10       5.364696222706e-05       2.142848487860e-01 
       9.338018480115e+11       8.668148989257e-22       4.963476385456e-07       1.881349628967e+18       1.351070547825e+04       1.446849297525e-08       1.261632174354e+16       2.865659526719e-07       2.092174903275e+36       2.039687695830e+27       1.133803183660e+28       5.477568885622e-08       1.447301509673e+36       3.539476426416e+36       9.059887008636e+25       5.354406162392e+10       5.372715200745e-05       2.139650206849e-01 
       9.273106732984e+11       8.789927814330e-22       4.998219083063e-07       1.855284733768e+18       1.351070547825e+04       1.456977242608e-08       1.252862139378e+16       2.885719143384e-07       2.034604993233e+36       1.997446999018e+27       1.110322806431e+28       5.477568885622e-08       1.407476436929e+36       3.442081443351e+36       8.872262235946e+25       5.317185861309e+10       5.380734178787e-05       2.136461458720e-01 
       9.208646209517e+11       8.913417510114e-22       5.033198249293e-07       1.829580951012e+18       1.351070547824e+04       1.467176083306e-08       1.244153067902e+16       2.905919177364e-07       1.978619221561e+36       1.956081081452e+27       1.087328693594e+28       5.477568885622e-08       1.368747221827e+36       3.347366456305e+36       8.688523058659e+25       5.280224291217e+10       5.388753156829e-05       2.133282200916e-01 
       9.144633773104e+11       9.038642112633e-22       5.068432074040e-07       1.804233277717e+18       1.351070547824e+04       1.477446315889e-08       1.235504536149e+16       2.926260611582e-07       1.924173997878e+36       1.915571826985e+27       1.064810774907e+28       5.477568885622e-08       1.331083709896e+36       3.255257720423e+36       8.508589008450e+25       5.243519653588e+10       5.396772134873e-05       2.130112391132e-01 
       9.081066308941e+11       9.165625995592e-22       5.103902367409e-07       1.779236780217e+18       1.351070547824e+04       1.487788440100e-08       1.226916123286e+16       2.946744435840e-07       1.871226931268e+36       1.875901494644e+27       1.042759188677e+28       5.477568885622e-08       1.294456576420e+36       3.165683520075e+36       8.332381283441e+25       5.207070162397e+10       5.404791112918e-05       2.126951987315e-01 
       9.017940723874e+11       9.294393875120e-22       5.139645509189e-07       1.754586593193e+18       1.351070547823e+04       1.498202959180e-08       1.218387411405e+16       2.967371646867e-07       1.819736797278e+36       1.837052710858e+27       1.021164277443e+28       5.477568885622e-08       1.258837303605e+36       3.078574113013e+36       8.159822713694e+25       5.170874044035e+10       5.412810090965e-05       2.123800947659e-01 
       8.955253946249e+11       9.424970814585e-22       5.175606929697e-07       1.730277918737e+18       1.351070547823e+04       1.508690379894e-08       1.209917985506e+16       2.988143248370e-07       1.769663505817e+36       1.799008461855e+27       1.000016583741e+28       5.477568885622e-08       1.224198158372e+36       2.993861676068e+36       7.990837727414e+25       5.134929537221e+10       5.420829069013e-05       2.120659230609e-01 
       8.893002925768e+11       9.557382229472e-22       5.211841198616e-07       1.706306025410e+18       1.351070547822e+04       1.519251212553e-08       1.201507433472e+16       3.009060251084e-07       1.720968069945e+36       1.761752086207e+27       9.793068459666e+27       5.477568885622e-08       1.190512170771e+36       2.911480252349e+36       7.825352317851e+25       5.099234892917e+10       5.428848047063e-05       2.117526794854e-01 
       8.831184633335e+11       9.691653892324e-22       5.248330126051e-07       1.682666247325e+18       1.351070547822e+04       1.529885971040e-08       1.193155346049e+16       3.030123672817e-07       1.673612575518e+36       1.725267267533e+27       9.590259943186e+27       5.477568885622e-08       1.157753112975e+36       2.831365699886e+36       7.663294010892e+25       5.063788374243e+10       5.436867025114e-05       2.114403599324e-01 
       8.769796060908e+11       9.827811937766e-22       5.285073712002e-07       1.659353983238e+18       1.351070547822e+04       1.540595172837e-08       1.184861316831e+16       3.051334538501e-07       1.627560151666e+36       1.689538027357e+27       9.391651468250e+27       5.477568885622e-08       1.125895478864e+36       2.753455641687e+36       7.504591833317e+25       5.028588256395e+10       5.444886003166e-05       2.111289603195e-01 
       8.708834221358e+11       9.965882867587e-22       5.322053766577e-07       1.636364695652e+18       1.351070547821e+04       1.551379339047e-08       1.176624942235e+16       3.072693880244e-07       1.582774942087e+36       1.654548718105e+27       9.197156054538e+27       5.477568885622e-08       1.094914464163e+36       2.677689417176e+36       7.349176281718e+25       4.993632826555e+10       5.452904981220e-05       2.108184765881e-01 
       8.648296148319e+11       1.010589355590e-21       5.359324859455e-07       1.613693909934e+18       1.351070547821e+04       1.562238994420e-08       1.168445821484e+16       3.094202737380e-07       1.539222077128e+36       1.620284016255e+27       9.006688523046e+27       5.477568885622e-08       1.064785947132e+36       2.604008034959e+36       7.196979292064e+25       4.958920383814e+10       5.460923959276e-05       2.105089047036e-01 
       8.588178896046e+11       1.024787125437e-21       5.396832420956e-07       1.591337213446e+18       1.351070547821e+04       1.573174667380e-08       1.160323556588e+16       3.115862156515e-07       1.496867646637e+36       1.586728915628e+27       8.820165458771e+27       5.477568885622e-08       1.035486469782e+36       2.532354126897e+36       7.047934209885e+25       4.924449239087e+10       5.468942937333e-05       2.102002406547e-01 
       8.528479539271e+11       1.039184359752e-21       5.434612830868e-07       1.569290254681e+18       1.351070547820e+04       1.584186890052e-08       1.152257752321e+16       3.137673191584e-07       1.455678673561e+36       1.553868720812e+27       8.637505174187e+27       5.477568885622e-08       1.006993219614e+36       2.462671903435e+36       6.901975761086e+25       4.890217715028e+10       5.476961915391e-05       2.098924804540e-01 
       8.469195173059e+11       1.053783860812e-21       5.472647899296e-07       1.547548742421e+18       1.351070547820e+04       1.595276198282e-08       1.144248016207e+16       3.159636903898e-07       1.415623088268e+36       1.521689040728e+27       8.458627673466e+27       5.477568885622e-08       9.792840118533e+35       2.394907110169e+36       6.759040023361e+25       4.856224145953e+10       5.484980893452e-05       2.095856201373e-01 
       8.410322912670e+11       1.068588470262e-21       5.510955816135e-07       1.526108444901e+18       1.351070547819e+04       1.606443131669e-08       1.136293958497e+16       3.181754362197e-07       1.376669703578e+36       1.490175782329e+27       8.283454617444e+27       5.477568885622e-08       9.523372721807e+35       2.329006985599e+36       6.619064398192e+25       4.822466877755e+10       5.492999871513e-05       2.092796557634e-01 
       8.351859893415e+11       1.083601069670e-21       5.549536581384e-07       1.504965188984e+18       1.351070547819e+04       1.617688233590e-08       1.128395192152e+16       3.204026642704e-07       1.338788190484e+36       1.459315144424e+27       8.111909289317e+27       5.477568885622e-08       9.261320199318e+35       2.264920220052e+36       6.481987583442e+25       4.788944267826e+10       5.501018849576e-05       2.089745834142e-01 
       8.293803270521e+11       1.098824581088e-21       5.588390195044e-07       1.484114859347e+18       1.351070547819e+04       1.629012051225e-08       1.120551332822e+16       3.226454829175e-07       1.301949054535e+36       1.429093611639e+27       7.943916561036e+27       5.477568885622e-08       9.006478517625e+35       2.202596915734e+36       6.347749546503e+25       4.755654684977e+10       5.509037827641e-05       2.086703991944e-01 
       8.236150218988e+11       1.114261967616e-21       5.627498467220e-07       1.463553397685e+18       1.351070547818e+04       1.640415135583e-08       1.112761998829e+16       3.249040012950e-07       1.266123612871e+36       1.399497948495e+27       7.779402860411e+27       5.477568885622e-08       8.758649257632e+35       2.141988547875e+36       6.216291498005e+25       4.722596509358e+10       5.517056805708e-05       2.083670992314e-01 
       8.178897933453e+11       1.129916233988e-21       5.666897777701e-07       1.443276801917e+18       1.351070547818e+04       1.651898041532e-08       1.105026811151e+16       3.271783293012e-07       1.231283971892e+36       1.370515193608e+27       7.618296138885e+27       5.477568885622e-08       8.517639460094e+35       2.083047926951e+36       6.087555866073e+25       4.689768132378e+10       5.525075783776e-05       2.080646796749e-01 
       8.122043628056e+11       1.145790427148e-21       5.706569936592e-07       1.423281125408e+18       1.351070547817e+04       1.663461327822e-08       1.097345393397e+16       3.294685776033e-07       1.197403005541e+36       1.342132654022e+27       7.460525839985e+27       5.477568885622e-08       8.283261475384e+35       2.025729161942e+36       5.961486271107e+25       4.657167956627e+10       5.533094761845e-05       2.077631366972e-01 
       8.065584536302e+11       1.161887636847e-21       5.746514943894e-07       1.403562476201e+18       1.351070547817e+04       1.675105557117e-08       1.089717371794e+16       3.317748576435e-07       1.164454334182e+36       1.314337899640e+27       7.306022868420e+27       5.477568885622e-08       8.055332817390e+35       1.969987624600e+36       5.838027501097e+25       4.624794395803e+10       5.541113739916e-05       2.074624664926e-01 
       8.009517910925e+11       1.178210996245e-21       5.786732799606e-07       1.384117016261e+18       1.351070547817e+04       1.686831296016e-08       1.082142375167e+16       3.340972816440e-07       1.132412304062e+36       1.287118757787e+27       7.154719559818e+27       5.477568885622e-08       7.833676021426e+35       1.915779914704e+36       5.717125487439e+25       4.592645874627e+10       5.549132717989e-05       2.071626652773e-01 
       7.953841023758e+11       1.194763682519e-21       5.827241693623e-07       1.364940960725e+18       1.351070547816e+04       1.698639115088e-08       1.074620034923e+16       3.364359626124e-07       1.101251967336e+36       1.260463307877e+27       7.006549651099e+27       5.477568885622e-08       7.618118506064e+35       1.863063826266e+36       5.598727281258e+25       4.560720828772e+10       5.557151696064e-05       2.068637292895e-01 
       7.898551165598e+11       1.211548917482e-21       5.868023436051e-07       1.346030577168e+18       1.351070547816e+04       1.710529588893e-08       1.067149985027e+16       3.387910143475e-07       1.070949062644e+36       1.234359876189e+27       6.861448251447e+27       5.477568885622e-08       7.408492438761e+35       1.811798314671e+36       5.482781030217e+25       4.529017704784e+10       5.565170674140e-05       2.065656547890e-01 
       7.843645646075e+11       1.228569968211e-21       5.909114406677e-07       1.327382184874e+18       1.351070547815e+04       1.722503296015e-08       1.059731861993e+16       3.411625514448e-07       1.041479996220e+36       1.208797030762e+27       6.719351813900e+27       5.477568885622e-08       7.204634605183e+35       1.761943464720e+36       5.369235955810e+25       4.497534960011e+10       5.573189652218e-05       2.062684380572e-01 
       7.789121793520e+11       1.245830147682e-21       5.950478225714e-07       1.308992154121e+18       1.351070547815e+04       1.734560819087e-08       1.052365304858e+16       3.435506893017e-07       1.012821823521e+36       1.183763576381e+27       6.580198107511e+27       5.477568885622e-08       7.006386282130e+35       1.713460459551e+36       5.258042331125e+25       4.466271062519e+10       5.581208630298e-05       2.059720753968e-01 
       7.734976954836e+11       1.263332815413e-21       5.992133083055e-07       1.290856905477e+18       1.351070547815e+04       1.746702744820e-08       1.045049955172e+16       3.459555441235e-07       9.849522313675e+35       1.159248549679e+27       6.443926190102e+27       5.477568885622e-08       6.813593113953e+35       1.666311550418e+36       5.149151459060e+25       4.435224491028e+10       5.589227608379e-05       2.056765631317e-01 
       7.681208495367e+11       1.281081378123e-21       6.034078978701e-07       1.272972909098e+18       1.351070547814e+04       1.758929664033e-08       1.037785456972e+16       3.483772329290e-07       9.578495205631e+35       1.135241214331e+27       6.310476381566e+27       5.477568885622e-08       6.626104992372e+35       1.620460027297e+36       5.042515651004e+25       4.404393734831e+10       5.597246586462e-05       2.053818976070e-01 
       7.627813798776e+11       1.299079290391e-21       6.076315912651e-07       1.255336684044e+18       1.351070547814e+04       1.771242171681e-08       1.030571456775e+16       3.508158735562e-07       9.314925890053e+35       1.111731056359e+27       6.179790237740e+27       5.477568885622e-08       6.443775939604e+35       1.575870190307e+36       4.938088205948e+25       4.373777293721e+10       5.605265564547e-05       2.050880751885e-01 
       7.574790266907e+11       1.317330055327e-21       6.118843884906e-07       1.237944797603e+18       1.351070547813e+04       1.783640866882e-08       1.023407603549e+16       3.532715846677e-07       9.058609152528e+35       1.088707779518e+27       6.051810524800e+27       5.477568885622e-08       6.266463994702e+35       1.532507321912e+36       4.835823390031e+25       4.343373677921e+10       5.613284542633e-05       2.047950922630e-01 
       7.522135319669e+11       1.335837225260e-21       6.161681085359e-07       1.220793864619e+18       1.351070547813e+04       1.796126352950e-08       1.016293548708e+16       3.557444857569e-07       8.809345425484e+35       1.066161300797e+27       5.926481194202e+27       5.477568885622e-08       6.094031103029e+35       1.490337659891e+36       4.735676416513e+25       4.313181408012e+10       5.621303520722e-05       2.045029452378e-01 
       7.469846394904e+11       1.354604402423e-21       6.204809324117e-07       1.203880546836e+18       1.351070547812e+04       1.808699237420e-08       1.009228946085e+16       3.582346971537e-07       8.566940632805e+35       1.044081745994e+27       5.803747358133e+27       5.477568885622e-08       5.926343008766e+35       1.449328371051e+36       4.637603426161e+25       4.283199014854e+10       5.629322498812e-05       2.042116305406e-01 
       7.417920948265e+11       1.373635239657e-21       6.248246791074e-07       1.187201552249e+18       1.351070547812e+04       1.821360132081e-08       1.002213451921e+16       3.607423400302e-07       8.331206038726e+35       1.022459445398e+27       5.683555265473e+27       5.477568885622e-08       5.763269150380e+35       1.409447525662e+36       4.541561468040e+25       4.253425039523e+10       5.637341476904e-05       2.039211446195e-01 
       7.366356453093e+11       1.392933441124e-21       6.291975296335e-07       1.170753634458e+18       1.351070547812e+04       1.834109653006e-08       9.952467248470e+15       3.632675364068e-07       8.101958100878e+35       1.001284929552e+27       5.565852278257e+27       5.477568885622e-08       5.604682558974e+35       1.370664072597e+36       4.447508480702e+25       4.223858033237e+10       5.645360454998e-05       2.036314839429e-01 
       7.315150400291e+11       1.412502763023e-21       6.336031219689e-07       1.154533592043e+18       1.351070547811e+04       1.846948420576e-08       9.883284258655e+15       3.658104091580e-07       7.879018327390e+35       9.805489251046e+26       5.450586848617e+27       5.477568885622e-08       5.450459759422e+35       1.332947815156e+36       4.355403273768e+25       4.194496557282e+10       5.653379433093e-05       2.033426449991e-01 
       7.264300298203e+11       1.432347014324e-21       6.380378181348e-07       1.138538267936e+18       1.351070547811e+04       1.859877059520e-08       9.814582183368e+15       3.683710820184e-07       7.662213137911e+35       9.602423507500e+26       5.337708496212e+27       5.477568885622e-08       5.300480674238e+35       1.296269387556e+36       4.265205509884e+25       4.165339182948e+10       5.661398411191e-05       2.030546242963e-01 
       7.213803672495e+11       1.452470057512e-21       6.425034371205e-07       1.122764548809e+18       1.351070547810e+04       1.872896198936e-08       9.746357679607e+15       3.709496795887e-07       7.451373728461e+35       9.403563132513e+26       5.227167786120e+27       5.477568885622e-08       5.154628530080e+35       1.260600232063e+36       4.176875687060e+25       4.136384491454e+10       5.669417389290e-05       2.027674183624e-01 
       7.163658066032e+11       1.472875809333e-21       6.470017979154e-07       1.107209364467e+18       1.351070547810e+04       1.886006472328e-08       9.678607427610e+15       3.735463273420e-07       7.246335940001e+35       9.208821035449e+26       5.118916307183e+27       5.477568885622e-08       5.012789766833e+35       1.225912576764e+36       4.090375121369e+25       4.107631073883e+10       5.677436367391e-05       2.024810237451e-01 
       7.113861038760e+11       1.493568241562e-21       6.515310815303e-07       1.091869687250e+18       1.351070547809e+04       1.899208517634e-08       9.611328130691e+15       3.761611516296e-07       7.046940130622e+35       9.018111929266e+26       5.012906650810e+27       5.477568885622e-08       4.874853949189e+35       1.192179413936e+36       4.005665930003e+25       4.079077531111e+10       5.685455345495e-05       2.021954370114e-01 
       7.064410167587e+11       1.514551381770e-21       6.560912879650e-07       1.076742531445e+18       1.351070547809e+04       1.912502977256e-08       9.544516515082e+15       3.787942796870e-07       6.853031051244e+35       8.831352293167e+26       4.909092390215e+27       5.477568885622e-08       4.740713680666e+35       1.159374479022e+36       3.922711014685e+25       4.050722473741e+10       5.693474323600e-05       2.019106547477e-01 
       7.015303046262e+11       1.535829314114e-21       6.606842362089e-07       1.061824952703e+18       1.351070547808e+04       1.925890498097e-08       9.478169329770e+15       3.814458396409e-07       6.664457724741e+35       8.648460336018e+26       4.807428060079e+27       5.477568885622e-08       4.610264519984e+35       1.127472230183e+36       3.841474045420e+25       4.022564522033e+10       5.701493301707e-05       2.016266735596e-01 
       6.966537285265e+11       1.557406180130e-21       6.653081072727e-07       1.047114047469e+18       1.351070547808e+04       1.939371731583e-08       9.412283346341e+15       3.841159605143e-07       6.481073328392e+35       8.469355960530e+26       4.707869136647e+27       5.477568885622e-08       4.483404899753e+35       1.096447828407e+36       3.761919444587e+25       3.994602305839e+10       5.709512279816e-05       2.013434900720e-01 
       6.918110511683e+11       1.579286179536e-21       6.699647201458e-07       1.032606952413e+18       1.351070547808e+04       1.952947333703e-08       9.346855358826e+15       3.868047722338e-07       6.302735079564e+35       8.293960728181e+26       4.610372018219e+27       5.477568885622e-08       4.360036047389e+35       1.066277118172e+36       3.684012371353e+25       3.966834464533e+10       5.717531257927e-05       2.010611009282e-01 
       6.870020369098e+11       1.601473571054e-21       6.746558938175e-07       1.018300843876e+18       1.351070547807e+04       1.966617965039e-08       9.281882183537e+15       3.895124056353e-07       6.129304124541e+35       8.122197824863e+26       4.514894006063e+27       5.477568885622e-08       4.240061908212e+35       1.036936608638e+36       3.607718706420e+25       3.939259646951e+10       5.725550236039e-05       2.007795027908e-01 
       6.822264517476e+11       1.623972673234e-21       6.793779903091e-07       1.004192937318e+18       1.351070547807e+04       1.980384290793e-08       9.217360658921e+15       3.922389924706e-07       5.960645430414e+35       7.953992027242e+26       4.421393285712e+27       5.477568885622e-08       4.123389070656e+35       1.008403455359e+36       3.533005037079e+25       3.911876511318e+10       5.733569214154e-05       2.004986923409e-01 
       6.774840633044e+11       1.646787865300e-21       6.841328286100e-07       9.902804867773e+17       1.351070547806e+04       1.994246980828e-08       9.153287645399e+15       3.949846654136e-07       5.796627679945e+35       7.789269669814e+26       4.329828908648e+27       5.477568885622e-08       4.009926693540e+35       9.806554424919e+35       3.459838642579e+25       3.884683725188e+10       5.741588192271e-05       2.002186662782e-01 
       6.727746408186e+11       1.669923588000e-21       6.889222277096e-07       9.765607843362e+17       1.351070547806e+04       2.008206709694e-08       9.089660025219e+15       3.977495580672e-07       5.637123169323e+35       7.627958612641e+26       4.240160774376e+27       5.477568885622e-08       3.899586435342e+35       9.536709655034e+35       3.388187479795e+25       3.857679965376e+10       5.749607170390e-05       1.999394213205e-01 
       6.680979551326e+11       1.693384344467e-21       6.937443686184e-07       9.630311595930e+17       1.351070547805e+04       2.022264156661e-08       9.026474702299e+15       4.005338049692e-07       5.482007708734e+35       7.469988209762e+26       4.152349612857e+27       5.477568885622e-08       3.792282385412e+35       9.274290143471e+35       3.318020169195e+25       3.830863917897e+10       5.757626148511e-05       1.996609542044e-01 
       6.634537786818e+11       1.717174701101e-21       6.986010703258e-07       9.496889791429e+17       1.351070547805e+04       2.036420005757e-08       8.963728602081e+15       4.033375415996e-07       5.331160525667e+35       7.315289278249e+26       4.066356967308e+27       5.477568885622e-08       3.687930997083e+35       9.019091571054e+35       3.249305981100e+25       3.804234277898e+10       5.765645126634e-05       1.993832616842e-01 
       6.588418854834e+11       1.741299288455e-21       7.034905138426e-07       9.365316460650e+17       1.351070547804e+04       2.050674945797e-08       8.901418671377e+15       4.061609043863e-07       5.184464170882e+35       7.163794067912e+26       3.982145177365e+27       5.477568885622e-08       3.586451022626e+35       8.770915240812e+35       3.182014822223e+25       3.777789749597e+10       5.773664104760e-05       1.991063405325e-01 
       6.542620511254e+11       1.765762802137e-21       7.084163371474e-07       9.235565994173e+17       1.351070547804e+04       2.065029670417e-08       8.839541878226e+15       4.090040307124e-07       5.041804426963e+35       7.015436231626e+26       3.899677362589e+27       5.477568885622e-08       3.487763449986e+35       8.529567923273e+35       3.116117222490e+25       3.751529046220e+10       5.781683082887e-05       1.988301875398e-01 
