# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
 1289       9.013175308922e+02       2.828469617389e+01       0.000000000000e+00       8.541953060706e+01       3.100155765291e-11       1.215586035784e-07       2.250017531428e-08 
 1290       8.939448707245e+02       2.836707576699e+01       0.000000000000e+00       8.475974730198e+01       3.091549311205e-11       1.195478592958e-07       2.227152184347e-08 
 1291       8.866144212065e+02       2.844698722659e+01       0.000000000000e+00       8.408842632814e+01       3.082967882921e-11       1.175687522529e-07       2.204015084745e-08 
 1292       8.793271354541e+02       2.852442145346e+01       0.000000000000e+00       8.340576510394e+01       3.074411583326e-11       1.156205910450e-07       2.180609391772e-08 
 1293       8.720839712062e+02       2.859936934778e+01       0.000000000000e+00       8.271196248608e+01       3.065880511912e-11       1.137026762361e-07       2.156938302828e-08 
 1294       8.648858908321e+02       2.867182180910e+01       0.000000000000e+00       8.200721877246e+01       3.057374764744e-11       1.118143003257e-07       2.133005053716e-08 
 1295       8.577338613397e+02       2.874176973646e+01       0.000000000000e+00       8.129173570509e+01       3.048894434428e-11       1.099547477152e-07       2.108812918802e-08 
 1296       8.506288543838e+02       2.880920402836e+01       0.000000000000e+00       8.056571647299e+01       3.040439610080e-11       1.081232946751e-07       2.084365211172e-08 
 1297       8.435718462737e+02       2.887411558282e+01       0.000000000000e+00       7.982936571512e+01       3.032010377294e-11       1.063192093106e-07       2.059665282790e-08 
 1298       8.365638179812e+02       2.893649529743e+01       0.000000000000e+00       7.908288952326e+01       3.023606818105e-11       1.045417515289e-07       2.034716524659e-08 
 1299       8.296057551489e+02       2.899633406938e+01       0.000000000000e+00       7.832649544494e+01       3.015229010962e-11       1.027901730053e-07       2.009522366974e-08 
 1300       8.226986480977e+02       2.905362279545e+01       0.000000000000e+00       7.756039248633e+01       3.006877030691e-11       1.010637171496e-07       1.984086279288e-08 
 1301       8.158434918354e+02       2.910835237212e+01       0.000000000000e+00       7.678479111518e+01       2.998550948465e-11       9.936161907237e-08       1.958411770667e-08 
 1302       8.090412860642e+02       2.916051369555e+01       0.000000000000e+00       7.599990326369e+01       2.990250831769e-11       9.768310555129e-08       1.932502389848e-08 
 1303       8.022930351888e+02       2.921009766164e+01       0.000000000000e+00       7.520594233145e+01       2.981976744368e-11       9.602739499741e-08       1.906361725405e-08 
 1304       7.955997483246e+02       2.925709516603e+01       0.000000000000e+00       7.440312318833e+01       2.973728746273e-11       9.439369742125e-08       1.879993405902e-08 
 1305       7.889624393053e+02       2.930149710420e+01       0.000000000000e+00       7.359166217739e+01       2.965506893707e-11       9.278121439891e-08       1.853401100058e-08 
 1306       7.823821266913e+02       2.934329437146e+01       0.000000000000e+00       7.277177711781e+01       2.957311239075e-11       9.118913903818e-08       1.826588516904e-08 
 1307       7.758598337774e+02       2.938247786297e+01       0.000000000000e+00       7.194368730777e+01       2.949141830924e-11       8.961665594449e-08       1.799559405947e-08 
 1308       7.693965886010e+02       2.941903847382e+01       0.000000000000e+00       7.110761352737e+01       2.940998713916e-11       8.806294118688e-08       1.772317557329e-08 
 1309       7.629934239498e+02       2.945296709904e+01       0.000000000000e+00       7.026377804154e+01       2.932881928789e-11       8.652716226392e-08       1.744866801989e-08 
 1310       7.566513773701e+02       2.948425463364e+01       0.000000000000e+00       6.941240460295e+01       2.924791512326e-11       8.500847806952e-08       1.717211011824e-08 
 1311       7.503714911745e+02       2.951289197265e+01       0.000000000000e+00       6.855371845492e+01       2.916727497320e-11       8.350603885875e-08       1.689354099850e-08 
 1312       7.441548124503e+02       2.953887001113e+01       0.000000000000e+00       6.768794633432e+01       2.908689912538e-11       8.201898621356e-08       1.661300020365e-08 
 1313       7.380023930670e+02       2.956217964424e+01       0.000000000000e+00       6.681531647448e+01       2.900678782689e-11       8.054645300849e-08       1.633052769114e-08 
 1314       7.319152896845e+02       2.958281176726e+01       0.000000000000e+00       6.593605860813e+01       2.892694128390e-11       7.908756337626e-08       1.604616383444e-08 
 1315       7.258945637613e+02       2.960075727562e+01       0.000000000000e+00       6.505040397023e+01       2.884735966129e-11       7.764143267341e-08       1.575994942475e-08 
 1316       7.199412815620e+02       2.961600706495e+01       0.000000000000e+00       6.415858530099e+01       2.876804308229e-11       7.620716744575e-08       1.547192567257e-08 
 1317       7.140565141659e+02       2.962855203110e+01       0.000000000000e+00       6.326083684867e+01       2.868899162818e-11       7.478386539389e-08       1.518213420936e-08 
 1318       7.082413374744e+02       2.963838307018e+01       0.000000000000e+00       6.235739437256e+01       2.861020533790e-11       7.337061533866e-08       1.489061708918e-08 
 1319       7.024968322193e+02       2.964549107860e+01       0.000000000000e+00       6.144849514587e+01       2.853168420772e-11       7.196649718643e-08       1.459741679030e-08 
 1320       6.968240839708e+02       2.964986695309e+01       0.000000000000e+00       6.053437795862e+01       2.845342819086e-11       7.057058189444e-08       1.430257621688e-08 
 1321       6.912241831455e+02       2.965150159077e+01       0.000000000000e+00       5.961528312058e+01       2.837543719718e-11       6.918193143611e-08       1.400613870057e-08 
 1322       6.856982250140e+02       2.965038588915e+01       0.000000000000e+00       5.869145246414e+01       2.829771109277e-11       6.779959876617e-08       1.370814800217e-08 
 1323       6.802473097097e+02       2.964651074617e+01       0.000000000000e+00       5.776312934726e+01       2.822024969965e-11       6.642262778584e-08       1.340864831329e-08 
 1324       6.748723993474e+02       2.963987083154e+01       0.000000000000e+00       5.683055183193e+01       2.814305292841e-11       6.505033424250e-08       1.310768901172e-08 
 1325       6.695738876409e+02       2.963047594621e+01       0.000000000000e+00       5.589393213137e+01       2.806612118032e-11       6.368315359264e-08       1.280533901040e-08 
 1326       6.643520255487e+02       2.961833978840e+01       0.000000000000e+00       5.495347694164e+01       2.798945495339e-11       6.232180710449e-08       1.250167264925e-08 
 1327       6.592070637296e+02       2.960347619398e+01       0.000000000000e+00       5.400939424793e+01       2.791305470982e-11       6.096702221682e-08       1.219676496558e-08 
 1328       6.541392525413e+02       2.958589913681e+01       0.000000000000e+00       5.306189332699e+01       2.783692087571e-11       5.961953256169e-08       1.189069169672e-08 
 1329       6.491488420377e+02       2.956562272897e+01       0.000000000000e+00       5.211118474957e+01       2.776105384073e-11       5.828007798716e-08       1.158352928268e-08 
 1330       6.442360819682e+02       2.954266122109e+01       0.000000000000e+00       5.115748038287e+01       2.768545395781e-11       5.694940458012e-08       1.127535486878e-08 
 1331       6.394012217751e+02       2.951702900265e+01       0.000000000000e+00       5.020099339298e+01       2.761012154286e-11       5.562826468904e-08       1.096624630833e-08 
 1332       6.346445105920e+02       2.948874060224e+01       0.000000000000e+00       4.924193824732e+01       2.753505687439e-11       5.431741694686e-08       1.065628216523e-08 
 1333       6.299661972424e+02       2.945781068789e+01       0.000000000000e+00       4.828053071708e+01       2.746026019329e-11       5.301762629386e-08       1.034554171666e-08 
 1334       6.253665302374e+02       2.942425406734e+01       0.000000000000e+00       4.731698787967e+01       2.738573170243e-11       5.172966400055e-08       1.003410495578e-08 
 1335       6.208457577742e+02       2.938808568832e+01       0.000000000000e+00       4.635152812114e+01       2.731147156638e-11       5.045430769066e-08       9.722052594310e-09 
 1336       6.164041277343e+02       2.934932063890e+01       0.000000000000e+00       4.538437113865e+01       2.723747991110e-11       4.919234136408e-08       9.409466065275e-09 
 1337       6.120418876814e+02       2.930797414772e+01       0.000000000000e+00       4.441573794291e+01       2.716375682361e-11       4.794455541988e-08       9.096427525643e-09 
 1338       6.077592848603e+02       2.926406158431e+01       0.000000000000e+00       4.344585086058e+01       2.709030235169e-11       4.671174667940e-08       8.783019859011e-09 
 1339       6.035565661944e+02       2.921759845939e+01       0.000000000000e+00       4.247493353677e+01       2.701711650352e-11       4.549471840927e-08       8.469326678288e-09 
 1340       5.994339782842e+02       2.916860042515e+01       0.000000000000e+00       4.150321093745e+01       2.694419924738e-11       4.429428034457e-08       8.155432328380e-09 
 1341       5.953917674056e+02       2.911708327555e+01       0.000000000000e+00       4.053090935189e+01       2.687155051136e-11       4.311124871198e-08       7.841421888880e-09 
 1342       5.914301795081e+02       2.906306294662e+01       0.000000000000e+00       3.955825639510e+01       2.679917018297e-11       4.194644625291e-08       7.527381176760e-09 
 1343       5.875494602126e+02       2.900655551673e+01       0.000000000000e+00       3.858548101032e+01       2.672705810888e-11       4.080070224680e-08       7.213396749071e-09 
 1344       5.837498548105e+02       2.894757720691e+01       0.000000000000e+00       3.761281347136e+01       2.665521409453e-11       3.967485253429e-08       6.899555905645e-09 
 1345       5.800316082608e+02       2.888614438113e+01       0.000000000000e+00       3.664048538517e+01       2.658363790388e-11       3.856973954057e-08       6.585946691799e-09 
 1346       5.763949651893e+02       2.882227354659e+01       0.000000000000e+00       3.566872969416e+01       2.651232925900e-11       3.748621229865e-08       6.272657901046e-09 
 1347       5.728401698862e+02       2.875598135402e+01       0.000000000000e+00       3.469778067874e+01       2.644128783981e-11       3.642512647275e-08       5.959779077807e-09 
 1348       5.693674663045e+02       2.868728459797e+01       0.000000000000e+00       3.372787395970e+01       2.637051328369e-11       3.538734438164e-08       5.647400520131e-09 
 1349       5.659770980583e+02       2.861620021712e+01       0.000000000000e+00       3.275924650066e+01       2.630000518521e-11       3.437373502212e-08       5.335613282416e-09 
 1350       5.626693084209e+02       2.854274529452e+01       0.000000000000e+00       3.179213661055e+01       2.622976309572e-11       3.338517409241e-08       5.024509178131e-09 
 1351       5.594443403231e+02       2.846693705797e+01       0.000000000000e+00       3.082678394601e+01       2.615978652310e-11       3.242254401568e-08       4.714180782553e-09 
 1352       5.563024363512e+02       2.838879288023e+01       0.000000000000e+00       2.986342951385e+01       2.609007493136e-11       3.148673396357e-08       4.404721435493e-09 
 1353       5.532438387455e+02       2.830833027935e+01       0.000000000000e+00       2.890231567348e+01       2.602062774035e-11       3.057863987972e-08       4.096225244037e-09 
 1354       5.502687893985e+02       2.822556691898e+01       0.000000000000e+00       2.794368613938e+01       2.595144432538e-11       2.969916450337e-08       3.788787085289e-09 
 1355       5.473775298527e+02       2.814052060863e+01       0.000000000000e+00       2.698778598352e+01       2.588252401690e-11       2.884921739298e-08       3.482502609112e-09 
 1356       5.445703012994e+02       2.805320930397e+01       0.000000000000e+00       2.603486163777e+01       2.581386610019e-11       2.802971494990e-08       3.177468240883e-09 
 1357       5.418473445765e+02       2.796365110714e+01       0.000000000000e+00       2.508516089643e+01       2.574546981496e-11       2.724158044205e-08       2.873781184240e-09 
 1358       5.392089001669e+02       2.787186426704e+01       0.000000000000e+00       2.413893291858e+01       2.567733435504e-11       2.648574402762e-08       2.571539423846e-09 
 1359       5.366552081965e+02       2.777786717962e+01       0.000000000000e+00       2.319642823057e+01       2.560945886807e-11       2.576314277887e-08       2.270841728146e-09 
 1360       5.341865084328e+02       2.768167838814e+01       0.000000000000e+00       2.225789872845e+01       2.554184245507e-11       2.507472070590e-08       1.971787652132e-09 
 1361       5.318030402827e+02       2.758331658352e+01       0.000000000000e+00       2.132359768043e+01       2.547448417019e-11       2.442142878047e-08       1.674477540115e-09 
 1362       5.295050427909e+02       2.748280060460e+01       0.000000000000e+00       2.039377972928e+01       2.540738302028e-11       2.380422495985e-08       1.379012528498e-09 
 1363       5.272926462041e+02       2.738015123681e+01       0.000000000000e+00       1.946868308208e+01       2.534053812619e-11       2.322385434328e-08       1.085485973719e-09 
 1364       5.251655453935e+02       2.727539662860e+01       0.000000000000e+00       1.854847586536e+01       2.527394921086e-11       2.268018572060e-08       7.939575794964e-10 
 1365       5.231233229250e+02       2.716856693373e+01       0.000000000000e+00       1.763330919928e+01       2.520761612098e-11       2.217286440185e-08       5.044788590356e-10 
 1366       5.211655571665e+02       2.705969251853e+01       0.000000000000e+00       1.672333495944e+01       2.514153866603e-11       2.170153110000e-08       2.171016733098e-10 
 1367       5.192918222796e+02       2.694880396233e+01       0.000000000000e+00       1.581870577818e+01       2.507571661805e-11       2.126582191229e-08      -6.812176781254e-11 
 1368       5.175016882103e+02       2.683593205789e+01       0.000000000000e+00       1.491957504585e+01       2.501014971128e-11       2.086536830151e-08      -3.511389044381e-10 
 1369       5.157947206806e+02       2.672110781178e+01       0.000000000000e+00       1.402609691215e+01       2.494483764192e-11       2.049979707728e-08      -6.318968255181e-10 
 1370       5.141704811793e+02       2.660436244480e+01       0.000000000000e+00       1.313842628737e+01       2.487978006783e-11       2.016873037728e-08      -9.103422677154e-10 
 1371       5.126285269538e+02       2.648572739240e+01       0.000000000000e+00       1.225671884371e+01       2.481497660820e-11       1.987178564847e-08      -1.186421614271e-09 
 1372       5.111684110006e+02       2.636523430508e+01       0.000000000000e+00       1.138113101655e+01       2.475042684330e-11       1.960857562829e-08      -1.460080893868e-09 
 1373       5.097896820571e+02       2.624291504878e+01       0.000000000000e+00       1.051182000578e+01       2.468613031417e-11       1.937870832578e-08      -1.731265779496e-09 
 1374       5.084918845925e+02       2.611880170532e+01       0.000000000000e+00       9.648943777055e+00       2.462208652229e-11       1.918178700275e-08      -1.999921587310e-09 
 1375       5.072745587994e+02       2.599292657280e+01       0.000000000000e+00       8.792661063103e+00       2.455829492934e-11       1.901741015483e-08      -2.265993275491e-09 
 1376       5.061372405843e+02       2.586532216602e+01       0.000000000000e+00       7.943131365021e+00       2.449475495686e-11       1.888517149259e-08      -2.529425443108e-09 
 1377       5.050794615595e+02       2.573602121685e+01       0.000000000000e+00       7.100514953557e+00       2.443146598596e-11       1.878465992253e-08      -2.790162328969e-09 
 1378       5.041007490341e+02       2.560505667467e+01       0.000000000000e+00       6.264972870408e+00       2.436842735703e-11       1.871545952813e-08      -3.048147810480e-09 
 1379       5.032006260050e+02       2.547246170680e+01       0.000000000000e+00       5.436666929511e+00       2.430563836943e-11       1.867714955082e-08      -3.303325402498e-09 
 1380       5.023786111484e+02       2.533826969885e+01       0.000000000000e+00       4.615759718336e+00       2.424309828116e-11       1.866930437092e-08      -3.555638256184e-09 
 1381       5.016342188109e+02       2.520251425519e+01       0.000000000000e+00       3.802414599176e+00       2.418080630863e-11       1.869149348859e-08      -3.805029157849e-09 
 1382       5.009669590006e+02       2.506522919932e+01       0.000000000000e+00       2.996795710439e+00       2.411876162627e-11       1.874328150472e-08      -4.051440527812e-09 
 1383       5.003763373786e+02       2.492644857429e+01       0.000000000000e+00       2.199067967944e+00       2.405696336627e-11       1.882422810180e-08      -4.294814419238e-09 
 1384       4.998618552500e+02       2.478620664312e+01       0.000000000000e+00       1.409397066209e+00       2.399541061828e-11       1.893388802472e-08      -4.535092516990e-09 
 1385       4.994230095550e+02       2.464453788920e+01       0.000000000000e+00       6.279494797445e-01       2.393410242907e-11       1.907181106167e-08      -4.772216136473e-09 
 1386       4.990592928606e+02       2.450147701669e+01       0.000000000000e+00      -1.451075356545e-01       2.387303780225e-11       1.923754202481e-08      -5.006126222474e-09 
 1387       4.987701933511e+02       2.435705895095e+01       0.000000000000e+00      -9.096059416159e-01       2.381221569793e-11       1.943062073114e-08      -5.236763348007e-09 
 1388       4.985551948200e+02       2.421131883894e+01       0.000000000000e+00      -1.665376915899e+00       2.375163503246e-11       1.965058198311e-08      -5.464067713149e-09 
 1389       4.984137766608e+02       2.406429204961e+01       0.000000000000e+00      -2.412250851101e+00       2.369129467806e-11       1.989695554941e-08      -5.687979143884e-09 
 1390       4.983454138583e+02       2.391601417435e+01       0.000000000000e+00      -3.150057353369e+00       2.363119346254e-11       2.016926614558e-08      -5.908437090933e-09 
 1391       4.983495769799e+02       2.376652102737e+01       0.000000000000e+00      -3.878625241101e+00       2.357133016898e-11       2.046703341470e-08      -6.125380628595e-09 
 1392       4.984257321668e+02       2.361584864610e+01       0.000000000000e+00      -4.597782543661e+00       2.351170353540e-11       2.078977190792e-08      -6.338748453577e-09 
 1393       4.985733411251e+02       2.346403329163e+01       0.000000000000e+00      -5.307356500082e+00       2.345231225448e-11       2.113699106513e-08      -6.548478883829e-09 
 1394       4.987918611172e+02       2.331111144912e+01       0.000000000000e+00      -6.007173557775e+00       2.339315497320e-11       2.150819519547e-08      -6.754509857372e-09 
 1395       4.990807449527e+02       2.315711982816e+01       0.000000000000e+00      -6.697059371239e+00       2.333423029257e-11       2.190288345783e-08      -6.956778931130e-09 
 1396       4.994394409799e+02       2.300209536323e+01       0.000000000000e+00      -7.376838800767e+00       2.327553676724e-11       2.232054984140e-08      -7.155223279756e-09 
 1397       4.998673930772e+02       2.284607521409e+01       0.000000000000e+00      -8.046335911154e+00       2.321707290526e-11       2.276068314610e-08      -7.349779694456e-09 
 1398       5.003640406436e+02       2.268909676621e+01       0.000000000000e+00      -8.705373970404e+00       2.315883716770e-11       2.322276696302e-08      -7.540384581818e-09 
 1399       5.009288185906e+02       2.253119763113e+01       0.000000000000e+00      -9.353775448439e+00       2.310082796836e-11       2.370627965485e-08      -7.726973962632e-09 
 1400       5.015611573333e+02       2.237241564691e+01       0.000000000000e+00      -9.991362015810e+00       2.304304367344e-11       2.421069433625e-08      -7.909483470712e-09 
 1401       5.022604827812e+02       2.221278887855e+01       0.000000000000e+00      -1.061795454240e+01       2.298548260119e-11       2.473547885418e-08      -8.087848351718e-09 
 1402       5.030261719057e+02       2.205235496959e+01       0.000000000000e+00      -1.123339496074e+01       2.292814322753e-11       2.528009813988e-08      -8.262014949777e-09 
 1403       5.038574189506e+02       2.189114918885e+01       0.000000000000e+00      -1.183761210807e+01       2.287102480812e-11       2.584402134464e-08      -8.431975366454e-09 
 1404       5.047533678085e+02       2.172920636412e+01       0.000000000000e+00      -1.243055656850e+01       2.281412676859e-11       2.642671477649e-08      -8.597733341353e-09 
 1405       5.057131563069e+02       2.156656152953e+01       0.000000000000e+00      -1.301217887073e+01       2.275744849953e-11       2.702763951930e-08      -8.759292814300e-09 
 1406       5.067359161964e+02       2.140324992583e+01       0.000000000000e+00      -1.358242948812e+01       2.270098935628e-11       2.764625141352e-08      -8.916657926268e-09 
 1407       5.078207731394e+02       2.123930700081e+01       0.000000000000e+00      -1.414125883873e+01       2.264474865863e-11       2.828200103670e-08      -9.069833020299e-09 
 1408       5.089668466989e+02       2.107476840966e+01       0.000000000000e+00      -1.468861728534e+01       2.258872569059e-11       2.893433368416e-08      -9.218822642423e-09 
 1409       5.101732503264e+02       2.090967001535e+01       0.000000000000e+00      -1.522445513549e+01       2.253291970013e-11       2.960268934950e-08      -9.363631542590e-09 
 1410       5.114390913510e+02       2.074404788897e+01       0.000000000000e+00      -1.574872264156e+01       2.247732989891e-11       3.028650270514e-08      -9.504264675590e-09 
 1411       5.127634709673e+02       2.057793831013e+01       0.000000000000e+00      -1.626137000079e+01       2.242195546207e-11       3.098520308284e-08      -9.640727201986e-09 
 1412       5.141454842246e+02       2.041137776732e+01       0.000000000000e+00      -1.676234735529e+01       2.236679552788e-11       3.169821445416e-08      -9.773024489041e-09 
 1413       5.155842200149e+02       2.024440295826e+01       0.000000000000e+00      -1.725160479215e+01       2.231184919757e-11       3.242495541091e-08      -9.901162111650e-09 
 1414       5.170787610614e+02       2.007705079030e+01       0.000000000000e+00      -1.772909234341e+01       2.225711553504e-11       3.316483914556e-08      -1.002514585327e-08 
 1415       5.186281839074e+02       1.990935838079e+01       0.000000000000e+00      -1.819475998615e+01       2.220259356655e-11       3.391727343166e-08      -1.014498170686e-08 
 1416       5.202315589043e+02       1.974136305742e+01       0.000000000000e+00      -1.864855764253e+01       2.214828228056e-11       3.468166060417e-08      -1.026067587581e-08 
 1417       5.218879502006e+02       1.957310235860e+01       0.000000000000e+00      -1.909043517978e+01       2.209418062736e-11       3.545739753983e-08      -1.037223477487e-08 
 1418       5.235964157300e+02       1.940461403385e+01       0.000000000000e+00      -1.952034241032e+01       2.204028751886e-11       3.624387563741e-08      -1.047966503112e-08 
 1419       5.253560072000e+02       1.923593604417e+01       0.000000000000e+00      -1.993822909174e+01       2.198660182835e-11       3.704048079807e-08      -1.058297348486e-08 
 1420       5.271657700808e+02       1.906710656236e+01       0.000000000000e+00      -2.034404492687e+01       2.193312239018e-11       3.784659340553e-08      -1.068216719062e-08 
 1421       5.290247435932e+02       1.889816397344e+01       0.000000000000e+00      -2.073773956381e+01       2.187984799950e-11       3.866158830635e-08      -1.077725341801e-08 
 1422       5.309319606973e+02       1.872914687503e+01       0.000000000000e+00      -2.111926259600e+01       2.182677741205e-11       3.948483479009e-08      -1.086823965276e-08 
 1423       5.328864480813e+02       1.856009407767e+01       0.000000000000e+00      -2.148856356220e+01       2.177390934383e-11       4.031569656949e-08      -1.095513359759e-08 
 1424       5.348872261498e+02       1.839104460520e+01       0.000000000000e+00      -2.184559194661e+01       2.172124247083e-11       4.115353176062e-08      -1.103794317322e-08 
 1425       5.369333090121e+02       1.822203769519e+01       0.000000000000e+00      -2.219029717884e+01       2.166877542883e-11       4.199769286297e-08      -1.111667651926e-08 
 1426       5.390237044710e+02       1.805311279922e+01       0.000000000000e+00      -2.252262863401e+01       2.161650681306e-11       4.284752673953e-08      -1.119134199519e-08 
 1427       5.411574140112e+02       1.788430958333e+01       0.000000000000e+00      -2.284253563275e+01       2.156443517793e-11       4.370237459689e-08      -1.126194818132e-08 
 1428       5.433334327879e+02       1.771566792831e+01       0.000000000000e+00      -2.314996744127e+01       2.151255903680e-11       4.456157196520e-08      -1.132850387973e-08 
 1429       5.455507496150e+02       1.754722793017e+01       0.000000000000e+00      -2.344487327137e+01       2.146087686170e-11       4.542444867820e-08      -1.139101811522e-08 
 1430       5.478083469539e+02       1.737902990040e+01       0.000000000000e+00      -2.372720228053e+01       2.140938708301e-11       4.629032885320e-08      -1.144950013628e-08 
 1431       5.501052009021e+02       1.721111436642e+01       0.000000000000e+00      -2.399690357191e+01       2.135808808923e-11       4.715853087101e-08      -1.150395941602e-08 
 1432       5.524402811812e+02       1.704352207192e+01       0.000000000000e+00      -2.425392619438e+01       2.130697822669e-11       4.802836735585e-08      -1.155440565316e-08 
 1433       5.548125511260e+02       1.687629397724e+01       0.000000000000e+00      -2.449821914264e+01       2.125605579927e-11       4.889914515526e-08      -1.160084877298e-08 
 1434       5.572209676726e+02       1.670947125971e+01       0.000000000000e+00      -2.472973135716e+01       2.120531906813e-11       4.977016531990e-08      -1.164329892828e-08 
 1435       5.596644813470e+02       1.654309531406e+01       0.000000000000e+00      -2.494841172429e+01       2.115476625143e-11       5.064072308346e-08      -1.168176650034e-08 
 1436       5.621420362537e+02       1.637720775276e+01       0.000000000000e+00      -2.515420907628e+01       2.110439552404e-11       5.151010784240e-08      -1.171626209989e-08 
 1437       5.646525700642e+02       1.621185040642e+01       0.000000000000e+00      -2.534707219134e+01       2.105420501727e-11       5.237760313573e-08      -1.174679656805e-08 
 1438       5.671950140053e+02       1.604706532412e+01       0.000000000000e+00      -2.552694979363e+01       2.100419281860e-11       5.324248662480e-08      -1.177338097735e-08 
 1439       5.697682928479e+02       1.588289477381e+01       0.000000000000e+00      -2.569379055338e+01       2.095435697136e-11       5.410403007296e-08      -1.179602663267e-08 
 1440       5.723713248953e+02       1.571938124267e+01       0.000000000000e+00      -2.584754308685e+01       2.090469547450e-11       5.496149932528e-08      -1.181474507218e-08 
 1441       5.750030467657e+02       1.555656476946e+01       0.000000000000e+00      -2.598817411272e+01       2.085520651908e-11       5.581430316970e-08      -1.182955175940e-08 
 1442       5.776624880375e+02       1.539447491119e+01       0.000000000000e+00      -2.611572312255e+01       2.080588920374e-11       5.666244244153e-08      -1.184047721872e-08 
 1443       5.803486973389e+02       1.523313869565e+01       0.000000000000e+00      -2.623024826523e+01       2.075674283317e-11       5.750606771113e-08      -1.184755607120e-08 
 1444       5.830607176123e+02       1.507258328225e+01       0.000000000000e+00      -2.633180824215e+01       2.070776668245e-11       5.834533102672e-08      -1.185082336050e-08 
 1445       5.857975861046e+02       1.491283596225e+01       0.000000000000e+00      -2.642046230830e+01       2.065895999678e-11       5.918038591976e-08      -1.185031455449e-08 
 1446       5.885583343568e+02       1.475392415895e+01       0.000000000000e+00      -2.649627027330e+01       2.061032199132e-11       6.001138741039e-08      -1.184606554689e-08 
 1447       5.913419881941e+02       1.459587542792e+01       0.000000000000e+00      -2.655929250259e+01       2.056185185097e-11       6.083849201283e-08      -1.183811265889e-08 
 1448       5.941475677158e+02       1.443871745721e+01       0.000000000000e+00      -2.660958991843e+01       2.051354873017e-11       6.166185774087e-08      -1.182649264077e-08 
 1449       5.969740872852e+02       1.428247806759e+01       0.000000000000e+00      -2.664722400104e+01       2.046541175266e-11       6.248164411325e-08      -1.181124267350e-08 
 1450       5.998205555197e+02       1.412718521272e+01       0.000000000000e+00      -2.667225678965e+01       2.041744001133e-11       6.329801215917e-08      -1.179240037044e-08 
 1451       6.026859752806e+02       1.397286697940e+01       0.000000000000e+00      -2.668475088365e+01       2.036963256796e-11       6.411112442372e-08      -1.177000377890e-08 
 1452       6.055693436630e+02       1.381955158778e+01       0.000000000000e+00      -2.668476944364e+01       2.032198845304e-11       6.492114497335e-08      -1.174409138182e-08 
 1453       6.084696519858e+02       1.366726739158e+01       0.000000000000e+00      -2.667237619250e+01       2.027450666556e-11       6.572823940137e-08      -1.171470209940e-08 
 1454       6.113858857817e+02       1.351604287827e+01       0.000000000000e+00      -2.664763541654e+01       2.022718617276e-11       6.653257483339e-08      -1.168187529073e-08 
 1455       6.143170247869e+02       1.336590666935e+01       0.000000000000e+00      -2.661061196653e+01       2.018002590998e-11       6.733431993285e-08      -1.164565075543e-08 
 1456       6.172620429314e+02       1.321688752050e+01       0.000000000000e+00      -2.656137125883e+01       2.013302478042e-11       6.813364490650e-08      -1.160606873533e-08 
 1457       6.202199083286e+02       1.306901432183e+01       0.000000000000e+00      -2.649997927648e+01       2.008618165489e-11       6.893072150993e-08      -1.156316991605e-08 
 1458       6.231895832655e+02       1.292231609812e+01       0.000000000000e+00      -2.642650257025e+01       2.003949537167e-11       6.972572305303e-08      -1.151699542872e-08 
 1459       6.261700241923e+02       1.277682200896e+01       0.000000000000e+00      -2.634100825979e+01       1.999296473623e-11       7.051882440558e-08      -1.146758685159e-08 
 1460       6.291601817127e+02       1.263256134904e+01       0.000000000000e+00      -2.624356403465e+01       1.994658852108e-11       7.131020200274e-08      -1.141498621169e-08 
 1461       6.321590005737e+02       1.248956354834e+01       0.000000000000e+00      -2.613423815546e+01       1.990036546547e-11       7.210003385060e-08      -1.135923598652e-08 
 1462       6.351654196555e+02       1.234785817232e+01       0.000000000000e+00      -2.601309945491e+01       1.985429427527e-11       7.288849953172e-08      -1.130037910563e-08 
 1463       6.381783719614e+02       1.220747492220e+01       0.000000000000e+00      -2.588021733895e+01       1.980837362268e-11       7.367578021067e-08      -1.123845895239e-08 
 1464       6.411967846077e+02       1.206844363508e+01       0.000000000000e+00      -2.573566178780e+01       1.976260214605e-11       7.446205863962e-08      -1.117351936554e-08 
 1465       6.442195788140e+02       1.193079428425e+01       0.000000000000e+00      -2.557950335708e+01       1.971697844964e-11       7.524751916390e-08      -1.110560464096e-08 
 1466       6.472456698926e+02       1.179455697936e+01       0.000000000000e+00      -2.541181317889e+01       1.967150110344e-11       7.603234772757e-08      -1.103475953327e-08 
 1467       6.502739672389e+02       1.165976196662e+01       0.000000000000e+00      -2.523266296291e+01       1.962616864289e-11       7.681673187898e-08      -1.096102925750e-08 
 1468       6.533033743209e+02       1.152643962908e+01       0.000000000000e+00      -2.504212499746e+01       1.958097956872e-11       7.760086077642e-08      -1.088445949082e-08 
