# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  752       3.841713611176e+03       7.701996121191e+00       0.000000000000e+00       5.715591346672e+01       1.498164392668e-10       1.908853044771e-06       6.599179556300e-09 
  753       3.841281429196e+03       7.795443098548e+00       0.000000000000e+00       5.924127210785e+01       1.493725952002e-10       1.903642633391e-06       8.323436054676e-09 
  754       3.840544919914e+03       7.892418683361e+00       0.000000000000e+00       6.132152215719e+01       1.489299607207e-10       1.898215049608e-06       1.003276810253e-08 
  755       3.839504789089e+03       7.992893686402e+00       0.000000000000e+00       6.339616287022e+01       1.484885257838e-10       1.892573531616e-06       1.172689139726e-08 
  756       3.838161767682e+03       8.096838404068e+00       0.000000000000e+00       6.546468896536e+01       1.480482789845e-10       1.886721391554e-06       1.340551996457e-08 
  757       3.836516611949e+03       8.204222616465e+00       0.000000000000e+00       6.752659060999e+01       1.476092075388e-10       1.880662016038e-06       1.506836615476e-08 
  758       3.834570103546e+03       8.315015585487e+00       0.000000000000e+00       6.958135340660e+01       1.471712972636e-10       1.874398866696e-06       1.671514063901e-08 
  759       3.832323049630e+03       8.429186052901e+00       0.000000000000e+00       7.162845837878e+01       1.467345325578e-10       1.867935480698e-06       1.834555240564e-08 
  760       3.829776282963e+03       8.546702238427e+00       0.000000000000e+00       7.366738195741e+01       1.462988963826e-10       1.861275471301e-06       1.995930875643e-08 
  761       3.826930662009e+03       8.667531837819e+00       0.000000000000e+00       7.569759596666e+01       1.458643702419e-10       1.854422528377e-06       2.155611530286e-08 
  762       3.823787071039e+03       8.791642020950e+00       0.000000000000e+00       7.771856761009e+01       1.454309341624e-10       1.847380418960e-06       2.313567596240e-08 
  763       3.820346420232e+03       8.918999429893e+00       0.000000000000e+00       7.972975945677e+01       1.449985666739e-10       1.840152987779e-06       2.469769295481e-08 
  764       3.816609645774e+03       9.049570177000e+00       0.000000000000e+00       8.173062942732e+01       1.445672447890e-10       1.832744157810e-06       2.624186679840e-08 
  765       3.812577709963e+03       9.183319842989e+00       0.000000000000e+00       8.372063078002e+01       1.441369439833e-10       1.825157930810e-06       2.776789630633e-08 
  766       3.808251601309e+03       9.320213475020e+00       0.000000000000e+00       8.569921209686e+01       1.437076381748e-10       1.817398387866e-06       2.927547858288e-08 
  767       3.803632334636e+03       9.460215584783e+00       0.000000000000e+00       8.766581726967e+01       1.432792997037e-10       1.809469689943e-06       3.076430901976e-08 
  768       3.798720951182e+03       9.603290146576e+00       0.000000000000e+00       8.961988548615e+01       1.428518993119e-10       1.801376078429e-06       3.223408129236e-08 
  769       3.793518518702e+03       9.749400595389e+00       0.000000000000e+00       9.156085121600e+01       1.424254061223e-10       1.793121875688e-06       3.368448735606e-08 
  770       3.788026131570e+03       9.898509824984e+00       0.000000000000e+00       9.348814419697e+01       1.419997876180e-10       1.784711485605e-06       3.511521744251e-08 
  771       3.782244910878e+03       1.005058018598e+01       0.000000000000e+00       9.540118942095e+01       1.415750096215e-10       1.776149394145e-06       3.652596005593e-08 
  772       3.776176004542e+03       1.020557348393e+01       0.000000000000e+00       9.729940712006e+01       1.411510362738e-10       1.767440169900e-06       3.791640196937e-08 
  773       3.769820587399e+03       1.036345097741e+01       0.000000000000e+00       9.918221275273e+01       1.407278300129e-10       1.758588464652e-06       3.928622822103e-08 
  774       3.763179861309e+03       1.052417337609e+01       0.000000000000e+00       1.010490169898e+02       1.403053515530e-10       1.749599013921e-06       4.063512211053e-08 
  775       3.756255055262e+03       1.068770083883e+01       0.000000000000e+00       1.028992257005e+02       1.398835598627e-10       1.740476637532e-06       4.196276519520e-08 
  776       3.749047425472e+03       1.085399297176e+01       0.000000000000e+00       1.047322399387e+02       1.394624121439e-10       1.731226240165e-06       4.326883728638e-08 
  777       3.741558255482e+03       1.102300882634e+01       0.000000000000e+00       1.065474559290e+02       1.390418638098e-10       1.721852811925e-06       4.455301644571e-08 
  778       3.733789032571e+03       1.119470644105e+01       0.000000000000e+00       1.083443224056e+02       1.386218786619e-10       1.712360826028e-06       4.581502398562e-08 
  779       3.725741980380e+03       1.136904146079e+01       0.000000000000e+00       1.101225138383e+02       1.382024598833e-10       1.702752412145e-06       4.705476086736e-08 
  780       3.717419536477e+03       1.154596848778e+01       0.000000000000e+00       1.118817604274e+02       1.377836201620e-10       1.693029132850e-06       4.827217512788e-08 
  781       3.708824177087e+03       1.172544153361e+01       0.000000000000e+00       1.136217910427e+02       1.373653715866e-10       1.683192582069e-06       4.946721724470e-08 
  782       3.699958417236e+03       1.190741401728e+01       0.000000000000e+00       1.153423332208e+02       1.369477256365e-10       1.673244385283e-06       5.063984015908e-08 
  783       3.690824810884e+03       1.209183876314e+01       0.000000000000e+00       1.170431131626e+02       1.365306931717e-10       1.663186199737e-06       5.178999929925e-08 
  784       3.681425951058e+03       1.227866799890e+01       0.000000000000e+00       1.187238557306e+02       1.361142844229e-10       1.653019714654e-06       5.291765260372e-08 
  785       3.671764469997e+03       1.246785335365e+01       0.000000000000e+00       1.203842844464e+02       1.356985089808e-10       1.642746651443e-06       5.402276054462e-08 
  786       3.661843039279e+03       1.265934585580e+01       0.000000000000e+00       1.220241214883e+02       1.352833757863e-10       1.632368763905e-06       5.510528615119e-08 
  787       3.651664369966e+03       1.285309593111e+01       0.000000000000e+00       1.236430876883e+02       1.348688931197e-10       1.621887838452e-06       5.616519503328e-08 
  788       3.641231212734e+03       1.304905340067e+01       0.000000000000e+00       1.252409025303e+02       1.344550685909e-10       1.611305694312e-06       5.720245540491e-08 
  789       3.630546358011e+03       1.324716747888e+01       0.000000000000e+00       1.268172841467e+02       1.340419091281e-10       1.600624183744e-06       5.821703810791e-08 
  790       3.619612636117e+03       1.344738677147e+01       0.000000000000e+00       1.283719493162e+02       1.336294209681e-10       1.589845192251e-06       5.920891663571e-08 
  791       3.608432917396e+03       1.364965927347e+01       0.000000000000e+00       1.299046134616e+02       1.332176096449e-10       1.578970638790e-06       6.017806715704e-08 
  792       3.597010112354e+03       1.385393236720e+01       0.000000000000e+00       1.314149906466e+02       1.328064799799e-10       1.568002475991e-06       6.112446853986e-08 
  793       3.585347171797e+03       1.406015282026e+01       0.000000000000e+00       1.329027935735e+02       1.323960360701e-10       1.556942690366e-06       6.204810237524e-08 
  794       3.573447086965e+03       1.426826678355e+01       0.000000000000e+00       1.343677335809e+02       1.319862812783e-10       1.545793302528e-06       6.294895300138e-08 
  795       3.561312889669e+03       1.447821978923e+01       0.000000000000e+00       1.358095206407e+02       1.315772182214e-10       1.534556367403e-06       6.382700752769e-08 
  796       3.548947652429e+03       1.468995674871e+01       0.000000000000e+00       1.372278633558e+02       1.311688487602e-10       1.523233974447e-06       6.468225585888e-08 
  797       3.536354488609e+03       1.490342195068e+01       0.000000000000e+00       1.386224689575e+02       1.307611739877e-10       1.511828247863e-06       6.551469071922e-08 
  798       3.523536552555e+03       1.511855905905e+01       0.000000000000e+00       1.399930433030e+02       1.303541942185e-10       1.500341346820e-06       6.632430767677e-08 
  799       3.510497039728e+03       1.533531111099e+01       0.000000000000e+00       1.413392908725e+02       1.299479089773e-10       1.488775465664e-06       6.711110516777e-08 
  800       3.497239186845e+03       1.555362051488e+01       0.000000000000e+00       1.426609147673e+02       1.295423169880e-10       1.477132834142e-06       6.787508452101e-08 
  801       3.483766272011e+03       1.577342904833e+01       0.000000000000e+00       1.439576167064e+02       1.291374161623e-10       1.465415717620e-06       6.861624998233e-08 
  802       3.470081614860e+03       1.599467785617e+01       0.000000000000e+00       1.452290970247e+02       1.287332035882e-10       1.453626417299e-06       6.933460873918e-08 
  803       3.456188576687e+03       1.621730744841e+01       0.000000000000e+00       1.464750546700e+02       1.283296755188e-10       1.441767270435e-06       7.003017094523e-08 
  804       3.442090560589e+03       1.644125769827e+01       0.000000000000e+00       1.476951872005e+02       1.279268273607e-10       1.429840650564e-06       7.070294974508e-08 
  805       3.427791011596e+03       1.666646784016e+01       0.000000000000e+00       1.488891907823e+02       1.275246536623e-10       1.417848967716e-06       7.135296129900e-08 
  806       3.413293416812e+03       1.689287646766e+01       0.000000000000e+00       1.500567601869e+02       1.271231481026e-10       1.405794668641e-06       7.198022480775e-08 
  807       3.398601305551e+03       1.712042153153e+01       0.000000000000e+00       1.511975887885e+02       1.267223034791e-10       1.393680237028e-06       7.258476253753e-08 
  808       3.383718249470e+03       1.734904033768e+01       0.000000000000e+00       1.523113685616e+02       1.263221116960e-10       1.381508193729e-06       7.316659984489e-08 
  809       3.368647862709e+03       1.757866954518e+01       0.000000000000e+00       1.533977900782e+02       1.259225637529e-10       1.369281096982e-06       7.372576520180e-08 
  810       3.353393802027e+03       1.780924516425e+01       0.000000000000e+00       1.544565425055e+02       1.255236497321e-10       1.357001542631e-06       7.426229022075e-08 
  811       3.337959766935e+03       1.804070255422e+01       0.000000000000e+00       1.554873136032e+02       1.251253587875e-10       1.344672164357e-06       7.477620967994e-08 
  812       3.322349499839e+03       1.827297642159e+01       0.000000000000e+00       1.564897897208e+02       1.247276791319e-10       1.332295633893e-06       7.526756154850e-08 
  813       3.306566786169e+03       1.850600081795e+01       0.000000000000e+00       1.574636557955e+02       1.243305980250e-10       1.319874661257e-06       7.573638701183e-08 
  814       3.290615454520e+03       1.873970913801e+01       0.000000000000e+00       1.584085953490e+02       1.239341017615e-10       1.307411994972e-06       7.618273049695e-08 
  815       3.274499376790e+03       1.897403411757e+01       0.000000000000e+00       1.593242904855e+02       1.235381756586e-10       1.294910422298e-06       7.660663969802e-08 
  816       3.258222468310e+03       1.920890783154e+01       0.000000000000e+00       1.602104218889e+02       1.231428040438e-10       1.282372769452e-06       7.700816560179e-08 
  817       3.241788570822e+03       1.944426487045e+01       0.000000000000e+00       1.610667187293e+02       1.227479757990e-10       1.269801695221e-06       7.738736044570e-08 
  818       3.225201098831e+03       1.968005193631e+01       0.000000000000e+00       1.618931093658e+02       1.223537012358e-10       1.257199065262e-06       7.774427148022e-08 
  819       3.208463387201e+03       1.991621841413e+01       0.000000000000e+00       1.626895733305e+02       1.219599957974e-10       1.244566561505e-06       7.807894709026e-08 
  820       3.191578807868e+03       2.015271320758e+01       0.000000000000e+00       1.634560916699e+02       1.215668745490e-10       1.231905887377e-06       7.839143887225e-08 
  821       3.174550769954e+03       2.038948473746e+01       0.000000000000e+00       1.641926469509e+02       1.211743521720e-10       1.219218767916e-06       7.868180165893e-08 
  822       3.157382719879e+03       2.062648094031e+01       0.000000000000e+00       1.648992232678e+02       1.207824429565e-10       1.206506949893e-06       7.895009354412e-08 
  823       3.140078141480e+03       2.086364926695e+01       0.000000000000e+00       1.655758062481e+02       1.203911607952e-10       1.193772201926e-06       7.919637590764e-08 
  824       3.122640556127e+03       2.110093668108e+01       0.000000000000e+00       1.662223830593e+02       1.200005191764e-10       1.181016314602e-06       7.942071344024e-08 
  825       3.105073522834e+03       2.133828965778e+01       0.000000000000e+00       1.668389424150e+02       1.196105311771e-10       1.168241100591e-06       7.962317416862e-08 
  826       3.087380638379e+03       2.157565418213e+01       0.000000000000e+00       1.674254745815e+02       1.192212094564e-10       1.155448394769e-06       7.980382948053e-08 
  827       3.069565537416e+03       2.181297574775e+01       0.000000000000e+00       1.679819713842e+02       1.188325662483e-10       1.142640054335e-06       7.996275414991e-08 
  828       3.051631892593e+03       2.205019935534e+01       0.000000000000e+00       1.685084262141e+02       1.184446133552e-10       1.129817958929e-06       8.010002636210e-08 
  829       3.033583414668e+03       2.228726951130e+01       0.000000000000e+00       1.690048340337e+02       1.180573621406e-10       1.116984010755e-06       8.021572773914e-08 
  830       3.015423852619e+03       2.252413022624e+01       0.000000000000e+00       1.694711913841e+02       1.176708235220e-10       1.104140134699e-06       8.030994336512e-08 
  831       2.997156993765e+03       2.276072501354e+01       0.000000000000e+00       1.699074963908e+02       1.172850079642e-10       1.091288278446e-06       8.038276181158e-08 
  832       2.978786663881e+03       2.299699688796e+01       0.000000000000e+00       1.703137487704e+02       1.168999254721e-10       1.078430412606e-06       8.043427516303e-08 
  833       2.960316727310e+03       2.323288836415e+01       0.000000000000e+00       1.706899498372e+02       1.165155855833e-10       1.065568530830e-06       8.046457904244e-08 
  834       2.941751087082e+03       2.346834145527e+01       0.000000000000e+00       1.710361025090e+02       1.161319973611e-10       1.052704649934e-06       8.047377263695e-08 
  835       2.923093685026e+03       2.370329767148e+01       0.000000000000e+00       1.713522113140e+02       1.157491693875e-10       1.039840810017e-06       8.046195872344e-08 
  836       2.904348501888e+03       2.393769801857e+01       0.000000000000e+00       1.716382823972e+02       1.153671097555e-10       1.026979074586e-06       8.042924369440e-08 
  837       2.885519557447e+03       2.417148299648e+01       0.000000000000e+00       1.718943235264e+02       1.149858260619e-10       1.014121530675e-06       8.037573758364e-08 
  838       2.866610910627e+03       2.440459259787e+01       0.000000000000e+00       1.721203440990e+02       1.146053254003e-10       1.001270288966e-06       8.030155409226e-08 
  839       2.847626659615e+03       2.463696630670e+01       0.000000000000e+00       1.723163551482e+02       1.142256143532e-10       9.884274839154e-07       8.020681061455e-08 
  840       2.828570941976e+03       2.486854309677e+01       0.000000000000e+00       1.724823693496e+02       1.138466989850e-10       9.755952738724e-07       8.009162826403e-08 
  841       2.809447934770e+03       2.509926143030e+01       0.000000000000e+00       1.726184010272e+02       1.134685848340e-10       9.627758412031e-07       7.995613189951e-08 
  842       2.790261854663e+03       2.532905925649e+01       0.000000000000e+00       1.727244661602e+02       1.130912769055e-10       9.499713924139e-07       7.980045015128e-08 
  843       2.771016958046e+03       2.555787401007e+01       0.000000000000e+00       1.728005823893e+02       1.127147796635e-10       9.371841582739e-07       7.962471544729e-08 
  844       2.751717541150e+03       2.578564260985e+01       0.000000000000e+00       1.728467690229e+02       1.123390970237e-10       9.244163939390e-07       7.942906403947e-08 
  845       2.732367940160e+03       2.601230145735e+01       0.000000000000e+00       1.728630470438e+02       1.119642323457e-10       9.116703790754e-07       7.921363603005e-08 
  846       2.712972531332e+03       2.623778643526e+01       0.000000000000e+00       1.728494391154e+02       1.115901884250e-10       8.989484179837e-07       7.897857539797e-08 
  847       2.693535731109e+03       2.646203290609e+01       0.000000000000e+00       1.728059695882e+02       1.112169674853e-10       8.862528397228e-07       7.872403002541e-08 
  848       2.674061996232e+03       2.668497571070e+01       0.000000000000e+00       1.727326645059e+02       1.108445711713e-10       8.735859982352e-07       7.845015172432e-08 
  849       2.654555823861e+03       2.690654916685e+01       0.000000000000e+00       1.726295516125e+02       1.104730005398e-10       8.609502724710e-07       7.815709626300e-08 
  850       2.635021751687e+03       2.712668706776e+01       0.000000000000e+00       1.724966603579e+02       1.101022560529e-10       8.483480665136e-07       7.784502339284e-08 
  851       2.615464358048e+03       2.734532268072e+01       0.000000000000e+00       1.723340219047e+02       1.097323375692e-10       8.357818097045e-07       7.751409687504e-08 
  852       2.595888262047e+03       2.756238874559e+01       0.000000000000e+00       1.721416691346e+02       1.093632443365e-10       8.232539567693e-07       7.716448450743e-08 
  853       2.576298123662e+03       2.777781747340e+01       0.000000000000e+00       1.719196366549e+02       1.089949749832e-10       8.107669879435e-07       7.679635815138e-08 
  854       2.556698643866e+03       2.799154054490e+01       0.000000000000e+00       1.716679608046e+02       1.086275275106e-10       7.983234090984e-07       7.640989375869e-08 
  855       2.537094564741e+03       2.820348910914e+01       0.000000000000e+00       1.713866796609e+02       1.082608992848e-10       7.859257518675e-07       7.600527139869e-08 
  856       2.517490354376e+03       2.841359941912e+01       0.000000000000e+00       1.710758606455e+02       1.078950900922e-10       7.735764808009e-07       7.558268514334e-08 
  857       2.497889255430e+03       2.862182984711e+01       0.000000000000e+00       1.707356838464e+02       1.075301114380e-10       7.612777119648e-07       7.514237294526e-08 
  858       2.478294220574e+03       2.882814415668e+01       0.000000000000e+00       1.703663601293e+02       1.071659775483e-10       7.490314874026e-07       7.468458757679e-08 
  859       2.458708226302e+03       2.903250589129e+01       0.000000000000e+00       1.699681036779e+02       1.068027023290e-10       7.368398675395e-07       7.420958687296e-08 
  860       2.439134272992e+03       2.923487837382e+01       0.000000000000e+00       1.695411320046e+02       1.064402993608e-10       7.247049312645e-07       7.371763376370e-08 
  861       2.419575384975e+03       2.943522470606e+01       0.000000000000e+00       1.690856659615e+02       1.060787818938e-10       7.126287760119e-07       7.320899630609e-08 
  862       2.400034610596e+03       2.963350776817e+01       0.000000000000e+00       1.686019297512e+02       1.057181628422e-10       7.006135178444e-07       7.268394771679e-08 
  863       2.380515022275e+03       2.982969021816e+01       0.000000000000e+00       1.680901509379e+02       1.053584547786e-10       6.886612915345e-07       7.214276640444e-08 
  864       2.361019716578e+03       3.002373449141e+01       0.000000000000e+00       1.675505604579e+02       1.049996699288e-10       6.767742506476e-07       7.158573600217e-08 
  865       2.341551814274e+03       3.021560280011e+01       0.000000000000e+00       1.669833926312e+02       1.046418201665e-10       6.649545676245e-07       7.101314540026e-08 
  866       2.322114460402e+03       3.040525713279e+01       0.000000000000e+00       1.663888851719e+02       1.042849170073e-10       6.532044338641e-07       7.042528877876e-08 
  867       2.302710824335e+03       3.059265925378e+01       0.000000000000e+00       1.657672791990e+02       1.039289716038e-10       6.415260598064e-07       6.982246564028e-08 
  868       2.283344099843e+03       3.077777070266e+01       0.000000000000e+00       1.651188192479e+02       1.035739947394e-10       6.299216750159e-07       6.920498084281e-08 
  869       2.264017505156e+03       3.096055279383e+01       0.000000000000e+00       1.644437532808e+02       1.032199968232e-10       6.183935282644e-07       6.857314463265e-08 
  870       2.244734283030e+03       3.114096661591e+01       0.000000000000e+00       1.637423326979e+02       1.028669878841e-10       6.069438876149e-07       6.792727267736e-08 
  871       2.225497700810e+03       3.131897303127e+01       0.000000000000e+00       1.630148123480e+02       1.025149775652e-10       5.955750405048e-07       6.726768609889e-08 
  872       2.206311050493e+03       3.149453267551e+01       0.000000000000e+00       1.622614505398e+02       1.021639751183e-10       5.842892938301e-07       6.659471150666e-08 
  873       2.187177648793e+03       3.166760595693e+01       0.000000000000e+00       1.614825090525e+02       1.018139893977e-10       5.730889740289e-07       6.590868103084e-08 
  874       2.168100837204e+03       3.183815305602e+01       0.000000000000e+00       1.606782531471e+02       1.014650288551e-10       5.619764271657e-07       6.520993235562e-08 
  875       2.149083982063e+03       3.200613392495e+01       0.000000000000e+00       1.598489515767e+02       1.011171015331e-10       5.509540190156e-07       6.449880875260e-08 
  876       2.130130474617e+03       3.217150828707e+01       0.000000000000e+00       1.589948765980e+02       1.007702150601e-10       5.400241351485e-07       6.377565911424e-08 
  877       2.111243731084e+03       3.233423563634e+01       0.000000000000e+00       1.581163039821e+02       1.004243766436e-10       5.291891810140e-07       6.304083798742e-08 
  878       2.092427192717e+03       3.249427523688e+01       0.000000000000e+00       1.572135130249e+02       1.000795930652e-10       5.184515820257e-07       6.229470560702e-08 
  879       2.073684325869e+03       3.265158612240e+01       0.000000000000e+00       1.562867865589e+02       9.973587067402e-11       5.078137836465e-07       6.153762792964e-08 
  880       2.055018622057e+03       3.280612709574e+01       0.000000000000e+00       1.553364109633e+02       9.939321538107e-11       4.972782514731e-07       6.076997666736e-08 
  881       2.036433598024e+03       3.295785672830e+01       0.000000000000e+00       1.543626761754e+02       9.905163265314e-11       4.868474713216e-07       5.999212932158e-08 
  882       2.017932795806e+03       3.310673335954e+01       0.000000000000e+00       1.533658757013e+02       9.871112750677e-11       4.765239493126e-07       5.920446921695e-08 
  883       1.999519782792e+03       3.325271509651e+01       0.000000000000e+00       1.523463066269e+02       9.837170450227e-11       4.663102119569e-07       5.840738553540e-08 
  884       1.981198151790e+03       3.339575981326e+01       0.000000000000e+00       1.513042696289e+02       9.803336773755e-11       4.562088062406e-07       5.760127335017e-08 
  885       1.962971521091e+03       3.353582515037e+01       0.000000000000e+00       1.502400689854e+02       9.769612084204e-11       4.462222997118e-07       5.678653366001e-08 
  886       1.944843534533e+03       3.367286851445e+01       0.000000000000e+00       1.491540125871e+02       9.735996697052e-11       4.363532805658e-07       5.596357342342e-08 
  887       1.926817861564e+03       3.380684707756e+01       0.000000000000e+00       1.480464119484e+02       9.702490879691e-11       4.266043577314e-07       5.513280559292e-08 
  888       1.908898197305e+03       3.393771777677e+01       0.000000000000e+00       1.469175822176e+02       9.669094850809e-11       4.169781609573e-07       5.429464914949e-08 
  889       1.891088262617e+03       3.406543731358e+01       0.000000000000e+00       1.457678421886e+02       9.635808779758e-11       4.074773408986e-07       5.344952913705e-08 
  890       1.873391804160e+03       3.418996215347e+01       0.000000000000e+00       1.445975143113e+02       9.602632785931e-11       3.981045692031e-07       5.259787669694e-08 
  891       1.855812594464e+03       3.431124852531e+01       0.000000000000e+00       1.434069247029e+02       9.569566938122e-11       3.888625385982e-07       5.174012910263e-08 
  892       1.838354431983e+03       3.442925242090e+01       0.000000000000e+00       1.421964031584e+02       9.536611253898e-11       3.797539629780e-07       5.087672979438e-08 
  893       1.821021141169e+03       3.454392959443e+01       0.000000000000e+00       1.409662831618e+02       9.503765698953e-11       3.707815774899e-07       5.000812841401e-08 
  894       1.803816572529e+03       3.465523556200e+01       0.000000000000e+00       1.397169018971e+02       9.471030186467e-11       3.619481386222e-07       4.913478083981e-08 
  895       1.786744226268e+03       3.476313166761e+01       0.000000000000e+00       1.384485996742e+02       9.438404782582e-11       3.532558729732e-07       4.825709238061e-08 
  896       1.769806116347e+03       3.486760339095e+01       0.000000000000e+00       1.371617181769e+02       9.405890331501e-11       3.447048085912e-07       4.737524576321e-08 
  897       1.753003888021e+03       3.496864233725e+01       0.000000000000e+00       1.358566022081e+02       9.373487849457e-11       3.362944030199e-07       4.648936900964e-08 
  898       1.736339192591e+03       3.506624019821e+01       0.000000000000e+00       1.345336002826e+02       9.341198319958e-11       3.280240907702e-07       4.559959190755e-08 
  899       1.719813687411e+03       3.516038875235e+01       0.000000000000e+00       1.331930646382e+02       9.309022693311e-11       3.198932831598e-07       4.470604601989e-08 
  900       1.703429035895e+03       3.525107986545e+01       0.000000000000e+00       1.318353512465e+02       9.276961886148e-11       3.119013681523e-07       4.380886469449e-08 
  901       1.687186907527e+03       3.533830549089e+01       0.000000000000e+00       1.304608198235e+02       9.245016780946e-11       3.040477101955e-07       4.290818307378e-08 
  902       1.671088977864e+03       3.542205767008e+01       0.000000000000e+00       1.290698338406e+02       9.213188225544e-11       2.963316500601e-07       4.200413810441e-08 
  903       1.655136928548e+03       3.550232853284e+01       0.000000000000e+00       1.276627605352e+02       9.181477032661e-11       2.887525046771e-07       4.109686854701e-08 
  904       1.639332447311e+03       3.557911029779e+01       0.000000000000e+00       1.262399709218e+02       9.149883979409e-11       2.813095669753e-07       4.018651498589e-08 
  905       1.623677227984e+03       3.565239527275e+01       0.000000000000e+00       1.248018398028e+02       9.118409806803e-11       2.740021057185e-07       3.927321983878e-08 
  906       1.608172970504e+03       3.572217585512e+01       0.000000000000e+00       1.233487457793e+02       9.087055219268e-11       2.668293653419e-07       3.835712736660e-08 
  907       1.592821380918e+03       3.578844453227e+01       0.000000000000e+00       1.218810712616e+02       9.055820884146e-11       2.597905657886e-07       3.743838368326e-08 
  908       1.577624171399e+03       3.585119388197e+01       0.000000000000e+00       1.203992024806e+02       9.024707431196e-11       2.528849023451e-07       3.651713676546e-08 
  909       1.562583060244e+03       3.591041657273e+01       0.000000000000e+00       1.189035294981e+02       8.993715452096e-11       2.461115454770e-07       3.559353646250e-08 
  910       1.547699771888e+03       3.596610536422e+01       0.000000000000e+00       1.173944462180e+02       8.962845499940e-11       2.394696406642e-07       3.466773450618e-08 
  911       1.532976036908e+03       3.601825310766e+01       0.000000000000e+00       1.158723503971e+02       8.932098088730e-11       2.329583082348e-07       3.373988452061e-08 
  912       1.518413592034e+03       3.606685274622e+01       0.000000000000e+00       1.143376436555e+02       8.901473692870e-11       2.265766432005e-07       3.281014203214e-08 
  913       1.504014180151e+03       3.611189731537e+01       0.000000000000e+00       1.127907314880e+02       8.870972746654e-11       2.203237150894e-07       3.187866447929e-08 
  914       1.489779550314e+03       3.615337994335e+01       0.000000000000e+00       1.112320232746e+02       8.840595643753e-11       2.141985677800e-07       3.094561122262e-08 
  915       1.475711457747e+03       3.619129385148e+01       0.000000000000e+00       1.096619322913e+02       8.810342736695e-11       2.082002193344e-07       3.001114355475e-08 
  916       1.461811663859e+03       3.622563235462e+01       0.000000000000e+00       1.080808757212e+02       8.780214336352e-11       2.023276618304e-07       2.907542471031e-08 
  917       1.448081936245e+03       3.625638886150e+01       0.000000000000e+00       1.064892746650e+02       8.750210711413e-11       1.965798611945e-07       2.813861987593e-08 
  918       1.434524048696e+03       3.628355687516e+01       0.000000000000e+00       1.048875541521e+02       8.720332087860e-11       1.909557570332e-07       2.720089620026e-08 
  919       1.421139781208e+03       3.630712999334e+01       0.000000000000e+00       1.032761431511e+02       8.690578648442e-11       1.854542624646e-07       2.626242280403e-08 
  920       1.407930919985e+03       3.632710190883e+01       0.000000000000e+00       1.016554745812e+02       8.660950532145e-11       1.800742639499e-07       2.532337079008e-08 
  921       1.394899257454e+03       3.634346640991e+01       0.000000000000e+00       1.000259853223e+02       8.631447833655e-11       1.748146211237e-07       2.438391325347e-08 
  922       1.382046592264e+03       3.635621738071e+01       0.000000000000e+00       9.838811622635e+01       8.602070602829e-11       1.696741666241e-07       2.344422529155e-08 
  923       1.369374729300e+03       3.636534880163e+01       0.000000000000e+00       9.674231212799e+01       8.572818844148e-11       1.646517059233e-07       2.250448401411e-08 
  924       1.356885479686e+03       3.637085474971e+01       0.000000000000e+00       9.508902185542e+01       8.543692516185e-11       1.597460171566e-07       2.156486855352e-08 
  925       1.344580660796e+03       3.637272939903e+01       0.000000000000e+00       9.342869824118e+01       8.514691531052e-11       1.549558509515e-07       2.062556007486e-08 
  926       1.332462096261e+03       3.637096702109e+01       0.000000000000e+00       9.176179813302e+01       8.485815753859e-11       1.502799302566e-07       1.968674178616e-08 
  927       1.320531615973e+03       3.636556198524e+01       0.000000000000e+00       9.008878240473e+01       8.457065002163e-11       1.457169501699e-07       1.874859894857e-08 
  928       1.308791056096e+03       3.635650875902e+01       0.000000000000e+00       8.841011596693e+01       8.428439045413e-11       1.412655777669e-07       1.781131888661e-08 
  929       1.297242259075e+03       3.634380190860e+01       0.000000000000e+00       8.672626777793e+01       8.399937604397e-11       1.369244519275e-07       1.687509099838e-08 
  930       1.285887073638e+03       3.632743609913e+01       0.000000000000e+00       8.503771085454e+01       8.371560350686e-11       1.326921831639e-07       1.594010676589e-08 
  931       1.274727354809e+03       3.630740609516e+01       0.000000000000e+00       8.334492228291e+01       8.343306906065e-11       1.285673534470e-07       1.500655976527e-08 
  932       1.263764963911e+03       3.628370676105e+01       0.000000000000e+00       8.164838322934e+01       8.315176841979e-11       1.245485160326e-07       1.407464567717e-08 
  933       1.253001768578e+03       3.625633306130e+01       0.000000000000e+00       7.994857895113e+01       8.287169678960e-11       1.206341952877e-07       1.314456229703e-08 
  934       1.242439331311e+03       3.622528443309e+01       0.000000000000e+00       7.824597327130e+01       8.259285074362e-11       1.168231361197e-07       1.221649911004e-08 
  935       1.232077969813e+03       3.619057797778e+01       0.000000000000e+00       7.654093154366e+01       8.231523393150e-11       1.131150590313e-07       1.129060572704e-08 
  936       1.221917681981e+03       3.615223547640e+01       0.000000000000e+00       7.483379650484e+01       8.203885153797e-11       1.095099224095e-07       1.036702272964e-08 
