# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_ncdm[1]        15:(.)p_ncdm[1]          16:(.)rho_lambda         17:(.)rho_ur             18:(.)rho_crit           19:(.)rho_tot            20:(.)p_tot              21:(.)p_tot_prime        22:gr.fac. D             23:gr.fac. f          
       1.668208076483e+10       2.548257687853e-18       2.606739872135e-05       6.399595885153e+14       1.309191341595e+04       7.847889960323e-07       2.184003569841e+14       1.505001936516e-05       2.130982826979e+29       1.159646436962e+22       6.963044084745e+22       1.471047686235e+29       4.903492287451e+28       4.903492287451e+28       1.634497429150e+28       3.946581014145e-08       3.102195098356e+26       4.095482749327e+29       4.095482749327e+29       1.365160645686e+29      -2.094816965183e+34       1.254094679313e-04       1.149613828850e-01 
       1.656611793921e+10       2.584058158926e-18       2.624987064337e-05       6.310933583648e+14       1.309191341576e+04       7.902825189954e-07       2.168821817085e+14       1.515536949441e-05       2.072345047939e+29       1.135630861602e+22       6.818843658975e+22       1.430569195235e+29       4.768563984118e+28       4.768563984118e+28       1.589521328039e+28       3.946581014145e-08       3.016832687916e+26       3.982788269722e+29       3.982788269722e+29       1.327595824758e+29      -2.023013262665e+34       1.255100370704e-04       1.148692682118e-01 
       1.645096121069e+10       2.620361590793e-18       2.643361949595e-05       6.223499641565e+14       1.309191341558e+04       7.958144966191e-07       2.153745597865e+14       1.526145707448e-05       2.015320791583e+29       1.112112634263e+22       6.677629536686e+22       1.391204541842e+29       4.637348472806e+28       4.637348472806e+28       1.545782824269e+28       3.946581014145e-08       2.933819175881e+26       3.873194778856e+29       3.873194778856e+29       1.291064666627e+29      -1.953670764060e+34       1.256106062114e-04       1.147773010544e-01 
       1.633660497581e+10       2.657175049548e-18       2.661865437403e-05       6.137277040769e+14       1.309191341539e+04       8.013851980861e-07       2.138774178579e+14       1.536828726752e-05       1.959865658967e+29       1.089081455167e+22       6.539339873342e+22       1.352923076833e+29       4.509743589444e+28       4.509743589444e+28       1.503247863148e+28       3.946581014145e-08       2.853089928136e+26       3.766616947515e+29       3.766616947515e+29       1.255538728224e+29      -1.886705107081e+34       1.257111753541e-04       1.146854810589e-01 
       1.622304367007e+10       2.694505700559e-18       2.680498437257e-05       6.052248998904e+14       1.309191341521e+04       8.069948944632e-07       2.123906830728e+14       1.547586527181e-05       1.905936472864e+29       1.066527237842e+22       6.403914105169e+22       1.315694994357e+29       4.385649981190e+28       4.385649981190e+28       1.461883327063e+28       3.946581014145e-08       2.774582089091e+26       3.662971794473e+29       3.662971794473e+29       1.220990349143e+29      -1.822034821111e+34       1.258117444986e-04       1.145938078725e-01 
       1.611027176765e+10       2.732360809859e-18       2.699262040551e-05       5.968398966119e+14       1.309191341502e+04       8.126438587148e-07       2.109142830876e+14       1.558419632205e-05       1.853491244143e+29       1.044440104697e+22       6.271292922633e+22       1.279491308721e+29       4.264971029070e+28       4.264971029070e+28       1.421657009690e+28       3.946581014145e-08       2.698234532737e+26       3.562178621877e+29       3.562178621877e+29       1.187392630101e+29      -1.759581228087e+34       1.259123136449e-04       1.145022811436e-01 
       1.599828378113e+10       2.770747745563e-18       2.718156792980e-05       5.885710621853e+14       1.309191341483e+04       8.183323657161e-07       2.094481460616e+14       1.569328568954e-05       1.802489139080e+29       1.022810382702e+22       6.141418244464e+22       1.244283831826e+29       4.147612772752e+28       4.147612772752e+28       1.382537590917e+28       3.946581014145e-08       2.623987815060e+26       3.464158952419e+29       3.464158952419e+29       1.154719411999e+29      -1.699268346784e+34       1.260128827930e-04       1.144109005216e-01 
       1.588707426126e+10       2.809673979299e-18       2.737183967838e-05       5.804167871655e+14       1.309191341464e+04       8.240606922662e-07       2.079922006535e+14       1.580313868251e-05       1.752890447564e+29       1.001628599149e+22       6.014233192220e+22       1.210045151217e+29       4.033483837391e+28       4.033483837391e+28       1.344494612464e+28       3.946581014145e-08       2.551784127748e+26       3.368836468235e+29       3.368836468235e+29       1.122945255550e+29      -1.641022800371e+34       1.261134519429e-04       1.143196656572e-01 
       1.577663779664e+10       2.849147087664e-18       2.756344292720e-05       5.723754844052e+14       1.309191341445e+04       8.298291171020e-07       2.065463760178e+14       1.591376064634e-05       1.704656552178e+29       9.808854775052e+21       5.889682065376e+22       1.176748608745e+29       3.922495362482e+28       3.922495362482e+28       1.307498454161e+28       3.946581014145e-08       2.481567253192e+26       3.276136951481e+29       3.276136951481e+29       1.092045421475e+29      -1.584773727144e+34       1.262140210947e-04       1.142285762019e-01 
       1.566696901349e+10       2.889174753699e-18       2.775638677122e-05       5.644455887461e+14       1.309191341426e+04       8.356379209115e-07       2.051106018016e+14       1.602515696381e-05       1.657749898130e+29       9.605719333470e+21       5.767710316935e+22       1.144368279803e+29       3.814560932677e+28       3.814560932677e+28       1.271520310892e+28       3.946581014145e-08       2.413282520708e+26       3.185988226549e+29       3.185988226549e+29       1.061995851240e+29      -1.530452694314e+34       1.263145902484e-04       1.141376318085e-01 
       1.555806257542e+10       2.929764768385e-18       2.795068030537e-05       5.566255567141e+14       1.309191341406e+04       8.414873863476e-07       2.036848081410e+14       1.613733305541e-05       1.612133964016e+29       9.406790703853e+21       5.648264529529e+22       1.112878953149e+29       3.709596510496e+28       3.709596510496e+28       1.236532170165e+28       3.946581014145e-08       2.346876763973e+26       3.098320103873e+29       3.098320103873e+29       1.032773148326e+29      -1.477993614752e+34       1.264151594039e-04       1.140468321311e-01 
       1.544991318309e+10       2.970925032158e-18       2.814633626258e-05       5.489138662190e+14       1.309191341387e+04       8.473777980415e-07       2.022689256579e+14       1.625029437954e-05       1.567773233385e+29       9.211981765671e+21       5.531292392038e+22       1.082256111271e+29       3.607520370904e+28       3.607520370904e+28       1.202506790301e+28       3.946581014145e-08       2.282298279632e+26       3.013064325275e+29       3.013064325275e+29       1.004354560009e+29      -1.427332666586e+34       1.265157285613e-04       1.139561768246e-01 
       1.534251557402e+10       3.012663556445e-18       2.834336009983e-05       5.413090162582e+14       1.309191341367e+04       8.533094426172e-07       2.008628854561e+14       1.636404643285e-05       1.524633167082e+29       9.021207202612e+21       5.416742676668e+22       1.052475911302e+29       3.508253037672e+28       3.508253037672e+28       1.169417679224e+28       3.946581014145e-08       2.219496787037e+26       2.930154510824e+29       2.930154510824e+29       9.767179596459e+28      -1.378408215556e+34       1.266162977206e-04       1.138656655451e-01 
       1.523586452232e+10       3.054988465228e-18       2.854176455003e-05       5.338095266244e+14       1.309191341347e+04       8.592826087048e-07       1.994666191187e+14       1.647859475042e-05       1.482680176359e+29       8.834383465208e+21       5.304565216526e+22       1.023515166451e+29       3.411717221503e+28       3.411717221503e+28       1.137239073834e+28       3.946581014145e-08       2.158423389103e+26       2.849526107149e+29       2.849526107149e+29       9.498418294496e+28      -1.331160740030e+34       1.267168668818e-04       1.137752979498e-01 
       1.512995483840e+10       3.097907996623e-18       2.874155688914e-05       5.264139376177e+14       1.309191341327e+04       8.652975869548e-07       1.980800587042e+14       1.659394490612e-05       1.441881596722e+29       8.651428734255e+21       5.194710883642e+22       9.953513279549e+28       3.317837759850e+28       3.317837759850e+28       1.105945919950e+28       3.946581014145e-08       2.099030534235e+26       2.771116337181e+29       2.771116337181e+29       9.237052437320e+28      -1.285532758590e+34       1.268174360450e-04       1.136850736970e-01 
       1.502478136878e+10       3.141430504481e-18       2.894274621212e-05       5.191208097614e+14       1.309191341307e+04       8.713546700524e-07       1.967031367434e+14       1.671010251279e-05       1.402205662499e+29       8.472262884971e+21       5.087131567457e+22       9.679624675198e+28       3.226541558399e+28       3.226541558399e+28       1.075513852800e+28       3.946581014145e-08       2.041271979304e+26       2.694864151274e+29       2.694864151274e+29       8.982878526127e+28      -1.241468760098e+34       1.269180052101e-04       1.135949924460e-01 
       1.492033899576e+10       3.185564460019e-18       2.914534525189e-05       5.119287235220e+14       1.309191341287e+04       8.774541527315e-07       1.953357862362e+14       1.682707322261e-05       1.363621482107e+29       8.296807451913e+21       4.981780153754e+22       9.413272602468e+28       3.137757534156e+28       3.137757534156e+28       1.045919178052e+28       3.946581014145e-08       1.985102753644e+26       2.620710179669e+29       2.620710179669e+29       8.735698661742e+28      -1.198915136164e+34       1.270185743771e-04       1.135050538574e-01 
       1.481662263725e+10       3.230318453463e-18       2.934936310339e-05       5.048362790324e+14       1.309191341266e+04       8.835963317893e-07       1.939779406481e+14       1.694486272728e-05       1.326099013998e+29       8.124985594606e+21       4.878610504022e+22       9.154249680302e+28       3.051416560101e+28       3.051416560101e+28       1.017138853367e+28       3.946581014145e-08       1.930479124034e+26       2.548596686273e+29       2.548596686273e+29       8.495320390541e+28      -1.157820115922e+34       1.271191435462e-04       1.134152575926e-01 
       1.471362724648e+10       3.275701195727e-18       2.955480886158e-05       4.978420958201e+14       1.309191341246e+04       8.897815061002e-07       1.926295339072e+14       1.706347675838e-05       1.289609043273e+29       7.956722063899e+21       4.777577435250e+22       8.902354234099e+28       2.967451411366e+28       2.967451411366e+28       9.891504704554e+27       3.946581014145e-08       1.877358560655e+26       2.478467523705e+29       2.478467523705e+29       8.261556554601e+28      -1.118133703050e+34       1.272197127172e-04       1.133256033143e-01 
       1.461134781175e+10       3.321721520101e-18       2.976169344038e-05       4.909448125378e+14       1.309191341225e+04       8.960099766312e-07       1.912905004008e+14       1.718292108758e-05       1.254123158932e+29       7.791943169002e+21       4.678636700140e+22       8.657390138692e+28       2.885796712897e+28       2.885796712897e+28       9.619322376324e+27       3.946581014145e-08       1.825699703967e+26       2.410268089578e+29       2.410268089578e+29       8.034225145983e+28      -1.079807614939e+34       1.273202818903e-04       1.132360906860e-01 
       1.450977935621e+10       3.368388383976e-18       2.997002411576e-05       4.841430866992e+14       1.309191341204e+04       9.022820464558e-07       1.899607749724e+14       1.730320152698e-05       1.219613731754e+29       7.630576745219e+21       4.581744967731e+22       8.419166665647e+28       2.806388888549e+28       2.806388888549e+28       9.354629628497e+27       3.946581014145e-08       1.775462332513e+26       2.343945283986e+29       2.343945283986e+29       7.813149165020e+28      -1.042795223958e+34       1.274208510654e-04       1.131467193726e-01 
       1.440891693760e+10       3.415710870584e-18       3.017981543962e-05       4.774355944169e+14       1.309191341183e+04       9.085980207689e-07       1.886402929184e+14       1.742432392933e-05       1.186053892784e+29       7.472552122339e+21       4.486859804416e+22       8.187498334764e+28       2.729166111588e+28       2.729166111588e+28       9.097220371960e+27       3.946581014145e-08       1.726607331602e+26       2.279447468162e+29       2.279447468162e+29       7.598156482503e+28      -1.007051500722e+34       1.275214202425e-04       1.130574890398e-01 
       1.430875564801e+10       3.463698190768e-18       3.039107286895e-05       4.708210301455e+14       1.309191341162e+04       9.149582069021e-07       1.873289899849e+14       1.754629418838e-05       1.153417512416e+29       7.317800093690e+21       4.393939655365e+22       7.962204769658e+28       2.654068256553e+28       2.654068256553e+28       8.846894188508e+27       3.946581014145e-08       1.679096662852e+26       2.216724424272e+29       2.216724424272e+29       7.389079705668e+28      -9.725329593113e+33       1.276219894217e-04       1.129683993545e-01 
       1.420929061367e+10       3.512359684775e-18       3.060381095565e-05       4.642981064267e+14       1.309191341141e+04       9.213629143380e-07       1.860268023648e+14       1.766911823913e-05       1.121679180046e+29       7.166252885827e+21       4.302943826323e+22       7.743110557320e+28       2.581036852440e+28       2.581036852440e+28       8.603456174800e+27       3.946581014145e-08       1.632893334575e+26       2.155727316314e+29       2.155727316314e+29       7.185756047856e+28      -9.391976043670e+33       1.277225586029e-04       1.128794499845e-01 
       1.411051699466e+10       3.561704824072e-18       3.081803697569e-05       4.578655536393e+14       1.309191341119e+04       9.278124547258e-07       1.847336666944e+14       1.779280205811e-05       1.090814184287e+29       7.017844128852e+21       4.213832465788e+22       7.530045111545e+28       2.510015037182e+28       2.510015037182e+28       8.366716790606e+27       3.946581014145e-08       1.587961372973e+26       2.096408652095e+29       2.096408652095e+29       6.988027201776e+28      -9.070048799975e+33       1.278231277862e-04       1.127906405988e-01 
       1.401242998472e+10       3.611743213190e-18       3.103376366198e-05       4.515221197521e+14       1.309191341098e+04       9.343071418962e-07       1.834495200505e+14       1.791735166370e-05       1.060798493731e+29       6.872508827350e+21       4.126566547558e+22       7.322842540107e+28       2.440947513369e+28       2.440947513369e+28       8.136491711230e+27       3.946581014145e-08       1.544265794136e+26       2.038722246254e+29       2.038722246254e+29       6.795739216241e+28      -8.759156204388e+33       1.279236969717e-04       1.127019708674e-01 
       1.391502481100e+10       3.662484591595e-18       3.125100010948e-05       4.452665700796e+14       1.309191341076e+04       9.408472918766e-07       1.821742999473e+14       1.804277311641e-05       1.031608738235e+29       6.730183331918e+21       4.041107853641e+22       7.121341515602e+28       2.373780505201e+28       2.373780505201e+28       7.912601684002e+27       3.946581014145e-08       1.501772576792e+26       1.982623184304e+29       1.982623184304e+29       6.608742376306e+28      -8.458920024060e+33       1.280242661592e-04       1.126134404612e-01 
       1.381829673381e+10       3.713938835583e-18       3.146975723212e-05       4.390976870423e+14       1.309191341054e+04       9.474332229066e-07       1.809079443334e+14       1.816907251916e-05       1.003222190729e+29       6.590805311295e+21       3.957418957517e+22       6.925385149834e+28       2.308461716611e+28       2.308461716611e+28       7.694872388704e+27       3.946581014145e-08       1.460448635831e+26       1.928067787659e+29       1.928067787659e+29       6.426891086697e+28      -8.168974990765e+33       1.281248353490e-04       1.125250490524e-01 
       1.372224104644e+10       3.766115960202e-18       3.169004594383e-05       4.330142699295e+14       1.309191341032e+04       9.540652554537e-07       1.796503915887e+14       1.829625601761e-05       9.756167495175e+28       6.454313725064e+21       3.875463207744e+22       6.734820871666e+28       2.244940290555e+28       2.244940290555e+28       7.483134301851e+27       3.946581014145e-08       1.420261796533e+26       1.875013579626e+29       1.875013579626e+29       6.250043758454e+28      -7.888968356518e+33       1.282254045408e-04       1.124367963140e-01 
       1.362685307487e+10       3.819026121201e-18       3.191187533957e-05       4.270151346654e+14       1.309191341010e+04       9.607437122284e-07       1.784015805214e+14       1.842432980041e-05       9.487709210735e+28       6.320648796916e+21       3.795204711912e+22       6.549500308226e+28       2.183166769409e+28       2.183166769409e+28       7.277222564695e+27       3.946581014145e-08       1.381180769527e+26       1.823419252333e+29       1.823419252333e+29       6.078062698688e+28      -7.618559464420e+33       1.283259737348e-04       1.123486819200e-01 
       1.353212817758e+10       3.872679617007e-18       3.213525815227e-05       4.210991135791e+14       1.309191340988e+04       9.674689182003e-07       1.771614503653e+14       1.855330009956e-05       9.226638033017e+28       6.189751988475e+21       3.716608320920e+22       6.369279169386e+28       2.123093056462e+28       2.123093056462e+28       7.076976854873e+27       3.946581014145e-08       1.343175126423e+26       1.773244634571e+29       1.773244634571e+29       5.910814003376e+28      -7.357419334213e+33       1.284265429311e-04       1.122607055458e-01 
       1.343806174531e+10       3.927086890729e-18       3.236020529584e-05       4.152650551768e+14       1.309191340965e+04       9.742412006139e-07       1.759299407763e+14       1.868317319068e-05       8.972750692651e+28       6.061565973658e+21       3.639639613582e+22       6.194017135418e+28       2.064672378473e+28       2.064672378473e+28       6.882241261575e+27       3.946581014145e-08       1.306215276121e+26       1.724450660510e+29       1.724450660510e+29       5.748167453101e+28      -7.105230262042e+33       1.285271121295e-04       1.121728668673e-01 
       1.334464920086e+10       3.982258532193e-18       3.258672768425e-05       4.095118239179e+14       1.309191340943e+04       9.810608890042e-07       1.747069918299e+14       1.881395539329e-05       8.725849513590e+28       5.936034613570e+21       3.564264881556e+22       6.023577747738e+28       2.007859249246e+28       2.007859249246e+28       6.692864164153e+27       3.946581014145e-08       1.270272441774e+26       1.676999339286e+29       1.676999339286e+29       5.589996411664e+28      -6.861685433937e+33       1.286276813301e-04       1.120851655618e-01 
       1.325188599882e+10       4.038205280000e-18       3.281483441242e-05       4.038382999942e+14       1.309191340920e+04       9.879283152130e-07       1.734925440182e+14       1.894565307119e-05       8.485742259191e+28       5.813102931921e+21       3.490451114579e+22       5.857828302664e+28       1.952609434221e+28       1.952609434221e+28       6.508698114071e+27       3.946581014145e-08       1.235318638381e+26       1.630853725422e+29       1.630853725422e+29       5.436177727487e+28      -6.626488552540e+33       1.287282505330e-04       1.119976013074e-01 
       1.315976762540e+10       4.094938023618e-18       3.304453821329e-05       3.982433791115e+14       1.309191340897e+04       9.948438134050e-07       1.722865382469e+14       1.907827263270e-05       8.252241982544e+28       5.692717090944e+21       3.418165986010e+22       5.696639748093e+28       1.898879916031e+28       1.898879916031e+28       6.329599720103e+27       3.946581014145e-08       1.201326650998e+26       1.585977890062e+29       1.585977890062e+29       5.286591637726e+28      -6.399353476630e+33       1.288288197382e-04       1.119101737833e-01 
       1.306828959816e+10       4.152467805501e-18       3.327585000079e-05       3.927259722750e+14       1.309191340874e+04       1.001807720084e-06       1.710889158325e+14       1.921182053099e-05       8.025166880917e+28       5.574824367821e+21       3.347377838674e+22       5.539886583018e+28       1.846628861006e+28       1.846628861006e+28       6.155429536687e+27       3.946581014145e-08       1.168270013549e+26       1.542336892994e+29       1.542336892994e+29       5.141121675025e+28      -6.180003873003e+33       1.289293889456e-04       1.118228826697e-01 
       1.297744746585e+10       4.210805823239e-18       3.350878068886e-05       3.872850055773e+14       1.309191340850e+04       1.008820374110e-06       1.698996184995e+14       1.934630326443e-05       7.804340154202e+28       5.459373131590e+21       3.278055670995e+22       5.387446759815e+28       1.795815586605e+28       1.795815586605e+28       5.986051955350e+27       3.946581014145e-08       1.136122988217e+26       1.499896755450e+29       1.499896755450e+29       4.999654576835e+28      -5.968172880281e+33       1.290299581553e-04       1.117357276477e-01 
       1.288723680815e+10       4.269963431736e-18       3.374334119144e-05       3.819194199890e+14       1.309191340827e+04       1.015882116714e-06       1.687185883773e+14       1.948172737686e-05       7.589589867261e+28       5.346312820538e+21       3.210169123423e+22       5.239201589219e+28       1.746400529740e+28       1.746400529740e+28       5.821335099132e+27       3.946581014145e-08       1.104860545410e+26       1.458624433647e+29       1.458624433647e+29       4.862080197225e+28      -5.763602784255e+33       1.291305273674e-04       1.116487083996e-01 
       1.279765323545e+10       4.329952145422e-18       3.397954606044e-05       3.766281711533e+14       1.309191340803e+04       1.022993291515e-06       1.675457679977e+14       1.961809945793e-05       7.380748816056e+28       5.235593920052e+21       3.143688465136e+22       5.095035647910e+28       1.698345215970e+28       1.698345215970e+28       5.661150719900e+27       3.946581014145e-08       1.074458344267e+26       1.418487793063e+29       1.418487793063e+29       4.728291421126e+28      -5.566044704339e+33       1.292310965817e-04       1.115618246084e-01 
       1.270869238869e+10       4.390783640492e-18       3.421740257181e-05       3.714102291819e+14       1.309191340780e+04       1.030154244541e-06       1.663811002921e+14       1.975542614342e-05       7.177654397466e+28       5.127167940937e+21       3.078584581017e+22       4.954836688645e+28       1.651612229548e+28       1.651612229548e+28       5.505374098494e+27       3.946581014145e-08       1.044892713710e+26       1.379455583410e+29       1.379455583410e+29       4.598184080932e+28      -5.375258290792e+33       1.293316657984e-04       1.114750759583e-01 
       1.262034993907e+10       4.452469757180e-18       3.445692345849e-05       3.662645784553e+14       1.309191340756e+04       1.037365324237e-06       1.652245285884e+14       1.989371411556e-05       6.980148482683e+28       5.020987398180e+21       3.014828958907e+22       4.818495552864e+28       1.606165184288e+28       1.606165184288e+28       5.353883947627e+27       3.946581014145e-08       1.016140634013e+26       1.341497414310e+29       1.341497414310e+29       4.471656875392e+28      -5.191011432298e+33       1.294322350175e-04       1.113884621346e-01 
       1.253262158790e+10       4.515022502066e-18       3.469812327239e-05       3.611902174244e+14       1.309191340731e+04       1.044626881490e-06       1.640759966086e+14       2.003297010335e-05       6.788077294095e+28       4.917005790155e+21       2.952393677118e+22       4.685906085700e+28       1.561968695233e+28       1.561968695233e+28       5.206562317444e+27       3.946581014145e-08       9.881797188789e+25       1.304583731631e+29       1.304583731631e+29       4.348611290739e+28      -5.013079973585e+33       1.295328042390e-04       1.113019828232e-01 
       1.244550306639e+10       4.578454050406e-18       3.494100928947e-05       3.561861584163e+14       1.309191340707e+04       1.051939269645e-06       1.629354484657e+14       2.017320088290e-05       6.601291285553e+28       4.815177578254e+21       2.891251392199e+22       4.556965053323e+28       1.518988351108e+28       1.518988351108e+28       5.063294503693e+27       3.946581014145e-08       9.609881980087e+25       1.268685794473e+29       1.268685794473e+29       4.228951523988e+28      -4.841247442716e+33       1.296333734628e-04       1.112156377112e-01 
       1.235899013540e+10       4.642776748511e-18       3.518559606164e-05       3.512514274413e+14       1.309191340683e+04       1.059302844516e-06       1.618028286615e+14       2.031441327775e-05       6.419645025937e+28       4.715458166949e+21       2.831375326970e+22       4.431572062569e+28       1.477190687523e+28       1.477190687523e+28       4.923968958410e+27       3.946581014145e-08       9.345449001519e+25       1.233775652795e+29       1.233775652795e+29       4.112584408343e+28      -4.675304787724e+33       1.297339426891e-04       1.111294264868e-01 
       1.227307858525e+10       4.708003116140e-18       3.543189632182e-05       3.463850640039e+14       1.309191340658e+04       1.066717964411e-06       1.606780820834e+14       2.045661415921e-05       6.242997085923e+28       4.617803884256e+21       2.772739258787e+22       4.309629482767e+28       1.436543160922e+28       1.436543160922e+28       4.788477203074e+27       3.946581014145e-08       9.088292366229e+25       1.199826125650e+29       1.199826125650e+29       3.999419340659e+28      -4.515050122288e+33       1.298345119179e-04       1.110433488388e-01 
       1.218776423556e+10       4.774145848947e-18       3.567991916498e-05       3.415861209157e+14       1.309191340633e+04       1.074184990145e-06       1.595611540018e+14       2.059981044667e-05       6.071209927865e+28       4.522171962612e+21       2.715317508063e+22       4.191042369728e+28       1.397014123243e+28       1.397014123243e+28       4.656713744143e+27       3.946581014145e-08       8.838211852702e+25       1.166810780022e+29       1.166810780022e+29       3.889368210896e+28      -4.360288480107e+33       1.299350811490e-04       1.109574044574e-01 
       1.210304293496e+10       4.841217820944e-18       3.592967732402e-05       3.368536641109e+14       1.309191340608e+04       1.081704285059e-06       1.584519900677e+14       2.074400910799e-05       5.904149798711e+28       4.428520520145e+21       2.659084927018e+22       4.075718391823e+28       1.358572797274e+28       1.358572797274e+28       4.528575990915e+27       3.946581014145e-08       8.595012748875e+25       1.134703910249e+29       1.134703910249e+29       3.782345333519e+28      -4.210831577711e+33       1.300356503827e-04       1.108715930335e-01 
       1.201891056099e+10       4.909232087012e-18       3.618118535087e-05       3.321867724646e+14       1.309191340583e+04       1.089276215037e-06       1.573505363100e+14       2.088921715976e-05       5.741686625860e+28       4.336808542331e+21       2.604016888669e+22       3.963567758090e+28       1.321189252697e+28       1.321189252697e+28       4.403964175656e+27       3.946581014145e-08       8.358505700531e+25       1.103480518005e+29       1.103480518005e+29       3.678267380783e+28      -4.066497585391e+33       1.301362196189e-04       1.107859142590e-01 
       1.193536301980e+10       4.978201885438e-18       3.643445415946e-05       3.275845376135e+14       1.309191340558e+04       1.096901148525e-06       1.562567391325e+14       2.103544166773e-05       5.583693915892e+28       4.246995864031e+21       2.550089276042e+22       3.854503148325e+28       1.284834382775e+28       1.284834382775e+28       4.282781275917e+27       3.946581014145e-08       8.128506563873e+25       1.073116292835e+29       1.073116292835e+29       3.577053317852e+28      -3.927110905986e+33       1.302367888576e-04       1.107003678266e-01 
       1.185239624603e+10       5.048140640496e-18       3.668949466373e-05       3.230460637791e+14       1.309191340532e+04       1.104579456547e-06       1.551705453118e+14       2.118268974709e-05       5.430048656078e+28       4.159043151903e+21       2.497278471610e+22       3.748439645096e+28       1.249479881699e+28       1.249479881699e+28       4.164932938995e+27       3.946581014145e-08       7.904836262147e+25       1.043587593232e+29       1.043587593232e+29       3.478624339711e+28      -3.792501961251e+33       1.303373580988e-04       1.106149534304e-01 
       1.177000620257e+10       5.119061965054e-18       3.694632141560e-05       3.185704675933e+14       1.309191340507e+04       1.112311512724e-06       1.540919019942e+14       2.133096856282e-05       5.280631218600e+28       4.072911887174e+21       2.445561346953e+22       3.645294667623e+28       1.215098222541e+28       1.215098222541e+28       4.050327408470e+27       3.946581014145e-08       7.687320646215e+25       1.014871428226e+29       1.014871428226e+29       3.382903809803e+28      -3.662506985546e+33       1.304379273426e-04       1.105296707648e-01 
       1.168818888036e+10       5.190979663232e-18       3.720494532899e-05       3.141568779266e+14       1.309191340481e+04       1.120097693295e-06       1.530207566938e+14       2.148028533009e-05       5.135325267415e+28       3.988564348771e+21       2.394915252625e+22       3.544987907484e+28       1.181662635828e+28       1.181662635828e+28       3.938875452759e+27       3.946581014145e-08       7.475790358960e+25       9.869454394857e+28       9.869454394857e+28       3.289817200362e+28      -3.536967826600e+33       1.305384965889e-04       1.104445195258e-01 
       1.160694029822e+10       5.263907733080e-18       3.746538095584e-05       3.098044357183e+14       1.309191340455e+04       1.127938377130e-06       1.519570572892e+14       2.163064731456e-05       4.994017667673e+28       3.905963596803e+21       2.345318008236e+22       3.447441266085e+28       1.149147088695e+28       1.149147088695e+28       3.830490295650e+27       3.946581014145e-08       7.270080703428e+25       9.597878839071e+28       9.597878839071e+28       3.199292034386e+28      -3.415731753103e+33       1.306390658379e-04       1.103594994099e-01 
       1.152625650266e+10       5.337860369309e-18       3.772763921006e-05       3.055122938095e+14       1.309191340429e+04       1.135833945751e-06       1.509007520215e+14       2.178206183273e-05       4.856598397627e+28       3.825073456380e+21       2.296747892739e+22       3.352578793857e+28       1.117526264619e+28       1.117526264619e+28       3.725087548729e+27       3.946581014145e-08       7.070031514594e+25       9.333776166872e+28       9.333776166872e+28       3.111257829206e+28      -3.298651268889e+33       1.307396350895e-04       1.102746101147e-01 
       1.144613356764e+10       5.412851966050e-18       3.799173100560e-05       3.012796167782e+14       1.309191340402e+04       1.143784783352e-06       1.498517894915e+14       2.193453625235e-05       4.722960462978e+28       3.745858501773e+21       2.249183634918e+22       3.260326631113e+28       1.086775543704e+28       1.086775543704e+28       3.622585145681e+27       3.946581014145e-08       6.875487034661e+25       9.076940748600e+28       9.076940748600e+28       3.025646041610e+28      -3.185583933496e+33       1.308402043437e-04       1.101898513386e-01 
       1.136656759443e+10       5.488897119657e-18       3.825767453236e-05       2.971055807765e+14       1.309191340376e+04       1.151791276816e-06       1.488101186573e+14       2.208807799273e-05       4.592999813563e+28       3.668284040900e+21       2.202604404068e+22       3.170612950550e+28       1.056870983517e+28       1.056870983517e+28       3.522903278389e+27       3.946581014145e-08       6.686295791780e+25       8.827172612855e+28       8.827172612855e+28       2.942390014474e+28      -3.076392188871e+33       1.309407736006e-04       1.101052227812e-01 
       1.128755471140e+10       5.566010631550e-18       3.852547706629e-05       2.929893733706e+14       1.309191340349e+04       1.159853815734e-06       1.477756888319e+14       2.224269452509e-05       4.466615262345e+28       3.592316100127e+21       2.156989800878e+22       3.083367901322e+28       1.027789300441e+28       1.027789300441e+28       3.425964334802e+27       3.946581014145e-08       6.502310482122e+25       8.584277290811e+28       8.584277290811e+28       2.861424924863e+28      -2.970943192015e+33       1.310413428601e-04       1.100207241426e-01 
       1.120909107384e+10       5.644207511093e-18       3.879515679728e-05       2.889301933823e+14       1.309191340322e+04       1.167972792424e-06       1.467484496806e+14       2.239839337299e-05       4.343708406627e+28       3.517921409397e+21       2.112319848493e+22       2.998523554649e+28       9.995078515496e+27       9.995078515496e+27       3.331692838498e+27       3.946581014145e-08       6.323387855184e+25       8.348065664792e+28       8.348065664792e+28       2.782687733560e+28      -2.869108653367e+33       1.311419121224e-04       1.099363551244e-01 
