# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_ncdm[1]        15:(.)p_ncdm[1]          16:(.)rho_lambda         17:(.)rho_ur             18:(.)rho_crit           19:(.)rho_tot            20:(.)p_tot              21:(.)p_tot_prime        22:gr.fac. D             23:gr.fac. f          
       1.099780137385e+07       5.862575404585e-12       3.953751413428e-02       2.781821176942e+08       1.309187390450e+04       1.190408179695e-03       1.439818419050e+11       2.282664115151e-02       4.025341374318e+16       3.322711797335e+12       1.995107128199e+13       2.778750274300e+16       9.262500914334e+15       9.262501110261e+15       3.087500239469e+15       3.946581014145e-08       5.859922530827e+13       7.738529060483e+16       7.738529060483e+16       2.578733880997e+16      -2.609094539105e+18       2.310958751406e-04       6.279983222345e-02 
       1.092135186356e+07       5.944934597744e-12       3.981425592247e-02       2.743283692278e+08       1.309187362776e+04       1.198741015999e-03       1.429809715339e+11       2.298641313439e-02       3.914576896501e+16       3.253900412748e+12       1.953789646497e+13       2.702287983404e+16       9.007626611348e+15       9.007626804560e+15       3.002542139379e+15       3.946581014145e-08       5.698676266517e+13       7.525605416316e+16       7.525605416316e+16       2.507775399329e+16      -2.519665631777e+18       2.311971132460e-04       6.277542414697e-02 
       1.084543377987e+07       6.028450767907e-12       4.009293461058e-02       2.705280099866e+08       1.309187334908e+04       1.207132181863e-03       1.419870585537e+11       2.314730331740e-02       3.806860301294e+16       3.186514070755e+12       1.913327825113e+13       2.627929689127e+16       8.759765630424e+15       8.759765820959e+15       2.919921813297e+15       3.946581014145e-08       5.541866981416e+13       7.318540418731e+16       7.318540418731e+16       2.438769467131e+16      -2.433301992992e+18       2.312983563554e-04       6.275105908993e-02 
       1.077004342863e+07       6.113140167597e-12       4.037356375375e-02       2.667803003111e+08       1.309187306845e+04       1.215582085590e-03       1.410000546012e+11       2.330931952508e-02       3.702107720768e+16       3.120523259579e+12       1.873703943836e+13       2.555617496246e+16       8.518724987488e+15       8.518725175383e+15       2.839574933198e+15       3.946581014145e-08       5.389372584119e+13       7.117172863406e+16       7.117172863406e+16       2.371662356519e+16      -2.349898557009e+18       2.313996045063e-04       6.272673715799e-02 
       1.069517714140e+07       6.199019277631e-12       4.065615699983e-02       2.630845107889e+08       1.309187278586e+04       1.224091138340e-03       1.400199116493e+11       2.347246963669e-02       3.600237594767e+16       3.055899078615e+12       1.834900649431e+13       2.485295102629e+16       8.284317008764e+15       8.284317194056e+15       2.761438941157e+15       3.946581014145e-08       5.241074342788e+13       6.921345981701e+16       6.921345981701e+16       2.306401818029e+16      -2.269353859351e+18       2.315008577361e-04       6.270245845786e-02 
       1.062083127524e+07       6.286104810325e-12       4.094072809312e-02       2.594399221132e+08       1.309187250128e+04       1.232659754152e-03       1.390465820050e+11       2.363676158662e-02       3.501170607410e+16       2.992613225773e+12       1.796900948037e+13       2.416907755397e+16       8.056359184657e+15       8.056359367382e+15       2.685453000644e+15       3.946581014145e-08       5.096856792699e+13       6.730907318608e+16       6.730907318608e+16       2.242937039931e+16      -2.191569913371e+18       2.316021160825e-04       6.267822309723e-02 
       1.054700221252e+07       6.374413712745e-12       4.122729087430e-02       2.558458249426e+08       1.309187221472e+04       1.241288349963e-03       1.380800183065e+11       2.380220336476e-02       3.404829625333e+16       2.930637985081e+12       1.759688197724e+13       2.350402208295e+16       7.834674027650e+15       7.834674207843e+15       2.611557949152e+15       3.946581014145e-08       4.956607646349e+13       6.545708614054e+16       6.545708614054e+16       2.181218608673e+16      -2.116452091044e+18       2.317033795839e-04       6.265403118485e-02 
       1.047368636075e+07       6.463963170005e-12       4.151585928412e-02       2.523015197631e+08       1.309187192615e+04       1.249977345630e-03       1.371201735216e+11       2.396880301687e-02       3.311139637634e+16       2.869946214550e+12       1.723246101208e+13       2.285726680232e+16       7.619088934108e+15       7.619089111805e+15       2.539696252137e+15       3.946581014145e-08       4.820217706025e+13       6.365605687476e+16       6.365605687476e+16       2.121198470405e+16      -2.043909007843e+18       2.318046482784e-04       6.262988283048e-02 
       1.040088015245e+07       6.554770608611e-12       4.180644735243e-02       2.488063167519e+08       1.309187163557e+04       1.258727163946e-03       1.361670009446e+11       2.413656864501e-02       3.220027697471e+16       2.810511334282e+12       1.687558698714e+13       2.222830814968e+16       7.409436049895e+15       7.409436225130e+15       2.469811958220e+15       3.946581014145e-08       4.687580778783e+13       6.190458325563e+16       6.190458325563e+16       2.062829893561e+16      -1.973852411566e+18       2.319059222049e-04       6.260577814491e-02 
       1.032858004490e+07       6.646853699851e-12       4.209906921642e-02       2.453595356431e+08       1.309187134294e+04       1.267538230666e-03       1.352204541950e+11       2.430550840789e-02       3.131422865263e+16       2.752307314836e+12       1.652610360979e+13       2.161665641904e+16       7.205552139681e+15       7.205552312488e+15       2.401850655625e+15       3.946581014145e-08       4.558593593769e+13       6.020130173102e+16       6.020130173102e+16       2.006067432483e+16      -1.906197074970e+18       2.320072014021e-04       6.258171724001e-02 
       1.025678252002e+07       6.740230363229e-12       4.239373910605e-02       2.419605055956e+08       1.309187104827e+04       1.276410974524e-03       1.342804872142e+11       2.447563052130e-02       3.045256153458e+16       2.695308665822e+12       1.618385782418e+13       2.102183537954e+16       7.007278459846e+15       7.007278630259e+15       2.335759429811e+15       3.946581014145e-08       4.433155721807e+13       5.854488626809e+16       5.854488626809e+16       1.950866892026e+16      -1.840860692088e+18       2.321084859095e-04       6.255770022868e-02 
       1.018548408420e+07       6.834918769961e-12       4.269047135313e-02       2.386085650620e+08       1.309187075154e+04       1.285345827255e-03       1.333470542640e+11       2.464694325851e-02       2.961460472821e+16       2.639490424745e+12       1.584869974412e+13       2.044338190466e+16       6.814460634885e+15       6.814460802938e+15       2.271486822278e+15       3.946581014145e-08       4.311169497214e+13       5.693404732094e+16       5.693404732094e+16       1.897185293156e+16      -1.777763778094e+18       2.322097757665e-04       6.253372722486e-02 
       1.011468126808e+07       6.930937346499e-12       4.298928039134e-02       2.353030616602e+08       1.309187045273e+04       1.294343223617e-03       1.324201099243e+11       2.481945495062e-02       2.879970580195e+16       2.584828146063e+12       1.552048258750e+13       1.988084561163e+16       6.626948537211e+15       6.626948702935e+15       2.208982790496e+15       3.946581014145e-08       4.192539941748e+13       5.536753082667e+16       5.536753082667e+16       1.844980839483e+16      -1.716829572609e+18       2.323110710130e-04       6.250979834360e-02 
       1.004437062646e+07       7.028304778123e-12       4.329018075077e-02       2.320433520464e+08       1.309187015183e+04       1.303403601410e-03       1.314996090904e+11       2.499317398703e-02       2.800723027706e+16       2.531297890490e+12       1.519906261194e+13       1.933378851078e+16       6.444596170262e+15       6.444596333690e+15       2.148198668945e+15       3.946581014145e-08       4.077174690666e+13       5.384411722895e+16       5.384411722895e+16       1.794212884720e+16      -1.657983946315e+18       2.324123716890e-04       6.248591370099e-02 
       9.974548738059e+06       7.127040012575e-12       4.359318706702e-02       2.288288017899e+08       1.309186984883e+04       1.312527401500e-03       1.305855069713e+11       2.516810881582e-02       2.723656113362e+16       2.478876214508e+12       1.488429905192e+13       1.880178466450e+16       6.267261554834e+15       6.267261715998e+15       2.089087131224e+15       3.946581014145e-08       3.964983920803e+13       5.236262052860e+16       5.236262052860e+16       1.744841901033e+16      -1.601155310770e+18       2.325136778350e-04       6.246207341420e-02 
       9.905212205385e+06       7.227162263744e-12       4.389831407752e-02       2.256587852493e+08       1.309186954370e+04       1.321715067837e-03       1.296777590874e+11       2.534426794415e-02       2.648709833010e+16       2.427540160097e+12       1.457605405707e+13       1.828441985561e+16       6.094806618536e+15       6.094806777467e+15       2.031602153202e+15       3.946581014145e-08       3.855880280640e+13       5.092188736020e+16       5.092188736020e+16       1.696829448271e+16      -1.546274531321e+18       2.326149894918e-04       6.243827760151e-02 
       9.836357654567e+06       7.328691015406e-12       4.420557662161e-02       2.225326854512e+08       1.309186923644e+04       1.330967047481e-03       1.287763212683e+11       2.552165993869e-02       2.575825833619e+16       2.377267244689e+12       1.427419263180e+13       1.778129126484e+16       5.927097088281e+15       5.927097245010e+15       1.975698977184e+15       3.946581014145e-08       3.749778822290e+13       4.952079609414e+16       4.952079609414e+16       1.650138144027e+16      -1.493274842989e+18       2.327163067003e-04       6.241452638228e-02 
       9.767981735185e+06       7.431646025011e-12       4.451498964227e-02       2.194498939699e+08       1.309186892702e+04       1.340283790620e-03       1.278811496505e+11       2.570029342602e-02       2.504947367845e+16       2.328035451311e+12       1.397858257624e+13       1.729200715724e+16       5.764002385748e+15       5.764002540306e+15       1.921334077064e+15       3.946581014145e-08       3.646596935360e+13       4.815825596338e+16       4.815825596338e+16       1.604731634541e+16      -1.442091769253e+18       2.328176295019e-04       6.239081987696e-02 
       9.700081120108e+06       7.536047327530e-12       4.482656818982e-02       2.164098108086e+08       1.309186861544e+04       1.349665750592e-03       1.269922006755e+11       2.588017709306e-02       2.436019249849e+16       2.279823218952e+12       1.368909442827e+13       1.681618657713e+16       5.605395525711e+15       5.605395678127e+15       1.868465124432e+15       3.946581014145e-08       3.546254282629e+13       4.683320621423e+16       4.683320621423e+16       1.560574566392e+16      -1.392663043605e+18       2.329189579383e-04       6.236715820713e-02 
       9.632652505335e+06       7.641915239354e-12       4.514032741645e-02       2.134118442835e+08       1.309186830169e+04       1.359113383912e-03       1.261094310876e+11       2.606131968749e-02       2.368987812330e+16       2.232609433114e+12       1.340560140685e+13       1.635345905151e+16       5.451153017169e+15       5.451153167474e+15       1.817050955621e+15       3.946581014145e-08       3.448672737495e+13       4.554461528049e+16       4.554461528049e+16       1.517632558968e+16      -1.344928533801e+18       2.330202920512e-04       6.234354149548e-02 
       9.565692609831e+06       7.749270362242e-12       4.545628258165e-02       2.104554109078e+08       1.309186798573e+04       1.368627150286e-03       1.252327979319e+11       2.624373001818e-02       2.303800864736e+16       2.186373416571e+12       1.312797935652e+13       1.590346430159e+16       5.301154767196e+15       5.301154915418e+15       1.767051539658e+15       3.946581014145e-08       3.353776323154e+13       4.429147998036e+16       4.429147998036e+16       1.475872177705e+16      -1.298830168706e+18       2.331216318832e-04       6.231996986580e-02 
       9.499198175368e+06       7.858133587331e-12       4.577444905226e-02       2.075399352784e+08       1.309186766756e+04       1.378207512641e-03       1.243622585517e+11       2.642741695561e-02       2.240407652632e+16       2.141094920307e+12       1.285610669298e+13       1.546585196231e+16       5.155283987436e+15       5.155284133605e+15       1.718427947089e+15       3.946581014145e-08       3.261491153435e+13       4.307282473538e+16       4.307282473538e+16       1.435260908048e+16      -1.254311867644e+18       2.332229774766e-04       6.229644344305e-02 
       9.433165966368e+06       7.968526099203e-12       4.609484230241e-02       2.046648499643e+08       1.309186734717e+04       1.387854937143e-03       1.234977705874e+11       2.661238943228e-02       2.178758818184e+16       2.096754114651e+12       1.258986434988e+13       1.504028130953e+16       5.013427103175e+15       5.013427247319e+15       1.671142319677e+15       3.946581014145e-08       3.171745375278e+13       4.188770081090e+16       4.188770081090e+16       1.395767130138e+16      -1.211319472177e+18       2.333243288743e-04       6.227296235330e-02 
       9.367592769744e+06       8.080469380003e-12       4.641747791175e-02       2.018295953953e+08       1.309186702453e+04       1.397569893223e-03       1.226392919734e+11       2.679865644319e-02       2.118806361723e+16       2.053331580593e+12       1.232913572668e+13       1.462642099473e+16       4.875473664909e+15       4.875473807056e+15       1.625157840921e+15       3.946581014145e-08       3.084469112790e+13       4.073518557745e+16       4.073518557745e+16       1.357360094195e+16      -1.169800680214e+18       2.334256861197e-04       6.224952672377e-02 
       9.302475394746e+06       8.193985213618e-12       4.674237157451e-02       1.990336197542e+08       1.309186669964e+04       1.407352853595e-03       1.217867809366e+11       2.698622704625e-02       2.060503604380e+16       2.010808301281e+12       1.207380663753e+13       1.422394878705e+16       4.741316262349e+15       4.741316402526e+15       1.580438707390e+15       3.946581014145e-08       2.999594412834e+13       3.961438179244e+16       3.961438179244e+16       1.320009896572e+16      -1.129704982382e+18       2.335270492561e-04       6.222613668283e-02 
       9.237810672801e+06       8.309095689919e-12       4.706953908862e-02       1.962763788682e+08       1.309186637247e+04       1.417204294283e-03       1.209401959944e+11       2.717511036271e-02       2.003805151737e+16       1.969165653687e+12       1.182376526134e+13       1.383255132237e+16       4.610850440791e+15       4.610850579026e+15       1.536950100852e+15       3.946581014145e-08       2.917055192129e+13       3.852441690160e+16       3.852441690160e+16       1.283687456474e+16      -1.090983600583e+18       2.336284183275e-04       6.220279236003e-02 
       9.173595457364e+06       8.425823209054e-12       4.739899636843e-02       1.935573361040e+08       1.309186604302e+04       1.427124694645e-03       1.200994959525e+11       2.736531557761e-02       1.948666858483e+16       1.928385400457e+12       1.157890209272e+13       1.345192385937e+16       4.483974619789e+15       4.483974756110e+15       1.494658161156e+15       3.946581014145e-08       2.836787185791e+13       3.746444235966e+16       3.746444235966e+16       1.248364493318e+16      -1.053589428644e+18       2.337297933780e-04       6.217949388606e-02 
       9.109826623763e+06       8.544190485808e-12       4.773075943376e-02       1.908759622627e+08       1.309186571125e+04       1.437114537393e-03       1.192646399030e+11       2.755685194026e-02       1.895045794046e+16       1.888449681922e+12       1.133910989412e+13       1.308177004220e+16       4.360590014066e+15       4.360590148498e+15       1.453529959878e+15       3.946581014145e-08       2.758727897298e+13       3.643363296971e+16       3.643363296971e+16       1.214013504709e+16      -1.017476975017e+18       2.338311744522e-04       6.215624139281e-02 
       9.046501069045e+06       8.664220554021e-12       4.806484442088e-02       1.882317354772e+08       1.309186537717e+04       1.447174308617e-03       1.184355872222e+11       2.774972876463e-02       1.842900209165e+16       1.849341008274e+12       1.110428364879e+13       1.272180166979e+16       4.240600556595e+15       4.240600689164e+15       1.413533474675e+15       3.946581014145e-08       2.682816549834e+13       3.543118624076e+16       3.543118624076e+16       1.180607745032e+16      -9.826023074335e+17       2.339325615947e-04       6.213303501335e-02 
       8.983615711827e+06       8.785936771069e-12       4.840126757699e-02       1.856241411104e+08       1.309186504075e+04       1.457304497810e-03       1.176122975690e+11       2.794395542983e-02       1.792189503384e+16       1.811042251910e+12       1.087432051481e+13       1.237173847142e+16       4.123912823807e+15       4.123912954540e+15       1.374637564358e+15       3.946581014145e-08       2.608994038964e+13       3.445632176296e+16       3.445632176296e+16       1.148121204624e+16      -9.489229994545e+17       2.340339548509e-04       6.210987488191e-02 
       8.921167492147e+06       8.909362822411e-12       4.874004526209e-02       1.830526716549e+08       1.309186470197e+04       1.467505597892e-03       1.167947308827e+11       2.813954138058e-02       1.742874193440e+16       1.773536639930e+12       1.064911978007e+13       1.203130788855e+16       4.010435962849e+15       4.010436091770e+15       1.336811944643e+15       3.946581014145e-08       2.537202886616e+13       3.350828060000e+16       3.350828060000e+16       1.116528589525e+16      -9.163980788608e+17       2.341353542662e-04       6.208676113397e-02 
       8.859153371314e+06       9.034522726192e-12       4.908119395441e-02       1.805168266348e+08       1.309186436082e+04       1.477778105234e-03       1.159828473808e+11       2.833649612766e-02       1.694915882524e+16       1.736807746787e+12       1.042858281812e+13       1.170024486253e+16       3.900081620844e+15       3.900081747979e+15       1.300027164570e+15       3.946581014145e-08       2.467387196332e+13       3.258632469828e+16       3.258632469828e+16       1.085805301782e+16      -8.849879778052e+17       2.342367598864e-04       6.206369390618e-02 
       8.797570331757e+06       9.161440837920e-12       4.942473024312e-02       1.780161125074e+08       1.309186401728e+04       1.488122519680e-03       1.151766075577e+11       2.853482924835e-02       1.648277230384e+16       1.700839487102e+12       1.021261304505e+13       1.137829162832e+16       3.792763876105e+15       3.792764001479e+15       1.264254583577e+15       3.946581014145e-08       2.399492609744e+13       3.168973631226e+16       3.168973631226e+16       1.055927420299e+16      -8.546544846765e+17       2.343381717578e-04       6.204067333641e-02 
       8.736415376884e+06       9.290141855199e-12       4.977067083382e-02       1.755500425682e+08       1.309186367134e+04       1.498539344574e-03       1.143759721822e+11       2.873455038691e-02       1.602921924249e+16       1.665616108611e+12       1.000111587710e+13       1.106519751370e+16       3.688399171232e+15       3.688399294869e+15       1.229466349198e+15       3.946581014145e-08       2.333466264250e+13       3.081781744568e+16       3.081781744568e+16       1.026871682214e+16      -8.253606976125e+17       2.344395899267e-04       6.201769956377e-02 
       8.675685530933e+06       9.420650822538e-12       5.011903255399e-02       1.731181368550e+08       1.309186332298e+04       1.509029086782e-03       1.135809022960e+11       2.893566925506e-02       1.558814650561e+16       1.631122185272e+12       9.793998689295e+12       1.076071874417e+16       3.586906248056e+15       3.586906369980e+15       1.195635375378e+15       3.946581014145e-08       2.269256751858e+13       2.996988930816e+16       2.996988930816e+16       9.986154647812e+15      -7.970709796068e+17       2.345410144402e-04       6.199477272859e-02 
       8.615377838827e+06       9.552993136223e-12       5.046983234206e-02       1.707199220556e+08       1.309186297218e+04       1.519592256719e-03       1.127913592114e+11       2.913819563243e-02       1.515921067478e+16       1.597342610506e+12       9.591170774885e+12       1.046461825312e+16       3.488206084373e+15       3.488206204608e+15       1.162735321379e+15       3.946581014145e-08       2.206814079160e+13       2.914529178669e+16       2.914529178669e+16       9.711367677610e+15      -7.697509151540e+17       2.346424453453e-04       6.197189297244e-02 
       8.555489366031e+06       9.687194549255e-12       5.082308725832e-02       1.683549314150e+08       1.309186261893e+04       1.530229368372e-03       1.120073045096e+11       2.934213936706e-02       1.474207778133e+16       1.564262590582e+12       9.392543305587e+12       1.017666549724e+16       3.392221832413e+15       3.392221950982e+15       1.130740571282e+15       3.946581014145e-08       2.146089628402e+13       2.834338293174e+16       2.834338293174e+16       9.444141962901e+15      -7.433672683811e+17       2.347438826897e-04       6.194906043812e-02 
       8.496017198408e+06       9.823281176359e-12       5.117881448314e-02       1.660227046445e+08       1.309186226320e+04       1.540940939327e-03       1.112287000392e+11       2.954751037585e-02       1.433642304636e+16       1.531867638139e+12       9.198029292699e+12       9.896636277039e+15       3.298878759013e+15       3.298878875939e+15       1.099626214029e+15       3.946581014145e-08       2.087036119639e+13       2.756353845746e+16       2.756353845746e+16       9.184269442226e+15      -7.178879426143e+17       2.348453265213e-04       6.192627526973e-02 
       8.436958442080e+06       9.961279499071e-12       5.153703131509e-02       1.637227878325e+08       1.309186190498e+04       1.551727490793e-03       1.104555079136e+11       2.975431864505e-02       1.394193062780e+16       1.500143565840e+12       9.007543549005e+12       9.624312562271e+15       3.208104187424e+15       3.208104302730e+15       1.069368024039e+15       3.946581014145e-08       2.029607573914e+13       2.680515125566e+16       2.680515125566e+16       8.931547779310e+15      -6.932819413312e+17       2.349467768882e-04       6.190353761259e-02 
       8.378310223283e+06       1.010121637088e-11       5.189775517647e-02       1.614547333562e+08       1.309186154426e+04       1.562589547626e-03       1.096876905099e+11       2.996257423076e-02       1.355829337459e+16       1.469076480159e+12       8.821002651466e+12       9.359482322181e+15       3.119827440727e+15       3.119827554436e+15       1.039942442339e+15       3.946581014145e-08       1.973759277466e+13       2.606763092311e+16       2.606763092311e+16       8.685780205520e+15      -6.695193304518e+17       2.350482338393e-04       6.188084761331e-02 
       8.320069688232e+06       1.024311902246e-11       5.226100360778e-02       1.592180997938e+08       1.309186118101e+04       1.573527638356e-03       1.089252104665e+11       3.017228725940e-02       1.318521258743e+16       1.438652775298e+12       8.638324904683e+12       9.101939360421e+15       3.033979786807e+15       3.033979898940e+15       1.011326558225e+15       3.946581014145e-08       1.919447746911e+13       2.535040330195e+16       2.535040330195e+16       8.446775366666e+15      -6.465712019219e+17       2.351496974234e-04       6.185820541979e-02 
       8.262234002977e+06       1.038701506697e-11       5.262679427324e-02       1.570124518394e+08       1.309186081522e+04       1.584542295214e-03       1.081680306816e+11       3.038346792821e-02       1.282239778631e+16       1.408859127225e+12       8.459430305118e+12       8.851483154503e+15       2.950494384834e+15       2.950494495414e+15       9.834980914182e+14       3.946581014145e-08       1.866630695389e+13       2.465291003261e+16       2.465291003261e+16       8.214347174008e+15      -6.244096385444e+17       2.352511676899e-04       6.183561118120e-02 
       8.204800353271e+06       1.053293250540e-11       5.299514496437e-02       1.548373602177e+08       1.309186044687e+04       1.595634054156e-03       1.074161143113e+11       3.059612650574e-02       1.246956648426e+16       1.379682487842e+12       8.284240506061e+12       8.607918699671e+15       2.869306233224e+15       2.869306342271e+15       9.564353747253e+14       3.946581014145e-08       1.815266999638e+13       2.397460811920e+16       2.397460811920e+16       7.988314659369e+15      -6.030076800172e+17       2.353526446884e-04       6.181306504803e-02 
       8.147765944426e+06       1.068089973205e-11       5.336607359095e-02       1.526924016009e+08       1.309186007594e+04       1.606803454890e-03       1.066694247678e+11       3.081027333235e-02       1.212644396747e+16       1.351110079268e+12       8.112678783313e+12       8.371056357075e+15       2.790352119025e+15       2.790352226562e+15       9.301173371627e+14       3.946581014145e-08       1.765316667976e+13       2.331496950665e+16       2.331496950665e+16       7.768501834236e+15      -5.823392901332e+17       2.354541284692e-04       6.179056717205e-02 
       8.091128001185e+06       1.083094554006e-11       5.373959819372e-02       1.505771585257e+08       1.309185970241e+04       1.618051040899e-03       1.059279257177e+11       3.102591882072e-02       1.179276308134e+16       1.323129388247e+12       7.944670001587e+12       8.140711706116e+15       2.713570568705e+15       2.713570674753e+15       9.045234875528e+14       3.946581014145e-08       1.716740809163e+13       2.267348066969e+16       2.267348066969e+16       7.554737552735e+15      -5.623793251070e+17       2.355556190826e-04       6.176811770637e-02 
       8.034883767579e+06       1.098309912696e-11       5.411573693527e-02       1.484912193129e+08       1.309185932628e+04       1.629377359474e-03       1.051915810800e+11       3.124307345633e-02       1.146826402253e+16       1.295728160661e+12       7.780140581605e+12       7.916705400858e+15       2.638901800286e+15       2.638901904864e+15       8.796338985694e+14       3.946581014145e-08       1.669501602122e+13       2.204964221302e+16       2.204964221302e+16       7.346855378373e+15      -5.431035029849e+17       2.356571165794e-04       6.174571680541e-02 
       7.979030506798e+06       1.113739010040e-11       5.449450810920e-02       1.464341779862e+08       1.309185894750e+04       1.640782961735e-03       1.044603550247e+11       3.146174779800e-02       1.115269413666e+16       1.268894396170e+12       7.619018467869e+12       7.698863030386e+15       2.566287676795e+15       2.566287779924e+15       8.554291912221e+14       3.946581014145e-08       1.623562266489e+13       2.144296848250e+16       2.144296848250e+16       7.144693454458e+15      -5.244883741053e+17       2.357586210109e-04       6.172336462492e-02 
       7.923565501058e+06       1.129384848389e-11       5.487593013277e-02       1.444056341943e+08       1.309185856608e+04       1.652268402661e-03       1.037342119708e+11       3.168195247840e-02       1.084580772155e+16       1.242616342953e+12       7.461233097109e+12       7.487014983015e+15       2.495671661005e+15       2.495671762705e+15       8.318905197682e+14       3.946581014145e-08       1.578887033980e+13       2.085298718705e+16       2.085298718705e+16       6.948094378070e+15      -5.065112925704e+17       2.358601324287e-04       6.170106132201e-02 
       7.868486051465e+06       1.145250472264e-11       5.526002155602e-02       1.424051931321e+08       1.309185818199e+04       1.663834241114e-03       1.030131165846e+11       3.190369820452e-02       1.054736583599e+16       1.216882492564e+12       7.306715367376e+12       7.280996314226e+15       2.426998771409e+15       2.426998871700e+15       8.089995570392e+14       3.946581014145e-08       1.535441120536e+13       2.027923903099e+16       2.027923903099e+16       6.756905077515e+15      -4.891503886963e+17       2.359616508847e-04       6.167880705512e-02 
       7.813789477887e+06       1.161338968948e-11       5.564680105635e-02       1.404324654643e+08       1.309185779521e+04       1.675481039869e-03       1.022970337781e+11       3.212699575826e-02       1.025713611366e+16       1.191681574887e+12       7.155397607782e+12       7.080646618247e+15       2.360215539416e+15       2.360215638317e+15       7.867384801713e+14       3.946581014145e-08       1.493190699245e+13       1.972127735640e+16       1.972127735640e+16       6.570976693136e+15      -4.723845424073e+17       2.360631764312e-04       6.165660198406e-02 
       7.759473118822e+06       1.177653469089e-11       5.603628744029e-02       1.384870672497e+08       1.309185740573e+04       1.687209365641e-03       1.015859287070e+11       3.235185599689e-02       9.974892582180e+15       1.167002553204e+12       7.007213548862e+12       6.885809903152e+15       2.295269967717e+15       2.295270065249e+15       7.650899567286e+14       3.946581014145e-08       1.452102874003e+13       1.917866779542e+16       1.917866779542e+16       6.390164461419e+15      -4.561933575420e+17       2.361647091211e-04       6.163444627000e-02 
       7.705534331271e+06       1.194197147305e-11       5.642849965261e-02       1.365686198660e+08       1.309185701351e+04       1.699019789110e-03       1.008797667696e+11       3.257828985363e-02       9.700415487246e+15       1.142834619364e+12       6.862098293552e+12       6.696334469415e+15       2.232111489805e+15       2.232111585985e+15       7.440371312083e+14       3.946581014145e-08       1.412145653900e+13       1.865098793210e+16       1.865098793210e+16       6.214327602275e+15      -4.405571370403e+17       2.362662490074e-04       6.161234007551e-02 
       7.651970490604e+06       1.210973222804e-11       5.682345676178e-02       1.346767499365e+08       1.309185661856e+04       1.710912884951e-03       1.001785136043e+11       3.280630833813e-02       9.433491121463e+15       1.119167189042e+12       6.719988288768e+12       6.512072791793e+15       2.170690930598e+15       2.170691025445e+15       7.235636119166e+14       3.946581014145e-08       1.373287928316e+13       1.813782697346e+16       1.813782697346e+16       6.043329209430e+15      -4.254568589811e+17       2.363677961436e-04       6.159028356451e-02 
       7.598778990439e+06       1.227984960010e-11       5.722117797450e-02       1.328110892575e+08       1.309185622083e+04       1.722889231865e-03       9.948213508858e+10       3.303592253703e-02       9.173911657983e+15       1.095989897110e+12       6.580821297570e+12       6.332881404460e+15       2.110960468153e+15       2.110960561687e+15       7.036534582066e+14       3.946581014145e-08       1.335499442691e+13       1.763878542975e+16       1.763878542975e+16       5.877036143830e+15      -4.108741534404e+17       2.364693505837e-04       6.156827690235e-02 
       7.545957242509e+06       1.245235669198e-11       5.762168263391e-02       1.309712747261e+08       1.309185582033e+04       1.734949412598e-03       9.879059733716e+10       3.326714361451e-02       8.921474988682e+15       1.073292593096e+12       6.444536371910e+12       6.158620789314e+15       2.052873596438e+15       2.052873688676e+15       6.842911680667e+14       3.946581014145e-08       1.298750774976e+13       1.715347480339e+16       1.715347480339e+16       5.715318929982e+15      -3.967912801439e+17       2.365709123821e-04       6.154632025576e-02 
       7.493502676541e+06       1.262728707138e-11       5.802499021229e-02       1.291569482703e+08       1.309185541702e+04       1.747094013980e-03       9.810386670021e+10       3.349998281280e-02       8.675984566804e+15       1.051065336738e+12       6.311073825936e+12       5.989155267338e+15       1.996385089113e+15       1.996385180073e+15       6.654616660509e+14       3.946581014145e-08       1.263013312721e+13       1.668151728650e+16       1.668151728650e+16       5.558051655140e+15      -3.831911068848e+17       2.366724815933e-04       6.152441379291e-02 
       7.441412740129e+06       1.280467477746e-11       5.843112032380e-02       1.273677567787e+08       1.309185501089e+04       1.759323626946e-03       9.742190976183e+10       3.373445145277e-02       8.437249253927e+15       1.029298393629e+12       6.180375209853e+12       5.824352892967e+15       1.941450964322e+15       1.941451054022e+15       6.471502915408e+14       3.946581014145e-08       1.228259230800e+13       1.622254546683e+16       1.622254546683e+16       5.405111871275e+15      -3.700570886812e+17       2.367740582726e-04       6.150255768337e-02 
       7.389684898607e+06       1.298455432749e-11       5.884009271540e-02       1.256033520318e+08       1.309185460192e+04       1.771638846570e-03       9.674469333842e+10       3.397056093443e-02       8.205083171145e+15       1.007982230959e+12       6.052383284330e+12       5.664085351354e+15       1.888028450451e+15       1.888028538908e+15       6.293427873315e+14       3.946581014145e-08       1.194461469744e+13       1.577620204162e+16       1.577620204162e+16       5.256380499730e+15      -3.573732476488e+17       2.368756424755e-04       6.148075209816e-02 
