# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.359453411095e-10       5.818193836062e-15       4.542046651835e-13       0.000000000000e+00       9.404075940654e-09       4.007778578398e-10      -2.261161226294e-12 
    3       1.305767581550e-10       1.003373791761e-14       5.646094216725e-13       0.000000000000e+00       5.878316014041e-09       2.915588840892e-10      -1.998978834032e-12 
    4       1.245254294872e-10       1.198002145789e-14       5.833911397017e-13       0.000000000000e+00       4.111120870918e-09       2.245774044523e-10      -1.612312485270e-12 
    5       1.195894044935e-10       1.136929811134e-14       5.485838081407e-13       0.000000000000e+00       3.078929148003e-09       1.798571733528e-10      -1.216363869169e-12 
    6       1.159676533852e-10       9.037622762252e-15       4.861927564056e-13       0.000000000000e+00       2.410288469936e-09       1.479973541297e-10      -8.511853105571e-13 
    7       1.133965194221e-10       6.191674039186e-15       4.143618492209e-13       0.000000000000e+00       1.948645601093e-09       1.241804662538e-10      -5.381393459030e-13 
    8       1.117533248941e-10       3.774424542320e-15       3.440761763370e-13       0.000000000000e+00       1.614828089186e-09       1.058494300868e-10      -2.873493172849e-13 
    9       1.108486452456e-10       2.205911795516e-15       2.816296192619e-13       0.000000000000e+00       1.363848614074e-09       9.146630961391e-11      -1.013852931405e-13 
   10       1.105121568569e-10       1.439586377538e-15       2.305622230518e-13       0.000000000000e+00       1.169045806938e-09       7.991565211119e-11       2.302812909253e-14 
   11       1.105931159952e-10       1.183244539533e-15       1.924872829500e-13       0.000000000000e+00       9.759757746708e-10       7.047897263013e-11       9.276501058219e-14 
   12       1.110291610007e-10       1.126098894323e-15       1.673621139656e-13       0.000000000000e+00       8.541385733813e-10       6.261137372471e-11       1.201670390277e-13 
   13       1.117351592421e-10       1.073917379548e-15       1.539096665333e-13       0.000000000000e+00       7.540282959422e-10       5.583533381940e-11       1.151689121423e-13 
   14       1.126448193604e-10       9.724668765022e-16       1.501476437220e-13       0.000000000000e+00       6.706565376903e-10       5.027318469936e-11       8.996177088754e-14 
   15       1.137429919040e-10       8.566738477485e-16       1.536038483324e-13       0.000000000000e+00       6.004206730621e-10       4.556235811175e-11       5.455477411548e-14 
   16       1.149749063319e-10       7.812930577046e-16       1.616796792418e-13       0.000000000000e+00       5.406496619069e-10       4.148697416552e-11       1.727176376137e-14 
   17       1.163211475529e-10       7.742915087803e-16       1.721483557717e-13       0.000000000000e+00       4.893279132211e-10       3.795182031646e-11      -1.574478164509e-14 
   18       1.177483187771e-10       8.253512207212e-16       1.832942197135e-13       0.000000000000e+00       4.447374029912e-10       3.486561706507e-11      -4.059024055315e-14 
   19       1.192622721069e-10       9.087177559106e-16       1.940837468106e-13       0.000000000000e+00       4.061937845985e-10       3.216203431196e-11      -5.579211737339e-14 
   20       1.208293656331e-10       9.927556499549e-16       2.035957103994e-13       0.000000000000e+00       3.722124890682e-10       2.971384526908e-11      -6.131825786091e-14 
   21       1.224552981099e-10       1.072704945751e-15       2.117142668284e-13       0.000000000000e+00       3.422680084797e-10       2.750570225482e-11      -5.854376158726e-14 
   22       1.241281404459e-10       1.155373908392e-15       2.186642017069e-13       0.000000000000e+00       3.156546539446e-10       2.552477901970e-11      -5.000746840313e-14 
   23       1.258526579133e-10       1.256907223252e-15       2.247421211600e-13       0.000000000000e+00       2.920122835383e-10       2.375218988361e-11      -3.815278785433e-14 
   24       1.276177045485e-10       1.396233629598e-15       2.303353249787e-13       0.000000000000e+00       2.707988142937e-10       2.214796848130e-11      -2.571573104641e-14 
   25       1.294239937589e-10       1.577970924508e-15       2.358380834197e-13       0.000000000000e+00       2.517685807200e-10       2.070673611381e-11      -1.451693845107e-14 
   26       1.312600439911e-10       1.800523210132e-15       2.416383145902e-13       0.000000000000e+00       2.345811657848e-10       1.941630102891e-11      -6.097170656647e-15 
