# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.338945392946e-10       6.932663988449e-15       5.026307924016e-13       0.000000000000e+00       9.420864181234e-09       3.742529019914e-10      -2.474924281913e-12 
    3       1.288883659240e-10       1.198017372582e-14       6.205162597069e-13       0.000000000000e+00       5.767570680450e-09       2.727863590475e-10      -2.189453356805e-12 
    4       1.230269870083e-10       1.436921361372e-14       6.392425875513e-13       0.000000000000e+00       4.002277531016e-09       2.103508735827e-10      -1.769645657621e-12 
    5       1.181838887429e-10       1.370948765105e-14       5.996906519577e-13       0.000000000000e+00       2.983720467663e-09       1.683730873881e-10      -1.339571160593e-12 
    6       1.145824295806e-10       1.095849942973e-14       5.300817181679e-13       0.000000000000e+00       2.328414391918e-09       1.383927027748e-10      -9.422628763062e-13 
    7       1.120582866726e-10       7.541018544078e-15       4.499843413054e-13       0.000000000000e+00       1.877245826785e-09       1.160015511381e-10      -6.005412221893e-13 
    8       1.104480021936e-10       4.596756670221e-15       3.712458011837e-13       0.000000000000e+00       1.550874373140e-09       9.871883674028e-11      -3.253686512889e-13 
    9       1.095514149654e-10       2.657087391912e-15       3.008700704357e-13       0.000000000000e+00       1.305515242147e-09       8.508997682005e-11      -1.197499684572e-13 
   10       1.092561844878e-10       1.693176263590e-15       2.427775222024e-13       0.000000000000e+00       1.115396988247e-09       7.417733224755e-11       1.947460649781e-14 
   11       1.094098679216e-10       1.366881934316e-15       1.987234736926e-13       0.000000000000e+00       9.351393549833e-10       6.552755985122e-11       9.921220585485e-14 
   12       1.098907954431e-10       1.300636214576e-15       1.688896413028e-13       0.000000000000e+00       8.166366069375e-10       5.808777274009e-11       1.324896743791e-13 
   13       1.106446313715e-10       1.246867975488e-15       1.521248164762e-13       0.000000000000e+00       7.194235943465e-10       5.170477650482e-11       1.300914871544e-13 
   14       1.116455606249e-10       1.126507766219e-15       1.462026747337e-13       0.000000000000e+00       6.385983515234e-10       4.650834282864e-11       1.047771892436e-13 
   15       1.128265987732e-10       9.750255291593e-16       1.483115224073e-13       0.000000000000e+00       5.706177999518e-10       4.212200839014e-11       6.715661141890e-14 
   16       1.141110089734e-10       8.601897464830e-16       1.556271313722e-13       0.000000000000e+00       5.128498841606e-10       3.828603868571e-11       2.630634641925e-14 
   17       1.155366366912e-10       8.221895527775e-16       1.656636409077e-13       0.000000000000e+00       4.633195068483e-10       3.495876246147e-11      -1.069955939499e-14 
   18       1.170506676174e-10       8.546357153497e-16       1.763447082619e-13       0.000000000000e+00       4.203491919430e-10       3.203740803238e-11      -3.936087159428e-14 
   19       1.186601566589e-10       9.266274076159e-16       1.865183105085e-13       0.000000000000e+00       3.832562262594e-10       2.949460436516e-11      -5.782617399145e-14 
   20       1.203464988105e-10       9.974793844239e-16       1.952171594192e-13       0.000000000000e+00       3.506000723491e-10       2.726425757316e-11      -6.573951395053e-14 
   21       1.221002740938e-10       1.057014137784e-15       2.022458524473e-13       0.000000000000e+00       3.218637245706e-10       2.527954141042e-11      -6.438272063780e-14 
   22       1.238878764466e-10       1.108462963293e-15       2.077688393455e-13       0.000000000000e+00       2.963571470386e-10       2.344771172791e-11      -5.633495330326e-14 
   23       1.257279763943e-10       1.170715351439e-15       2.122034357795e-13       0.000000000000e+00       2.737270966840e-10       2.177930507870e-11      -4.413057127740e-14 
   24       1.276315656775e-10       1.268081056727e-15       2.161248289829e-13       0.000000000000e+00       2.534474113668e-10       2.029634031730e-11      -3.067898893692e-14 
   25       1.295843643275e-10       1.408916511105e-15       2.199950125207e-13       0.000000000000e+00       2.352778544988e-10       1.898167005277e-11      -1.805106838121e-14 
   26       1.315518697499e-10       1.594388288667e-15       2.242479498754e-13       0.000000000000e+00       2.188880829590e-10       1.779183540341e-11      -8.093475476864e-15 
   27       1.335399644550e-10       1.817483258954e-15       2.291150681542e-13       0.000000000000e+00       2.040807166123e-10       1.670343542962e-11      -1.706161353929e-15 
   28       1.355568484959e-10       2.068382128213e-15       2.346984232375e-13       0.000000000000e+00       1.905997564458e-10       1.569370083919e-11       7.039902754766e-16 
   29       1.376090644475e-10       2.345460882256e-15       2.408120899528e-13       0.000000000000e+00       1.783757523740e-10       1.476545912876e-11      -4.061610208686e-16 
   30       1.396897764698e-10       2.649324569745e-15       2.470930719633e-13       0.000000000000e+00       1.672766558221e-10       1.392298046092e-11      -4.045439609022e-15 
   31       1.417824666581e-10       2.980058795666e-15       2.530907716438e-13       0.000000000000e+00       1.570751282826e-10       1.316240773576e-11      -8.981463101305e-15 
   32       1.438936755486e-10       3.336307683287e-15       2.584332036358e-13       0.000000000000e+00       1.477182416845e-10       1.247459470600e-11      -1.433039837743e-14 
   33       1.460300540823e-10       3.715767307754e-15       2.627100601416e-13       0.000000000000e+00       1.391397382880e-10       1.184164683568e-11      -1.915406488648e-14 
   34       1.481920120048e-10       4.116115756734e-15       2.654962902799e-13       0.000000000000e+00       1.312193811753e-10       1.124225960706e-11      -2.249850605541e-14 
   35       1.503853174512e-10       4.537607838430e-15       2.666056251629e-13       0.000000000000e+00       1.239163516743e-10       1.067618500769e-11      -2.411234696412e-14 
   36       1.526119171188e-10       4.981389082194e-15       2.659240303987e-13       0.000000000000e+00       1.171716678733e-10       1.014758059301e-11      -2.397895471994e-14 
   37       1.548685890276e-10       5.449060417584e-15       2.633788705850e-13       0.000000000000e+00       1.108971247232e-10       9.658137202382e-12      -2.218906072993e-14 
   38       1.571558074124e-10       5.943463918630e-15       2.590594741159e-13       0.000000000000e+00       1.050764275481e-10       9.206500154108e-12      -1.913689397532e-14 
   39       1.594705694153e-10       6.468210276277e-15       2.531410447429e-13       0.000000000000e+00       9.969111300652e-11       8.788200699690e-12      -1.540205867926e-14 
   40       1.618031878232e-10       7.027517425609e-15       2.458572030072e-13       0.000000000000e+00       9.468979791033e-11       8.395461297453e-12      -1.170912342922e-14 
