#scalar perturbations for mode k = 1.000000000000e+00 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       2.604366609786e+00       5.648708979300e-06      -2.795511895185e+00       2.874869425733e-01       7.180670579243e-06       1.795167644811e-05       2.522180113562e-10       3.590335289621e-06      -2.096633994486e+00       2.874871008025e-01       4.833221966271e-01       5.278071570476e-01      -2.651295453707e+00       1.523086679431e-01       1.242750616134e-01      -2.382498826052e+00       7.026802601699e-01 
       2.635856883919e+00       5.717372490339e-06      -2.822071467285e+00       2.806247720183e-01       7.180767453133e-06       1.795191863283e-05       2.583904929368e-10       3.590383726566e-06      -2.116553678681e+00       2.806249390319e-01       4.806915143942e-01       5.241491831056e-01      -2.672119756284e+00       1.426172692725e-01       1.243746318665e-01      -2.415705182907e+00       7.093286917670e-01 
       2.667347158053e+00       5.786044676430e-06      -2.848423087143e+00       2.734733076180e-01       7.166946167473e-06       1.791736541868e-05       2.641255414705e-10       3.583473083737e-06      -2.136317398977e+00       2.734734837628e-01       4.780400353753e-01       5.204696474684e-01      -2.692618182503e+00       1.326785774648e-01       1.243669840783e-01      -2.449184619984e+00       7.159157103657e-01 
       2.698837432187e+00       5.854725537575e-06      -2.874551981446e+00       2.660336201410e-01       7.138539752437e-06       1.784634938109e-05       2.693612732738e-10       3.569269876218e-06      -2.155914075399e+00       2.660338057709e-01       4.753681128901e-01       5.167692123530e-01      -2.712777812644e+00       1.224979625923e-01       1.242503269102e-01      -2.482933209779e+00       7.224408715726e-01 
       2.730327706320e+00       5.923415073773e-06      -2.900443447532e+00       2.583069262485e-01       7.094874928545e-06       1.773718732136e-05       2.740323082627e-10       3.547437464273e-06      -2.175332680963e+00       2.583071217242e-01       4.726760964506e-01       5.130485342651e-01      -2.732585979018e+00       1.120809812258e-01       1.240229471577e-01      -2.516947028218e+00       7.289037595505e-01 
       2.761817980454e+00       5.992113285023e-06      -2.926082790205e+00       2.502945383738e-01       7.035271237026e-06       1.758817809256e-05       2.780696365572e-10       3.517635618513e-06      -2.194562194284e+00       2.502947440628e-01       4.699643476726e-01       5.093082811279e-01      -2.752030204410e+00       1.014333224191e-01       1.236832114466e-01      -2.551222103574e+00       7.353039372765e-01 
       2.796153494932e+00       6.067028471082e-06      -2.953734231831e+00       2.412343290519e-01       6.951312438401e-06       1.737828109600e-05       2.816641459729e-10       3.475656219200e-06      -2.215300782763e+00       2.412345463036e-01       4.669855209611e-01       5.052085581638e-01      -2.772802178051e+00       8.956761212494e-02       1.231829177447e-01      -2.588887095980e+00       7.422104330738e-01 
       2.830489009409e+00       6.141953970647e-06      -2.981049687301e+00       2.318382502277e-01       6.846692312254e-06       1.711673078063e-05       2.843194816545e-10       3.423346156127e-06      -2.235787382029e+00       2.318384794952e-01       4.639841304066e-01       5.010872120194e-01      -2.793111454673e+00       7.744243701587e-02       1.225453045995e-01      -2.626852800210e+00       7.490413613061e-01 
       2.864824523887e+00       6.216889783720e-06      -3.008010390492e+00       2.221085344487e-01       6.720507616623e-06       1.680126904156e-05       2.859309099089e-10       3.360253808312e-06      -2.256007917508e+00       2.221087761934e-01       4.609606467401e-01       4.969451027161e-01      -2.812942898411e+00       6.506581844489e-02       1.217685923350e-01      -2.665114032712e+00       7.557962152246e-01 
       2.899160038364e+00       6.291835910300e-06      -3.034597657731e+00       2.120475721559e-01       6.571848509583e-06       1.642962127396e-05       2.863881288598e-10       3.285924254792e-06      -2.275948376458e+00       2.120478268467e-01       4.579155490318e-01       4.927830961675e-01      -2.832281721520e+00       5.244596359057e-02       1.208511230338e-01      -2.703665574923e+00       7.624744836293e-01 
       2.933495552842e+00       6.366792350387e-06      -3.060792934115e+00       2.016579389883e-01       6.399800188011e-06       1.599950047003e-05       2.855751930463e-10       3.199900094006e-06      -2.295594842721e+00       2.016582071018e-01       4.548493159070e-01       4.886020545291e-01      -2.851113531835e+00       3.959128629754e-02       1.197913625329e-01      -2.742502202458e+00       7.690756791363e-01 
       2.967831067320e+00       6.441759103981e-06      -3.086577813975e+00       1.909424043023e-01       6.203444060489e-06       1.550861015122e-05       2.833704258031e-10       3.101722030244e-06      -2.314933512058e+00       1.909426863225e-01       4.517624228321e-01       4.844028331778e-01      -2.869424354065e+00       2.651040905525e-02       1.185879024414e-01      -2.781618694931e+00       7.755993477349e-01 
       3.002166581797e+00       6.516736171082e-06      -3.111933989258e+00       1.799038826704e-01       5.981857088420e-06       1.495464272105e-05       2.796462525078e-10       2.990928544210e-06      -2.333950653450e+00       1.799041790881e-01       4.486553561777e-01       4.801862956211e-01      -2.887200578717e+00       1.321210788453e-02       1.172394619727e-01      -2.821009791755e+00       7.820450214035e-01 
       3.039637963742e+00       6.598572673909e-06      -3.139095372938e+00       1.674922676582e-01       5.710151415528e-06       1.427537853882e-05       2.736908797253e-10       2.855075707764e-06      -2.354321702620e+00       1.674925803563e-01       4.452420728487e-01       4.755659130568e-01      -2.905974740185e+00      -1.538313415120e-03       1.156010709588e-01      -2.864305655796e+00       7.889898446142e-01 
       3.077109345687e+00       6.680421460138e-06      -3.165701163443e+00       1.547039231825e-01       5.406088220453e-06       1.351522055113e-05       2.655850020113e-10       2.703044110227e-06      -2.374276057531e+00       1.547042527615e-01       4.418059758429e-01       4.709270446978e-01      -2.924079931093e+00      -1.652514227483e-02       1.137873201514e-01      -2.907915450366e+00       7.958406893579e-01 
       3.114580727632e+00       6.762282529769e-06      -3.191728208875e+00       1.415433536017e-01       5.068461225667e-06       1.267115306417e-05       2.551381748912e-10       2.534230612834e-06      -2.393796354280e+00       1.415437006699e-01       4.383477009243e-01       4.662708008373e-01      -2.941500200137e+00      -3.173627872275e-02       1.117970784675e-01      -2.951832312952e+00       8.025970247202e-01 
       3.152052109577e+00       6.844155882802e-06      -3.217153575164e+00       1.280152816764e-01       4.696063631358e-06       1.174015907840e-05       2.421511024032e-10       2.348031815679e-06      -2.412865392339e+00       1.280156468489e-01       4.348678925114e-01       4.615982949855e-01      -2.958220192662e+00      -4.715943270319e-02       1.096294046148e-01      -2.996049351647e+00       8.092583201350e-01 
       3.189523491522e+00       6.926041519238e-06      -3.241954589407e+00       1.141246708709e-01       4.287690376693e-06       1.071922594173e-05       2.264155708318e-10       2.143845188347e-06      -2.431466167054e+00       1.141250547694e-01       4.313671964234e-01       4.569106358883e-01      -2.974225192322e+00      -6.278211241049e-02       1.072835487847e-01      -3.040559669521e+00       8.158240700289e-01 
       3.226994873467e+00       7.007939439076e-06      -3.266108870959e+00       9.987673854010e-02       3.842140205387e-06       9.605350513468e-06       2.077143886285e-10       1.921070102694e-06      -2.449581892964e+00       9.987714179211e-02       4.278462555439e-01       4.522089227507e-01      -2.989501149959e+00      -7.859162178120e-02       1.047589542641e-01      -3.085356379899e+00       8.222938094720e-01 
       3.264466255412e+00       7.089849642316e-06      -3.289594302003e+00       8.527691729717e-02       3.358215802642e-06       8.395539506604e-06       1.858212355976e-10       1.679107901321e-06      -2.467195981730e+00       8.527734053527e-02       4.243057197768e-01       4.474942555701e-01      -3.004034651435e+00      -9.457510983966e-02       1.020552588307e-01      -3.130432576353e+00       8.286670781328e-01 
       3.305403239465e+00       7.179349484820e-06      -3.314461599089e+00       6.893125749894e-02       2.784268773231e-06       6.960671933077e-06       1.579770643286e-10       1.392134386615e-06      -2.485846472330e+00       6.893170329993e-02       4.204161073168e-01       4.423300331401e-01      -3.019048652982e+00      -1.122203998207e-01       9.889660303931e-02      -3.179989018406e+00       8.355189895293e-01 
       3.346340223517e+00       7.268863987897e-06      -3.338476518125e+00       5.218004911538e-02       2.161555838581e-06       5.403889596454e-06       1.257222766144e-10       1.080777919291e-06      -2.503857680331e+00       5.218051824450e-02       4.165047424593e-01       4.371530820022e-01      -3.033145589153e+00      -1.300406621932e-01       9.552404082694e-02      -3.229861766227e+00       8.422546806049e-01 
       3.387277207570e+00       7.358393151547e-06      -3.361611490973e+00       3.503130688014e-02       1.488547321063e-06       3.721368302656e-06       8.872404105933e-11       7.442736605313e-07      -2.521208929663e+00       3.503180010646e-02       4.125724793650e-01       4.319648144961e-01      -3.046310732691e+00      -1.480185475450e-01       9.193790355755e-02      -3.280041814474e+00       8.488736438434e-01 
       3.428214191623e+00       7.447936975769e-06      -3.383839410796e+00       1.749334364310e-02       7.637284005299e-07       1.909321001325e-06       4.663624975879e-11       3.818642002649e-07      -2.537879890228e+00       1.749386173841e-02       4.086201786907e-01       4.267666390700e-01      -3.058530323124e+00      -1.661365582500e-01       8.813880401426e-02      -3.330520149095e+00       8.553753870637e-01 
       3.469151175676e+00       7.537495460564e-06      -3.405133657599e+00      -4.252291571548e-04      -1.439830574407e-08      -3.599576436016e-08      -9.004885836906e-13      -7.199152872033e-09      -2.553850597061e+00      -4.246854195097e-04       4.046487057491e-01       4.215599579944e-01      -3.069791583669e+00      -1.843770645872e-01       8.412763651417e-02      -3.381287755024e+00       8.617594388899e-01 
       3.510088159728e+00       7.627068605932e-06      -3.425468144084e+00      -1.871548155282e-02      -8.473092157635e-07      -2.118273039409e-06      -5.425876800270e-11      -4.236546078818e-07      -2.569101484722e+00      -1.871491139912e-02       4.006589237505e-01       4.163461600226e-01      -3.080082757559e+00      -2.027223013003e-01       7.990557671165e-02      -3.432335639295e+00       8.680253738763e-01 
       3.551025143781e+00       7.716656411873e-06      -3.444817325333e+00      -3.736817809428e-02      -1.736457606399e-06      -4.341144015998e-06      -1.138243567215e-10      -8.682288031996e-07      -2.583613394553e+00      -3.736758075166e-02       3.966516957484e-01       4.111266221986e-01      -3.089393107301e+00      -2.211543970315e-01       7.547408115111e-02      -3.483654827254e+00       8.741728048340e-01 
       3.595806192817e+00       7.814673482834e-06      -3.464825456353e+00      -5.817627202290e-02      -2.775193200576e-06      -6.937983001439e-06      -1.865638901838e-10      -1.387596600288e-06      -2.598619520250e+00      -5.817564405568e-02       3.922492319700e-01       4.054120100654e-01      -3.098442924048e+00      -2.413956192361e-01       7.038865910550e-02      -3.540093090732e+00       8.807613139125e-01 
