# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.640686824131e-10       7.625615588040e-15       4.657522155494e-13       2.334736125589e-19       8.325921548065e-09       5.654219217868e-10      -2.547070055632e-12 
    3       1.519600023047e-10       1.270115759141e-14       5.961607643166e-13       4.671692410875e-19       5.168852814701e-09       3.989677031340e-10      -2.227176135226e-12 
    4       1.410313785920e-10       1.450288502188e-14       6.188868429138e-13       7.791010067277e-19       3.601329633372e-09       3.016938929145e-10      -1.756266547201e-12 
    5       1.326125493132e-10       1.306879589042e-14       5.788136588607e-13       1.169543621583e-18       2.688889799561e-09       2.382943235324e-10      -1.281285474430e-12 
    6       1.264523543322e-10       9.793448509009e-15       5.074443739376e-13       1.638822845891e-18       2.100475633985e-09       1.939258520258e-10      -8.529824034311e-13 
    7       1.220884325216e-10       6.297721602940e-15       4.260184162252e-13       2.187304773669e-18       1.695374234489e-09       1.613640465494e-10      -4.966043669184e-13 
    8       1.191205024412e-10       3.642647464272e-15       3.471652493100e-13       2.815383959099e-18       1.402117645803e-09       1.365791925540e-10      -2.225008281396e-13 
    9       1.172034036998e-10       2.128683835298e-15       2.783842310996e-13       3.523470852494e-18       1.181347332750e-09       1.171727763109e-10      -3.083870333393e-14 
   10       1.160780073007e-10       1.507605765659e-15       2.238165750370e-13       4.311979040464e-18       1.010239758596e-09       1.017096595332e-10       8.578857471342e-14 
   11       1.156236417721e-10       1.339784104180e-15       1.849129004541e-13       5.181312790507e-18       8.543330541700e-10       8.957886370782e-11       1.394424696814e-13 
   12       1.156596587517e-10       1.274783900714e-15       1.610021117053e-13       6.131855385550e-18       7.468452895447e-10       7.908877968724e-11       1.462591766479e-13 
   13       1.160275730460e-10       1.160433299749e-15       1.500184321640e-13       7.163958699515e-18       6.585514536673e-10       7.051622896033e-11       1.220689631045e-13 
   14       1.166894521824e-10       1.005189359489e-15       1.490632243684e-13       8.277934412230e-18       5.850554013121e-10       6.315109616755e-11       8.056293807997e-14 
   15       1.176297597841e-10       8.786385534881e-16       1.547996330484e-13       9.474047192999e-18       5.231582201975e-10       5.692994110109e-11       3.408886051650e-14 
   16       1.187288025733e-10       8.291515523699e-16       1.641482475991e-13       1.075251009988e-17       4.705053069108e-10       5.168684504802e-11      -8.263149651042e-15 
   17       1.199844054565e-10       8.544835469964e-16       1.747677302578e-13       1.211348234936e-17       4.253178060149e-10       4.715710470672e-11      -4.077882386387e-14 
   18       1.213698487919e-10       9.153109121848e-16       1.848906612922e-13       1.355706835242e-17       3.860824191102e-10       4.313885466300e-11      -6.079212693216e-14 
   19       1.228870108876e-10       9.832052077915e-16       1.937431762292e-13       1.508332609376e-17       3.521794299558e-10       3.960142267098e-11      -6.835591578869e-14 
   20       1.244928430212e-10       1.035812020588e-15       2.008701092768e-13       1.669225926929e-17       3.223094504427e-10       3.647335532819e-11      -6.542288765734e-14 
   21       1.261862377676e-10       1.085490074853e-15       2.064732231536e-13       1.838384109396e-17       2.960064757939e-10       3.369982805091e-11      -5.486795336693e-14 
   22       1.279460610492e-10       1.158258502941e-15       2.110873951765e-13       2.015800491555e-17       2.726434700053e-10       3.118919265934e-11      -4.060596106506e-14 
   23       1.297694759429e-10       1.269827477288e-15       2.152800692200e-13       2.201467251622e-17       2.519012904649e-10       2.892183273026e-11      -2.567525173879e-14 
   24       1.316394051231e-10       1.430525904402e-15       2.196615319460e-13       2.395374468057e-17       2.333027248401e-10       2.687739624372e-11      -1.299796515213e-14 
   25       1.335669394711e-10       1.635771516928e-15       2.245716844873e-13       2.597513418451e-17       2.166301852556e-10       2.505569363235e-11      -4.039572949075e-15 
   26       1.355530764121e-10       1.875259641289e-15       2.302159462056e-13       2.807875427149e-17       2.015829905842e-10       2.343891026903e-11       3.915633037258e-16 
   27       1.375834106224e-10       2.145084017700e-15       2.365358188048e-13       3.026454754002e-17       1.879818183805e-10       2.198084364274e-11       5.659924011936e-16 
   28       1.396309149123e-10       2.442927933755e-15       2.433037855891e-13       3.253247855951e-17       1.755934960786e-10       2.062036927357e-11      -2.653625646285e-15 
   29       1.417061450610e-10       2.768169931206e-15       2.501231647078e-13       3.488256710638e-17       1.643552966905e-10       1.935915991295e-11      -8.150795786816e-15 
   30       1.438209557482e-10       3.120371747183e-15       2.564352377539e-13       3.731486950278e-17       1.541469573017e-10       1.821091851970e-11      -1.440811798464e-14 
   31       1.459764336652e-10       3.498598228680e-15       2.616172663136e-13       3.982947845638e-17       1.447608218718e-10       1.717860733208e-11      -1.975994610109e-14 
   32       1.481757130738e-10       3.901276550399e-15       2.653321161498e-13       4.242654516226e-17       1.361488741742e-10       1.624991591197e-11      -2.353908032815e-14 
   33       1.504131626608e-10       4.326215006052e-15       2.673021198374e-13       4.510627334011e-17       1.282507387259e-10       1.539781784865e-11      -2.534555337831e-14 
   34       1.526759673320e-10       4.771944062020e-15       2.672837060124e-13       4.786891326808e-17       1.209564641882e-10       1.459044692671e-11      -2.490491589270e-14 
   35       1.549665519133e-10       5.242390230796e-15       2.652997089484e-13       5.071474419160e-17       1.142288442286e-10       1.382610425678e-11      -2.260558932339e-14 
   36       1.572862020106e-10       5.743936199472e-15       2.614934017726e-13       5.364409313031e-17       1.080139171421e-10       1.310946436485e-11      -1.916834402631e-14 
   37       1.596313360141e-10       6.282916271515e-15       2.560466034250e-13       5.665732068079e-17       1.022308581247e-10       1.244234095274e-11      -1.539492927625e-14 
   38       1.620040424057e-10       6.860931591131e-15       2.490927119512e-13       5.975474202328e-17       9.686487447771e-11       1.182485256340e-11      -1.174001820087e-14 
   39       1.644038025066e-10       7.478013394375e-15       2.407803749843e-13       6.293668473280e-17       9.189915413393e-11       1.125407396961e-11      -8.611255923700e-15 
   40       1.668238658297e-10       8.133845542069e-15       2.312999095472e-13       6.620351276022e-17       8.728661427129e-11       1.072330931150e-11      -6.489256951480e-15 
   41       1.692556565709e-10       8.827953548603e-15       2.208165855579e-13       6.955559020373e-17       8.296633613081e-11       1.022440923303e-11      -5.779904723709e-15 
   42       1.717052273631e-10       9.560405363039e-15       2.092385297207e-13       7.299315314718e-17       7.892565453248e-11       9.756408547555e-12      -6.303451394092e-15 
   43       1.741811051732e-10       1.033129692502e-14       1.963773457324e-13       7.651639980603e-17       7.515383412213e-11       9.319154950008e-12      -7.646084699802e-15 
   44       1.766894428290e-10       1.114054805442e-14       1.820084459744e-13       8.012552492379e-17       7.162343126587e-11       8.910770586417e-12      -9.291245408676e-15 
   45       1.792336899455e-10       1.198804017993e-14       1.659075035214e-13       8.382068518269e-17       6.830010133391e-11       8.528411638485e-12      -1.072240870976e-14 
   46       1.818141540458e-10       1.287410240797e-14       1.479783012002e-13       8.760188419049e-17       6.517865125369e-11       8.171153748090e-12      -1.178290343064e-14 
   47       1.844278277305e-10       1.379915360213e-14       1.281591358653e-13       9.146905232545e-17       6.225550272507e-11       7.837726770577e-12      -1.241295748820e-14 
   48       1.870681461267e-10       1.476356564014e-14       1.063872549289e-13       9.542207551645e-17       5.951781978198e-11       7.525599323041e-12      -1.254994865362e-14 
   49       1.897247017286e-10       1.576766183490e-14       8.259875704570e-14       9.946079281664e-17       5.694282012157e-11       7.230888207329e-12      -1.212839189808e-14 
   50       1.923873203119e-10       1.681168372452e-14       5.675146035504e-14       1.035849916820e-16       5.450464430143e-11       6.949497793849e-12      -1.112193415165e-14 
   51       1.950602545395e-10       1.789568447842e-14       2.890105545374e-14       1.077943979251e-16       5.219875919114e-11       6.681112914434e-12      -9.682806260292e-15 
   52       1.977513501344e-10       1.901960382818e-14      -8.545483852384e-16       1.120886788401e-16       5.002298815190e-11       6.426133227217e-12      -8.040201812635e-15 
   53       2.004679434989e-10       2.018329417498e-14      -3.239542589497e-14       1.164674427860e-16       4.797020700800e-11       6.184506062180e-12      -6.463495644207e-15 
   54       2.032167817824e-10       2.138651752209e-14      -6.557865430337e-14       1.209302366520e-16       4.602801104030e-11       5.955693724666e-12      -5.264208002681e-15 
   55       2.060031818634e-10       2.262901244609e-14      -1.002751390563e-13       1.254765963423e-16       4.418250018284e-11       5.738893876282e-12      -4.715364181491e-15 
   56       2.088284457553e-10       2.391072152041e-14      -1.364930524778e-13       1.301062187217e-16       4.243149864854e-11       5.533839693081e-12      -4.781614681079e-15 
   57       2.116916631246e-10       2.523161501573e-14      -1.742833407287e-13       1.348188279461e-16       4.077403605520e-11       5.340141213383e-12      -5.325511491552e-15 
   58       2.145903089226e-10       2.659162547982e-14      -2.137050840375e-13       1.396141257275e-16       3.920634814848e-11       5.157027336677e-12      -6.183011746756e-15 
   59       2.175201338004e-10       2.799064739889e-14      -2.548259881973e-13       1.444917908654e-16       3.772170424491e-11       4.983322987289e-12      -7.162223531119e-15 
   60       2.204750545246e-10       2.942853685880e-14      -2.977228760644e-13       1.494514787780e-16       3.631023467473e-11       4.817426278056e-12      -8.042151686510e-15 
   61       2.234492485055e-10       3.090504041748e-14      -3.424648561385e-13       1.544928959637e-16       3.496167230233e-11       4.657738795521e-12      -8.624608443891e-15 
