# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  307       7.535237834334e+03       1.039745946101e+01       0.000000000000e+00       1.772237181645e+02       8.459840697620e-09       5.923577993588e-05       1.183350954894e-06 
  308       7.495411214907e+03       1.062735421903e+01       0.000000000000e+00       1.786304602220e+02       8.419513240131e-09       5.858601038473e-05       1.194840420986e-06 
  309       7.455228853430e+03       1.085990525887e+01       0.000000000000e+00       1.800010157949e+02       8.379474094222e-09       5.794047793429e-05       1.206173482292e-06 
  310       7.414702203826e+03       1.109508538897e+01       0.000000000000e+00       1.813346576175e+02       8.339677424638e-09       5.729934146265e-05       1.217351071573e-06 
  311       7.373842919877e+03       1.133286632810e+01       0.000000000000e+00       1.826306554850e+02       8.300073202018e-09       5.666275513191e-05       1.228374322273e-06 
  312       7.332662287746e+03       1.157321810145e+01       0.000000000000e+00       1.838883321048e+02       8.260619736669e-09       5.603086347395e-05       1.239244224055e-06 
  313       7.291169492465e+03       1.181610721691e+01       0.000000000000e+00       1.851072334738e+02       8.221322828440e-09       5.540378659770e-05       1.249960554252e-06 
  314       7.249373272896e+03       1.206149838641e+01       0.000000000000e+00       1.862869664454e+02       8.182199987451e-09       5.478163364487e-05       1.260522880383e-06 
  315       7.207282483176e+03       1.230935510329e+01       0.000000000000e+00       1.874271436990e+02       8.143268062516e-09       5.416450727429e-05       1.270930905097e-06 
  316       7.164906092984e+03       1.255963963247e+01       0.000000000000e+00       1.885273838284e+02       8.104543205763e-09       5.355250348002e-05       1.281184469146e-06 
  317       7.122253187807e+03       1.281231300062e+01       0.000000000000e+00       1.895873114304e+02       8.066040836637e-09       5.294571140808e-05       1.291283554390e-06 
  318       7.079332969200e+03       1.306733498633e+01       0.000000000000e+00       1.906065571931e+02       8.027775605301e-09       5.234421317168e-05       1.301228286821e-06 
  319       7.036154755051e+03       1.332466411031e+01       0.000000000000e+00       1.915847579848e+02       7.989761355422e-09       5.174808366502e-05       1.311018939609e-06 
  320       6.992727979847e+03       1.358425762554e+01       0.000000000000e+00       1.925215569421e+02       7.952011086342e-09       5.115739037563e-05       1.320655936167e-06 
  321       6.949062194937e+03       1.384607150745e+01       0.000000000000e+00       1.934166035583e+02       7.914536914618e-09       5.057219319527e-05       1.330139853240e-06 
  322       6.905167068795e+03       1.411006044413e+01       0.000000000000e+00       1.942695537725e+02       7.877350034950e-09       4.999254422939e-05       1.339471424014e-06 
  323       6.861052387284e+03       1.437617782646e+01       0.000000000000e+00       1.950800700575e+02       7.840460680469e-09       4.941848760513e-05       1.348651541249e-06 
  324       6.816728053921e+03       1.464437573833e+01       0.000000000000e+00       1.958478215085e+02       7.803878082399e-09       4.885005927784e-05       1.357681260428e-06 
  325       6.772204090141e+03       1.491460494676e+01       0.000000000000e+00       1.965724839316e+02       7.767610429074e-09       4.828728683625e-05       1.366561802936e-06 
  326       6.727490635558e+03       1.518681489215e+01       0.000000000000e+00       1.972537399323e+02       7.731664824323e-09       4.773018930602e-05       1.375294559253e-06 
  327       6.682597948235e+03       1.546095367840e+01       0.000000000000e+00       1.978912790041e+02       7.696047245203e-09       4.717877695206e-05       1.383881092170e-06 
  328       6.637536404941e+03       1.573696806310e+01       0.000000000000e+00       1.984847976166e+02       7.660762499083e-09       4.663305107918e-05       1.392323140030e-06 
  329       6.592316501420e+03       1.601480344774e+01       0.000000000000e+00       1.990339993047e+02       7.625814180080e-09       4.609300383146e-05       1.400622619987e-06 
  330       6.546948852654e+03       1.629440386782e+01       0.000000000000e+00       1.995385947562e+02       7.591204624836e-09       4.555861799009e-05       1.408781631288e-06 
  331       6.501444193123e+03       1.657571198309e+01       0.000000000000e+00       1.999983019010e+02       7.556934867629e-09       4.502986676974e-05       1.416802458576e-06 
  332       6.455813377074e+03       1.685866906771e+01       0.000000000000e+00       2.004128459994e+02       7.523004594825e-09       4.450671361358e-05       1.424687575214e-06 
  333       6.410067378785e+03       1.714321500040e+01       0.000000000000e+00       2.007819597303e+02       7.489412098660e-09       4.398911198675e-05       1.432439646632e-06 
  334       6.364217292823e+03       1.742928825464e+01       0.000000000000e+00       2.011053832803e+02       7.456154230350e-09       4.347700516839e-05       1.440061533695e-06 
  335       6.318274334315e+03       1.771682588884e+01       0.000000000000e+00       2.013828644316e+02       7.423226352516e-09       4.297032604231e-05       1.447556296090e-06 
  336       6.272249839208e+03       1.800576353654e+01       0.000000000000e+00       2.016141586506e+02       7.390622290944e-09       4.246899688613e-05       1.454927195739e-06 
  337       6.226155264533e+03       1.829603539654e+01       0.000000000000e+00       2.017990291768e+02       7.358334285646e-09       4.197292915895e-05       1.462177700231e-06 
  338       6.180002188672e+03       1.858757422313e+01       0.000000000000e+00       2.019372471108e+02       7.326352941236e-09       4.148202328766e-05       1.469311486272e-06 
  339       6.133802311616e+03       1.888031131620e+01       0.000000000000e+00       2.020285915032e+02       7.294667176622e-09       4.099616845172e-05       1.476332443166e-06 
  340       6.087567455237e+03       1.917417651149e+01       0.000000000000e+00       2.020728494428e+02       7.263264173988e-09       4.051524236656e-05       1.483244676307e-06 
  341       6.041309563545e+03       1.946909817073e+01       0.000000000000e+00       2.020698161451e+02       7.232129327084e-09       4.003911106545e-05       1.490052510697e-06 
  342       5.995040702955e+03       1.976500317181e+01       0.000000000000e+00       2.020192950409e+02       7.201246188814e-09       3.956762867998e-05       1.496760494490e-06 
  343       5.948773062552e+03       2.006181689896e+01       0.000000000000e+00       2.019210978651e+02       7.170596418105e-09       3.910063721908e-05       1.503373402547e-06 
  344       5.902518954350e+03       2.035946323295e+01       0.000000000000e+00       2.017750447444e+02       7.140159726073e-09       3.863796634660e-05       1.509896240024e-06 
  345       5.856290813564e+03       2.065786454125e+01       0.000000000000e+00       2.015809642865e+02       7.109913821471e-09       3.817943315739e-05       1.516334245973e-06 
  346       5.810101198867e+03       2.095694166818e+01       0.000000000000e+00       2.013386936685e+02       7.079834355415e-09       3.772484195199e-05       1.522692896967e-06 
  347       5.763962792655e+03       2.125661392514e+01       0.000000000000e+00       2.010480787250e+02       7.049894865385e-09       3.727398400984e-05       1.528977910751e-06 
  348       5.717888401316e+03       2.155679908076e+01       0.000000000000e+00       2.007089740370e+02       7.020066718500e-09       3.682663736106e-05       1.535195249905e-06 
  349       5.671890173318e+03       2.185741714129e+01       0.000000000000e+00       2.003212719590e+02       6.990326242477e-09       3.638261558085e-05       1.541349564819e-06 
  350       5.625977217114e+03       2.215840188524e+01       0.000000000000e+00       1.998849908512e+02       6.960676893688e-09       3.594191800674e-05       1.547439407761e-06 
  351       5.580157884812e+03       2.245968978863e+01       0.000000000000e+00       1.994001906852e+02       6.931128808898e-09       3.550458840714e-05       1.553461728605e-06 
  352       5.534440544909e+03       2.276121627193e+01       0.000000000000e+00       1.988669445533e+02       6.901691763163e-09       3.507066670534e-05       1.559413408034e-06 
  353       5.488833581794e+03       2.306291569394e+01       0.000000000000e+00       1.982853387844e+02       6.872375152750e-09       3.464018889017e-05       1.565291256668e-06 
  354       5.443345395236e+03       2.336472134571e+01       0.000000000000e+00       1.976554730618e+02       6.843187977798e-09       3.421318692603e-05       1.571092014181e-06 
  355       5.397984399884e+03       2.366656544443e+01       0.000000000000e+00       1.969774605395e+02       6.814138824716e-09       3.378968866231e-05       1.576812348414e-06 
  356       5.352759024762e+03       2.396837912734e+01       0.000000000000e+00       1.962514279592e+02       6.785235848315e-09       3.336971774216e-05       1.582448854486e-06 
  357       5.307677712762e+03       2.427009244561e+01       0.000000000000e+00       1.954775157678e+02       6.756486753672e-09       3.295329351072e-05       1.587998053897e-06 
  358       5.262748920143e+03       2.457163435826e+01       0.000000000000e+00       1.946558782335e+02       6.727898777739e-09       3.254043092259e-05       1.593456393628e-06 
  359       5.217981116025e+03       2.487293272606e+01       0.000000000000e+00       1.937866835634e+02       6.699478670666e-09       3.213114044881e-05       1.598820245235e-06 
  360       5.173382781884e+03       2.517391430541e+01       0.000000000000e+00       1.928701140198e+02       6.671232676868e-09       3.172542798313e-05       1.604085903941e-06 
  361       5.128962411048e+03       2.547450474227e+01       0.000000000000e+00       1.919063660379e+02       6.643166515815e-09       3.132329474772e-05       1.609249587718e-06 
  362       5.084728508194e+03       2.577462856604e+01       0.000000000000e+00       1.908956503419e+02       6.615285362546e-09       3.092473719819e-05       1.614307436368e-06 
  363       5.040689588841e+03       2.607420918344e+01       0.000000000000e+00       1.898381920625e+02       6.587593827912e-09       3.052974692805e-05       1.619255510599e-06 
  364       4.996854178847e+03       2.637316887247e+01       0.000000000000e+00       1.887342308536e+02       6.560095938545e-09       3.013831057253e-05       1.624089791097e-06 
  365       4.953230813904e+03       2.667142877626e+01       0.000000000000e+00       1.875840210093e+02       6.532795116542e-09       2.975040971174e-05       1.628806177589e-06 
  366       4.909828039035e+03       2.696890889698e+01       0.000000000000e+00       1.863878315806e+02       6.505694158879e-09       2.936602077326e-05       1.633400487903e-06 
  367       4.866654408087e+03       2.726552808976e+01       0.000000000000e+00       1.851459464928e+02       6.478795216532e-09       2.898511493408e-05       1.637868457029e-06 
  368       4.823718483229e+03       2.756120405655e+01       0.000000000000e+00       1.838586646618e+02       6.452099773330e-09       2.860765802191e-05       1.642205736165e-06 
  369       4.781028834446e+03       2.785585334008e+01       0.000000000000e+00       1.825263001116e+02       6.425608624514e-09       2.823361041589e-05       1.646407891767e-06 
  370       4.738594039035e+03       2.814939131770e+01       0.000000000000e+00       1.811491820908e+02       6.399321855011e-09       2.786292694669e-05       1.650470404587e-06 
  371       4.696422681102e+03       2.844173219532e+01       0.000000000000e+00       1.797276551898e+02       6.373238817430e-09       2.749555679592e-05       1.654388668713e-06 
  372       4.654523351054e+03       2.873278900128e+01       0.000000000000e+00       1.782620794576e+02       6.347358109758e-09       2.713144339499e-05       1.658157990599e-06 
  373       4.612904645097e+03       2.902247358029e+01       0.000000000000e+00       1.767528305187e+02       6.321677552773e-09       2.677052432331e-05       1.661773588094e-06 
  374       4.571575164735e+03       2.931069658729e+01       0.000000000000e+00       1.752002996901e+02       6.296194167164e-09       2.641273120590e-05       1.665230589460e-06 
  375       4.530543516256e+03       2.959736748138e+01       0.000000000000e+00       1.736048940982e+02       6.270904150360e-09       2.605798961033e-05       1.668524032396e-06 
  376       4.489818310237e+03       2.988239451970e+01       0.000000000000e+00       1.719670367955e+02       6.245802853059e-09       2.570621894304e-05       1.671648863044e-06 
  377       4.449408161036e+03       3.016568475133e+01       0.000000000000e+00       1.702871668781e+02       6.220884755467e-09       2.535733234514e-05       1.674599935000e-06 
  378       4.409321686287e+03       3.044714401122e+01       0.000000000000e+00       1.685657396020e+02       6.196143443236e-09       2.501123658743e-05       1.677372008318e-06 
  379       4.369567506394e+03       3.072667691404e+01       0.000000000000e+00       1.668032265004e+02       6.171571583104e-09       2.466783196489e-05       1.679959748504e-06 
  380       4.330154244032e+03       3.100418684814e+01       0.000000000000e+00       1.650001155003e+02       6.147160898233e-09       2.432701219058e-05       1.682357725515e-06 
  381       4.291090523637e+03       3.127957596939e+01       0.000000000000e+00       1.631569110399e+02       6.122902143249e-09       2.398866428880e-05       1.684560412742e-06 
  382       4.252384970903e+03       3.155274519513e+01       0.000000000000e+00       1.612741341850e+02       6.098785078973e-09       2.365266848776e-05       1.686562185997e-06 
  383       4.214046212281e+03       3.182359419804e+01       0.000000000000e+00       1.593523227463e+02       6.074798446852e-09       2.331889811152e-05       1.688357322489e-06 
  384       4.176082874470e+03       3.209202140005e+01       0.000000000000e+00       1.573920313963e+02       6.050929943076e-09       2.298721947140e-05       1.689939999802e-06 
  385       4.138503583913e+03       3.235792396623e+01       0.000000000000e+00       1.553938317858e+02       6.027166192396e-09       2.265749175665e-05       1.691304294860e-06 
  386       4.101316966296e+03       3.262119779873e+01       0.000000000000e+00       1.533583126615e+02       6.003492721626e-09       2.232956692464e-05       1.692444182893e-06 
  387       4.064531646042e+03       3.288173753062e+01       0.000000000000e+00       1.512860799824e+02       5.979893932837e-09       2.200328959031e-05       1.693353536399e-06 
  388       4.028155618782e+03       3.313944474301e+01       0.000000000000e+00       1.491777319534e+02       5.956357050856e-09       2.167853497538e-05       1.694027667276e-06 
  389       3.992194343933e+03       3.339425296756e+01       0.000000000000e+00       1.470337828589e+02       5.932884348357e-09       2.135532533470e-05       1.694468050904e-06 
  390       3.956652579783e+03       3.364610360722e+01       0.000000000000e+00       1.448547366094e+02       5.909481777950e-09       2.103371982925e-05       1.694677864460e-06 
  391       3.921535003071e+03       3.389493779796e+01       0.000000000000e+00       1.426411116647e+02       5.886155069859e-09       2.071377702885e-05       1.694660470083e-06 
  392       3.886846207986e+03       3.414069640917e+01       0.000000000000e+00       1.403934411308e+02       5.862909722888e-09       2.039555489023e-05       1.694419417534e-06 
  393       3.852590705159e+03       3.438332004413e+01       0.000000000000e+00       1.381122728567e+02       5.839750995268e-09       2.007911073504e-05       1.693958446856e-06 
  394       3.818772920664e+03       3.462274904046e+01       0.000000000000e+00       1.357981695316e+02       5.816683895369e-09       1.976450122757e-05       1.693281491064e-06 
  395       3.785397195016e+03       3.485892347049e+01       0.000000000000e+00       1.334517087816e+02       5.793713172305e-09       1.945178235244e-05       1.692392678836e-06 
  396       3.752467782165e+03       3.509178314179e+01       0.000000000000e+00       1.310734832671e+02       5.770843306393e-09       1.914100939203e-05       1.691296337226e-06 
  397       3.719988848493e+03       3.532126759755e+01       0.000000000000e+00       1.286641007794e+02       5.748078499505e-09       1.883223690383e-05       1.689996994388e-06 
  398       3.687964471814e+03       3.554731611702e+01       0.000000000000e+00       1.262241843377e+02       5.725422665284e-09       1.852551869762e-05       1.688499382314e-06 
  399       3.656398640368e+03       3.576986771597e+01       0.000000000000e+00       1.237543722864e+02       5.702879419234e-09       1.822090781245e-05       1.686808439589e-06 
  400       3.625295251821e+03       3.598886114711e+01       0.000000000000e+00       1.212553183919e+02       5.680452068687e-09       1.791845649351e-05       1.684929314154e-06 
  401       3.594658112258e+03       3.620423490056e+01       0.000000000000e+00       1.187276919393e+02       5.658143602632e-09       1.761821616884e-05       1.682867366092e-06 
  402       3.564490935184e+03       3.641592720422e+01       0.000000000000e+00       1.161721778298e+02       5.635956681430e-09       1.732023742587e-05       1.680628170420e-06 
  403       3.534797340519e+03       3.662387602430e+01       0.000000000000e+00       1.135894766776e+02       5.613893626384e-09       1.702456998781e-05       1.678217519900e-06 
  404       3.505580853596e+03       3.682801906568e+01       0.000000000000e+00       1.109803049067e+02       5.591956409191e-09       1.673126268992e-05       1.675641427859e-06 
  405       3.476844904157e+03       3.702829377239e+01       0.000000000000e+00       1.083453948479e+02       5.570146641255e-09       1.644036345552e-05       1.672906131032e-06 
  406       3.448592825349e+03       3.722463732803e+01       0.000000000000e+00       1.056854948360e+02       5.548465562874e-09       1.615191927199e-05       1.670018092409e-06 
  407       3.420827852724e+03       3.741698665622e+01       0.000000000000e+00       1.030013693067e+02       5.526914032292e-09       1.586597616649e-05       1.666984004105e-06 
  408       3.393553123236e+03       3.760527842104e+01       0.000000000000e+00       1.002937988932e+02       5.505492514618e-09       1.558257918163e-05       1.663810790234e-06 
  409       3.366771674233e+03       3.778944902745e+01       0.000000000000e+00       9.756358052376e+01       5.484201070616e-09       1.530177235087e-05       1.660505609810e-06 
  410       3.340486442461e+03       3.796943462174e+01       0.000000000000e+00       9.481152751844e+01       5.463039345354e-09       1.502359867386e-05       1.657075859650e-06 
  411       3.314700263056e+03       3.814517109197e+01       0.000000000000e+00       9.203846968594e+01       5.442006556725e-09       1.474810009160e-05       1.653529177299e-06 
  412       3.289415868542e+03       3.831659406842e+01       0.000000000000e+00       8.924525342076e+01       5.421101483828e-09       1.447531746141e-05       1.649873443965e-06 
  413       3.264635887831e+03       3.848363892398e+01       0.000000000000e+00       8.643274180011e+01       5.400322455218e-09       1.420529053179e-05       1.646116787470e-06 
  414       3.240362845215e+03       3.864624077466e+01       0.000000000000e+00       8.360181468088e+01       5.379667337012e-09       1.393805791710e-05       1.642267585216e-06 
  415       3.216599159368e+03       3.880433447997e+01       0.000000000000e+00       8.075336879669e+01       5.359133520866e-09       1.367365707209e-05       1.638334467162e-06 
  416       3.193347142340e+03       3.895785464337e+01       0.000000000000e+00       7.788831785478e+01       5.338717911809e-09       1.341212426626e-05       1.634326318815e-06 
  417       3.170608998553e+03       3.910673561275e+01       0.000000000000e+00       7.500759263305e+01       5.318416915940e-09       1.315349455811e-05       1.630252284244e-06 
  418       3.148386823804e+03       3.925091148079e+01       0.000000000000e+00       7.211214107703e+01       5.298226427985e-09       1.289780176920e-05       1.626121769093e-06 
  419       3.126682604254e+03       3.939031608548e+01       0.000000000000e+00       6.920292839684e+01       5.278141818717e-09       1.264507845803e-05       1.621944443621e-06 
  420       3.105498215430e+03       3.952488301051e+01       0.000000000000e+00       6.628093716420e+01       5.258157922233e-09       1.239535589384e-05       1.617730245750e-06 
  421       3.084835421222e+03       3.965454558570e+01       0.000000000000e+00       6.334716740937e+01       5.238269023089e-09       1.214866403015e-05       1.613489384131e-06 
  422       3.064695872878e+03       3.977923688749e+01       0.000000000000e+00       6.040263671817e+01       5.218468843295e-09       1.190503147827e-05       1.609232341216e-06 
  423       3.045081108002e+03       3.989888973932e+01       0.000000000000e+00       5.744838032896e+01       5.198750529170e-09       1.166448548056e-05       1.604969876355e-06 
  424       3.025992549553e+03       4.001343671211e+01       0.000000000000e+00       5.448545122959e+01       5.179106638049e-09       1.142705188354e-05       1.600713028900e-06 
  425       3.007431504836e+03       4.012281012467e+01       0.000000000000e+00       5.151492025438e+01       5.159529124851e-09       1.119275511092e-05       1.596473121324e-06 
  426       2.989399164507e+03       4.022694204416e+01       0.000000000000e+00       4.853787618115e+01       5.140009328498e-09       1.096161813639e-05       1.592261762359e-06 
  427       2.971896431024e+03       4.032577292655e+01       0.000000000000e+00       4.555535004549e+01       5.120540236547e-09       1.073365872316e-05       1.588088470026e-06 
  428       2.954923399640e+03       4.041927786092e+01       0.000000000000e+00       4.256808505013e+01       5.101123477523e-09       1.050887798708e-05       1.583953400534e-06 
  429       2.938479857783e+03       4.050744121893e+01       0.000000000000e+00       3.957675901819e+01       5.081762775404e-09       1.028727119737e-05       1.579854255292e-06 
  430       2.922565452887e+03       4.059024810149e+01       0.000000000000e+00       3.658205951562e+01       5.062461708500e-09       1.006883142244e-05       1.575788626254e-06 
  431       2.907179691280e+03       4.066768434493e+01       0.000000000000e+00       3.358468389840e+01       5.043223704291e-09       9.853549494545e-06       1.571753994387e-06 
  432       2.892321937069e+03       4.073973652706e+01       0.000000000000e+00       3.058533935980e+01       5.024052034201e-09       9.641413974150e-06       1.567747728139e-06 
  433       2.877991411022e+03       4.080639197332e+01       0.000000000000e+00       2.758474297758e+01       5.004949808300e-09       9.432411114236e-06       1.563767081893e-06 
  434       2.864187189455e+03       4.086763876287e+01       0.000000000000e+00       2.458362176120e+01       4.985919969953e-09       9.226524824334e-06       1.559809194422e-06 
  435       2.850908203119e+03       4.092346573471e+01       0.000000000000e+00       2.158271269907e+01       4.966965290400e-09       9.023736634397e-06       1.555871087322e-06 
  436       2.838153236081e+03       4.097386249378e+01       0.000000000000e+00       1.858276280573e+01       4.948088363270e-09       8.824025658478e-06       1.551949663451e-06 
  437       2.825920924611e+03       4.101881941710e+01       0.000000000000e+00       1.558452916913e+01       4.929291599033e-09       8.627368558220e-06       1.548041705353e-06 
  438       2.814209756069e+03       4.105832765983e+01       0.000000000000e+00       1.258877899777e+01       4.910577219383e-09       8.433739506152e-06       1.544143873674e-06 
  439       2.803018067788e+03       4.109237916144e+01       0.000000000000e+00       9.596289667990e+00       4.891947251563e-09       8.243110148805e-06       1.540252705576e-06 
  440       2.792344045956e+03       4.112096665178e+01       0.000000000000e+00       6.607848771167e+00       4.873403522615e-09       8.055449569625e-06       1.536364613133e-06 
  441       2.782185724509e+03       4.114408365722e+01       0.000000000000e+00       3.624254160923e+00       4.854947653571e-09       7.870724251711e-06       1.532475881733e-06 
  442       2.772540984008e+03       4.116172450672e+01       0.000000000000e+00       6.463140003613e-01       4.836581053576e-09       7.688898040350e-06       1.528582668457e-06 
  443       2.763407550529e+03       4.117388433799e+01       0.000000000000e+00      -2.325153190721e+00       4.818304913940e-09       7.509932105372e-06       1.524681000461e-06 
  444       2.754782994545e+03       4.118055910358e+01       0.000000000000e+00      -5.289318488607e+00       4.800120202129e-09       7.333784903313e-06       1.520766773350e-06 
  445       2.746664729815e+03       4.118174557698e+01       0.000000000000e+00      -8.245342518445e+00       4.782027655688e-09       7.160412139385e-06       1.516835749533e-06 
  446       2.739050012264e+03       4.117744135874e+01       0.000000000000e+00      -1.119237540703e+01       4.764027776091e-09       6.989766729261e-06       1.512883556588e-06 
  447       2.731935938872e+03       4.116764488259e+01       0.000000000000e+00      -1.412955673556e+01       4.746120822532e-09       6.821798760668e-06       1.508905685601e-06 
  448       2.725319446558e+03       4.115235542155e+01       0.000000000000e+00      -1.705601549246e+01       4.728306805637e-09       6.656455454791e-06       1.504897489508e-06 
  449       2.719197311064e+03       4.113157309402e+01       0.000000000000e+00      -1.997087002611e+01       4.710585481118e-09       6.493681127487e-06       1.500854181432e-06 
  450       2.713566145839e+03       4.110529886992e+01       0.000000000000e+00      -2.287322799768e+01       4.692956343355e-09       6.333417150314e-06       1.496770833000e-06 
  451       2.708422400931e+03       4.107353457679e+01       0.000000000000e+00      -2.576218633385e+01       4.675418618902e-09       6.175601911358e-06       1.492642372660e-06 
  452       2.703762361861e+03       4.103628290588e+01       0.000000000000e+00      -2.863683117964e+01       4.657971259936e-09       6.020170775888e-06       1.488463583996e-06 
  453       2.699582148517e+03       4.099354741831e+01       0.000000000000e+00      -3.149623785116e+01       4.640612937623e-09       5.867056046808e-06       1.484229104018e-06 
  454       2.695877714037e+03       4.094533255112e+01       0.000000000000e+00      -3.433947078839e+01       4.623342035430e-09       5.716186924923e-06       1.479933421466e-06 
  455       2.692644843690e+03       4.089164362345e+01       0.000000000000e+00      -3.716558350799e+01       4.606156642349e-09       5.567489469019e-06       1.475570875084e-06 
  456       2.689879153766e+03       4.083248684259e+01       0.000000000000e+00      -3.997361855605e+01       4.589054546064e-09       5.420886555750e-06       1.471135651907e-06 
  457       2.687576090460e+03       4.076786931011e+01       0.000000000000e+00      -4.276260746085e+01       4.572033226040e-09       5.276297839335e-06       1.466621785523e-06 
  458       2.685730928753e+03       4.069779902801e+01       0.000000000000e+00      -4.553157068570e+01       4.555089846548e-09       5.133639711069e-06       1.462023154336e-06 
  459       2.684338771305e+03       4.062228490477e+01       0.000000000000e+00      -4.827951758167e+01       4.538221249608e-09       4.992825258638e-06       1.457333479824e-06 
  460       2.683394547330e+03       4.054133676151e+01       0.000000000000e+00      -5.100544634040e+01       4.521423947869e-09       4.853764225257e-06       1.452546324778e-06 
  461       2.682893011491e+03       4.045496533805e+01       0.000000000000e+00      -5.370834394684e+01       4.504694117413e-09       4.716362968599e-06       1.447655091547e-06 
  462       2.682828742776e+03       4.036318229909e+01       0.000000000000e+00      -5.638718613208e+01       4.488027590492e-09       4.580524419556e-06       1.442653020262e-06 
  463       2.683196143393e+03       4.026600024027e+01       0.000000000000e+00      -5.904093732609e+01       4.471419848181e-09       4.446148040795e-06       1.437533187062e-06 
  464       2.683989437643e+03       4.016343269429e+01       0.000000000000e+00      -6.166855061051e+01       4.454866012972e-09       4.313129785127e-06       1.432288502308e-06 
  465       2.685202670818e+03       4.005549413703e+01       0.000000000000e+00      -6.426896767145e+01       4.438360841285e-09       4.181362053696e-06       1.426911708789e-06 
  466       2.686830100862e+03       3.994220449457e+01       0.000000000000e+00      -6.684121851878e+01       4.421900128259e-09       4.050755512076e-06       1.421396949508e-06 
  467       2.688867389117e+03       3.982360280656e+01       0.000000000000e+00      -6.938472416405e+01       4.405485034367e-09       3.921305749340e-06       1.415744555558e-06 
  468       2.691310444535e+03       3.969973400114e+01       0.000000000000e+00      -7.189900329292e+01       4.389118012854e-09       3.793029649821e-06       1.409956478330e-06 
  469       2.694155033357e+03       3.957064444119e+01       0.000000000000e+00      -7.438357336003e+01       4.372801418386e-09       3.665943808664e-06       1.404034740814e-06 
  470       2.697396778210e+03       3.943638193289e+01       0.000000000000e+00      -7.683795059677e+01       4.356537503942e-09       3.540064525535e-06       1.397981438383e-06 
  471       2.701031157214e+03       3.929699573428e+01       0.000000000000e+00      -7.926165001908e+01       4.340328417680e-09       3.415407798284e-06       1.391798739583e-06 
  472       2.705053503077e+03       3.915253656393e+01       0.000000000000e+00      -8.165418543528e+01       4.324176199764e-09       3.291989316584e-06       1.385488886929e-06 
  473       2.709459002205e+03       3.900305660948e+01       0.000000000000e+00      -8.401506945380e+01       4.308082779154e-09       3.169824455527e-06       1.379054197696e-06 
  474       2.714242693796e+03       3.884860953624e+01       0.000000000000e+00      -8.634381349102e+01       4.292049970367e-09       3.048928269192e-06       1.372497064724e-06 
  475       2.719399468945e+03       3.868925049579e+01       0.000000000000e+00      -8.863992777903e+01       4.276079470196e-09       2.929315484173e-06       1.365819957218e-06 
  476       2.724924069746e+03       3.852503613458e+01       0.000000000000e+00      -9.090292137346e+01       4.260172854399e-09       2.811000493078e-06       1.359025421555e-06 
  477       2.730811088394e+03       3.835602460250e+01       0.000000000000e+00      -9.313230216122e+01       4.244331574350e-09       2.693997347988e-06       1.352116082094e-06 
  478       2.737054966282e+03       3.818227556150e+01       0.000000000000e+00      -9.532757686836e+01       4.228556953655e-09       2.578319753884e-06       1.345094641988e-06 
  479       2.743649993111e+03       3.800385019417e+01       0.000000000000e+00      -9.748825106779e+01       4.212850184731e-09       2.463981062041e-06       1.337963884003e-06 
  480       2.750590305984e+03       3.782081121234e+01       0.000000000000e+00      -9.961382918712e+01       4.197212325353e-09       2.350994263387e-06       1.330726671334e-06 
  481       2.757869888512e+03       3.763322286566e+01       0.000000000000e+00      -1.017038145164e+02       4.181644295158e-09       2.239371981823e-06       1.323385948430e-06 
  482       2.765482569912e+03       3.744115095020e+01       0.000000000000e+00      -1.037577092161e+02       4.166146872121e-09       2.129126467516e-06       1.315944741820e-06 
  483       2.773422024113e+03       3.724466281704e+01       0.000000000000e+00      -1.057750143246e+02       4.150720688988e-09       2.020269590150e-06       1.308406160943e-06 
  484       2.781681768854e+03       3.704382738088e+01       0.000000000000e+00      -1.077552297661e+02       4.135366229675e-09       1.912812832149e-06       1.300773398979e-06 
  485       2.790255164789e+03       3.683871512863e+01       0.000000000000e+00      -1.096978543586e+02       4.120083825631e-09       1.806767281859e-06       1.293049733689e-06 
  486       2.799135414586e+03       3.662939812796e+01       0.000000000000e+00      -1.116023858214e+02       4.104873652164e-09       1.702143626705e-06       1.285238528249e-06 
  487       2.808315562028e+03       3.641595003595e+01       0.000000000000e+00      -1.134683207832e+02       4.089735724728e-09       1.598952146299e-06       1.277343232099e-06 
  488       2.817788491118e+03       3.619844610766e+01       0.000000000000e+00      -1.152951547895e+02       4.074669895176e-09       1.497202705529e-06       1.269367381783e-06 
  489       2.827546925176e+03       3.597696320473e+01       0.000000000000e+00      -1.170823823109e+02       4.059675847973e-09       1.396904747605e-06       1.261314601805e-06 
  490       2.837583425948e+03       3.575157980394e+01       0.000000000000e+00      -1.188294967504e+02       4.044753096372e-09       1.298067287068e-06       1.253188605476e-06 
  491       2.847890392698e+03       3.552237600586e+01       0.000000000000e+00      -1.205359904514e+02       4.029900978554e-09       1.200698902775e-06       1.244993195773e-06 
