# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
 1140       1.229948830227e+03       5.528980768687e+01       0.000000000000e+00      -4.015932058745e+01       7.215832603322e-10       4.730979910612e-07       3.243811308369e-07 
 1141       1.228022066555e+03       5.522860658156e+01       0.000000000000e+00      -4.169609389922e+01       7.201584048921e-10       4.590049961676e-07       3.238807481007e-07 
 1142       1.226223813781e+03       5.516124787095e+01       0.000000000000e+00      -4.322592273482e+01       7.187369610571e-10       4.449913957022e-07       3.233525167707e-07 
 1143       1.224552956386e+03       5.508776833344e+01       0.000000000000e+00      -4.474838245823e+01       7.173189310318e-10       4.310592934701e-07       3.227968325505e-07 
 1144       1.223008367289e+03       5.500820516681e+01       0.000000000000e+00      -4.626304574911e+01       7.159043159187e-10       4.172108086151e-07       3.222140966875e-07 
 1145       1.221588907815e+03       5.492259598928e+01       0.000000000000e+00      -4.776948259713e+01       7.144931157076e-10       4.034480756761e-07       3.216047159995e-07 
 1146       1.220293427674e+03       5.483097884052e+01       0.000000000000e+00      -4.926726029639e+01       7.130853292647e-10       3.897732446419e-07       3.209691029004e-07 
 1147       1.219120764926e+03       5.473339218267e+01       0.000000000000e+00      -5.075594343982e+01       7.116809543213e-10       3.761884810072e-07       3.203076754266e-07 
 1148       1.218069745955e+03       5.462987490138e+01       0.000000000000e+00      -5.223509391347e+01       7.102799874632e-10       3.626959658283e-07       3.196208572635e-07 
 1149       1.217139185443e+03       5.452046630686e+01       0.000000000000e+00      -5.370427089100e+01       7.088824241198e-10       3.492978957785e-07       3.189090777712e-07 
 1150       1.216327886340e+03       5.440520613487e+01       0.000000000000e+00      -5.516303082796e+01       7.074882585526e-10       3.359964832045e-07       3.181727720118e-07 
 1151       1.215634639835e+03       5.428413454781e+01       0.000000000000e+00      -5.661092745623e+01       7.060974838443e-10       3.227939561822e-07       3.174123807749e-07 
 1152       1.215058225330e+03       5.415729213567e+01       0.000000000000e+00      -5.804751177838e+01       7.047100918877e-10       3.096925585723e-07       3.166283506044e-07 
 1153       1.214597410412e+03       5.402471991715e+01       0.000000000000e+00      -5.947233206203e+01       7.033260733745e-10       2.966945500773e-07       3.158211338253e-07 
 1154       1.214250950822e+03       5.388645934062e+01       0.000000000000e+00      -6.088493383426e+01       7.019454177838e-10       2.838022062968e-07       3.149911885697e-07 
 1155       1.214017590431e+03       5.374255228517e+01       0.000000000000e+00      -6.228485987595e+01       7.005681133711e-10       2.710178187846e-07       3.141389788039e-07 
 1156       1.213896061207e+03       5.359304106169e+01       0.000000000000e+00      -6.367165021621e+01       6.991941471570e-10       2.583436951044e-07       3.132649743546e-07 
 1157       1.213885083192e+03       5.343796841381e+01       0.000000000000e+00      -6.504484212671e+01       6.978235049152e-10       2.457821588868e-07       3.123696509360e-07 
 1158       1.213983364471e+03       5.327737751901e+01       0.000000000000e+00      -6.640397011606e+01       6.964561711621e-10       2.333355498856e-07       3.114534901763e-07 
 1159       1.214189601143e+03       5.311131198961e+01       0.000000000000e+00      -6.774856592424e+01       6.950921291442e-10       2.210062240346e-07       3.105169796445e-07 
 1160       1.214502477296e+03       5.293981587382e+01       0.000000000000e+00      -6.907815851690e+01       6.937313608274e-10       2.087965535041e-07       3.095606128772e-07 
 1161       1.214920664976e+03       5.276293365676e+01       0.000000000000e+00      -7.039227407981e+01       6.923738468851e-10       1.967089267580e-07       3.085848894058e-07 
 1162       1.215442824162e+03       5.258071026148e+01       0.000000000000e+00      -7.169043601319e+01       6.910195666865e-10       1.847457486106e-07       3.075903147828e-07 
 1163       1.216067602733e+03       5.239319105002e+01       0.000000000000e+00      -7.297216492611e+01       6.896684982851e-10       1.729094402834e-07       3.065774006095e-07 
 1164       1.216793636446e+03       5.220042182441e+01       0.000000000000e+00      -7.423697863087e+01       6.883206184068e-10       1.612024394625e-07       3.055466645625e-07 
 1165       1.217619548903e+03       5.200244882774e+01       0.000000000000e+00      -7.548439213736e+01       6.869759024385e-10       1.496272003555e-07       3.044986304210e-07 
 1166       1.218543951525e+03       5.179931874513e+01       0.000000000000e+00      -7.671391764744e+01       6.856343244156e-10       1.381861937489e-07       3.034338280938e-07 
 1167       1.219565443524e+03       5.159107870483e+01       0.000000000000e+00      -7.792506454936e+01       6.842958570111e-10       1.268819070655e-07       3.023527936466e-07 
 1168       1.220682562638e+03       5.137778176266e+01       0.000000000000e+00      -7.911739476462e+01       6.829604785895e-10       1.157163070003e-07       3.012559906278e-07 
 1169       1.221893636724e+03       5.115950342852e+01       0.000000000000e+00      -8.029068955836e+01       6.816281945897e-10       1.046892162664e-07       3.001435723742e-07 
 1170       1.223196930250e+03       5.093632534874e+01       0.000000000000e+00      -8.144478480513e+01       6.802990166532e-10       9.379990651971e-08       2.990156153014e-07 
 1171       1.224590693334e+03       5.070832984291e+01       0.000000000000e+00      -8.257951582494e+01       6.789729555970e-10       8.304763294086e-08       2.978721972086e-07 
 1172       1.226073161713e+03       5.047559990535e+01       0.000000000000e+00      -8.369471738247e+01       6.776500214058e-10       7.243163415089e-08       2.967133972846e-07 
 1173       1.227642556703e+03       5.023821920667e+01       0.000000000000e+00      -8.479022368634e+01       6.763302232230e-10       6.195113212669e-08       2.955392961149e-07 
 1174       1.229297085175e+03       4.999627209525e+01       0.000000000000e+00      -8.586586838834e+01       6.750135693427e-10       5.160533211626e-08       2.943499756881e-07 
 1175       1.231034939518e+03       4.974984359875e+01       0.000000000000e+00      -8.692148458265e+01       6.737000672013e-10       4.139342255379e-08       2.931455194023e-07 
 1176       1.232854297607e+03       4.949901942566e+01       0.000000000000e+00      -8.795690480513e+01       6.723897233686e-10       3.131457497467e-08       2.919260120723e-07 
 1177       1.234753322773e+03       4.924388596678e+01       0.000000000000e+00      -8.897196103253e+01       6.710825435397e-10       2.136794393023e-08       2.906915399354e-07 
 1178       1.236730163768e+03       4.898453029672e+01       0.000000000000e+00      -8.996648468173e+01       6.697785325262e-10       1.155266690243e-08       2.894421906591e-07 
 1179       1.238782954731e+03       4.872104017546e+01       0.000000000000e+00      -9.094030660899e+01       6.684776942478e-10       1.867864218304e-09       2.881780533467e-07 
 1180       1.240909815162e+03       4.845350404984e+01       0.000000000000e+00      -9.189325710923e+01       6.671800317234e-10      -7.687361035667e-09       2.868992185446e-07 
 1181       1.243108849882e+03       4.818201105504e+01       0.000000000000e+00      -9.282516591520e+01       6.658855470628e-10      -1.711392309943e-08       2.856057782491e-07 
 1182       1.245378149006e+03       4.790665101614e+01       0.000000000000e+00      -9.373586219677e+01       6.645942414576e-10      -2.641275362530e-08       2.842978259124e-07 
 1183       1.247715787908e+03       4.762751444962e+01       0.000000000000e+00      -9.462517456017e+01       6.633061151729e-10      -3.558480176416e-08       2.829754564501e-07 
 1184       1.250119827190e+03       4.734469256485e+01       0.000000000000e+00      -9.549293104724e+01       6.620211675382e-10      -4.463103425168e-08       2.816387662473e-07 
 1185       1.252588312648e+03       4.705827726564e+01       0.000000000000e+00      -9.633895913462e+01       6.607393969388e-10      -5.355243549486e-08       2.802878531659e-07 
 1186       1.255119275239e+03       4.676836115172e+01       0.000000000000e+00      -9.716308573306e+01       6.594608008067e-10      -6.235000765858e-08       2.789228165506e-07 
 1187       1.257710731053e+03       4.647503752026e+01       0.000000000000e+00      -9.796513718664e+01       6.581853756120e-10      -7.102477075238e-08       2.775437572366e-07 
 1188       1.260360681275e+03       4.617840036741e+01       0.000000000000e+00      -9.874493927198e+01       6.569131168541e-10      -7.957776271741e-08       2.761507775555e-07 
 1189       1.263067112157e+03       4.587854438976e+01       0.000000000000e+00      -9.950231719753e+01       6.556440190521e-10      -8.801003951350e-08       2.747439813425e-07 
 1190       1.265827994981e+03       4.557556498591e+01       0.000000000000e+00      -1.002370956028e+02       6.543780757368e-10      -9.632267520638e-08       2.733234739431e-07 
 1191       1.268641286032e+03       4.526955825794e+01       0.000000000000e+00      -1.009490985576e+02       6.531152794407e-10      -1.045167620551e-07       2.718893622200e-07 
 1192       1.271504926562e+03       4.496062101294e+01       0.000000000000e+00      -1.016381495611e+02       6.518556216898e-10      -1.125934105996e-07       2.704417545599e-07 
 1193       1.274416842757e+03       4.464885076453e+01       0.000000000000e+00      -1.023040715417e+02       6.505990929936e-10      -1.205537497483e-07       2.689807608801e-07 
 1194       1.277374945707e+03       4.433434573436e+01       0.000000000000e+00      -1.029466868553e+02       6.493456828371e-10      -1.283989268662e-07       2.675064926355e-07 
 1195       1.280377131373e+03       4.401720485363e+01       0.000000000000e+00      -1.035658172853e+02       6.480953796706e-10      -1.361301078627e-07       2.660190628255e-07 
 1196       1.283421280553e+03       4.369752776459e+01       0.000000000000e+00      -1.041612840417e+02       6.468481709010e-10      -1.437484772798e-07       2.645185860009e-07 
 1197       1.286505258851e+03       4.337541482207e+01       0.000000000000e+00      -1.047329077602e+02       6.456040428827e-10      -1.512552383805e-07       2.630051782704e-07 
 1198       1.289626916645e+03       4.305096709498e+01       0.000000000000e+00      -1.052805085013e+02       6.443629809079e-10      -1.586516132374e-07       2.614789573080e-07 
 1199       1.292784089053e+03       4.272428636783e+01       0.000000000000e+00      -1.058039057500e+02       6.431249691977e-10      -1.659388428210e-07       2.599400423596e-07 
 1200       1.295974595901e+03       4.239547514224e+01       0.000000000000e+00      -1.063029184146e+02       6.418899908924e-10      -1.731181870888e-07       2.583885542499e-07 
 1201       1.299196241692e+03       4.206463663846e+01       0.000000000000e+00      -1.067773648263e+02       6.406580280424e-10      -1.801909250743e-07       2.568246153893e-07 
 1202       1.302446815572e+03       4.173187479686e+01       0.000000000000e+00      -1.072270627379e+02       6.394290615988e-10      -1.871583549760e-07       2.552483497810e-07 
 1203       1.305724091297e+03       4.139729427947e+01       0.000000000000e+00      -1.076518293240e+02       6.382030714037e-10      -1.940217942465e-07       2.536598830279e-07 
 1204       1.309025827204e+03       4.106100047148e+01       0.000000000000e+00      -1.080514811790e+02       6.369800361809e-10      -2.007825796824e-07       2.520593423393e-07 
 1205       1.312349766175e+03       4.072309948275e+01       0.000000000000e+00      -1.084258343175e+02       6.357599335263e-10      -2.074420675134e-07       2.504468565383e-07 
 1206       1.315693635605e+03       4.038369814934e+01       0.000000000000e+00      -1.087747041727e+02       6.345427398983e-10      -2.140016334923e-07       2.488225560684e-07 
 1207       1.319055263693e+03       4.004290099319e+01       0.000000000000e+00      -1.090979549588e+02       6.333284364934e-10      -2.204624077021e-07       2.471865615892e-07 
 1208       1.322432929916e+03       3.970080105807e+01       0.000000000000e+00      -1.093956484121e+02       6.321170270476e-10      -2.268244735208e-07       2.455389495231e-07 
 1209       1.325825018732e+03       3.935748896565e+01       0.000000000000e+00      -1.096678968494e+02       6.309085204462e-10      -2.330876542953e-07       2.438797858969e-07 
 1210       1.329229903625e+03       3.901305594855e+01       0.000000000000e+00      -1.099148139722e+02       6.297029248710e-10      -2.392517773332e-07       2.422091377013e-07 
 1211       1.332645947078e+03       3.866759385155e+01       0.000000000000e+00      -1.101365148699e+02       6.285002477935e-10      -2.453166739273e-07       2.405270728945e-07 
 1212       1.336071500552e+03       3.832119513290e+01       0.000000000000e+00      -1.103331160233e+02       6.273004959681e-10      -2.512821793808e-07       2.388336604071e-07 
 1213       1.339504904462e+03       3.797395286555e+01       0.000000000000e+00      -1.105047353076e+02       6.261036754249e-10      -2.571481330319e-07       2.371289701456e-07 
 1214       1.342944488156e+03       3.762596073840e+01       0.000000000000e+00      -1.106514919959e+02       6.249097914633e-10      -2.629143782793e-07       2.354130729973e-07 
 1215       1.346388569891e+03       3.727731305761e+01       0.000000000000e+00      -1.107735067626e+02       6.237188486446e-10      -2.685807626064e-07       2.336860408342e-07 
 1216       1.349835456809e+03       3.692810474783e+01       0.000000000000e+00      -1.108709016864e+02       6.225308507855e-10      -2.741471376069e-07       2.319479465170e-07 
 1217       1.353283444918e+03       3.657843135345e+01       0.000000000000e+00      -1.109438002538e+02       6.213458009505e-10      -2.796133590099e-07       2.301988638998e-07 
 1218       1.356730819064e+03       3.622838903991e+01       0.000000000000e+00      -1.109923273627e+02       6.201637014455e-10      -2.849792867049e-07       2.284388678343e-07 
 1219       1.360175852912e+03       3.587807459490e+01       0.000000000000e+00      -1.110166093249e+02       6.189845538104e-10      -2.902447847669e-07       2.266680341737e-07 
 1220       1.363616808922e+03       3.552758542968e+01       0.000000000000e+00      -1.110167738702e+02       6.178083588123e-10      -2.954097214820e-07       2.248864397774e-07 
 1221       1.367051938324e+03       3.517701958031e+01       0.000000000000e+00      -1.109929501494e+02       6.166351164380e-10      -3.004739693724e-07       2.230941625149e-07 
 1222       1.370479481100e+03       3.482647570890e+01       0.000000000000e+00      -1.109452687376e+02       6.154648258872e-10      -3.054374052216e-07       2.212912812705e-07 
 1223       1.373897665956e+03       3.447605310492e+01       0.000000000000e+00      -1.108738616374e+02       6.142974855654e-10      -3.102999101005e-07       2.194778759472e-07 
 1224       1.377304710303e+03       3.412585168642e+01       0.000000000000e+00      -1.107788622823e+02       6.131330930763e-10      -3.150613693919e-07       2.176540274713e-07 
 1225       1.380698820231e+03       3.377597200131e+01       0.000000000000e+00      -1.106604055403e+02       6.119716452151e-10      -3.197216728168e-07       2.158198177964e-07 
 1226       1.384078190489e+03       3.342651522861e+01       0.000000000000e+00      -1.105186277167e+02       6.108131379609e-10      -3.242807144593e-07       2.139753299079e-07 
 1227       1.387441004461e+03       3.307758317974e+01       0.000000000000e+00      -1.103536665576e+02       6.096575664695e-10      -3.287383927926e-07       2.121206478276e-07 
 1228       1.390785434142e+03       3.272927829974e+01       0.000000000000e+00      -1.101656612535e+02       6.085049250665e-10      -3.330946107046e-07       2.102558566173e-07 
 1229       1.394109640116e+03       3.238170366858e+01       0.000000000000e+00      -1.099547524419e+02       6.073552072392e-10      -3.373492755234e-07       2.083810423839e-07 
 1230       1.397411771535e+03       3.203496300238e+01       0.000000000000e+00      -1.097210822116e+02       6.062084056299e-10      -3.415022990431e-07       2.064962922833e-07 
 1231       1.400689966092e+03       3.168916065469e+01       0.000000000000e+00      -1.094647941050e+02       6.050645120284e-10      -3.455535975498e-07       2.046016945248e-07 
 1232       1.403942350003e+03       3.134440161777e+01       0.000000000000e+00      -1.091860331221e+02       6.039235173644e-10      -3.495030918468e-07       2.026973383756e-07 
 1233       1.407167037979e+03       3.100079152381e+01       0.000000000000e+00      -1.088849457236e+02       6.027854117002e-10      -3.533507072815e-07       2.007833141651e-07 
 1234       1.410362133210e+03       3.065843664625e+01       0.000000000000e+00      -1.085616798339e+02       6.016501842231e-10      -3.570963737701e-07       1.988597132890e-07 
 1235       1.413525727334e+03       3.031744390098e+01       0.000000000000e+00      -1.082163848451e+02       6.005178232381e-10      -3.607400258248e-07       1.969266282142e-07 
 1236       1.416655900419e+03       2.997792084765e+01       0.000000000000e+00      -1.078492116194e+02       5.993883161605e-10      -3.642816025788e-07       1.949841524828e-07 
 1237       1.419750720942e+03       2.963997569090e+01       0.000000000000e+00      -1.074603124933e+02       5.982616495078e-10      -3.677210478129e-07       1.930323807167e-07 
 1238       1.422808245759e+03       2.930371728166e+01       0.000000000000e+00      -1.070498412803e+02       5.971378088925e-10      -3.710583099817e-07       1.910714086216e-07 
 1239       1.425826520092e+03       2.896925511837e+01       0.000000000000e+00      -1.066179532744e+02       5.960167790148e-10      -3.742933422393e-07       1.891013329921e-07 
 1240       1.428803577495e+03       2.863669934826e+01       0.000000000000e+00      -1.061648052534e+02       5.948985436542e-10      -3.774261024660e-07       1.871222517154e-07 
 1241       1.431737439841e+03       2.830616076863e+01       0.000000000000e+00      -1.056905554823e+02       5.937830856625e-10      -3.804565532941e-07       1.851342637761e-07 
 1242       1.434626117294e+03       2.797775082808e+01       0.000000000000e+00      -1.051953637164e+02       5.926703869559e-10      -3.833846621349e-07       1.831374692606e-07 
 1243       1.437467608287e+03       2.765158162780e+01       0.000000000000e+00      -1.046793912049e+02       5.915604285071e-10      -3.862104012040e-07       1.811319693615e-07 
 1244       1.440259899499e+03       2.732776592281e+01       0.000000000000e+00      -1.041428006938e+02       5.904531903376e-10      -3.889337475490e-07       1.791178663821e-07 
 1245       1.443000965832e+03       2.700641712326e+01       0.000000000000e+00      -1.035857564296e+02       5.893486515103e-10      -3.915546830747e-07       1.770952637404e-07 
 1246       1.445688978918e+03       2.668763977423e+01       0.000000000000e+00      -1.030084469639e+02       5.882467950867e-10      -3.940733290502e-07       1.750642927045e-07 
 1247       1.448322935350e+03       2.637150087063e+01       0.000000000000e+00      -1.024111538549e+02       5.871476231432e-10      -3.964903521659e-07       1.730251931011e-07 
 1248       1.450902035778e+03       2.605805820831e+01       0.000000000000e+00      -1.017941837784e+02       5.860511420912e-10      -3.988065656692e-07       1.709782340348e-07 
 1249       1.453425477035e+03       2.574736987541e+01       0.000000000000e+00      -1.011578458049e+02       5.849573577381e-10      -4.010227955896e-07       1.689236872969e-07 
 1250       1.455892452138e+03       2.543949425297e+01       0.000000000000e+00      -1.005024514040e+02       5.838662752812e-10      -4.031398807962e-07       1.668618273765e-07 
 1251       1.458302150279e+03       2.513449001539e+01       0.000000000000e+00      -9.982831445024e+01       5.827778993028e-10      -4.051586730559e-07       1.647929314705e-07 
 1252       1.460653756816e+03       2.483241613098e+01       0.000000000000e+00      -9.913575122751e+01       5.816922337636e-10      -4.070800370916e-07       1.627172794952e-07 
 1253       1.462946453267e+03       2.453333186249e+01       0.000000000000e+00      -9.842508043448e+01       5.806092819979e-10      -4.089048506403e-07       1.606351540964e-07 
 1254       1.465179417305e+03       2.423729676762e+01       0.000000000000e+00      -9.769662318954e+01       5.795290467075e-10      -4.106340045116e-07       1.585468406602e-07 
 1255       1.467351822751e+03       2.394437069959e+01       0.000000000000e+00      -9.695070303590e+01       5.784515299559e-10      -4.122684026461e-07       1.564526273243e-07 
 1256       1.469462839566e+03       2.365461380760e+01       0.000000000000e+00      -9.618764594662e+01       5.773767331628e-10      -4.138089621738e-07       1.543528049881e-07 
 1257       1.471511633844e+03       2.336808653743e+01       0.000000000000e+00      -9.540778032974e+01       5.763046570982e-10      -4.152566134730e-07       1.522476673242e-07 
 1258       1.473497367807e+03       2.308484963190e+01       0.000000000000e+00      -9.461143703328e+01       5.752353018765e-10      -4.166123002288e-07       1.501375107886e-07 
 1259       1.475419199796e+03       2.280496413145e+01       0.000000000000e+00      -9.379894935034e+01       5.741686669509e-10      -4.178769794922e-07       1.480226346320e-07 
 1260       1.477276284267e+03       2.252849137464e+01       0.000000000000e+00      -9.297065302417e+01       5.731047511077e-10      -4.190516217388e-07       1.459033409105e-07 
 1261       1.479067771782e+03       2.225549299867e+01       0.000000000000e+00      -9.212688625321e+01       5.720435524600e-10      -4.201372109278e-07       1.437799344965e-07 
 1262       1.480792809003e+03       2.198603093993e+01       0.000000000000e+00      -9.126798969620e+01       5.709850684421e-10      -4.211347445614e-07       1.416527230894e-07 
 1263       1.482450538686e+03       2.172016743452e+01       0.000000000000e+00      -9.039430647720e+01       5.699292958038e-10      -4.220452337439e-07       1.395220172269e-07 
 1264       1.484040099672e+03       2.145796501876e+01       0.000000000000e+00      -8.950618219067e+01       5.688762306039e-10      -4.228697032408e-07       1.373881302957e-07 
 1265       1.485560626884e+03       2.119948652975e+01       0.000000000000e+00      -8.860396490656e+01       5.678258682049e-10      -4.236091915387e-07       1.352513785424e-07 
 1266       1.487011251316e+03       2.094479510585e+01       0.000000000000e+00      -8.768800517536e+01       5.667782032668e-10      -4.242647509045e-07       1.331120810846e-07 
 1267       1.488391100028e+03       2.069395418725e+01       0.000000000000e+00      -8.675865603314e+01       5.657332297407e-10      -4.248374474450e-07       1.309705599219e-07 
 1268       1.489699296142e+03       2.044702751649e+01       0.000000000000e+00      -8.581627300668e+01       5.646909408637e-10      -4.253283611667e-07       1.288271399467e-07 
 1269       1.490934958831e+03       2.020407913897e+01       0.000000000000e+00      -8.486121411845e+01       5.636513291518e-10      -4.257385860357e-07       1.266821489554e-07 
 1270       1.492097203314e+03       1.996517340347e+01       0.000000000000e+00      -8.389383989177e+01       5.626143863949e-10      -4.260692300376e-07       1.245359176596e-07 
 1271       1.493185140850e+03       1.973037496271e+01       0.000000000000e+00      -8.291451335581e+01       5.615801036497e-10      -4.263214152374e-07       1.223887796965e-07 
 1272       1.494197878730e+03       1.949974877385e+01       0.000000000000e+00      -8.192360005066e+01       5.605484712346e-10      -4.264962778398e-07       1.202410716407e-07 
 1273       1.495134520271e+03       1.927336009904e+01       0.000000000000e+00      -8.092146803244e+01       5.595194787227e-10      -4.265949682490e-07       1.180931330150e-07 
 1274       1.495994164809e+03       1.905127450592e+01       0.000000000000e+00      -7.990848787833e+01       5.584931149363e-10      -4.266186511296e-07       1.159453063015e-07 
 1275       1.496775907691e+03       1.883355786816e+01       0.000000000000e+00      -7.888503269163e+01       5.574693679403e-10      -4.265685054666e-07       1.137979369525e-07 
 1276       1.497478840272e+03       1.862027636599e+01       0.000000000000e+00      -7.785147810688e+01       5.564482250365e-10      -4.264457246262e-07       1.116513734020e-07 
 1277       1.498102049905e+03       1.841149648672e+01       0.000000000000e+00      -7.680820229484e+01       5.554296727568e-10      -4.262515164159e-07       1.095059670768e-07 
 1278       1.498644619934e+03       1.820728502529e+01       0.000000000000e+00      -7.575558596764e+01       5.544136968573e-10      -4.259871031459e-07       1.073620724075e-07 
 1279       1.499105629688e+03       1.800770908475e+01       0.000000000000e+00      -7.469401238379e+01       5.534002823121e-10      -4.256537216894e-07       1.052200468395e-07 
 1280       1.499484154476e+03       1.781283607683e+01       0.000000000000e+00      -7.362386735329e+01       5.523894133070e-10      -4.252526235435e-07       1.030802508449e-07 
 1281       1.499779265579e+03       1.762273372245e+01       0.000000000000e+00      -7.254553924264e+01       5.513810732329e-10      -4.247850748906e-07       1.009430479330e-07 
 1282       1.499990030241e+03       1.743747005226e+01       0.000000000000e+00      -7.145941897997e+01       5.503752446798e-10      -4.242523566592e-07       9.880880466196e-08 
 1283       1.500115511666e+03       1.725711340713e+01       0.000000000000e+00      -7.036590006006e+01       5.493719094303e-10      -4.236557645848e-07       9.667789064979e-08 
 1284       1.500154769009e+03       1.708173243874e+01       0.000000000000e+00      -6.926537854942e+01       5.483710484536e-10      -4.229966092721e-07       9.455067858584e-08 
 1285       1.500107055233e+03       1.691138488072e+01       0.000000000000e+00      -6.815824261856e+01       5.473726461337e-10      -4.222759014988e-07       9.242748413126e-08 
 1286       1.499972413156e+03       1.674608372154e+01       0.000000000000e+00      -6.704484099819e+01       5.463767030753e-10      -4.214934021266e-07       9.030838447502e-08 
 1287       1.499751086171e+03       1.658583064784e+01       0.000000000000e+00      -6.592551417419e+01       5.453832235768e-10      -4.206485561103e-07       8.819339670605e-08 
 1288       1.499443321007e+03       1.643062723854e+01       0.000000000000e+00      -6.480060483218e+01       5.443922114161e-10      -4.197408057801e-07       8.608253764201e-08 
 1289       1.499049367736e+03       1.628047496454e+01       0.000000000000e+00      -6.367045786181e+01       5.434036698466e-10      -4.187695908349e-07       8.397582382760e-08 
 1290       1.498569479783e+03       1.613537518845e+01       0.000000000000e+00      -6.253542036108e+01       5.424176015921e-10      -4.177343483352e-07       8.187327153269e-08 
 1291       1.498003913928e+03       1.599532916430e+01       0.000000000000e+00      -6.139584164062e+01       5.414340088422e-10      -4.166345126963e-07       7.977489675058e-08 
 1292       1.497352930321e+03       1.586033803723e+01       0.000000000000e+00      -6.025207322803e+01       5.404528932479e-10      -4.154695156808e-07       7.768071519621e-08 
 1293       1.496616792481e+03       1.573040284323e+01       0.000000000000e+00      -5.910446887216e+01       5.394742559166e-10      -4.142387863922e-07       7.559074230435e-08 
 1294       1.495795767314e+03       1.560552450884e+01       0.000000000000e+00      -5.795338454743e+01       5.384980974076e-10      -4.129417512671e-07       7.350499322783e-08 
 1295       1.494890125110e+03       1.548570385085e+01       0.000000000000e+00      -5.679917845814e+01       5.375244177272e-10      -4.115778340691e-07       7.142348283571e-08 
 1296       1.493900139558e+03       1.537094157602e+01       0.000000000000e+00      -5.564221104273e+01       5.365532163239e-10      -4.101464558808e-07       6.934622571149e-08 
 1297       1.492826087752e+03       1.526123828080e+01       0.000000000000e+00      -5.448284497818e+01       5.355844920841e-10      -4.086470350974e-07       6.727323615130e-08 
 1298       1.491668250195e+03       1.515659445104e+01       0.000000000000e+00      -5.332144518420e+01       5.346182433266e-10      -4.070789874192e-07       6.520452816212e-08 
 1299       1.490426910813e+03       1.505701046169e+01       0.000000000000e+00      -5.215837882764e+01       5.336544677983e-10      -4.054417258448e-07       6.314011545992e-08 
 1300       1.489102356957e+03       1.496248657651e+01       0.000000000000e+00      -5.099401532671e+01       5.326931626693e-10      -4.037346606639e-07       6.108001146787e-08 
 1301       1.487694879412e+03       1.487302294780e+01       0.000000000000e+00      -4.982872635536e+01       5.317343245280e-10      -4.019571994502e-07       5.902422931453e-08 
 1302       1.486204772407e+03       1.478861961610e+01       0.000000000000e+00      -4.866288584753e+01       5.307779493760e-10      -4.001087470544e-07       5.697278183199e-08 
 1303       1.484632333620e+03       1.470927650990e+01       0.000000000000e+00      -4.749687000149e+01       5.298240326238e-10      -3.981887055968e-07       5.492568155409e-08 
 1304       1.482977864187e+03       1.463499344535e+01       0.000000000000e+00      -4.633105728412e+01       5.288725690855e-10      -3.961964744605e-07       5.288294071456e-08 
 1305       1.481241668709e+03       1.456577012599e+01       0.000000000000e+00      -4.516582843524e+01       5.279235529739e-10      -3.941314502842e-07       5.084457124517e-08 
 1306       1.479424055259e+03       1.450160614243e+01       0.000000000000e+00      -4.400156647190e+01       5.269769778956e-10      -3.919930269547e-07       4.881058477394e-08 
 1307       1.477525335392e+03       1.444250097209e+01       0.000000000000e+00      -4.283865669268e+01       5.260328368462e-10      -3.897805956004e-07       4.678099262328e-08 
 1308       1.475545824151e+03       1.438845397889e+01       0.000000000000e+00      -4.167748668203e+01       5.250911222054e-10      -3.874935445835e-07       4.475580580813e-08 
 1309       1.473485840072e+03       1.433946441298e+01       0.000000000000e+00      -4.051844631453e+01       5.241518257314e-10      -3.851312594933e-07       4.273503503413e-08 
 1310       1.471345705198e+03       1.429553141045e+01       0.000000000000e+00      -3.936192775924e+01       5.232149385569e-10      -3.826931231388e-07       4.071869069576e-08 
 1311       1.469125745080e+03       1.425665399302e+01       0.000000000000e+00      -3.820832548395e+01       5.222804511831e-10      -3.801785155414e-07       3.870678287448e-08 
 1312       1.466826288789e+03       1.422283106777e+01       0.000000000000e+00      -3.705803625954e+01       5.213483534755e-10      -3.775868139281e-07       3.669932133692e-08 
 1313       1.464447668921e+03       1.419406142685e+01       0.000000000000e+00      -3.591145916428e+01       5.204186346581e-10      -3.749173927240e-07       3.469631553296e-08 
 1314       1.461990221606e+03       1.417034374720e+01       0.000000000000e+00      -3.476899558809e+01       5.194912833090e-10      -3.721696235450e-07       3.269777459387e-08 
 1315       1.459454286518e+03       1.415167659023e+01       0.000000000000e+00      -3.363104923689e+01       5.185662873548e-10      -3.693428751910e-07       3.070370733049e-08 
 1316       1.456840206876e+03       1.413805840158e+01       0.000000000000e+00      -3.249802613691e+01       5.176436340657e-10      -3.664365136383e-07       2.871412223133e-08 
 1317       1.454148329457e+03       1.412948751078e+01       0.000000000000e+00      -3.137033463894e+01       5.167233100506e-10      -3.634499020323e-07       2.672902746068e-08 
 1318       1.451379004604e+03       1.412596213099e+01       0.000000000000e+00      -3.024838542272e+01       5.158053012514e-10      -3.603824006807e-07       2.474843085676e-08 
