# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       1.450060395923e+11       3.594708197535e-20       3.196346369805e-06       4.536618275439e+16       1.910636449806e+04       1.317625427992e-07       2.770538246891e+15       1.845411516883e-06       1.216531719032e+33       6.784953311764e+24       1.545697176336e+25       4.339565124443e-08       8.415587964299e+32       2.058090537704e+33       1.835418206216e-04       1.529952744412e-01 
       1.439980532198e+11       3.645210252911e-20       3.218719939468e-06       4.473766332405e+16       1.910636449804e+04       1.326848805987e-07       2.751279291845e+15       1.858329397453e-06       1.183056687132e+33       6.644441038086e+24       1.513686723989e+25       4.339565124443e-08       8.184018107829e+32       2.001458519696e+33       1.837377030488e-04       1.528321665682e-01 
       1.429970737038e+11       3.696421811661e-20       3.241253580200e-06       4.411785162822e+16       1.910636449802e+04       1.336136747627e-07       2.732154212354e+15       1.871337703186e-06       1.150502780216e+33       6.506838688492e+24       1.482339188722e+25       4.339565124443e-08       7.958820307435e+32       1.946384832289e+33       1.839335854761e-04       1.526694061037e-01 
       1.420030523374e+11       3.748352841598e-20       3.263940016041e-06       4.350662702680e+16       1.910636449800e+04       1.345489704859e-07       2.713162077806e+15       1.884437067058e-06       1.118844651893e+33       6.372086000217e+24       1.451640841924e+25       4.339565124443e-08       7.739819224673e+32       1.892826595249e+33       1.841294679036e-04       1.525069919387e-01 
       1.410159407521e+11       3.801013450573e-20       3.286786522949e-06       4.290387055109e+16       1.910636449797e+04       1.354908132792e-07       2.694301964054e+15       1.897628126477e-06       1.088057653225e+33       6.240123958502e+24       1.421578239296e+25       4.339565124443e-08       7.526844345845e+32       1.840742108265e+33       1.843253503311e-04       1.523449229695e-01 
       1.400356909157e+11       3.854413888441e-20       3.309796738904e-06       4.230946488064e+16       1.910636449795e+04       1.364392489720e-07       2.675572953377e+15       1.910911523311e-06       1.058117813530e+33       6.110894770745e+24       1.392138214960e+25       4.339565124443e-08       7.319729849242e+32       1.790090818486e+33       1.845212327589e-04       1.521831980964e-01 
       1.390622551298e+11       3.908564549059e-20       3.332963387948e-06       4.172329432038e+16       1.910636449793e+04       1.373943237146e-07       2.656974134432e+15       1.924287903923e-06       1.029001821724e+33       5.984341841198e+24       1.363307875698e+25       4.339565124443e-08       7.118314476035e+32       1.740833288945e+33       1.847171151867e-04       1.520218162250e-01 
       1.380955860276e+11       3.963475972305e-20       3.356293746037e-06       4.114524477813e+16       1.910636449790e+04       1.383560839805e-07       2.638504602213e+15       1.937757919197e-06       1.000687008169e+33       5.860409746172e+24       1.335074595300e+25       4.339565124443e-08       6.922441404716e+32       1.692931167852e+33       1.849129976148e-04       1.518607762652e-01 
       1.371356365715e+11       4.019158846135e-20       3.379787813174e-06       4.057520374237e+16       1.910636449788e+04       1.393245765682e-07       2.620163458004e+15       1.951322224578e-06       9.731513270219e+32       5.739044209774e+24       1.307426009039e+25       4.339565124443e-08       6.731958129000e+32       1.646347158735e+33       1.851088800429e-04       1.517000771314e-01 
       1.361823600511e+11       4.075624008657e-20       3.403449227335e-06       4.001306026039e+16       1.910636449786e+04       1.402998486040e-07       2.601949809335e+15       1.964981480096e-06       9.463733390693e+32       5.620192080127e+24       1.280350008254e+25       4.339565124443e-08       6.546716339085e+32       1.601044991401e+33       1.853047624712e-04       1.515397177430e-01 
       1.352357100806e+11       4.132882450245e-20       3.427270712564e-06       3.945870491661e+16       1.910636449783e+04       1.412819475441e-07       2.583862769941e+15       1.978736350402e-06       9.203321950369e+32       5.503801306101e+24       1.253834735046e+25       4.339565124443e-08       6.366571806174e+32       1.556989393696e+33       1.855006448997e-04       1.513796970236e-01 
       1.342956405964e+11       4.190945315676e-20       3.451263182797e-06       3.891202981138e+16       1.910636449781e+04       1.422709211768e-07       2.565901459720e+15       1.992587504799e-06       8.950076193550e+32       5.389820914511e+24       1.227868577087e+25       4.339565124443e-08       6.191384270185e+32       1.514146064042e+33       1.856965273283e-04       1.512200139015e-01 
       1.333621058553e+11       4.249823906301e-20       3.475423000054e-06       3.837292853991e+16       1.910636449778e+04       1.432668176248e-07       2.548065004683e+15       2.006535617276e-06       8.703798943721e+32       5.278200987796e+24       1.202440162532e+25       4.339565124443e-08       6.021017330539e+32       1.472481644729e+33       1.858924097570e-04       1.510606673094e-01 
       1.324350604323e+11       4.309529682244e-20       3.499750164337e-06       3.784129617156e+16       1.910636449776e+04       1.442696853480e-07       2.530352536921e+15       2.020581366539e-06       8.464298450031e+32       5.168892642160e+24       1.177538355042e+25       4.339565124443e-08       5.855338339962e+32       1.431963695944e+33       1.860882921859e-04       1.509016561848e-01 
       1.315144592177e+11       4.370074264631e-20       3.524248313624e-06       3.731702922947e+16       1.910636449774e+04       1.452795731453e-07       2.512763194556e+15       2.034725436047e-06       8.231388237992e+32       5.061848006158e+24       1.153152248903e+25       4.339565124443e-08       5.694218301205e+32       1.392560670513e+33       1.862841746150e-04       1.507429794692e-01 
       1.306002574158e+11       4.431469437853e-20       3.548917447915e-06       3.680002567037e+16       1.910636449771e+04       1.462965301572e-07       2.495296121700e+15       2.048968514040e-06       8.004886964295e+32       4.957020199734e+24       1.129271164252e+25       4.339565124443e-08       5.537531766608e+32       1.354241889340e+33       1.864800570442e-04       1.505846361089e-01 
       1.296924105420e+11       4.493727151860e-20       3.573761205189e-06       3.629018486474e+16       1.910636449769e+04       1.473206058681e-07       2.477950468418e+15       2.063311293579e-06       7.784618275613e+32       4.854363313691e+24       1.105884642400e+25       4.339565124443e-08       5.385156740427e+32       1.316977517517e+33       1.866759394736e-04       1.504266250545e-01 
       1.287908744210e+11       4.556859524490e-20       3.598775947466e-06       3.578740757721e+16       1.910636449766e+04       1.483518501090e-07       2.460725390679e+15       2.077754472573e-06       7.570410671295e+32       4.753832389581e+24       1.082982441252e+25       4.339565124443e-08       5.236974583845e+32       1.280738541098e+33       1.868718219031e-04       1.502689452611e-01 
       1.278956051847e+11       4.620878843819e-20       3.623968950706e-06       3.529159594726e+16       1.910636449764e+04       1.493903130596e-07       2.443620050324e+15       2.092298753820e-06       7.362097369834e+32       4.655383400023e+24       1.060554530818e+25       4.339565124443e-08       5.092869922606e+32       1.245496744505e+33       1.870677043328e-04       1.501115956881e-01 
       1.270065592698e+11       4.685797570564e-20       3.649336576927e-06       3.480265347016e+16       1.910636449761e+04       1.504360452508e-07       2.426633615015e+15       2.106944845034e-06       7.159516179014e+32       4.558973229410e+24       1.038591088825e+25       4.339565124443e-08       4.952730557180e+32       1.211224688564e+33       1.872635867626e-04       1.499545752991e-01 
       1.261236934158e+11       4.751628340497e-20       3.674882464111e-06       3.432048497820e+16       1.910636449758e+04       1.514890975674e-07       2.409765258204e+15       2.121693458886e-06       6.962509369626e+32       4.464559655039e+24       1.017082496414e+25       4.339565124443e-08       4.816447375408e+32       1.177895689139e+33       1.874594691926e-04       1.497978830623e-01 
       1.252469646632e+11       4.818383966915e-20       3.700606612256e-06       3.384499662214e+16       1.910636449756e+04       1.525495212502e-07       2.393014159087e+15       2.136545313034e-06       6.770923552659e+32       4.372101328610e+24       9.960193339240e+24       4.339565124443e-08       4.683914267542e+32       1.145483796352e+33       1.876553516228e-04       1.496415179500e-01 
       1.243763303507e+11       4.886077443125e-20       3.726509021362e-06       3.337609585297e+16       1.910636449753e+04       1.536173678988e-07       2.376379502565e+15       2.151501130160e-06       6.584609559874e+32       4.281557758123e+24       9.753923767724e+24       4.339565124443e-08       4.555028043638e+32       1.113963774387e+33       1.878512340531e-04       1.494854789390e-01 
       1.235117481139e+11       4.954721944979e-20       3.752593329409e-06       3.291369140390e+16       1.910636449751e+04       1.546926894739e-07       2.359860479207e+15       2.166561638006e-06       6.403422327661e+32       4.192889290141e+24       9.551925914103e+24       4.339565124443e-08       4.429688353201e+32       1.083311081831e+33       1.880471164836e-04       1.493297650102e-01 
       1.226531758827e+11       5.024330833437e-20       3.778863174375e-06       3.245769327256e+16       1.910636449748e+04       1.557755383000e-07       2.343456285207e+15       2.181727569405e-06       6.227220784093e+32       4.106057092428e+24       9.354111313688e+24       4.339565124443e-08       4.307797607063e+32       1.053501852576e+33       1.882429989142e-04       1.491743751488e-01 
       1.218005718795e+11       5.094917657165e-20       3.805314918282e-06       3.200801270353e+16       1.910636449745e+04       1.568659670679e-07       2.327166122347e+15       2.196999662323e-06       6.055867739089e+32       4.021023136939e+24       9.160393333838e+24       4.339565124443e-08       4.189260901392e+32       1.024512877230e+33       1.884388813451e-04       1.490193083441e-01 
       1.209538946171e+11       5.166496155177e-20       3.831952199107e-06       3.156456217102e+16       1.910636449743e+04       1.579640288372e-07       2.310989197958e+15       2.212378659890e-06       5.889229777594e+32       3.937750183165e+24       8.970687136023e+24       4.339565124443e-08       4.073985943805e+32       9.963215850484e+32       1.886347637761e-04       1.488645635898e-01 
       1.201131028968e+11       5.239080259505e-20       3.858775016852e-06       3.112725536187e+16       1.910636449740e+04       1.590697770388e-07       2.294924724880e+15       2.227865310440e-06       5.727177155709e+32       3.856201761828e+24       8.784909638666e+24       4.339565124443e-08       3.961882981508e+32       9.689060263628e+32       1.888306462072e-04       1.487101398836e-01 
       1.192781558062e+11       5.312684097911e-20       3.885787009494e-06       3.069600715870e+16       1.910636449737e+04       1.601832654779e-07       2.278971921426e+15       2.243460367542e-06       5.569583699666e+32       3.776342158907e+24       8.602979480760e+24       4.339565124443e-08       3.852864731414e+32       9.422448554872e+32       1.890265286385e-04       1.485560362275e-01 
       1.184490127171e+11       5.387321996639e-20       3.912988177035e-06       3.027073362343e+16       1.910636449735e+04       1.613045483361e-07       2.263130011343e+15       2.259164590043e-06       5.416326707593e+32       3.698136399994e+24       8.424816986236e+24       4.339565124443e-08       3.746846312185e+32       9.163173141007e+32       1.892224110700e-04       1.484022516275e-01 
       1.176256332841e+11       5.463008483203e-20       3.940378519474e-06       2.985135198084e+16       1.910636449732e+04       1.624336801742e-07       2.247398223773e+15       2.274978742101e-06       5.267286853978e+32       3.621550234981e+24       8.250344129066e+24       4.339565124443e-08       3.643745178145e+32       8.911032150842e+32       1.894182935017e-04       1.482487850938e-01 
       1.168079774420e+11       5.539758289213e-20       3.967961674789e-06       2.943778060254e+16       1.910636449729e+04       1.635707159352e-07       2.231775793217e+15       2.290903593222e-06       5.122348096765e+32       3.546550123060e+24       8.079484499096e+24       4.339565124443e-08       3.543481055008e+32       8.665829268033e+32       1.896141759336e-04       1.480956356408e-01 
       1.159960054041e+11       5.617586353244e-20       3.995737642981e-06       2.902993899103e+16       1.910636449726e+04       1.647157109465e-07       2.216261959497e+15       2.306939918300e-06       4.981397586997e+32       3.473103218032e+24       7.912163268580e+24       4.339565124443e-08       3.445975877379e+32       8.427373578228e+32       1.898100583656e-04       1.479428022866e-01 
       1.151896776605e+11       5.696507823743e-20       4.023706424050e-06       2.862774776405e+16       1.910636449724e+04       1.658687209230e-07       2.200855967719e+15       2.323088497652e-06       4.844325580960e+32       3.401177353923e+24       7.748307159407e+24       4.339565124443e-08       3.351153727968e+32       8.195479420423e+32       1.900059407978e-04       1.477902840537e-01 
       1.143889549756e+11       5.776538061977e-20       4.051871655975e-06       2.823112863916e+16       1.910636449721e+04       1.670298019692e-07       2.185557068238e+15       2.339350117059e-06       4.711025354732e+32       3.330741030897e+24       7.587844411012e+24       4.339565124443e-08       3.258940778488e+32       7.969966242406e+32       1.902018232302e-04       1.476380799685e-01 
       1.135937983869e+11       5.857692645025e-20       4.080236976733e-06       2.784000441843e+16       1.910636449718e+04       1.681990105828e-07       2.170364516618e+15       2.355725567800e-06       4.581393121090e+32       3.261763401460e+24       7.430704748951e+24       4.339565124443e-08       3.169265232166e+32       7.750658460180e+32       1.903977056628e-04       1.474861890614e-01 
       1.128041692024e+11       5.939987368805e-20       4.108798748348e-06       2.745429897348e+16       1.910636449715e+04       1.693764036566e-07       2.155277573599e+15       2.372215646696e-06       4.455327948699e+32       3.194214256951e+24       7.276819354117e+24       4.339565124443e-08       3.082057267845e+32       7.537385321254e+32       1.905935880955e-04       1.473346103669e-01 
       1.120200289994e+11       6.023438251156e-20       4.137560608797e-06       2.707393723066e+16       1.910636449712e+04       1.705620384820e-07       2.140295505060e+15       2.388821156143e-06       4.332731683531e+32       3.128064014313e+24       7.126120832606e+24       4.339565124443e-08       2.997248985621e+32       7.329980771695e+32       1.907894705284e-04       1.471833429232e-01 
       1.112413396220e+11       6.108061534950e-20       4.166522558080e-06       2.669884515637e+16       1.910636449709e+04       1.717559727511e-07       2.125417581983e+15       2.405542904154e-06       4.213508872441e+32       3.063283703135e+24       6.978543186204e+24       4.339565124443e-08       2.914774353979e+32       7.128283326838e+32       1.909853529615e-04       1.470323857728e-01 
       1.104680631798e+11       6.193873691253e-20       4.195688234176e-06       2.632894974274e+16       1.910636449706e+04       1.729582645601e-07       2.110643080416e+15       2.422381704401e-06       4.097566688844e+32       2.999844952966e+24       6.834021783475e+24       4.339565124443e-08       2.834569158375e+32       6.932135945558e+32       1.911812353949e-04       1.468817379618e-01 
       1.097001620454e+11       6.280891422535e-20       4.225057637086e-06       2.596417899336e+16       1.910636449703e+04       1.741689724118e-07       2.095971281443e+15       2.439338376248e-06       3.984814860446e+32       2.937719980891e+24       6.692493331466e+24       4.339565124443e-08       2.756570951245e+32       6.741385907993e+32       1.913771178283e-04       1.467313985403e-01 
       1.089375988534e+11       6.369131665920e-20       4.254634404788e-06       2.560446190929e+16       1.910636449701e+04       1.753881552185e-07       2.081401471141e+15       2.456413744797e-06       3.875165598955e+32       2.876881579360e+24       6.553895847979e+24       4.339565124443e-08       2.680719003378e+32       6.555884696641e+32       1.915730002620e-04       1.465813665625e-01 
       1.081803364979e+11       6.458611596480e-20       4.284414899303e-06       2.524972847522e+16       1.910636449698e+04       1.766158723048e-07       2.066932940553e+15       2.473608640925e-06       3.768533531729e+32       2.817303104277e+24       6.418168634432e+24       4.339565124443e-08       2.606954256639e+32       6.375487880723e+32       1.917688826959e-04       1.464316410862e-01 
       1.074283381310e+11       6.549348630580e-20       4.314406396588e-06       2.489990964588e+16       1.910636449695e+04       1.778521834106e-07       2.052564985650e+15       2.490923901324e-06       3.664835635308e+32       2.758958463329e+24       6.285252249271e+24       4.339565124443e-08       2.535219277978e+32       6.200055003728e+32       1.919647651300e-04       1.462822211731e-01 
       1.066815671608e+11       6.641360429268e-20       4.344608896645e-06       2.455493733255e+16       1.910636449692e+04       1.790971486943e-07       2.038296907296e+15       2.508360368545e-06       3.563991170766e+32       2.701822104557e+24       6.155088481945e+24       4.339565124443e-08       2.465458214721e+32       6.029449474056e+32       1.921606475642e-04       1.461331058888e-01 
       1.059399872500e+11       6.734664901710e-20       4.375018761493e-06       2.421474438987e+16       1.910636449688e+04       1.803508287349e-07       2.024128011214e+15       2.525918891035e-06       3.465921620857e+32       2.645869005171e+24       6.027620327404e+24       4.339565124443e-08       2.397616751077e+32       5.863538458669e+32       1.923565299987e-04       1.459842943027e-01 
       1.052035623138e+11       6.829280208681e-20       4.405643267091e-06       2.387926460271e+16       1.910636449685e+04       1.816132845358e-07       2.010057607954e+15       2.543600323182e-06       3.370550628873e+32       2.591074660583e+24       5.902791961141e+24       4.339565124443e-08       2.331642065853e+32       5.702192779665e+32       1.925524124333e-04       1.458357854880e-01 
       1.044722565182e+11       6.925224766094e-20       4.436486051418e-06       2.354843267332e+16       1.910636449682e+04       1.828845775272e-07       1.996085012861e+15       2.561405525352e-06       3.277803939198e+32       2.537415073685e+24       5.780548714739e+24       4.339565124443e-08       2.267482791323e+32       5.545286813700e+32       1.927482948682e-04       1.456875785215e-01 
       1.037460342782e+11       7.022517248590e-20       4.467539838515e-06       2.322218420860e+16       1.910636449679e+04       1.841647695697e-07       1.982209546035e+15       2.579335363936e-06       3.187609339491e+32       2.484866744332e+24       5.660837051932e+24       4.339565124443e-08       2.205088973236e+32       5.392698394183e+32       1.929441773032e-04       1.455396724839e-01 
       1.030248602564e+11       7.121176593167e-20       4.498811904341e-06       2.290045570759e+16       1.910636449676e+04       1.854539229564e-07       1.968430532305e+15       2.597390711389e-06       3.099896604461e+32       2.433406659053e+24       5.543604545156e+24       4.339565124443e-08       2.144412031921e+32       5.244308716152e+32       1.931400597385e-04       1.453920664596e-01 
       1.023086993608e+11       7.221222002871e-20       4.530305886874e-06       2.258318454907e+16       1.910636449673e+04       1.867521004168e-07       1.954747301193e+15       2.615572446272e-06       3.014597441191e+32       2.383012280973e+24       5.428799852592e+24       4.339565124443e-08       2.085404724463e+32       5.100002243773e+32       1.933359421740e-04       1.452447595368e-01 
       1.015975167436e+11       7.322672950530e-20       4.562018148135e-06       2.227030897942e+16       1.910636449670e+04       1.880593651194e-07       1.941159186881e+15       2.633881453299e-06       2.931645435968e+32       2.333661539941e+24       5.316372695677e+24       4.339565124443e-08       2.028021107920e+32       4.959666620388e+32       1.935318246096e-04       1.450977508073e-01 
       1.008912777990e+11       7.425549182548e-20       4.593952326104e-06       2.196176810057e+16       1.910636449667e+04       1.893757806750e-07       1.927665528180e+15       2.652318623373e-06       2.850976002565e+32       2.285332822865e+24       5.206273837089e+24       4.339565124443e-08       1.972216503551e+32       4.823192581031e+32       1.937277070455e-04       1.449510393665e-01 
       1.001899481618e+11       7.529870722743e-20       4.626108420780e-06       2.165750185815e+16       1.910636449663e+04       1.907014111394e-07       1.914265668497e+15       2.670884853636e-06       2.772526331963e+32       2.238004964249e+24       5.098455059180e+24       4.339565124443e-08       1.917947462030e+32       4.690473867357e+32       1.939235894816e-04       1.448046243136e-01 
       9.949349370583e+10       7.635657876251e-20       4.658490070142e-06       2.135745102981e+16       1.910636449660e+04       1.920363210171e-07       1.900958955803e+15       2.689581047510e-06       2.696235343445e+32       2.191657236920e+24       4.992869142859e+24       4.339565124443e-08       1.865171729616e+32       4.561407144906e+32       1.941194719179e-04       1.446585047513e-01 
       9.880188054201e+10       7.742931233473e-20       4.691100912169e-06       2.106155721368e+16       1.910636449657e+04       1.933805752640e-07       1.887744742601e+15       2.708408114740e-06       2.622043637037e+32       2.146269342953e+24       4.889469846915e+24       4.339565124443e-08       1.813848215258e+32       4.435891922652e+32       1.943153543544e-04       1.445126797860e-01 
       9.811507501687e+10       7.851711674085e-20       4.723937308881e-06       2.076976281703e+16       1.910636449654e+04       1.947342392905e-07       1.874622385896e+15       2.727366971438e-06       2.549893447262e+32       2.101821404780e+24       4.788211887765e+24       4.339565124443e-08       1.763936958593e+32       4.313830474755e+32       1.945112367911e-04       1.443671485277e-01 
       9.743304371087e+10       7.962020371100e-20       4.757006536238e-06       2.048201104501e+16       1.910636449650e+04       1.960973789652e-07       1.861591247163e+15       2.746458540133e-06       2.479728598162e+32       2.058293956486e+24       4.689050919621e+24       4.339565124443e-08       1.715399098843e+32       4.195127764478e+32       1.947071192280e-04       1.442219100901e-01 
       9.675575343678e+10       8.073878794994e-20       4.790304956259e-06       2.019824588965e+16       1.910636449647e+04       1.974700606177e-07       1.848650692313e+15       2.765683749806e-06       2.411494459561e+32       2.015667935284e+24       4.591943515068e+24       4.339565124443e-08       1.668196844550e+32       4.079691370188e+32       1.949030016652e-04       1.440769635901e-01 
       9.608317123809e+10       8.187308717879e-20       4.823836206924e-06       1.991841211893e+16       1.910636449644e+04       1.988523510417e-07       1.835800091668e+15       2.785043535946e-06       2.345137904528e+32       1.973924673163e+24       4.496847146049e+24       4.339565124443e-08       1.622293444158e+32       3.967431413395e+32       1.950988841026e-04       1.439323081486e-01 
       9.541526438735e+10       8.302332217744e-20       4.857603926212e-06       1.964245526602e+16       1.910636449640e+04       2.002443174987e-07       1.823038819924e+15       2.804538840587e-06       2.280607268016e+32       1.933045888718e+24       4.403720165236e+24       4.339565124443e-08       1.577653157394e+32       3.858260488778e+32       1.952947665402e-04       1.437879428896e-01 
       9.475200038464e+10       8.418971682751e-20       4.891608114121e-06       1.937032161872e+16       1.910636449637e+04       2.016460277209e-07       1.810366256128e+15       2.824170612359e-06       2.217852306632e+32       1.893013679141e+24       4.312521787792e+24       4.339565124443e-08       1.534241227441e+32       3.752093596128e+32       1.954906489780e-04       1.436438669410e-01 
       9.409334695592e+10       8.537249815596e-20       4.925848770654e-06       1.910195820896e+16       1.910636449633e+04       2.030575499146e-07       1.797781783639e+15       2.843939806532e-06       2.156824159520e+32       1.853810512377e+24       4.223212073509e+24       4.339565124443e-08       1.492023853879e+32       3.648848074169e+32       1.956865314160e-04       1.435000794339e-01 
       9.343927205153e+10       8.657189637923e-20       4.960329533787e-06       1.883731280250e+16       1.910636449630e+04       2.044789527637e-07       1.785284790105e+15       2.863847385062e-06       2.097475310316e+32       1.815419219454e+24       4.135751909318e+24       4.339565124443e-08       1.450968166366e+32       3.548443536194e+32       1.958824138543e-04       1.433565795030e-01 
       9.278974384459e+10       8.778814494806e-20       4.995050403522e-06       1.857633388880e+16       1.910636449626e+04       2.059103054327e-07       1.772874667429e+15       2.883894316641e-06       2.039759550155e+32       1.777822986954e+24       4.050102992155e+24       4.339565124443e-08       1.411042199047e+32       3.450801807481e+32       1.960782962928e-04       1.432133662865e-01 
       9.214473072946e+10       8.902148059296e-20       5.030018655816e-06       1.831897067093e+16       1.910636449623e+04       2.073516775704e-07       1.760550811743e+15       2.904081576739e-06       1.983631941689e+32       1.741005349659e+24       3.966227812192e+24       4.339565124443e-08       1.372214865664e+32       3.355846864425e+32       1.962741787315e-04       1.430704389259e-01 
       9.150420132019e+10       9.027214337027e-20       5.065227014711e-06       1.806517305575e+16       1.910636449619e+04       2.088031393130e-07       1.748312623376e+15       2.924410147656e-06       1.929048784103e+32       1.704950183333e+24       3.884089636405e+24       4.339565124443e-08       1.334455935350e+32       3.263504775344e+32       1.964700611705e-04       1.429277965662e-01 
       9.086812444902e+10       9.154037670886e-20       5.100682756165e-06       1.781489164412e+16       1.910636449616e+04       2.102647612879e-07       1.736159506824e+15       2.944881018568e-06       1.875967579087e+32       1.669641697664e+24       3.803652492491e+24       4.339565124443e-08       1.297736009098e+32       3.173703642918e+32       1.966659436097e-04       1.427854383559e-01 
       9.023646916484e+10       9.282642745754e-20       5.136389518157e-06       1.756807772128e+16       1.910636449612e+04       2.117366146165e-07       1.724090870726e+15       2.965495185574e-06       1.824346997747e+32       1.635064429349e+24       3.724881153110e+24       4.339565124443e-08       1.262026496864e+32       3.086373548211e+32       1.968618260491e-04       1.426433634468e-01 
       8.960920473170e+10       9.413054593312e-20       5.172343662707e-06       1.732468324740e+16       1.910636449609e+04       2.132187709185e-07       1.712106127827e+15       2.986253651748e-06       1.774146848427e+32       1.601203235318e+24       3.647741120458e+24       4.339565124443e-08       1.227299595311e+32       3.001446496228e+32       1.970577084888e-04       1.425015709940e-01 
       8.898630062728e+10       9.545298596908e-20       5.208548827795e-06       1.708466084820e+16       1.910636449605e+04       2.147113023145e-07       1.700204694959e+15       3.007157427183e-06       1.725328045416e+32       1.568043286106e+24       3.572198611161e+24       4.339565124443e-08       1.193528266161e+32       2.918856362979e+32       1.972535909287e-04       1.423600601561e-01 
       8.836772654146e+10       9.679400496503e-20       5.245008651400e-06       1.684796380574e+16       1.910636449601e+04       2.162142814304e-07       1.688385993004e+15       3.028207529045e-06       1.677852578516e+32       1.535570059360e+24       3.498220541479e+24       4.339565124443e-08       1.160686215141e+32       2.838538843994e+32       1.974494733688e-04       1.422188300950e-01 
       8.775345237481e+10       9.815386393676e-20       5.281723133521e-06       1.661454604933e+16       1.910636449598e+04       2.177277814000e-07       1.676649446873e+15       3.049404981618e-06       1.631683483446e+32       1.503769333471e+24       3.425774512813e+24       4.339565124443e-08       1.128747871511e+32       2.760431404253e+32       1.976453558092e-04       1.420778799757e-01 
       8.714344823713e+10       9.953282756710e-20       5.318695912138e-06       1.638436214656e+16       1.910636449594e+04       2.192518758694e-07       1.664994485471e+15       3.070750816356e-06       1.586784813065e+32       1.472627181355e+24       3.354828797524e+24       4.339565124443e-08       1.097688368157e+32       2.684473229497e+32       1.978412382498e-04       1.419372089669e-01 
       8.653768444598e+10       1.009311642574e-19       5.355926987249e-06       1.615736729447e+16       1.910636449590e+04       2.207866390001e-07       1.653420541675e+15       3.092246071937e-06       1.543121609380e+32       1.442129964347e+24       3.285352325028e+24       4.339565124443e-08       1.067483522228e+32       2.610605178883e+32       1.980371206907e-04       1.417968162404e-01 
       8.593613152528e+10       1.023491461798e-19       5.393419996835e-06       1.593351731078e+16       1.910636449587e+04       2.223321454728e-07       1.641927052306e+15       3.113891794304e-06       1.500659876329e+32       1.412264326233e+24       3.217314668199e+24       4.339565124443e-08       1.038109816305e+32       2.538769738931e+32       1.982330031319e-04       1.416567009711e-01 
       8.533876020382e+10       1.037870493301e-19       5.431171302916e-06       1.571276862538e+16       1.910636449583e+04       2.238884704907e-07       1.630513458095e+15       3.135689036726e-06       1.459366553314e+32       1.383017187395e+24       3.150686030034e+24       4.339565124443e-08       1.009544380095e+32       2.468910978746e+32       1.984288855732e-04       1.415168623374e-01 
       8.474554141390e+10       1.052451535817e-19       5.469191819429e-06       1.549507827174e+16       1.910636449579e+04       2.254556897837e-07       1.619179203666e+15       3.157638859843e-06       1.419209489455e+32       1.354375739089e+24       3.085437230611e+24       4.339565124443e-08       9.817649726202e+31       2.400974506473e+32       1.986247680149e-04       1.413772995209e-01 
       8.415644628984e+10       1.067237427398e-19       5.507474270416e-06       1.528040387864e+16       1.910636449575e+04       2.270338796118e-07       1.607923737500e+15       3.179742331720e-06       1.380157418563e+32       1.326327437830e+24       3.021539694306e+24       4.339565124443e-08       9.547499649031e+31       2.334907426945e+32       1.988206504568e-04       1.412380117063e-01 
       8.357144616665e+10       1.082231045969e-19       5.546025931835e-06       1.506870366189e+16       1.910636449571e+04       2.286231167687e-07       1.596746511913e+15       3.202000527898e-06       1.342179934793e+32       1.298859999902e+24       2.958965437276e+24       4.339565124443e-08       9.284783231261e+31       2.270658300498e+32       1.990165328989e-04       1.410989980817e-01 
       8.299051257858e+10       1.097435309886e-19       5.584850441664e-06       1.485993641616e+16       1.910636449567e+04       2.302234785856e-07       1.585646983028e+15       3.224414531447e-06       1.305247468972e+32       1.271961395977e+24       2.897687055211e+24       4.339565124443e-08       9.029295922547e+31       2.208177102923e+32       1.992124153413e-04       1.409602578382e-01 
       8.241361725775e+10       1.112853178506e-19       5.623944161925e-06       1.465406150702e+16       1.910636449564e+04       2.318350429353e-07       1.574624610749e+15       3.246985433019e-06       1.269331265572e+32       1.245619845849e+24       2.837677711324e+24       4.339565124443e-08       8.780838801107e+31       2.147415186516e+32       1.994082977840e-04       1.408217901703e-01 
       8.184073213279e+10       1.128487652761e-19       5.663310730597e-06       1.445103886300e+16       1.910636449560e+04       2.334578882354e-07       1.563678858735e+15       3.269714330900e-06       1.234403360329e+32       1.219823813269e+24       2.778911124604e+24       4.339565124443e-08       8.539218418845e+31       2.088325242201e+32       1.996041802269e-04       1.406835942754e-01 
       8.127182932747e+10       1.144341775744e-19       5.702953785658e-06       1.425082896780e+16       1.910636449556e+04       2.350920934526e-07       1.552809194370e+15       3.292602331064e-06       1.200436558461e+32       1.194562000900e+24       2.721361558301e+24       4.339565124443e-08       8.304246650737e+31       2.030861262694e+32       1.998000626701e-04       1.405456693542e-01 
