# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.495442756352e-10       7.309265058195e-15       4.815171146230e-13       2.388859501967e-19       8.628903626841e-09       4.854772022289e-10      -2.515854151938e-12 
    3       1.409375666015e-10       1.238839452053e-14       6.068719460545e-13       4.780041067592e-19       5.411291734618e-09       3.469573536444e-10      -2.211507031246e-12 
    4       1.324638938258e-10       1.446592354119e-14       6.277975858903e-13       7.971813484837e-19       3.776588568364e-09       2.639785239628e-10      -1.764116066972e-12 
    5       1.257528921076e-10       1.337973190803e-14       5.879550143719e-13       1.196704841365e-18       2.821984241693e-09       2.093815914767e-10      -1.309529286409e-12 
    6       1.208087559442e-10       1.032478440836e-14       5.173987896629e-13       1.676914976156e-18       2.205212286927e-09       1.709428816465e-10      -8.948468928659e-13 
    7       1.173342229271e-10       6.843838593621e-15       4.365330659182e-13       2.238194085721e-18       1.778233640119e-09       1.425663810216e-10      -5.443860561896e-13 
    8       1.150094184728e-10       4.045255169591e-15       3.576614995732e-13       2.880953942799e-18       1.468351542479e-09       1.208855530872e-10      -2.689334591772e-13 
    9       1.135899960903e-10       2.339962949714e-15       2.880577371451e-13       3.605622532498e-18       1.235838575278e-09       1.038809857419e-10      -7.009986556091e-14 
   10       1.128612981997e-10       1.576066389216e-15       2.317780346711e-13       4.412630621056e-18       1.056623414521e-09       9.029295138148e-11       5.745597694979e-14 
   11       1.126830754626e-10       1.351208672198e-15       1.905546765950e-13       5.302398648386e-18       8.886898896285e-10       7.950621169472e-11       1.233291871332e-13 
   12       1.129466844278e-10       1.294588309021e-15       1.640599028830e-13       6.275324456502e-18       7.765278522141e-10       7.028429457299e-11       1.421600819351e-13 
