# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       4.663162598638e+06       3.475024532853e-11       9.937377958704e-02       4.693494497302e+07       1.344532385234e+04       2.883305199986e-03       6.269774476011e+10       5.737138444279e-02       1.301073048222e+15       2.532893304382e+11       1.520864220181e+12       4.066036797913e-08       9.000418578479e+14       2.202889059620e+15       2.202889059620e+15       7.337049686899e+14      -2.953909002202e+16       1.716756777282e-04       6.028889986127e-02 
       4.630747314748e+06       3.523838598417e-11       1.000692559574e-01       4.628482090539e+07       1.344532315686e+04       2.903488214645e-03       6.226190754988e+10       5.777288849974e-02       1.265271661843e+15       2.480438545230e+11       1.489367999541e+12       4.066036797913e-08       8.752755725468e+14       2.142284646244e+15       2.142284646244e+15       7.135157447966e+14      -2.852666240219e+16       1.717478813493e-04       6.027183889805e-02 
       4.598557360539e+06       3.573338314229e-11       1.007695986955e-01       4.564370298971e+07       1.344532245652e+04       2.923812508697e-03       6.182909999255e+10       5.817720174207e-02       1.230455415253e+15       2.429070093379e+11       1.458524047161e+12       4.066036797913e-08       8.511907763035e+14       2.083347622613e+15       2.083347622613e+15       6.938820638522e+14      -2.754893542649e+16       1.718200949335e-04       6.025485025710e-02 
       4.566591169665e+06       3.623533310060e-11       1.014748418384e-01       4.501146645778e+07       1.344532175127e+04       2.944279071074e-03       6.139930102800e+10       5.858434381520e-02       1.196597200559e+15       2.378765452051e+11       1.428318854951e+12       4.066036797913e-08       8.277687167208e+14       2.026032112680e+15       2.026032112680e+15       6.747886390932e+14      -2.660471972636e+16       1.718923185546e-04       6.023793427895e-02 
       4.534847186673e+06       3.674433350908e-11       1.021850196594e-01       4.438798826992e+07       1.344532104110e+04       2.964888897628e-03       6.097248974245e+10       5.899433450183e-02       1.163670655789e+15       2.329502590360e+11       1.398739194568e+12       4.066036797913e-08       8.049911574075e+14       1.970293502650e+15       1.970293502650e+15       6.562206043989e+14      -2.569286669939e+16       1.719645522874e-04       6.022109130675e-02 
       4.503323866919e+06       3.726048338897e-11       1.029001666757e-01       4.377314709106e+07       1.344532032595e+04       2.985642991185e-03       6.054864536754e+10       5.940719372286e-02       1.131650144371e+15       2.281259933667e+11       1.369772111618e+12       4.066036797913e-08       7.828403637794e+14       1.916088406255e+15       1.916088406255e+15       6.381635027168e+14      -2.481226711203e+16       1.720367962067e-04       6.020432168623e-02 
       4.472019676499e+06       3.778388315200e-11       1.036203176391e-01       4.316682326709e+07       1.344531960580e+04       3.006542361590e-03       6.012774727926e+10       5.982294153838e-02       1.100510735166e+15       2.234016354130e+11       1.341404919985e+12       4.066036797913e-08       7.612990892511e+14       1.863374630972e+15       1.863374630972e+15       6.206032748057e+14      -2.396184975020e+16       1.721090503882e-04       6.018762576577e-02 
       4.440933092169e+06       3.831463461993e-11       1.043455075505e-01       4.256889880162e+07       1.344531888061e+04       3.027588025753e-03       5.970977499698e+10       6.024159814861e-02       1.070228183062e+15       2.187751161454e+11       1.313625196276e+12       4.066036797913e-08       7.403505618080e+14       1.812111145182e+15       1.812111145182e+15       6.035262482900e+14      -2.314058011613e+16       1.721813149081e-04       6.017100389639e-02 
       4.410062601276e+06       3.885284104435e-11       1.050757716512e-01       4.197925733294e+07       1.344531815034e+04       3.048781007706e-03       5.929470818240e+10       6.066318389489e-02       1.040778910094e+15       2.142444093827e+11       1.286420774378e+12       4.066036797913e-08       7.199784709475e+14       1.762258046225e+15       1.762258046225e+15       5.869191270138e+14      -2.234745916990e+16       1.722535898432e-04       6.015445643176e-02 
       4.379406701680e+06       3.939860712674e-11       1.058111454331e-01       4.139778411145e+07       1.344531741497e+04       3.070122338647e-03       5.888252663865e+10       6.108771926067e-02       1.012139987087e+15       2.098075309045e+11       1.259779740130e+12       4.066036797913e-08       7.001669549799e+14       1.713776529338e+15       1.713776529338e+15       5.707689806890e+14      -2.158152211406e+16       1.723258752706e-04       6.013798372825e-02 
       4.348963901684e+06       3.995203903881e-11       1.065516646322e-01       4.082436597727e+07       1.344531667445e+04       3.091613056993e-03       5.847321030921e+10       6.151522487250e-02       9.842891158039e+14       2.054625375828e+11       1.233690426109e+12       4.066036797913e-08       6.809005886782e+14       1.666628857446e+15       1.666628857446e+15       5.550632348274e+14      -2.084183722002e+16       1.723981712684e-04       6.012158614491e-02 
       4.318732719961e+06       4.051324444320e-11       1.072973652335e-01       4.025889133824e+07       1.344531592875e+04       3.113254208429e-03       5.806673927702e+10       6.194572150102e-02       9.572046115830e+14       2.012075265302e+11       1.208141406515e+12       4.066036797913e-08       6.621643712681e+14       1.620778331784e+15       1.620778331784e+15       5.397896609504e+14      -2.012750469450e+16       1.724704779150e-04       6.010526404352e-02 
       4.288711685479e+06       4.108233251434e-11       1.080482834805e-01       3.970125014821e+07       1.344531517783e+04       3.135046845958e-03       5.766309376343e+10       6.237923006198e-02       9.308653864552e+14       1.970406342673e+11       1.183121492171e+12       4.066036797913e-08       6.439437147488e+14       1.576189263330e+15       1.576189263330e+15       5.249363670680e+14      -1.943765558502e+16       1.725427952893e-04       6.008901778859e-02 
       4.258899337434e+06       4.165941395970e-11       1.088044558601e-01       3.915133388559e+07       1.344531442166e+04       3.156992029957e-03       5.726225412731e+10       6.281577161721e-02       9.052509327249e+14       1.929600359061e+11       1.158619725619e+12       4.066036797913e-08       6.262244325342e+14       1.532826945021e+15       1.532826945021e+15       5.104917884197e+14      -1.877145072271e+16       1.726151234710e-04       6.007284774740e-02 
       4.229294225175e+06       4.224460104135e-11       1.095659191196e-01       3.860903553225e+07       1.344531366020e+04       3.179090828222e-03       5.686420086405e+10       6.325536737570e-02       8.803413070021e+14       1.889639443510e+11       1.134625376326e+12       4.066036797913e-08       6.089927284078e+14       1.490657624731e+15       1.490657624731e+15       4.964446784700e+14      -1.812807970156e+16       1.726874625404e-04       6.005675428997e-02 
       4.199894908135e+06       4.283800759770e-11       1.103327102646e-01       3.807424955270e+07       1.344531289341e+04       3.201344316025e-03       5.646891460461e+10       6.369803869458e-02       8.561171146755e+14       1.850506095160e+11       1.111127935980e+12       4.066036797913e-08       5.922351857807e+14       1.449648479002e+15       1.449648479002e+15       4.827841001520e+14      -1.750675989246e+16       1.727598125782e-04       6.004073778914e-02 
       4.170699955763e+06       4.343974906573e-11       1.111048665571e-01       3.754687187353e+07       1.344531212125e+04       3.223753576164e-03       5.607637611462e+10       6.414380708017e-02       8.325594948108e+14       1.812183175583e+11       1.088117113891e+12       4.066036797913e-08       5.759387572454e+14       1.409767587488e+15       1.409767587488e+15       4.694994173521e+14      -1.690673549122e+16       1.728321736658e-04       6.002479862055e-02 
       4.141707947449e+06       4.404994250336e-11       1.118824255191e-01       3.702679986316e+07       1.344531134369e+04       3.246319699015e-03       5.568656629340e+10       6.459269418901e-02       8.096501054665e+14       1.774653901279e+11       1.065582832483e+12       4.066036797913e-08       5.600907544175e+14       1.370983908107e+15       1.370983908107e+15       4.565802866280e+14      -1.632727659905e+16       1.729045458852e-04       6.000893716267e-02 
       4.112917472460e+06       4.466870661222e-11       1.126654249329e-01       3.651393231186e+07       1.344531056069e+04       3.269043782589e-03       5.529946617302e+10       6.504472182894e-02       7.873711094125e+14       1.737901836325e+11       1.043515222880e+12       4.066036797913e-08       5.446788380559e+14       1.333267252875e+15       1.333267252875e+15       4.440166491561e+14      -1.576767833468e+16       1.729769293190e-04       5.999315379683e-02 
       4.084327129869e+06       4.529616176074e-11       1.134539028517e-01       3.600816941206e+07       1.344530977221e+04       3.291926932580e-03       5.491505691746e+10       6.549991196009e-02       7.657051602419e+14       1.701910885173e+11       1.021904620585e+12       4.066036797913e-08       5.296910084563e+14       1.296588264407e+15       1.296588264407e+15       4.317987228994e+14      -1.522725997685e+16       1.730493240505e-04       5.997744890720e-02 
       4.055935528489e+06       4.593243000754e-11       1.142478975853e-01       3.550941273892e+07       1.344530897822e+04       3.314970262424e-03       5.453331982157e+10       6.595828669601e-02       7.446353888657e+14       1.666665285607e+11       1.000741561247e+12       4.066036797913e-08       5.151155961073e+14       1.260918393063e+15       1.260918393063e+15       4.199169949910e+14      -1.470536413624e+16       1.731217301635e-04       5.996182288087e-02 
       4.027741286801e+06       4.657763512517e-11       1.150474477181e-01       3.501756523118e+07       1.344530817867e+04       3.338174893347e-03       5.415423631029e+10       6.641986830469e-02       7.241453903778e+14       1.632149601836e+11       9.800167765147e+11       4.066036797913e-08       5.009412526056e+14       1.226229874720e+15       1.226229874720e+15       4.083622143278e+14      -1.420135595570e+16       1.731941477424e-04       5.994627610782e-02 
       3.999743032890e+06       4.723190262413e-11       1.158525921037e-01       3.453253117227e+07       1.344530737352e+04       3.361541954426e-03       5.377778793762e+10       6.688467920968e-02       7.042192112827e+14       1.598348717736e+11       9.597211899813e+11       4.066036797913e-08       4.871569418192e+14       1.192495709164e+15       1.192495709164e+15       3.971253843673e+14      -1.371462233802e+16       1.732665768723e-04       5.993080898096e-02 
       3.971939404379e+06       4.789535977733e-11       1.166633698631e-01       3.405421617165e+07       1.344530656275e+04       3.385072582641e-03       5.340395638583e+10       6.735274199112e-02       6.848413370740e+14       1.565247830227e+11       9.398459132053e+11       4.066036797913e-08       4.737519312951e+14       1.159689639065e+15       1.159689639065e+15       3.861977561230e+14      -1.324457120003e+16       1.733390176389e-04       5.991542189613e-02 
       3.944329048361e+06       4.856813564477e-11       1.174798203920e-01       3.358252714648e+07       1.344530574630e+04       3.408767922929e-03       5.303272346451e+10       6.782407938689e-02       6.659966801547e+14       1.532832442794e+11       9.203822418199e+11       4.066036797913e-08       4.607157839033e+14       1.127786129544e+15       1.127786129544e+15       3.755708213527e+14      -1.279063075236e+16       1.734114701286e-04       5.990011525217e-02 
       3.916910621332e+06       4.925036109866e-11       1.183019833643e-01       3.311737230349e+07       1.344530492413e+04       3.432629128242e-03       5.266407110968e+10       6.829871429365e-02       6.476705680903e+14       1.501088359134e+11       9.013216517206e+11       4.066036797913e-08       4.480383497099e+14       1.096760348288e+15       1.096760348288e+15       3.652363059334e+14      -1.235224880385e+16       1.734839344283e-04       5.988488945089e-02 
       3.889682789128e+06       4.994216884887e-11       1.191298987287e-01       3.265866112109e+07       1.344530409622e+04       3.456657359602e-03       5.229798138296e+10       6.877666976800e-02       6.298487321844e+14       1.470001676944e+11       8.826557953320e+11       4.066036797913e-08       4.357097580748e+14       1.066588146222e+15       1.066588146222e+15       3.551861634198e+14      -1.192889208984e+16       1.735564106256e-04       5.986974489709e-02 
       3.862644226861e+06       5.064369346869e-11       1.199636067122e-01       3.220630433179e+07       1.344530326251e+04       3.480853786159e-03       5.193443647064e+10       6.925796902757e-02       6.125172963697e+14       1.439558781827e+11       8.643764979520e+11       4.066036797913e-08       4.237204099663e+14       1.037246038712e+15       1.037246038712e+15       3.454125687787e+14      -1.152004562340e+16       1.736288988089e-04       5.985468199862e-02 
       3.835793618851e+06       5.135507142100e-11       1.208031478254e-01       3.176021390481e+07       1.344530242297e+04       3.505219585244e-03       5.157341868284e+10       6.974263545214e-02       5.956627664037e+14       1.409746341332e+11       8.464757541716e+11       4.066036797913e-08       4.120609704870e+14       1.008711187279e+15       1.008711187279e+15       3.359079122969e+14      -1.112521206890e+16       1.737013990670e-04       5.983970116637e-02 
       3.809129658563e+06       5.207644108484e-11       1.216485628593e-01       3.132030302891e+07       1.344530157755e+04       3.529755942430e-03       5.121491045268e+10       7.023069258477e-02       5.792720193622e+14       1.380551299117e+11       8.289457243694e+11       4.066036797913e-08       4.007223616065e+14       9.809613818230e+14       9.809613818230e+14       3.266647936562e+14      -1.074391113699e+16       1.737739114896e-04       5.982480281430e-02 
       3.782651048545e+06       5.280794278224e-11       1.224998928938e-01       3.088648609558e+07       1.344530072622e+04       3.554464051589e-03       5.085889433535e+10       7.072216413294e-02       5.633322934218e+14       1.351960869227e+11       8.117787312775e+11       4.066036797913e-08       3.896957550923e+14       9.539750233322e+14       9.539750233322e+14       3.176760161713e+14      -1.037567900029e+16       1.738464361668e-04       5.980998735945e-02 
       3.756356500364e+06       5.354971880552e-11       1.233571792891e-01       3.045867868227e+07       1.344529986894e+04       3.579345114950e-03       5.050535300733e+10       7.121707396970e-02       5.478311779236e+14       1.323962530498e+11       7.949672566199e+11       4.066036797913e-08       3.789725656367e+14       9.277311070700e+14       9.277311070700e+14       3.089345811868e+14      -1.002006772923e+16       1.739189731897e-04       5.979525522198e-02 
       3.730244734545e+06       5.430191344498e-11       1.242204637001e-01       3.003679753606e+07       1.344529900565e+04       3.604400343156e-03       5.015426926552e+10       7.171544613482e-02       5.327566037104e+14       1.296544021072e+11       7.785039378195e+11       4.066036797913e-08       3.685444441722e+14       9.022092062225e+14       9.022092062225e+14       3.004336826275e+14      -9.676644747049e+15       1.739915226497e-04       5.978060682518e-02 
       3.704314480505e+06       5.506467301691e-11       1.250897880727e-01       2.962076055739e+07       1.344529813633e+04       3.629630955325e-03       4.980562602640e+10       7.221730483596e-02       5.180968337295e+14       1.269693333025e+11       7.623815647738e+11       4.066036797913e-08       3.584032713708e+14       8.773894559984e+14       8.773894559984e+14       2.921667017001e+14      -9.344992303651e+15       1.740640846391e-04       5.976604259549e-02 
       3.678564476492e+06       5.583814589201e-11       1.259651946402e-01       2.921048678410e+07       1.344529726092e+04       3.655038179106e-03       4.945940632520e+10       7.272267444982e-02       5.038404538943e+14       1.243398707111e+11       7.465930766974e+11       4.066036797913e-08       3.485411513225e+14       8.532525381642e+14       8.532525381642e+14       2.841272017389e+14      -9.024706967361e+15       1.741366592508e-04       5.975156296252e-02 
       3.652993469529e+06       5.662248252431e-11       1.268467259397e-01       2.880589637568e+07       1.344529637939e+04       3.680623250744e-03       4.911559331509e+10       7.323157952333e-02       4.899763641971e+14       1.217648627612e+11       7.311315590294e+11       4.066036797913e-08       3.389504053875e+14       8.297796660064e+14       8.297796660064e+14       2.763089231949e+14      -8.715399134182e+15       1.742092465786e-04       5.973716835908e-02 
       3.627600215346e+06       5.741783548030e-11       1.277344247956e-01       2.840691059772e+07       1.344529549169e+04       3.706387415136e-03       4.877417026634e+10       7.374404477484e-02       4.764937700671e+14       1.192431817292e+11       7.159902404052e+11       4.066036797913e-08       3.296235662174e+14       8.069525697067e+14       8.069525697067e+14       2.687057787615e+14      -8.416692553832e+15       1.742818467167e-04       5.972285922120e-02 
       3.602383478322e+06       5.822435946869e-11       1.286283343397e-01       2.801345180659e+07       1.344529459778e+04       3.732331925893e-03       4.843512056551e+10       7.426009509532e-02       4.633821739656e+14       1.167737232461e+11       7.011624896915e+11       4.066036797913e-08       3.205533719414e+14       7.847534821199e+14       7.847534821199e+14       2.613118486357e+14      -8.128223872045e+15       1.743544597601e-04       5.970863598813e-02 
       3.577342031426e+06       5.904221137042e-11       1.295284980024e-01       2.762544343433e+07       1.344529369762e+04       3.758458045399e-03       4.809842771465e+10       7.477975554952e-02       4.506313672122e+14       1.143554058136e+11       6.866418130815e+11       4.066036797913e-08       3.117327605122e+14       7.631651249432e+14       7.631651249432e+14       2.541213759081e+14      -7.849642188553e+15       1.744270858046e-04       5.969449910241e-02 
       3.552474656158e+06       5.987155026914e-11       1.304349595139e-01       2.724280997375e+07       1.344529279116e+04       3.784767044877e-03       4.776407533050e+10       7.530305137725e-02       4.382314220369e+14       1.119871703308e+11       6.724218512515e+11       4.066036797913e-08       3.031548642073e+14       7.421706952657e+14       7.421706952657e+14       2.471287620814e+14      -7.580608630221e+15       1.744997249466e-04       5.968044900984e-02 
       3.527780142486e+06       6.071253748218e-11       1.313477629137e-01       2.686547696372e+07       1.344529187835e+04       3.811260204446e-03       4.743204714367e+10       7.583000799453e-02       4.261726838502e+14       1.096679796300e+11       6.584963765755e+11       4.066036797913e-08       2.948130042820e+14       7.217538524884e+14       7.217538524884e+14       2.403285627107e+14      -7.320795938810e+15       1.745723772832e-04       5.966648615952e-02 
       3.503257288790e+06       6.156533659187e-11       1.322669525507e-01       2.649337097471e+07       1.344529095916e+04       3.837938813186e-03       4.710232699788e+10       7.636065099488e-02       4.144457637259e+14       1.073968180225e+11       6.448592903979e+11       4.066036797913e-08       2.867006857692e+14       7.018987056036e+14       7.018987056036e+14       2.337154831651e+14      -7.069888072871e+15       1.746450429122e-04       5.965261100390e-02 
       3.478904901803e+06       6.243011347732e-11       1.331925730774e-01       2.612641959444e+07       1.344529003354e+04       3.864804169200e-03       4.677489884915e+10       7.689500615048e-02       4.030415310910e+14       1.051726908542e+11       6.315046203627e+11       4.066036797913e-08       2.788115924227e+14       6.825898008250e+14       6.825898008250e+14       2.272843745046e+14      -6.827579823289e+15       1.747177219324e-04       5.963882399876e-02 
       3.454721796554e+06       6.330703634669e-11       1.341246694647e-01       2.576455141386e+07       1.344528910145e+04       3.891857579676e-03       4.644974676502e+10       7.743309941351e-02       3.919511066167e+14       1.029946240695e+11       6.184265177979e+11       4.066036797913e-08       2.711395817990e+14       6.638121095575e+14       6.638121095575e+14       2.210302294719e+14      -6.593576441996e+15       1.747904144429e-04       5.962512560326e-02 
       3.430706796306e+06       6.419627576988e-11       1.350632869944e-01       2.540769601319e+07       1.344528816283e+04       3.919100360954e-03       4.612685492380e+10       7.797495691733e-02       3.811658553047e+14       1.008616637849e+11       6.056192551539e+11       4.066036797913e-08       2.636786804749e+14       6.455510166985e+14       6.455510166985e+14       2.149481785932e+14      -6.367593283420e+15       1.748631205439e-04       5.961151627995e-02 
       3.406858732505e+06       6.509800471165e-11       1.360084712633e-01       2.505578394823e+07       1.344528721764e+04       3.946533838585e-03       4.580620761376e+10       7.852060497775e-02       3.706773797644e+14       9.877287587144e+10       5.930772234953e+11       4.066036797913e-08       2.564230793969e+14       6.277923092606e+14       6.277923092606e+14       2.090334863871e+14      -6.149355458212e+15       1.749358403360e-04       5.959799649482e-02 
       3.383176444720e+06       6.601239856525e-11       1.369602681880e-01       2.470874673689e+07       1.344528626585e+04       3.974159347401e-03       4.548778923241e+10       7.907007009435e-02       3.604775136745e+14       9.672734554523e+10       5.807949300444e+11       4.066036797913e-08       2.493671293579e+14       6.105221653079e+14       6.105221653079e+14       2.032815476774e+14      -5.938597498851e+15       1.750085739209e-04       5.958456671726e-02 
       3.359658780583e+06       6.693963518652e-11       1.379187240072e-01       2.436651684579e+07       1.344528530739e+04       4.001978231575e-03       4.517158428571e+10       7.962337895169e-02       3.505583154246e+14       9.472417696711e+10       5.687669957758e+11       4.066036797913e-08       2.425053365989e+14       5.937271431962e+14       5.937271431962e+14       1.976878840078e+14      -5.735063036709e+15       1.750813214008e-04       5.957122742015e-02 
       3.336304595741e+06       6.787989492844e-11       1.388838852836e-01       2.402902767716e+07       1.344528434223e+04       4.029991844690e-03       4.485757738731e+10       8.018055842066e-02       3.409120619321e+14       9.276249285016e+10       5.569881530602e+11       4.066036797913e-08       2.358323585317e+14       5.773941711097e+14       5.773941711097e+14       1.922481401546e+14      -5.538504490181e+15       1.751540828788e-04       5.955797907987e-02 
       3.313112753793e+06       6.883336067618e-11       1.398557988978e-01       2.369621355586e+07       1.344528337032e+04       4.058201549803e-03       4.454575325784e+10       8.074163555974e-02       3.315312426289e+14       9.084143407559e+10       5.454532433581e+11       4.066036797913e-08       2.293429995788e+14       5.615105368852e+14       5.615105368852e+14       1.869580807359e+14      -5.348682763507e+15       1.752268584587e-04       5.954482217629e-02 
       3.290082126238e+06       6.980021788264e-11       1.408345120690e-01       2.336800971663e+07       1.344528239160e+04       4.086608719512e-03       4.423609672412e+10       8.130663761631e-02       3.224085536137e+14       8.896015931644e+10       5.341572149602e+11       4.066036797913e-08       2.230322071286e+14       5.460638781166e+14       5.460638781166e+14       1.818135869141e+14      -5.165366955920e+15       1.752996482449e-04       5.953175719281e-02 
       3.267211592420e+06       7.078065460450e-11       1.418200723347e-01       2.304435229143e+07       1.344528140604e+04       4.115214736022e-03       4.392859271845e+10       8.187559202799e-02       3.135368919651e+14       8.711784466913e+10       5.230951207750e+11       4.066036797913e-08       2.168950676012e+14       5.310421725317e+14       5.310421725317e+14       1.768106531887e+14      -4.988334080755e+15       1.753724523429e-04       5.951878461642e-02 
       3.244500039473e+06       7.177486153877e-11       1.428125275725e-01       2.272517829706e+07       1.344528041359e+04       4.144020991213e-03       4.362322627789e+10       8.244852642393e-02       3.049093502114e+14       8.531368329263e+10       5.122621161624e+11       4.066036797913e-08       2.109268026223e+14       5.164337286332e+14       5.164337286332e+14       1.719453842779e+14      -4.817368794195e+15       1.754452708588e-04       5.950590493765e-02 
       3.221946362267e+06       7.278303205981e-11       1.438119259928e-01       2.241042562287e+07       1.344527941419e+04       4.173028886707e-03       4.331998254349e+10       8.302546862617e-02       2.965192109526e+14       8.354688505512e+10       5.016534568120e+11       4.066036797913e-08       2.051227653037e+14       5.022271765982e+14       5.022271765982e+14       1.672139920854e+14      -4.652263133309e+15       1.755181038995e-04       5.949311865068e-02 
       3.199549463354e+06       7.380536225697e-11       1.448183161392e-01       2.210003301869e+07       1.344527840780e+04       4.202239833938e-03       4.301884675959e+10       8.360644665097e-02       2.883599416298e+14       8.181667618792e+10       4.912644966651e+11       4.066036797913e-08       1.994784366244e+14       4.884114594270e+14       4.884114594270e+14       1.626127927514e+14      -4.492816263069e+15       1.755909515726e-04       5.948042625329e-02 
       3.177308252914e+06       7.484205097262e-11       1.458317468987e-01       2.179394008289e+07       1.344527739437e+04       4.231655254218e-03       4.271980427312e+10       8.419148871017e-02       2.804251894393e+14       8.012229894666e+10       4.810906858802e+11       4.066036797913e-08       1.939894219123e+14       4.749758243364e+14       4.749758243364e+14       1.581382037839e+14      -4.338834232041e+15       1.756638139867e-04       5.946782824694e-02 
       3.155221648704e+06       7.589329984087e-11       1.468522674968e-01       2.149208725064e+07       1.344527637385e+04       4.261276578809e-03       4.242284053285e+10       8.478062321253e-02       2.727087763862e+14       7.846301127941e+10       4.711275688403e+11       4.066036797913e-08       1.886514474230e+14       4.619098143893e+14       4.619098143893e+14       1.537867412697e+14      -4.190129736447e+15       1.757366912510e-04       5.945532513675e-02 
       3.133288576003e+06       7.695931332669e-11       1.478799275046e-01       2.119441578234e+07       1.344527534619e+04       4.291105248989e-03       4.212794108870e+10       8.537387876514e-02       2.652046944744e+14       7.683808650167e+10       4.613707822016e+11       4.066036797913e-08       1.834603570114e+14       4.492032603545e+14       4.492032603545e+14       1.495550171619e+14      -4.046521892315e+15       1.758095834757e-04       5.944291743156e-02 
       3.111507967562e+06       7.804029876567e-11       1.489147768370e-01       2.090086775211e+07       1.344527431134e+04       4.321142716126e-03       4.183509159106e+10       8.597128417476e-02       2.579071010285e+14       7.524681297817e+10       4.518160529825e+11       4.066036797913e-08       1.784121088966e+14       4.368462727910e+14       4.368462727910e+14       1.454397366417e+14      -3.907836015438e+15       1.758824907716e-04       5.943060564394e-02 
       3.089878763549e+06       7.913646640430e-11       1.499568657600e-01       2.061138603660e+07       1.344527326925e+04       4.351390441746e-03       4.154427779004e+10       8.657286844924e-02       2.508103141448e+14       7.368849381118e+10       4.424591966925e+11       4.066036797913e-08       1.735027725144e+14       4.248292343497e+14       4.248292343497e+14       1.414376955531e+14      -3.773903408879e+15       1.759554132505e-04       5.941839029020e-02 
       3.068399911501e+06       8.024802944083e-11       1.510062448906e-01       2.032591430383e+07       1.344527221987e+04       4.381849897605e-03       4.125548553483e+10       8.717866079891e-02       2.439088082675e+14       7.216244653529e+10       4.332961154992e+11       4.066036797913e-08       1.687285254572e+14       4.131427922868e+14       4.131427922868e+14       1.375457779082e+14      -3.644561157752e+15       1.760283510250e-04       5.940627189046e-02 
       3.047070366270e+06       8.137520406670e-11       1.520629651968e-01       2.004439700224e+07       1.344527116315e+04       4.412522565761e-03       4.096870077297e+10       8.778869063797e-02       2.371972098865e+14       7.066800281857e+10       4.243227964340e+11       4.066036797913e-08       1.640856504978e+14       4.017778511835e+14       4.017778511835e+14       1.337609534614e+14      -3.519651931042e+15       1.761013042083e-04       5.939425096862e-02 
       3.025889089973e+06       8.251820950851e-11       1.531270780033e-01       1.976677934986e+07       1.344527009904e+04       4.443409938646e-03       4.068390954969e+10       8.840298758593e-02       2.306702933533e+14       6.920450816983e+10       4.155353096344e+11       4.066036797913e-08       1.595705326951e+14       3.907255658662e+14       3.907255658662e+14       1.300802753495e+14      -3.399023790220e+15       1.761742729148e-04       5.938232805242e-02 
       3.004855051943e+06       8.367726807070e-11       1.541986349966e-01       1.949300732367e+07       1.344526902748e+04       4.474513519137e-03       4.040109800723e+10       8.902158146906e-02       2.243229768126e+14       6.777132165201e+10       4.069298066232e+11       4.066036797913e-08       1.551796565799e+14       3.799773345208e+14       3.799773345208e+14       1.265008777975e+14      -3.282530004408e+15       1.762472572595e-04       5.937050367348e-02 
       2.983967228677e+06       8.485260517866e-11       1.552776882181e-01       1.922302764907e+07       1.344526794843e+04       4.505834820631e-03       4.012025238415e+10       8.964450232177e-02       2.181503182457e+14       6.636781560148e+10       3.985025186227e+11       4.066036797913e-08       1.509096034172e+14       3.695247919971e+14       3.695247919971e+14       1.230199738876e+14      -3.170028871894e+15       1.763202573583e-04       5.935877836728e-02 
       2.963224603784e+06       8.604444942256e-11       1.563642900783e-01       1.895678778953e+07       1.344526686183e+04       4.537375367118e-03       3.984135901468e+10       9.027178038811e-02       2.121475116221e+14       6.499337535316e+10       3.902497549045e+11       4.066036797913e-08       1.467570485447e+14       3.593598032971e+14       3.593598032971e+14       1.196348533889e+14      -3.061383547751e+15       1.763932733280e-04       5.934715267322e-02 
       2.942626167944e+06       8.725303260180e-11       1.574584933496e-01       1.869423593632e+07       1.344526576762e+04       4.569136693256e-03       3.956440432803e+10       9.090344612321e-02       2.063098831582e+14       6.364739897128e+10       3.821679011728e+11       4.066036797913e-08       1.427187587844e+14       3.494744572428e+14       3.494744572428e+14       1.163428806475e+14      -2.956461877372e+15       1.764663052863e-04       5.933562713463e-02 
       2.922170918847e+06       8.847858976999e-11       1.585603511776e-01       1.843532099849e+07       1.344526466576e+04       4.601120344442e-03       3.928937484776e+10       9.153953019474e-02       2.006328876778e+14       6.232929698586e+10       3.742534179819e+11       4.066036797913e-08       1.387915899247e+14       3.398610603175e+14       3.398610603175e+14       1.131414925342e+14      -2.855136235707e+15       1.765393533516e-04       5.932420229882e-02 
       2.901857861155e+06       8.972135928067e-11       1.596699170714e-01       1.817999259290e+07       1.344526355620e+04       4.633327876894e-03       3.901625719111e+10       9.218006348440e-02       1.951121050735e+14       6.103849213446e+10       3.665028391860e+11       4.066036797913e-08       1.349724842729e+14       3.305121306778e+14       3.305121306778e+14       1.100281964488e+14      -2.757283372015e+15       1.766124176434e-04       5.931287871707e-02 
       2.881686006445e+06       9.098158283358e-11       1.607872449204e-01       1.792820103437e+07       1.344526243887e+04       4.665760857719e-03       3.874503806834e+10       9.282507708942e-02       1.897432368652e+14       5.977441910940e+10       3.589127704208e+11       4.066036797913e-08       1.312584682740e+14       3.214203923287e+14       3.214203923287e+14       1.070005683797e+14      -2.662784259932e+15       1.766854982818e-04       5.930165694470e-02 
       2.861654373170e+06       9.225950552165e-11       1.619123889886e-01       1.767989732608e+07       1.344526131373e+04       4.698420864995e-03       3.847570428210e+10       9.347460232403e-02       1.845221028529e+14       5.853652431021e+10       3.514798876177e+11       4.066036797913e-08       1.276466501959e+14       3.125787694608e+14       3.125787694608e+14       1.040562510163e+14      -2.571523952679e+15       1.767585953881e-04       5.929053754107e-02 
