# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.507264963858e-10       6.277601131055e-15       4.432750950804e-13       2.556580091234e-19       8.547443181580e-09       4.900909894880e-10      -2.329648199509e-12 
    3       1.413980668184e-10       1.003449628703e-14       5.456147799413e-13       5.114981412234e-19       5.288482483685e-09       3.481998019340e-10      -1.988342574605e-12 
    4       1.325365321596e-10       1.101587957602e-14       5.526175451050e-13       8.528956570036e-19       3.679890293035e-09       2.643908486048e-10      -1.529840062572e-12 
    5       1.256555866831e-10       9.519620124902e-15       5.071808608716e-13       1.280077015531e-18       2.746458046305e-09       2.093710687858e-10      -1.083128679479e-12 
    6       1.205952463134e-10       6.825117140975e-15       4.377670387515e-13       1.793311730723e-18       2.146002924465e-09       1.706446022354e-10      -6.919326999090e-13 
    7       1.170725249462e-10       4.213100142018e-15       3.630609274681e-13       2.392904110476e-18       1.732766190487e-09       1.421613875437e-10      -3.764785945497e-13 
    8       1.147413026971e-10       2.392235773746e-15       2.937814372787e-13       3.079184081631e-18       1.433476444015e-09       1.205316342246e-10      -1.429912415342e-13 
    9       1.132696890838e-10       1.449486754735e-15       2.359014182625e-13       3.852497453062e-18       1.208330368036e-09       1.036196980724e-10       1.168498681866e-14 
   10       1.124997482974e-10       1.102633832708e-15       1.920734805767e-13       4.713195988992e-18       1.033993406707e-09       9.007612475775e-11       9.741758748160e-14 
   11       1.122300653461e-10       1.004451371955e-15       1.626308864307e-13       5.661627669421e-18       8.694026429567e-10       7.942480507559e-11       1.281518730728e-13 
   12       1.123826268180e-10       9.324474914701e-16       1.462818353182e-13       6.698127504270e-18       7.600578298343e-10       7.012488068216e-11       1.199562643642e-13 
   13       1.128759240329e-10       8.248786430240e-16       1.405899974962e-13       7.823009242800e-18       6.702689738049e-10       6.261340406630e-11       8.875911785426e-14 
   14       1.135800472228e-10       7.166129113351e-16       1.426645981887e-13       9.036558281156e-18       5.955531230185e-10       5.631240298769e-11       4.764313763534e-14 
