# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=9.77578e-06 to 1.80917 h/Mpc,
# number of wavenumbers equal to 517
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2          
       2.501018067054e-02       8.486257969980e+06       8.466765074504e+06       2.410379352542e+03       2.379370536074e+03       0.000000000000e+00       8.463815150397e+06 
       2.517546527451e-02       8.404590316449e+06       8.384920652834e+06       2.355848071491e+03       2.325540795434e+03       0.000000000000e+00       8.381999234880e+06 
       2.534083334466e-02       8.323113481374e+06       8.303267547387e+06       2.302567983153e+03       2.272946156554e+03       0.000000000000e+00       8.300374569340e+06 
       2.550628650984e-02       8.241811171883e+06       8.221789265786e+06       2.250493839752e+03       2.221541900022e+03       0.000000000000e+00       8.218924667133e+06 
       2.567182643794e-02       8.160707425158e+06       8.140510145020e+06       2.199607337203e+03       2.171310024338e+03       0.000000000000e+00       8.137673856759e+06 
       2.583745483670e-02       8.079781004973e+06       8.059408726539e+06       2.149868467601e+03       2.122211018473e+03       0.000000000000e+00       8.056600687134e+06 
       2.600317345456e-02       7.999053275168e+06       7.978506584602e+06       2.101252029779e+03       2.074220005390e+03       0.000000000000e+00       7.975726724988e+06 
       2.616898408162e-02       7.918521670495e+06       7.897801123289e+06       2.053727258978e+03       2.027306616155e+03       0.000000000000e+00       7.895049375295e+06 
       2.633488855051e-02       7.838179983675e+06       7.817286087529e+06       2.007263452888e+03       1.981440543469e+03       0.000000000000e+00       7.814562385154e+06 
       2.650088873732e-02       7.758048177356e+06       7.736981622647e+06       1.961837608783e+03       1.936599080558e+03       0.000000000000e+00       7.734285892861e+06 
       2.666698656266e-02       7.678142049168e+06       7.656903285277e+06       1.917438184913e+03       1.892770909263e+03       0.000000000000e+00       7.654235449624e+06 
       2.683318399259e-02       7.598390353494e+06       7.576979999036e+06       1.873996554247e+03       1.849888130884e+03       0.000000000000e+00       7.574340003807e+06 
       2.699948303968e-02       7.518855066436e+06       7.497273897109e+06       1.831515231613e+03       1.807953308483e+03       0.000000000000e+00       7.494661666940e+06 
       2.716588576410e-02       7.439527028532e+06       7.417775720836e+06       1.789967024376e+03       1.766939599320e+03       0.000000000000e+00       7.415191183583e+06 
       2.733239427471e-02       7.360385103199e+06       7.338464153894e+06       1.749322739798e+03       1.726818186139e+03       0.000000000000e+00       7.335907244831e+06 
       2.749901073020e-02       7.281468784251e+06       7.259379050718e+06       1.709568582186e+03       1.687575450682e+03       0.000000000000e+00       7.256849691223e+06 
       2.766573734024e-02       7.202748728654e+06       7.180490806496e+06       1.670679547210e+03       1.649186767661e+03       0.000000000000e+00       7.177988928258e+06 
       2.783257636670e-02       7.124252178548e+06       7.101826902919e+06       1.632631078230e+03       1.611627785873e+03       0.000000000000e+00       7.099352428039e+06 
       2.799953012492e-02       7.045962660005e+06       7.023370731550e+06       1.595404803098e+03       1.574880450187e+03       0.000000000000e+00       7.020923587913e+06 
       2.816660098494e-02       6.967893541981e+06       6.945135768398e+06       1.558978260059e+03       1.538922534003e+03       0.000000000000e+00       6.942715879181e+06 
       2.833379137284e-02       6.890036150950e+06       6.867113277236e+06       1.523331683189e+03       1.503734551198e+03       0.000000000000e+00       6.864720568656e+06 
       2.850110377212e-02       6.812408630339e+06       6.789321553383e+06       1.488449702797e+03       1.469301330152e+03       0.000000000000e+00       6.786955945275e+06 
       2.866854072506e-02       6.735015076263e+06       6.711764495458e+06       1.454298210682e+03       1.435589037243e+03       0.000000000000e+00       6.709425906287e+06 
       2.883610483421e-02       6.657825639672e+06       6.634412441139e+06       1.420882943882e+03       1.402603649263e+03       0.000000000000e+00       6.632100799709e+06 
       2.900379876384e-02       6.580871150516e+06       6.557296285403e+06       1.388178013609e+03       1.370319459892e+03       0.000000000000e+00       6.555011509742e+06 
       2.917162524147e-02       6.504104019117e+06       6.480368301261e+06       1.356178044923e+03       1.338731381970e+03       0.000000000000e+00       6.478110326028e+06 
       2.933958705949e-02       6.427606968945e+06       6.403711408026e+06       1.324840883135e+03       1.307797380656e+03       0.000000000000e+00       6.401480138967e+06 
       2.950768707675e-02       6.351324381364e+06       6.327269742541e+06       1.294159186218e+03       1.277510412337e+03       0.000000000000e+00       6.325065104868e+06 
       2.967592822028e-02       6.275277960554e+06       6.251065218415e+06       1.264121731974e+03       1.247859400300e+03       0.000000000000e+00       6.248887129701e+06 
       2.984431348698e-02       6.199479853868e+06       6.175109750464e+06       1.234690194572e+03       1.218806294988e+03       0.000000000000e+00       6.172958124115e+06 
       3.001284594543e-02       6.123934560810e+06       6.099408655471e+06       1.205898379783e+03       1.190384879987e+03       0.000000000000e+00       6.097283403048e+06 
       3.018152873772e-02       6.048590065444e+06       6.023908998169e+06       1.177700597891e+03       1.162549875099e+03       0.000000000000e+00       6.021810049671e+06 
       3.035036508138e-02       5.973513452516e+06       5.948678445988e+06       1.150096924915e+03       1.135301353864e+03       0.000000000000e+00       5.946605707828e+06 
       3.051935827131e-02       5.898655670879e+06       5.873667799595e+06       1.123046797156e+03       1.108599156863e+03       0.000000000000e+00       5.871621195319e+06 
       3.068851168182e-02       5.824276281703e+06       5.799136335164e+06       1.096608577117e+03       1.082500949914e+03       0.000000000000e+00       5.797115697977e+06 
       3.085782876872e-02       5.749920703103e+06       5.724629876779e+06       1.070674592700e+03       1.056900598041e+03       0.000000000000e+00       5.722635198136e+06 
       3.102731307147e-02       5.675828587953e+06       5.650388126074e+06       1.045278206958e+03       1.031830932504e+03       0.000000000000e+00       5.648419313901e+06 
       3.119696821539e-02       5.602001942257e+06       5.576412899048e+06       1.020445814979e+03       1.007318521826e+03       0.000000000000e+00       5.574469860648e+06 
       3.136679791401e-02       5.528390544190e+06       5.502653988743e+06       9.960747354706e+02       9.832609367373e+02       0.000000000000e+00       5.500736648881e+06 
       3.153680597140e-02       5.455062189303e+06       5.429179457632e+06       9.721989931893e+02       9.596922151057e+02       0.000000000000e+00       5.427287717363e+06 
       3.170699628461e-02       5.381907175820e+06       5.355880032251e+06       9.487901404737e+02       9.365842734409e+02       0.000000000000e+00       5.354013830702e+06 
       3.187737284625e-02       5.309081031371e+06       5.282909864217e+06       9.258873180380e+02       9.139760871359e+02       0.000000000000e+00       5.281069086810e+06 
       3.204793974707e-02       5.236505488524e+06       5.210191746373e+06       9.034524433244e+02       8.918298507522e+02       0.000000000000e+00       5.208376305420e+06 
       3.221870117870e-02       5.164076990145e+06       5.137622147024e+06       8.814520012335e+02       8.701124606675e+02       0.000000000000e+00       5.135831990908e+06 
       3.238966143639e-02       5.092141435552e+06       5.065546233003e+06       8.599428292234e+02       8.488800235818e+02       0.000000000000e+00       5.063781189833e+06 
       3.256082492194e-02       5.020377422346e+06       4.993643282377e+06       8.388442716166e+02       8.280528509055e+02       0.000000000000e+00       4.991903292009e+06 
       3.273219614671e-02       4.948742750908e+06       4.921871652818e+06       8.181534455244e+02       8.076282236725e+02       0.000000000000e+00       4.920156669618e+06 
       3.290377973465e-02       4.877489170803e+06       4.850481660972e+06       7.979017354204e+02       7.876370593802e+02       0.000000000000e+00       4.848791552082e+06 
       3.307558042554e-02       4.806527101535e+06       4.779384457271e+06       7.780644773681e+02       7.680550253650e+02       0.000000000000e+00       4.777719120786e+06 
       3.324760307830e-02       4.735798964161e+06       4.708522396916e+06       7.586026814292e+02       7.488434941392e+02       0.000000000000e+00       4.706881751011e+06 
       3.341985267439e-02       4.665377688480e+06       4.637968603473e+06       7.395546443814e+02       7.300405085163e+02       0.000000000000e+00       4.636352540848e+06 
       3.359233432137e-02       4.595235462888e+06       4.567695251844e+06       7.208909699529e+02       7.116169437872e+02       0.000000000000e+00       4.566103674888e+06 
       3.376505325658e-02       4.525364929031e+06       4.497694922500e+06       7.026021370199e+02       6.935634013307e+02       0.000000000000e+00       4.496127736184e+06 
       3.393801485090e-02       4.455785470015e+06       4.427987120455e+06       6.846795998897e+02       6.758714154190e+02       0.000000000000e+00       4.426444222950e+06 
       3.411122461274e-02       4.386481985884e+06       4.358556682079e+06       6.671175364163e+02       6.585352776412e+02       0.000000000000e+00       4.357037976837e+06 
       3.428468819210e-02       4.317458718254e+06       4.289407861622e+06       6.499076048657e+02       6.415467425683e+02       0.000000000000e+00       4.287913250610e+06 
       3.445841138478e-02       4.248722894690e+06       4.220547962617e+06       6.330438177181e+02       6.248999036680e+02       0.000000000000e+00       4.219077345256e+06 
       3.463240013678e-02       4.180267389091e+06       4.151969779158e+06       6.165168351608e+02       6.085855333810e+02       0.000000000000e+00       4.150523057375e+06 
       3.480666054884e-02       4.112126950260e+06       4.083708235407e+06       6.003270084946e+02       5.926039954828e+02       0.000000000000e+00       4.082285298958e+06 
       3.498119888116e-02       4.044259922243e+06       4.015721626120e+06       5.844571743037e+02       5.769383204096e+02       0.000000000000e+00       4.014322379291e+06 
       3.515602155828e-02       3.976664691662e+06       3.948008852810e+06       5.689006654445e+02       5.615819252979e+02       0.000000000000e+00       3.946633200263e+06 
       3.533113517416e-02       3.909378680386e+06       3.880606226215e+06       5.536603815058e+02       5.465377101327e+02       0.000000000000e+00       3.879254059965e+06 
       3.550654649745e-02       3.842385250498e+06       3.813497719628e+06       5.387251749034e+02       5.317946507304e+02       0.000000000000e+00       3.812168937268e+06 
       3.568226247696e-02       3.775700018158e+06       3.746698964582e+06       5.240925339565e+02       5.173502783077e+02       0.000000000000e+00       3.745393458257e+06 
       3.585829024733e-02       3.709306328957e+06       3.680193348265e+06       5.097481931102e+02       5.031904685836e+02       0.000000000000e+00       3.678911015904e+06 
       3.603463713494e-02       3.643214622882e+06       3.613991320424e+06       4.956913251387e+02       4.893144340545e+02       0.000000000000e+00       3.612732056313e+06 
       3.621131066405e-02       3.577424005422e+06       3.548091981938e+06       4.819158950886e+02       4.757162175273e+02       0.000000000000e+00       3.546855680677e+06 
       3.638831856316e-02       3.511934319537e+06       3.482495188166e+06       4.684161164290e+02       4.623901070115e+02       0.000000000000e+00       3.481281744401e+06 
       3.656566877164e-02       3.446754815976e+06       3.417210251843e+06       4.551876029859e+02       4.493317728326e+02       0.000000000000e+00       3.416019556973e+06 
       3.674336944664e-02       3.381880145864e+06       3.352231864065e+06       4.422241931032e+02       4.365351328785e+02       0.000000000000e+00       3.351063811337e+06 
       3.692142897025e-02       3.317309468825e+06       3.287559314527e+06       4.295205059630e+02       4.239948816679e+02       0.000000000000e+00       3.286413797434e+06 
       3.709985595696e-02       3.253063452914e+06       3.223213214929e+06       4.170735539780e+02       4.117080553908e+02       0.000000000000e+00       3.222090119779e+06 
       3.727865926146e-02       3.189103208468e+06       3.159154657956e+06       4.048706447992e+02       3.996621169233e+02       0.000000000000e+00       3.158053884613e+06 
       3.745784798670e-02       3.125589121246e+06       3.095544216520e+06       3.929321826400e+02       3.878772054327e+02       0.000000000000e+00       3.094465608890e+06 
       3.763743149237e-02       3.062231088752e+06       3.032091662038e+06       3.812174977736e+02       3.763132739096e+02       0.000000000000e+00       3.031035165165e+06 
       3.781741940365e-02       2.999234288445e+06       2.969001857144e+06       3.697396200276e+02       3.649830428995e+02       0.000000000000e+00       2.967967344680e+06 
       3.799782162037e-02       2.936477789709e+06       2.906154317935e+06       3.584859086334e+02       3.538741217632e+02       0.000000000000e+00       2.905141705515e+06 
       3.817864832660e-02       2.874115726067e+06       2.843703004549e+06       3.474670428148e+02       3.429970027791e+02       0.000000000000e+00       2.842712154156e+06 
       3.835991000062e-02       2.812091928978e+06       2.781591398366e+06       3.366703761455e+02       3.323391928419e+02       0.000000000000e+00       2.780622191676e+06 
       3.854161742529e-02       2.750349846117e+06       2.719763712846e+06       3.260962338425e+02       3.219011401100e+02       0.000000000000e+00       2.718816050977e+06 
       3.872378169893e-02       2.688950948945e+06       2.658280857132e+06       3.157330956633e+02       3.116713190679e+02       0.000000000000e+00       2.657354619971e+06 
       3.890641424668e-02       2.627850452795e+06       2.597098468318e+06       3.055739716447e+02       3.016428744599e+02       0.000000000000e+00       2.596193551208e+06 
       3.908952683236e-02       2.567106149592e+06       2.536273766034e+06       2.956285298695e+02       2.918253768784e+02       0.000000000000e+00       2.535390044383e+06 
       3.927313157082e-02       2.506691174879e+06       2.475780324879e+06       2.858855279902e+02       2.822077117500e+02       0.000000000000e+00       2.474917683299e+06 
       3.945724094093e-02       2.446606131133e+06       2.415618774003e+06       2.763412456498e+02       2.727862077339e+02       0.000000000000e+00       2.414777096885e+06 
       3.964186779913e-02       2.386848459607e+06       2.355786517651e+06       2.669923497305e+02       2.635575808600e+02       0.000000000000e+00       2.354965690291e+06 
       3.982702539363e-02       2.327428957918e+06       2.296294445388e+06       2.578359955695e+02       2.545190202231e+02       0.000000000000e+00       2.295494349284e+06 
       4.001272737920e-02       2.268340813304e+06       2.237135712566e+06       2.488677865112e+02       2.456661860637e+02       0.000000000000e+00       2.236356231599e+06 
       4.019898783280e-02       2.209585617050e+06       2.178311940688e+06       2.400846077214e+02       2.369960061512e+02       0.000000000000e+00       2.177552958175e+06 
       4.038582126981e-02       2.151176917874e+06       2.119836713225e+06       2.314838757532e+02       2.285059241655e+02       0.000000000000e+00       2.119098107746e+06 
       4.057324266117e-02       2.093099474865e+06       2.061694775106e+06       2.230595674579e+02       2.201899880071e+02       0.000000000000e+00       2.060976430557e+06 
       4.076126745125e-02       2.035367795617e+06       2.003900732856e+06       2.148111252122e+02       2.120476568306e+02       0.000000000000e+00       2.003202528043e+06 
       4.094991157667e-02       1.977971780045e+06       1.946444608991e+06       2.067333913482e+02       2.040738347983e+02       0.000000000000e+00       1.945766426192e+06 
       4.113919148604e-02       1.920976584177e+06       1.889391824250e+06       1.988333788941e+02       1.962754551035e+02       0.000000000000e+00       1.888733522945e+06 
       4.132912416067e-02       1.864293540603e+06       1.832653553778e+06       1.910916006032e+02       1.886332508072e+02       0.000000000000e+00       1.832015024399e+06 
       4.151972713634e-02       1.807911746626e+06       1.776218650872e+06       1.835125921677e+02       1.811517690012e+02       0.000000000000e+00       1.775599787738e+06 
       4.171101852623e-02       1.751879886304e+06       1.720135493831e+06       1.760900853136e+02       1.738247300142e+02       0.000000000000e+00       1.719536174399e+06 
       4.190301704494e-02       1.696215209285e+06       1.664421848049e+06       1.688305455746e+02       1.666586011994e+02       0.000000000000e+00       1.663841943585e+06 
       4.209574203387e-02       1.640908587438e+06       1.609068564316e+06       1.617249291003e+02       1.596443963213e+02       0.000000000000e+00       1.608507949271e+06 
       4.228921348786e-02       1.585965188580e+06       1.554080601012e+06       1.547708399899e+02       1.527797504331e+02       0.000000000000e+00       1.553539148109e+06 
       4.248345208333e-02       1.531357702464e+06       1.499431008177e+06       1.479679577504e+02       1.460644079811e+02       0.000000000000e+00       1.498908599531e+06 
       4.267847920785e-02       1.477106725285e+06       1.445139940224e+06       1.413093290366e+02       1.394914388884e+02       0.000000000000e+00       1.444636450923e+06 
       4.287431699141e-02       1.423234562414e+06       1.391230072044e+06       1.347977116649e+02       1.330635869865e+02       0.000000000000e+00       1.390745369277e+06 
       4.307098833935e-02       1.369715480426e+06       1.337675620284e+06       1.284278336705e+02       1.267756536830e+02       0.000000000000e+00       1.337209580220e+06 
       4.326851696715e-02       1.316559929684e+06       1.284487100798e+06       1.221980173226e+02       1.206259813376e+02       0.000000000000e+00       1.284039595941e+06 
       4.346692743720e-02       1.263778373100e+06       1.231675081223e+06       1.161068167065e+02       1.146131429831e+02       0.000000000000e+00       1.231245980395e+06 
       4.366624519763e-02       1.211356670116e+06       1.179225291981e+06       1.101504304519e+02       1.087333858785e+02       0.000000000000e+00       1.178814468975e+06 
       4.386649662342e-02       1.159330803384e+06       1.127174351740e+06       1.043294961111e+02       1.029873304551e+02       0.000000000000e+00       1.126781667585e+06 
       4.406770905985e-02       1.107658214888e+06       1.075479216375e+06       9.863674545192e+01       9.736780646818e+01       0.000000000000e+00       1.075104547101e+06 
       4.426991086857e-02       1.056321865336e+06       1.024123072265e+06       9.307191595085e+01       9.187458393792e+01       0.000000000000e+00       1.023766299761e+06 
       4.447313147637e-02       1.005393315884e+06       9.731769354485e+05       8.763435275278e+01       8.650695852469e+01       0.000000000000e+00       9.728379168539e+05 
       4.467740142698e-02       9.548382880502e+05       9.226071273260e+05       8.232258978419e+01       8.126352931527e+01       0.000000000000e+00       9.222857315162e+05 
       4.488275243588e-02       9.046435828728e+05       8.724002481218e+05       7.713376928746e+01       7.614148002034e+01       0.000000000000e+00       8.720963486417e+05 
       4.508921744868e-02       8.548828140870e+05       8.226335043382e+05       7.206801578096e+01       7.114088059362e+01       0.000000000000e+00       8.223469478112e+05 
       4.529683070302e-02       8.054743846950e+05       7.732182983768e+05       6.711927349246e+01       6.625580150523e+01       0.000000000000e+00       7.729489623285e+05 
       4.550562779444e-02       7.564501308849e+05       7.241900623963e+05       6.228789173142e+01       6.148657413292e+01       0.000000000000e+00       7.239378119904e+05 
       4.571564574650e-02       7.078263799459e+05       6.755651457056e+05       5.757302180949e+01       5.683235871114e+01       0.000000000000e+00       6.753298404069e+05 
       4.592692308537e-02       6.595812282199e+05       6.273217383518e+05       5.297130140784e+01       5.228984167449e+01       0.000000000000e+00       6.271032452251e+05 
       4.613949991947e-02       6.117389351897e+05       5.794840748638e+05       4.848182360957e+01       4.785811838482e+01       0.000000000000e+00       5.792822525273e+05 
       4.635341802424e-02       5.643005040597e+05       5.320531184578e+05       4.410316209538e+01       4.353578441314e+01       0.000000000000e+00       5.318678251938e+05 
       4.656872093277e-02       5.172516420737e+05       4.850149184538e+05       3.983392043843e+01       3.932147324885e+01       0.000000000000e+00       4.848460174048e+05 
       4.678545403259e-02       4.706171429340e+05       4.383941161717e+05       3.567213936785e+01       3.521323134718e+01       0.000000000000e+00       4.382414618921e+05 
       4.700366466911e-02       4.243874387627e+05       3.921813308469e+05       3.161607982831e+01       3.120935014324e+01       0.000000000000e+00       3.920447811592e+05 
       4.722340225641e-02       3.785786257277e+05       3.463926266050e+05       2.766520385542e+01       2.730929763969e+01       0.000000000000e+00       3.462720337330e+05 
       4.744471839587e-02       3.331965929997e+05       3.010340857804e+05       2.381888132038e+01       2.351245760342e+01       0.000000000000e+00       3.009292998272e+05 
       4.766766700334e-02       2.882144399816e+05       2.560784868160e+05       2.007266728529e+01       1.981443729361e+01       0.000000000000e+00       2.559893673715e+05 
       4.789230444574e-02       2.436605882499e+05       2.115545833987e+05       1.642778203786e+01       1.621644598881e+01       0.000000000000e+00       2.114809800307e+05 
       4.811868968760e-02       1.995537710806e+05       1.674811461949e+05       1.288300444137e+01       1.271726777596e+01       0.000000000000e+00       1.674229019289e+05 
       4.834688444884e-02       1.558653824505e+05       1.238295401310e+05       9.435336625430e+00       9.313952253902e+00       0.000000000000e+00       1.237865079711e+05 
       4.857695337447e-02       1.126214585673e+05       8.062604896020e+04       6.085417888314e+00       6.007130722784e+00       0.000000000000e+00       8.059807274983e+04 
       4.880896421754e-02       6.983145165643e+04       3.788032647084e+04       2.831915805330e+00       2.795484293132e+00       0.000000000000e+00       3.786724668736e+04 
       4.904298803637e-02       2.748054206079e+04      -4.422779220669e+03      -3.276558929057e-01      -3.234403449215e-01       0.000000000000e+00      -4.421116818688e+03 
       4.927909940772e-02      -1.441460358147e+04      -4.626610547067e+04      -3.393425337313e+00      -3.349769151239e+00       0.000000000000e+00      -4.624986110811e+04 
       4.951737665707e-02      -5.584434797983e+04      -8.764006802804e+04      -6.366164732828e+00      -6.284264594351e+00       0.000000000000e+00      -8.760940527014e+04 
       4.975790210801e-02      -9.680076636564e+04      -1.285369340912e+05      -9.246964064798e+00      -9.128003608502e+00       0.000000000000e+00      -1.284920191978e+05 
       5.000076235243e-02      -1.372755110448e+05      -1.689474056990e+05      -1.203621812756e+01      -1.188137476221e+01       0.000000000000e+00      -1.688884081745e+05 
       5.024604854374e-02      -1.772750750630e+05      -2.088791030966e+05      -1.473623077961e+01      -1.454665410754e+01       0.000000000000e+00      -2.088061897857e+05 
       5.049385671547e-02      -2.167837824929e+05      -2.483153063475e+05      -1.734677630415e+01      -1.712361422487e+01       0.000000000000e+00      -2.482286499263e+05 
       5.074428812774e-02      -2.557767005889e+05      -2.872327015442e+05      -1.986731122335e+01      -1.961172273555e+01       0.000000000000e+00      -2.871324828078e+05 
       5.099744964486e-02      -2.942771880040e+05      -3.256503320823e+05      -2.230235238316e+01      -2.201543887739e+01       0.000000000000e+00      -3.255367252066e+05 
       5.125345414718e-02      -3.322488877848e+05      -3.635361329143e+05      -2.464880709086e+01      -2.433170833966e+01       0.000000000000e+00      -3.634093232332e+05 
       5.151242098099e-02      -3.696971507017e+05      -4.008936981770e+05      -2.690908832168e+01      -2.656291018420e+01       0.000000000000e+00      -4.007538697795e+05 
       5.177447645083e-02      -4.065946081421e+05      -4.376955862773e+05      -2.908283094340e+01      -2.870868858429e+01       0.000000000000e+00      -4.375429328160e+05 
       5.203975435896e-02      -4.429520453110e+05      -4.739522354895e+05      -3.117157633147e+01      -3.077056289088e+01       0.000000000000e+00      -4.737869469814e+05 
       5.230839659738e-02      -4.787345558765e+05      -5.096285536930e+05      -3.317451562868e+01      -3.274773436734e+01       0.000000000000e+00      -5.094508323854e+05 
       5.258055379880e-02      -5.139364567003e+05      -5.447189663837e+05      -3.509261766398e+01      -3.464116052983e+01       0.000000000000e+00      -5.445290164671e+05 
       5.285638605337e-02      -5.485429169990e+05      -5.792087627568e+05      -3.692618608552e+01      -3.645114323364e+01       0.000000000000e+00      -5.790067935479e+05 
       5.313606369942e-02      -5.825528497608e+05      -6.130960602144e+05      -3.867630513739e+01      -3.817874794741e+01       0.000000000000e+00      -6.128822816898e+05 
       5.341976819740e-02      -6.159229746839e+05      -6.463373183508e+05      -4.034170666994e+01      -3.982272743940e+01       0.000000000000e+00      -6.461119556620e+05 
       5.370769309748e-02      -6.486512055343e+05      -6.789306477447e+05      -4.192289617689e+01      -4.138357565104e+01       0.000000000000e+00      -6.786939267014e+05 
       5.400004511306e-02      -6.807180445678e+05      -7.108561448691e+05      -4.342024987161e+01      -4.286166632349e+01       0.000000000000e+00      -7.106082982192e+05 
       5.429704531415e-02      -7.121059211354e+05      -7.420959727880e+05      -4.483414587855e+01      -4.425737474087e+01       0.000000000000e+00      -7.418372394974e+05 
       5.459893045682e-02      -7.427830555735e+05      -7.726180658480e+05      -4.616330014551e+01      -4.556942916521e+01       0.000000000000e+00      -7.723486960584e+05 
       5.490595446735e-02      -7.727427940034e+05      -8.024153037462e+05      -4.740799941995e+01      -4.679810508228e+01       0.000000000000e+00      -8.021355500828e+05 
       5.521839010298e-02      -8.019230822374e+05      -8.314257645484e+05      -4.856780047571e+01      -4.794298586365e+01       0.000000000000e+00      -8.311359012169e+05 
       5.553653081450e-02      -8.303014582006e+05      -8.596268604106e+05      -4.964172780648e+01      -4.900309958111e+01       0.000000000000e+00      -8.593271694892e+05 
       5.586069284032e-02      -8.578943361348e+05      -8.870342565812e+05      -5.063146803637e+01      -4.998010474277e+01       0.000000000000e+00      -8.867250146917e+05 
       5.619121756681e-02      -8.845945610859e+05      -9.135399962272e+05      -5.153282112167e+01      -5.086986401394e+01       0.000000000000e+00      -9.132215176181e+05 
       5.652847419564e-02      -9.104216974750e+05      -9.391639142192e+05      -5.234779901360e+01      -5.167435579741e+01       0.000000000000e+00      -9.388365062258e+05 
       5.687286276643e-02      -9.353116991377e+05      -9.638413620737e+05      -5.307454642598e+01      -5.239175356349e+01       0.000000000000e+00      -9.635053545642e+05 
       5.722481759160e-02      -9.592388878679e+05      -9.875457471187e+05      -5.371341405540e+01      -5.302240270859e+01       0.000000000000e+00      -9.872014792332e+05 
       5.758481117130e-02      -9.820975242513e+05      -1.010171584922e+06      -5.426006393867e+01      -5.356203016315e+01       0.000000000000e+00      -1.009819432561e+06 
       5.795335866926e-02      -1.003914954750e+06      -1.031744850890e+06      -5.471542802143e+01      -5.401152587871e+01       0.000000000000e+00      -1.031385180907e+06 
       5.833102304617e-02      -1.024573382938e+06      -1.052147957961e+06      -5.507716620009e+01      -5.436860991797e+01       0.000000000000e+00      -1.051781178190e+06 
       5.871842096695e-02      -1.044008846511e+06      -1.071316077888e+06      -5.534335045519e+01      -5.463137260208e+01       0.000000000000e+00      -1.070942618758e+06 
       5.911622962214e-02      -1.062168309778e+06      -1.089194785194e+06      -5.551198236082e+01      -5.479783234262e+01       0.000000000000e+00      -1.088815096108e+06 
       5.952519463317e-02      -1.078963331918e+06      -1.105695719778e+06      -5.558139791014e+01      -5.486635529360e+01       0.000000000000e+00      -1.105310280933e+06 
       5.994613924836e-02      -1.094305925003e+06      -1.120729547188e+06      -5.554890945668e+01      -5.483428607071e+01       0.000000000000e+00      -1.120338869920e+06 
       6.037997508186e-02      -1.108091089636e+06      -1.134190556187e+06      -5.541117100690e+01      -5.469831951774e+01       0.000000000000e+00      -1.133795188675e+06 
       6.082771470547e-02      -1.120197220799e+06      -1.145955296132e+06      -5.516501247949e+01      -5.445533084347e+01       0.000000000000e+00      -1.145555829588e+06 
       6.129048647492e-02      -1.130516777588e+06      -1.155916384297e+06      -5.480740156099e+01      -5.410232038020e+01       0.000000000000e+00      -1.155513447355e+06 
       6.176955206293e-02      -1.138897773031e+06      -1.163919900455e+06      -5.433419159255e+01      -5.363519811550e+01       0.000000000000e+00      -1.163514175399e+06 
       6.226632728641e-02      -1.145186941175e+06      -1.169811209033e+06      -5.374134011280e+01      -5.304997351670e+01       0.000000000000e+00      -1.169403432045e+06 
       6.278240696029e-02      -1.149203915837e+06      -1.173408359017e+06      -5.302403581130e+01      -5.234189711153e+01       0.000000000000e+00      -1.172999329696e+06 
       6.331959469650e-02      -1.150737182372e+06      -1.174498060300e+06      -5.217662436318e+01      -5.150538737587e+01       0.000000000000e+00      -1.174088652587e+06 
       6.387993880222e-02      -1.149559054748e+06      -1.172850711075e+06      -5.119342780274e+01      -5.053483941993e+01       0.000000000000e+00      -1.172441878936e+06 
       6.446577573321e-02      -1.145407201190e+06      -1.168201808279e+06      -5.006804233244e+01      -4.942393185812e+01       0.000000000000e+00      -1.167794597870e+06 
       6.507978294067e-02      -1.137974583711e+06      -1.160241850721e+06      -4.879310121540e+01      -4.816539274934e+01       0.000000000000e+00      -1.159837416073e+06 
       6.572504343562e-02      -1.126920070944e+06      -1.148626990548e+06      -4.736073041056e+01      -4.675144752789e+01       0.000000000000e+00      -1.148226605537e+06 
       6.640512500223e-02      -1.111844016560e+06      -1.132954542198e+06      -4.576255309496e+01      -4.517382940186e+01       0.000000000000e+00      -1.132559621052e+06 
       6.712417774024e-02      -1.092300710470e+06      -1.112775430494e+06      -4.398971434589e+01      -4.342379699434e+01       0.000000000000e+00      -1.112387543963e+06 
       6.788705450871e-02      -1.067736433790e+06      -1.087531787700e+06      -4.203102564281e+01      -4.149030630653e+01       0.000000000000e+00      -1.087152700974e+06 
       6.869945984624e-02      -1.037546473045e+06      -1.056615139409e+06      -3.987598450478e+01      -3.936298879902e+01       0.000000000000e+00      -1.056246829752e+06 
       6.956813393703e-02      -1.001038652712e+06      -1.019327976731e+06      -3.751416514479e+01      -3.703155410448e+01       0.000000000000e+00      -1.018972664521e+06 
       7.050107888251e-02      -9.573790281181e+05      -9.748314694259e+05      -3.493380894485e+01      -3.448439997097e+01       0.000000000000e+00      -9.744916674033e+05 
       7.150783426331e-02      -9.057011881992e+05      -9.222530425743e+05      -3.212492490817e+01      -3.171164482977e+01       0.000000000000e+00      -9.219315676094e+05 
