# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.455554951219e-10       5.903186021539e-15       4.384023093531e-13       0.000000000000e+00       8.550558458349e-09       4.573534388719e-10      -2.261818607193e-12 
    3       1.374124632348e-10       9.668687709497e-15       5.411325899297e-13       0.000000000000e+00       5.266750341444e-09       3.256143186481e-10      -1.951611106442e-12 
    4       1.293882660397e-10       1.091496218249e-14       5.514610431662e-13       0.000000000000e+00       3.650001220271e-09       2.471747472105e-10      -1.525486191628e-12 
    5       1.230694129064e-10       9.738072849008e-15       5.101250755237e-13       0.000000000000e+00       2.714451737042e-09       1.955678834793e-10      -1.104469591266e-12 
    6       1.184652024661e-10       7.233485573554e-15       4.442186583983e-13       0.000000000000e+00       2.113172342364e-09       1.592780718298e-10      -7.296011660957e-13 
    7       1.152266974878e-10       4.623658634671e-15       3.718508645336e-13       0.000000000000e+00       1.700187713769e-09       1.325510058435e-10      -4.208397812786e-13 
    8       1.130702399084e-10       2.677302442498e-15       3.036429338901e-13       0.000000000000e+00       1.402056919776e-09       1.121420996597e-10      -1.856277276997e-13 
    9       1.117516831213e-10       1.585975506747e-15       2.455130174790e-13       0.000000000000e+00       1.178278793813e-09       9.612516748274e-11      -2.297377664756e-14 
   10       1.110561682792e-10       1.143614448067e-15       2.003920462970e-13       0.000000000000e+00       1.005265741082e-09       8.334986088286e-11       7.436735901929e-14 
   11       1.109211533169e-10       1.019776657883e-15       1.689387885231e-13       0.000000000000e+00       8.482194884097e-10       7.341607231073e-11       1.173085505990e-13 
