# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.495437883303e-10       7.309026172212e-15       4.815171198138e-13       0.000000000000e+00       8.628903626841e-09       4.854772022289e-10      -2.515854151938e-12 
    3       1.409365941767e-10       1.238791651610e-14       6.068719691432e-13       0.000000000000e+00       5.411291734618e-09       3.469573536444e-10      -2.211507031246e-12 
    4       1.324622779185e-10       1.446512635826e-14       6.277976520639e-13       0.000000000000e+00       3.776588568364e-09       2.639785239628e-10      -1.764116066972e-12 
    5       1.257504771183e-10       1.337853519781e-14       5.879551646460e-13       0.000000000000e+00       2.821984241693e-09       2.093815914767e-10      -1.309529286409e-12 
    6       1.208053896015e-10       1.032310747877e-14       5.173990840390e-13       0.000000000000e+00       2.205212286927e-09       1.709428816465e-10      -8.948468928659e-13 
    7       1.173297567767e-10       6.841600365737e-15       4.365335860668e-13       0.000000000000e+00       1.778233640119e-09       1.425663810216e-10      -5.443860561896e-13 
    8       1.150037082784e-10       4.042374146267e-15       3.576623509893e-13       0.000000000000e+00       1.468351542479e-09       1.208855530872e-10      -2.689334591772e-13 
    9       1.135829021420e-10       2.336357197457e-15       2.880590507484e-13       0.000000000000e+00       1.235838575278e-09       1.038809857419e-10      -7.009986556091e-14 
   10       1.128526855252e-10       1.571653533767e-15       2.317799678485e-13       0.000000000000e+00       1.056623414521e-09       9.029295138148e-11       5.745597694979e-14 
   11       1.126728139415e-10       1.345905907879e-15       1.905574137013e-13       0.000000000000e+00       8.886898896285e-10       7.950621169472e-11       1.233291871332e-13 
   12       1.129346488105e-10       1.288312421481e-15       1.640636552418e-13       0.000000000000e+00       7.765278522141e-10       7.028429457299e-11       1.421600819351e-13 
   13       1.135181551006e-10       1.200674797511e-15       1.505300359742e-13       0.000000000000e+00       6.844563352476e-10       6.274649405747e-11       1.277329333963e-13 
   14       1.143248480623e-10       1.054790799705e-15       1.474046702317e-13       0.000000000000e+00       6.078507045612e-10       5.620929936626e-11       9.279533163186e-14 
   15       1.153611532904e-10       9.105397354116e-16       1.516730195755e-13       0.000000000000e+00       5.433693972149e-10       5.074768433207e-11       4.959311812504e-14 
   16       1.165881733331e-10       8.293959335520e-16       1.602914704770e-13       0.000000000000e+00       4.885455326256e-10       4.611883489774e-11       7.232456586959e-15 
   17       1.179228800867e-10       8.287731570658e-16       1.707806930084e-13       0.000000000000e+00       4.415155594135e-10       4.212237776878e-11      -2.792921293602e-14 
   18       1.193693326165e-10       8.811664402740e-16       1.812740696382e-13       0.000000000000e+00       4.006946025982e-10       3.857272552381e-11      -5.233422210723e-14 
   19       1.209354684613e-10       9.538926660913e-16       1.907919253951e-13       0.000000000000e+00       3.654375321322e-10       3.544034576583e-11      -6.510245773981e-14 
   20       1.225654198491e-10       1.013472812600e-15       1.985910012024e-13       0.000000000000e+00       3.343837620425e-10       3.267209276414e-11      -6.706958340959e-14 
   21       1.242711019251e-10       1.062834163764e-15       2.047508523357e-13       0.000000000000e+00       3.070458393763e-10       3.022369209176e-11      -6.038517373227e-14 
   22       1.260522033636e-10       1.120089801587e-15       2.097242421470e-13       0.000000000000e+00       2.827706837240e-10       2.801369918727e-11      -4.840846087809e-14 
   23       1.278979428135e-10       1.204635722312e-15       2.139590314281e-13       0.000000000000e+00       2.612248149077e-10       2.601109519573e-11      -3.407762714076e-14 
   24       1.297762520732e-10       1.335071222130e-15       2.179755406264e-13       0.000000000000e+00       2.419102434120e-10       2.418236197720e-11      -2.047694649310e-14 
   25       1.317039917478e-10       1.511806333331e-15       2.222685078998e-13       0.000000000000e+00       2.246000765937e-10       2.253681855276e-11      -9.447605347628e-15 
   26       1.336934736407e-10       1.727825388594e-15       2.272832397438e-13       0.000000000000e+00       2.089813629592e-10       2.107677790948e-11      -2.331876488871e-15 
   27       1.357258584164e-10       1.976712002813e-15       2.330399346022e-13       0.000000000000e+00       1.948668561487e-10       1.976937864478e-11       6.620953568014e-16 
   28       1.377655339147e-10       2.252057279783e-15       2.393544257424e-13       0.000000000000e+00       1.820132726750e-10       1.856388400369e-11      -9.525123708467e-17 
   29       1.398222321195e-10       2.553377828845e-15       2.459228125485e-13       0.000000000000e+00       1.703550525946e-10       1.745581125634e-11      -3.801162795513e-15 
   30       1.419101823158e-10       2.881917810205e-15       2.523094562486e-13       0.000000000000e+00       1.597671054415e-10       1.644631517549e-11      -9.226630127712e-15 
   31       1.440332286626e-10       3.238301792603e-15       2.580005825460e-13       0.000000000000e+00       1.500335705703e-10       1.552722342445e-11      -1.492867494885e-14 
   32       1.461942637068e-10       3.620417521417e-15       2.626239835024e-13       0.000000000000e+00       1.411042594907e-10       1.468927059387e-11      -2.002927765790e-14 
   33       1.483865989367e-10       4.024639243394e-15       2.658008937941e-13       0.000000000000e+00       1.329161021657e-10       1.391502526090e-11      -2.370101164865e-14 
   34       1.505973716756e-10       4.447817452652e-15       2.671636580043e-13       0.000000000000e+00       1.253545993804e-10       1.318311844775e-11      -2.518539266847e-14 
   35       1.528332118154e-10       4.892544941309e-15       2.666307411981e-13       0.000000000000e+00       1.183811097775e-10       1.249405699952e-11      -2.459200053630e-14 
   36       1.551018996575e-10       5.363799271925e-15       2.642298398333e-13       0.000000000000e+00       1.119397487163e-10       1.185257241707e-11      -2.238998500799e-14 
   37       1.574058301315e-10       5.866748557796e-15       2.600329565806e-13       0.000000000000e+00       1.059467521136e-10       1.126048274855e-11      -1.915230788351e-14 
