# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       2.023149252668e-10       8.363076030867e-15       4.306220038213e-13       2.219653139611e-19       7.505697165367e-09       7.193288024815e-10      -2.618151896103e-12 
    3       1.804848773469e-10       1.335150904735e-14       5.728831410241e-13       4.441200728639e-19       4.649668238579e-09       5.007846282052e-10      -2.254545099662e-12 
    4       1.630090589043e-10       1.444278299188e-14       5.998171981903e-13       7.406149331949e-19       3.251072619214e-09       3.755000903146e-10      -1.724966314571e-12 
    5       1.501049409682e-10       1.222405570716e-14       5.594008694636e-13       1.111685525537e-18       2.435961740452e-09       2.948372071919e-10      -1.202141975648e-12 
    6       1.408188787846e-10       8.544196338334e-15       4.862009306845e-13       1.557612331313e-18       1.907572788214e-09       2.388532244772e-10      -7.449750660715e-13 
    7       1.341971949026e-10       5.137422720934e-15       4.034229731273e-13       2.078712109727e-18       1.541226345604e-09       1.979862636773e-10      -3.800560851454e-13 
    8       1.295115748010e-10       2.878733610969e-15       3.249489794536e-13       2.675328366615e-18       1.275070510268e-09       1.670443869236e-10      -1.154392810356e-13 
    9       1.263471380305e-10       1.785225145859e-15       2.585808749776e-13       3.347821226957e-18       1.074902522019e-09       1.429726704751e-10       5.355610331964e-14 
   10       1.242526537782e-10       1.416961511945e-15       2.082044221439e-13       4.096557093571e-18       9.199982775127e-10       1.238662621068e-10       1.403622115429e-13 
   11       1.229784515030e-10       1.306741152644e-15       1.748092633657e-13       4.921898480143e-18       7.847251269170e-10       1.088226114776e-10       1.630537718611e-13 
   12       1.223916993992e-10       1.193708827682e-15       1.568995199666e-13       5.824194396934e-18       6.866332303488e-10       9.616131007143e-11       1.430475139705e-13 
   13       1.222657340205e-10       1.034431473271e-15       1.513675860479e-13       6.803771642721e-18       6.059490231155e-10       8.547445561176e-11       9.834402375294e-14 
   14       1.225292025654e-10       8.924000926745e-16       1.544992281907e-13       7.860927317750e-18       5.387007020503e-10       7.658271882559e-11       4.566231350816e-14 
   15       1.231062768779e-10       8.255319634529e-16       1.626432462094e-13       8.995922821340e-18       4.820111389713e-10       6.904814306951e-11      -3.054224446189e-15 
   16       1.239246627371e-10       8.372367674951e-16       1.728157548247e-13       1.020897953624e-17       4.337431384478e-10       6.259193612045e-11      -4.020741980480e-14 
   17       1.249837138396e-10       8.902238783228e-16       1.829796299979e-13       1.150027633250e-17       3.922802310635e-10       5.693364853303e-11      -6.256232766052e-14 
   18       1.262070105423e-10       9.431601275803e-16       1.918685462575e-13       1.286994807004e-17       3.562500373464e-10       5.198618630170e-11      -7.011836047199e-14 
   19       1.275858209308e-10       9.908496710449e-16       1.991835154560e-13       1.431809123670e-17       3.250871754280e-10       4.767895140925e-11      -6.530678372867e-14 
   20       1.290755264301e-10       1.042742108057e-15       2.049998313236e-13       1.584475732921e-17       2.976136016673e-10       4.381785665984e-11      -5.260768647812e-14 
   21       1.306740488450e-10       1.120002816264e-15       2.098225716883e-13       1.744997042794e-17       2.734062086882e-10       4.037549584270e-11      -3.611359022111e-14 
   22       1.323576083466e-10       1.246605542115e-15       2.143901553875e-13       1.913371941433e-17       2.518908645098e-10       3.732172595907e-11      -2.029045808970e-14 
   23       1.341281569164e-10       1.423606390077e-15       2.192688201696e-13       2.089597938791e-17       2.327774725884e-10       3.460867109696e-11      -7.785531666092e-15 
   24       1.359718977161e-10       1.642719174478e-15       2.249329969467e-13       2.273670383210e-17       2.156309835816e-10       3.215119403989e-11      -4.998019263096e-16 
   25       1.378899244502e-10       1.897507869430e-15       2.314361299798e-13       2.465585018518e-17       2.002531745560e-10       2.992683733765e-11       1.438842884783e-15 
   26       1.398700871612e-10       2.181816635005e-15       2.385968482331e-13       2.665337022855e-17       1.863686839249e-10       2.791283585709e-11      -1.148901402221e-15 
   27       1.419062290990e-10       2.495637258293e-15       2.460068475717e-13       2.872923282885e-17       1.738133069578e-10       2.609841919388e-11      -6.724285613350e-15 
   28       1.439837729716e-10       2.840122127250e-15       2.531104331914e-13       3.088341780750e-17       1.623730787442e-10       2.446221814215e-11      -1.333635343611e-14 
   29       1.461092525064e-10       3.213253377466e-15       2.594124262120e-13       3.311594373136e-17       1.519909753506e-10       2.298855117546e-11      -1.971602303994e-14 
   30       1.482825203635e-10       3.611204927948e-15       2.643443813012e-13       3.542685131586e-17       1.425569742388e-10       2.164596182817e-11      -2.458806946012e-14 
   31       1.504924181728e-10       4.030490894635e-15       2.673311197540e-13       3.781620364121e-17       1.338804895461e-10       2.039210686418e-11      -2.672792044766e-14 
